morpheme_id	word_id	qac_ref	morpheme_index	surface_ar	stem_ar	lemma_ar	root	root_join_key	pos	morpheme_role	morph_features	aspect	mood	voice	measure	person	gender	number	grammatical_case
m-w-s042-a014-w018-01	w-s042-a014-w018	42:14:18:1	1	مُّسَمًّى	مُّسَمًّى	مُّسَمًّى	س م و	سمو	N	STEM	STEM|POS:N|PASS|PCPL|(II)|LEM:m~usam~FY|ROOT:smw|M|INDEF|GEN			PASS	II				GEN
m-w-s042-a014-w019-01	w-s042-a014-w019	42:14:19:1	1	لَّ					EMPH	PREFIX	PREFIX|l:EMPH+								
m-w-s042-a014-w019-02	w-s042-a014-w019	42:14:19:2	2	قُضِىَ	قُضِىَ	قَضَىٰٓ	ق ض ي	قضي	V	STEM	STEM|POS:V|PERF|PASS|LEM:qaDaY`^|ROOT:qDy|3MS	PERF		PASS		3	M	singular	
m-w-s042-a014-w020-01	w-s042-a014-w020	42:14:20:1	1	بَيْنَ	بَيْنَ	بَيْن	ب ي ن	بين	LOC	STEM	STEM|POS:LOC|LEM:bayon|ROOT:byn|ACC								ACC
m-w-s042-a014-w020-02	w-s042-a014-w020	42:14:20:2	2	هُمْ					PRON	SUFFIX	SUFFIX|PRON:3MP					3	M	plural	
m-w-s042-a014-w021-01	w-s042-a014-w021	42:14:21:1	1	وَ					CONJ	PREFIX	PREFIX|w:CONJ+								
m-w-s042-a014-w021-02	w-s042-a014-w021	42:14:21:2	2	إِنَّ	إِنَّ	إِنّ			ACC	STEM	STEM|POS:ACC|LEM:<in~|SP:<in~								ACC
m-w-s042-a014-w022-01	w-s042-a014-w022	42:14:22:1	1	ٱلَّذِينَ	ٱلَّذِينَ	ٱلَّذِى			REL	STEM	STEM|POS:REL|LEM:{l~a*iY|MP						M	plural	
m-w-s042-a014-w023-01	w-s042-a014-w023	42:14:23:1	1	أُورِثُ	أُورِثُ	أَوْرَثَ	و ر ث	ورث	V	STEM	STEM|POS:V|PERF|PASS|(IV)|LEM:>aworava|ROOT:wrv|3MP	PERF		PASS	IV	3	M	plural	
m-w-s042-a014-w023-02	w-s042-a014-w023	42:14:23:2	2	وا۟					PRON	SUFFIX	SUFFIX|PRON:3MP					3	M	plural	
m-w-s042-a014-w024-01	w-s042-a014-w024	42:14:24:1	1	ٱلْ					DET	PREFIX	PREFIX|Al+								
m-w-s042-a014-w024-02	w-s042-a014-w024	42:14:24:2	2	كِتَٰبَ	كِتَٰبَ	كِتَٰب	ك ت ب	كتب	N	STEM	STEM|POS:N|LEM:kita`b|ROOT:ktb|M|ACC								ACC
m-w-s042-a014-w025-01	w-s042-a014-w025	42:14:25:1	1	مِنۢ	مِنۢ	مِن			P	STEM	STEM|POS:P|LEM:min								
m-w-s042-a014-w026-01	w-s042-a014-w026	42:14:26:1	1	بَعْدِ	بَعْدِ	بَعْد	ب ع د	بعد	N	STEM	STEM|POS:N|LEM:baEod|ROOT:bEd|GEN								GEN
m-w-s042-a014-w026-02	w-s042-a014-w026	42:14:26:2	2	هِمْ					PRON	SUFFIX	SUFFIX|PRON:3MP					3	M	plural	
m-w-s042-a014-w027-01	w-s042-a014-w027	42:14:27:1	1	لَ					EMPH	PREFIX	PREFIX|l:EMPH+								
m-w-s042-a014-w027-02	w-s042-a014-w027	42:14:27:2	2	فِى	فِى	فِى			P	STEM	STEM|POS:P|LEM:fiY								
m-w-s042-a014-w028-01	w-s042-a014-w028	42:14:28:1	1	شَكٍّ	شَكٍّ	شَكّ	ش ك ك	شكك	N	STEM	STEM|POS:N|LEM:$ak~|ROOT:$kk|M|INDEF|GEN								GEN
m-w-s042-a014-w029-01	w-s042-a014-w029	42:14:29:1	1	مِّنْ	مِّنْ	مِن			P	STEM	STEM|POS:P|LEM:min								
m-w-s042-a014-w029-02	w-s042-a014-w029	42:14:29:2	2	هُ					PRON	SUFFIX	SUFFIX|PRON:3MS					3	M	singular	
m-w-s042-a014-w030-01	w-s042-a014-w030	42:14:30:1	1	مُرِيبٍ	مُرِيبٍ	مُرِيب	ر ي ب	ريب	N	STEM	STEM|POS:N|ACT|PCPL|(IV)|LEM:muriyb|ROOT:ryb|M|INDEF|GEN			ACT	IV				GEN
m-w-s042-a015-w001-01	w-s042-a015-w001	42:15:1:1	1	فَ					REM	PREFIX	PREFIX|f:REM+								
m-w-s042-a015-w001-02	w-s042-a015-w001	42:15:1:2	2	لِ					P	PREFIX	PREFIX|l:P+								
m-w-s042-a015-w001-03	w-s042-a015-w001	42:15:1:3	3	ذَٰلِكَ	ذَٰلِكَ	ذَٰلِك			DEM	STEM	STEM|POS:DEM|LEM:*a`lik|MS						M	singular	
m-w-s042-a015-w002-01	w-s042-a015-w002	42:15:2:1	1	فَ					REM	PREFIX	PREFIX|f:REM+								
m-w-s042-a015-w002-02	w-s042-a015-w002	42:15:2:2	2	ٱدْعُ	ٱدْعُ	دَعَا	د ع و	دعو	V	STEM	STEM|POS:V|IMPV|LEM:daEaA|ROOT:dEw|2MS	IMPV				2	M	singular	
m-w-s042-a015-w003-01	w-s042-a015-w003	42:15:3:1	1	وَ					CONJ	PREFIX	PREFIX|w:CONJ+								
m-w-s042-a015-w003-02	w-s042-a015-w003	42:15:3:2	2	ٱسْتَقِمْ	ٱسْتَقِمْ	ٱسْتَقَٰمُ	ق و م	قوم	V	STEM	STEM|POS:V|IMPV|(X)|LEM:{sotaqa`mu|ROOT:qwm|2MS	IMPV			X	2	M	singular	
m-w-s042-a015-w004-01	w-s042-a015-w004	42:15:4:1	1	كَ					P	PREFIX	PREFIX|ka+								
m-w-s042-a015-w004-02	w-s042-a015-w004	42:15:4:2	2	مَآ	مَآ	مَا			SUB	STEM	STEM|POS:SUB|LEM:maA								
m-w-s042-a015-w005-01	w-s042-a015-w005	42:15:5:1	1	أُمِرْ	أُمِرْ	أَمَرَ	ء م ر	ءمر	V	STEM	STEM|POS:V|PERF|PASS|LEM:>amara|ROOT:Amr|2MS	PERF		PASS		2	M	singular	
m-w-s042-a015-w005-02	w-s042-a015-w005	42:15:5:2	2	تَ					PRON	SUFFIX	SUFFIX|PRON:2MS					2	M	singular	
m-w-s042-a015-w006-01	w-s042-a015-w006	42:15:6:1	1	وَ					CONJ	PREFIX	PREFIX|w:CONJ+								
m-w-s042-a015-w006-02	w-s042-a015-w006	42:15:6:2	2	لَا	لَا	لَا			PRO	STEM	STEM|POS:PRO|LEM:laA								
m-w-s042-a015-w007-01	w-s042-a015-w007	42:15:7:1	1	تَتَّبِعْ	تَتَّبِعْ	ٱتَّبَعَ	ت ب ع	تبع	V	STEM	STEM|POS:V|IMPF|(VIII)|LEM:{t~abaEa|ROOT:tbE|2MS|MOOD:JUS	IMPF	JUS		VIII	2	M	singular	
m-w-s042-a015-w008-01	w-s042-a015-w008	42:15:8:1	1	أَهْوَآءَ	أَهْوَآءَ	أَهْوَآء	ه و ي	هوي	N	STEM	STEM|POS:N|LEM:>ahowaA^'|ROOT:hwy|MP|ACC						M	plural	ACC
m-w-s042-a015-w008-02	w-s042-a015-w008	42:15:8:2	2	هُمْ					PRON	SUFFIX	SUFFIX|PRON:3MP					3	M	plural	
m-w-s042-a015-w009-01	w-s042-a015-w009	42:15:9:1	1	وَ					CONJ	PREFIX	PREFIX|w:CONJ+								
m-w-s042-a015-w009-02	w-s042-a015-w009	42:15:9:2	2	قُلْ	قُلْ	قَالَ	ق و ل	قول	V	STEM	STEM|POS:V|IMPV|LEM:qaAla|ROOT:qwl|2MS	IMPV				2	M	singular	
m-w-s042-a015-w010-01	w-s042-a015-w010	42:15:10:1	1	ءَامَن	ءَامَن	ءَامَنَ	ء م ن	ءمن	V	STEM	STEM|POS:V|PERF|(IV)|LEM:'aAmana|ROOT:Amn|1S	PERF			IV	1		singular	
m-w-s042-a015-w010-02	w-s042-a015-w010	42:15:10:2	2	تُ					PRON	SUFFIX	SUFFIX|PRON:1S					1		singular	
m-w-s042-a015-w011-01	w-s042-a015-w011	42:15:11:1	1	بِ					P	PREFIX	PREFIX|bi+								
m-w-s042-a015-w011-02	w-s042-a015-w011	42:15:11:2	2	مَآ	مَآ	مَا			REL	STEM	STEM|POS:REL|LEM:maA								
m-w-s042-a015-w012-01	w-s042-a015-w012	42:15:12:1	1	أَنزَلَ	أَنزَلَ	أَنزَلَ	ن ز ل	نزل	V	STEM	STEM|POS:V|PERF|(IV)|LEM:>anzala|ROOT:nzl|3MS	PERF			IV	3	M	singular	
m-w-s042-a015-w013-01	w-s042-a015-w013	42:15:13:1	1	ٱللَّهُ	ٱللَّهُ	ٱللَّه	ء ل ه	ءله	PN	STEM	STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|NOM								NOM
m-w-s042-a015-w014-01	w-s042-a015-w014	42:15:14:1	1	مِن	مِن	مِن			P	STEM	STEM|POS:P|LEM:min								
m-w-s042-a015-w015-01	w-s042-a015-w015	42:15:15:1	1	كِتَٰبٍ	كِتَٰبٍ	كِتَٰب	ك ت ب	كتب	N	STEM	STEM|POS:N|LEM:kita`b|ROOT:ktb|M|INDEF|GEN								GEN
m-w-s042-a015-w016-01	w-s042-a015-w016	42:15:16:1	1	وَ					CONJ	PREFIX	PREFIX|w:CONJ+								
m-w-s042-a015-w016-02	w-s042-a015-w016	42:15:16:2	2	أُمِرْ	أُمِرْ	أَمَرَ	ء م ر	ءمر	V	STEM	STEM|POS:V|PERF|PASS|LEM:>amara|ROOT:Amr|1S	PERF		PASS		1		singular	
m-w-s042-a015-w016-03	w-s042-a015-w016	42:15:16:3	3	تُ					PRON	SUFFIX	SUFFIX|PRON:1S					1		singular	
m-w-s042-a015-w017-01	w-s042-a015-w017	42:15:17:1	1	لِ					PRP	PREFIX	PREFIX|l:PRP+								
m-w-s042-a015-w017-02	w-s042-a015-w017	42:15:17:2	2	أَعْدِلَ	أَعْدِلَ	عَدَلَ	ع د ل	عدل	V	STEM	STEM|POS:V|IMPF|LEM:Eadala|ROOT:Edl|1S|MOOD:SUBJ	IMPF	SUBJ			1		singular	
m-w-s042-a015-w018-01	w-s042-a015-w018	42:15:18:1	1	بَيْنَ	بَيْنَ	بَيْن	ب ي ن	بين	LOC	STEM	STEM|POS:LOC|LEM:bayon|ROOT:byn|ACC								ACC
m-w-s042-a015-w018-02	w-s042-a015-w018	42:15:18:2	2	كُمُ					PRON	SUFFIX	SUFFIX|PRON:2MP					2	M	plural	
m-w-s042-a015-w019-01	w-s042-a015-w019	42:15:19:1	1	ٱللَّهُ	ٱللَّهُ	ٱللَّه	ء ل ه	ءله	PN	STEM	STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|NOM								NOM
m-w-s042-a015-w020-01	w-s042-a015-w020	42:15:20:1	1	رَبُّ	رَبُّ	رَبّ	ر ب ب	ربب	N	STEM	STEM|POS:N|LEM:rab~|ROOT:rbb|M|NOM								NOM
m-w-s042-a015-w020-02	w-s042-a015-w020	42:15:20:2	2	نَا					PRON	SUFFIX	SUFFIX|PRON:1P					1		plural	
m-w-s042-a015-w021-01	w-s042-a015-w021	42:15:21:1	1	وَ					CONJ	PREFIX	PREFIX|w:CONJ+								
m-w-s042-a015-w021-02	w-s042-a015-w021	42:15:21:2	2	رَبُّ	رَبُّ	رَبّ	ر ب ب	ربب	N	STEM	STEM|POS:N|LEM:rab~|ROOT:rbb|M|NOM								NOM
m-w-s042-a015-w021-03	w-s042-a015-w021	42:15:21:3	3	كُمْ					PRON	SUFFIX	SUFFIX|PRON:2MP					2	M	plural	
m-w-s042-a015-w022-01	w-s042-a015-w022	42:15:22:1	1	لَ					P	PREFIX	PREFIX|l:P+								
m-w-s042-a015-w022-02	w-s042-a015-w022	42:15:22:2	2	نَآ	نَآ				PRON	STEM	STEM|POS:PRON|1P					1		plural	
m-w-s042-a015-w023-01	w-s042-a015-w023	42:15:23:1	1	أَعْمَٰلُ	أَعْمَٰلُ	عَمَل	ع م ل	عمل	N	STEM	STEM|POS:N|LEM:Eamal|ROOT:Eml|MP|NOM						M	plural	NOM
m-w-s042-a015-w023-02	w-s042-a015-w023	42:15:23:2	2	نَا					PRON	SUFFIX	SUFFIX|PRON:1P					1		plural	
m-w-s042-a015-w024-01	w-s042-a015-w024	42:15:24:1	1	وَ					CONJ	PREFIX	PREFIX|w:CONJ+								
m-w-s042-a015-w024-02	w-s042-a015-w024	42:15:24:2	2	لَ					P	PREFIX	PREFIX|l:P+								
m-w-s042-a015-w024-03	w-s042-a015-w024	42:15:24:3	3	كُمْ	كُمْ				PRON	STEM	STEM|POS:PRON|2MP					2	M	plural	
m-w-s042-a015-w025-01	w-s042-a015-w025	42:15:25:1	1	أَعْمَٰلُ	أَعْمَٰلُ	عَمَل	ع م ل	عمل	N	STEM	STEM|POS:N|LEM:Eamal|ROOT:Eml|MP|NOM						M	plural	NOM
m-w-s042-a015-w025-02	w-s042-a015-w025	42:15:25:2	2	كُمْ					PRON	SUFFIX	SUFFIX|PRON:2MP					2	M	plural	
m-w-s042-a015-w026-01	w-s042-a015-w026	42:15:26:1	1	لَا	لَا	لَا			NEG	STEM	STEM|POS:NEG|LEM:laA								
m-w-s042-a015-w027-01	w-s042-a015-w027	42:15:27:1	1	حُجَّةَ	حُجَّةَ	حُجَّة	ح ج ج	حجج	N	STEM	STEM|POS:N|LEM:Huj~ap|ROOT:Hjj|F|ACC								ACC
m-w-s042-a015-w028-01	w-s042-a015-w028	42:15:28:1	1	بَيْنَ	بَيْنَ	بَيْن	ب ي ن	بين	LOC	STEM	STEM|POS:LOC|LEM:bayon|ROOT:byn|ACC								ACC
m-w-s042-a015-w028-02	w-s042-a015-w028	42:15:28:2	2	نَا					PRON	SUFFIX	SUFFIX|PRON:1P					1		plural	
m-w-s042-a015-w029-01	w-s042-a015-w029	42:15:29:1	1	وَ					CONJ	PREFIX	PREFIX|w:CONJ+								
m-w-s042-a015-w029-02	w-s042-a015-w029	42:15:29:2	2	بَيْنَ	بَيْنَ	بَيْن	ب ي ن	بين	LOC	STEM	STEM|POS:LOC|LEM:bayon|ROOT:byn|ACC								ACC
m-w-s042-a015-w029-03	w-s042-a015-w029	42:15:29:3	3	كُمُ					PRON	SUFFIX	SUFFIX|PRON:2MP					2	M	plural	
m-w-s042-a015-w030-01	w-s042-a015-w030	42:15:30:1	1	ٱللَّهُ	ٱللَّهُ	ٱللَّه	ء ل ه	ءله	PN	STEM	STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|NOM								NOM
m-w-s042-a015-w031-01	w-s042-a015-w031	42:15:31:1	1	يَجْمَعُ	يَجْمَعُ	جَمَعَ	ج م ع	جمع	V	STEM	STEM|POS:V|IMPF|LEM:jamaEa|ROOT:jmE|3MS	IMPF				3	M	singular	
m-w-s042-a015-w032-01	w-s042-a015-w032	42:15:32:1	1	بَيْنَ	بَيْنَ	بَيْن	ب ي ن	بين	LOC	STEM	STEM|POS:LOC|LEM:bayon|ROOT:byn|ACC								ACC
m-w-s042-a015-w032-02	w-s042-a015-w032	42:15:32:2	2	نَا					PRON	SUFFIX	SUFFIX|PRON:1P					1		plural	
m-w-s042-a015-w033-01	w-s042-a015-w033	42:15:33:1	1	وَ					CONJ	PREFIX	PREFIX|w:CONJ+								
m-w-s042-a015-w033-02	w-s042-a015-w033	42:15:33:2	2	إِلَيْ	إِلَيْ	إِلَىٰ			P	STEM	STEM|POS:P|LEM:<ilaY`								
m-w-s042-a015-w033-03	w-s042-a015-w033	42:15:33:3	3	هِ					PRON	SUFFIX	SUFFIX|PRON:3MS					3	M	singular	
m-w-s042-a015-w034-01	w-s042-a015-w034	42:15:34:1	1	ٱلْ					DET	PREFIX	PREFIX|Al+								
m-w-s042-a015-w034-02	w-s042-a015-w034	42:15:34:2	2	مَصِيرُ	مَصِيرُ	مَصِير	ص ي ر	صير	N	STEM	STEM|POS:N|LEM:maSiyr|ROOT:Syr|NOM								NOM
m-w-s042-a016-w001-01	w-s042-a016-w001	42:16:1:1	1	وَ					CONJ	PREFIX	PREFIX|w:CONJ+								
m-w-s042-a016-w001-02	w-s042-a016-w001	42:16:1:2	2	ٱلَّذِينَ	ٱلَّذِينَ	ٱلَّذِى			REL	STEM	STEM|POS:REL|LEM:{l~a*iY|MP						M	plural	
m-w-s042-a016-w002-01	w-s042-a016-w002	42:16:2:1	1	يُحَآجُّ	يُحَآجُّ	حَآجَّ	ح ج ج	حجج	V	STEM	STEM|POS:V|IMPF|(III)|LEM:HaA^j~a|ROOT:Hjj|3MP	IMPF			III	3	M	plural	
m-w-s042-a016-w002-02	w-s042-a016-w002	42:16:2:2	2	ونَ					PRON	SUFFIX	SUFFIX|PRON:3MP					3	M	plural	
m-w-s042-a016-w003-01	w-s042-a016-w003	42:16:3:1	1	فِى	فِى	فِى			P	STEM	STEM|POS:P|LEM:fiY								
m-w-s042-a016-w004-01	w-s042-a016-w004	42:16:4:1	1	ٱللَّهِ	ٱللَّهِ	ٱللَّه	ء ل ه	ءله	PN	STEM	STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|GEN								GEN
m-w-s042-a016-w005-01	w-s042-a016-w005	42:16:5:1	1	مِنۢ	مِنۢ	مِن			P	STEM	STEM|POS:P|LEM:min								
m-w-s042-a016-w006-01	w-s042-a016-w006	42:16:6:1	1	بَعْدِ	بَعْدِ	بَعْد	ب ع د	بعد	N	STEM	STEM|POS:N|LEM:baEod|ROOT:bEd|GEN								GEN
m-w-s042-a016-w007-01	w-s042-a016-w007	42:16:7:1	1	مَا	مَا	مَا			REL	STEM	STEM|POS:REL|LEM:maA								
m-w-s042-a016-w008-01	w-s042-a016-w008	42:16:8:1	1	ٱسْتُجِيبَ	ٱسْتُجِيبَ	ٱسْتَجَابَ	ج و ب	جوب	V	STEM	STEM|POS:V|PERF|PASS|(X)|LEM:{sotajaAba|ROOT:jwb|3MS	PERF		PASS	X	3	M	singular	
m-w-s042-a016-w009-01	w-s042-a016-w009	42:16:9:1	1	لَ					P	PREFIX	PREFIX|l:P+								
m-w-s042-a016-w009-02	w-s042-a016-w009	42:16:9:2	2	هُۥ	هُۥ				PRON	STEM	STEM|POS:PRON|3MS					3	M	singular	
m-w-s042-a016-w010-01	w-s042-a016-w010	42:16:10:1	1	حُجَّتُ	حُجَّتُ	حُجَّة	ح ج ج	حجج	N	STEM	STEM|POS:N|LEM:Huj~ap|ROOT:Hjj|F|NOM								NOM
m-w-s042-a016-w010-02	w-s042-a016-w010	42:16:10:2	2	هُمْ					PRON	SUFFIX	SUFFIX|PRON:3MP					3	M	plural	
m-w-s042-a016-w011-01	w-s042-a016-w011	42:16:11:1	1	دَاحِضَةٌ	دَاحِضَةٌ	دَاحِضَة	د ح ض	دحض	N	STEM	STEM|POS:N|ACT|PCPL|LEM:daAHiDap|ROOT:dHD|F|INDEF|NOM			ACT					NOM
m-w-s042-a016-w012-01	w-s042-a016-w012	42:16:12:1	1	عِندَ	عِندَ	عِند	ع ن د	عند	LOC	STEM	STEM|POS:LOC|LEM:Eind|ROOT:End|ACC								ACC
m-w-s042-a016-w013-01	w-s042-a016-w013	42:16:13:1	1	رَبِّ	رَبِّ	رَبّ	ر ب ب	ربب	N	STEM	STEM|POS:N|LEM:rab~|ROOT:rbb|M|GEN								GEN
m-w-s042-a016-w013-02	w-s042-a016-w013	42:16:13:2	2	هِمْ					PRON	SUFFIX	SUFFIX|PRON:3MP					3	M	plural	
m-w-s042-a016-w014-01	w-s042-a016-w014	42:16:14:1	1	وَ					CONJ	PREFIX	PREFIX|w:CONJ+								
m-w-s042-a016-w014-02	w-s042-a016-w014	42:16:14:2	2	عَلَيْ	عَلَيْ	عَلَىٰ			P	STEM	STEM|POS:P|LEM:EalaY`								
m-w-s042-a016-w014-03	w-s042-a016-w014	42:16:14:3	3	هِمْ					PRON	SUFFIX	SUFFIX|PRON:3MP					3	M	plural	
m-w-s042-a016-w015-01	w-s042-a016-w015	42:16:15:1	1	غَضَبٌ	غَضَبٌ	غَضَب	غ ض ب	غضب	N	STEM	STEM|POS:N|LEM:gaDab|ROOT:gDb|M|INDEF|NOM								NOM
m-w-s042-a016-w016-01	w-s042-a016-w016	42:16:16:1	1	وَ					CONJ	PREFIX	PREFIX|w:CONJ+								
m-w-s042-a016-w016-02	w-s042-a016-w016	42:16:16:2	2	لَ					P	PREFIX	PREFIX|l:P+								
m-w-s042-a016-w016-03	w-s042-a016-w016	42:16:16:3	3	هُمْ	هُمْ				PRON	STEM	STEM|POS:PRON|3MP					3	M	plural	
m-w-s042-a016-w017-01	w-s042-a016-w017	42:16:17:1	1	عَذَابٌ	عَذَابٌ	عَذَاب	ع ذ ب	عذب	N	STEM	STEM|POS:N|LEM:Ea*aAb|ROOT:E*b|M|INDEF|NOM								NOM
m-w-s042-a016-w018-01	w-s042-a016-w018	42:16:18:1	1	شَدِيدٌ	شَدِيدٌ	شَدِيد	ش د د	شدد	ADJ	STEM	STEM|POS:ADJ|LEM:$adiyd|ROOT:$dd|MS|INDEF|NOM						M	singular	NOM
m-w-s042-a017-w001-01	w-s042-a017-w001	42:17:1:1	1	ٱللَّهُ	ٱللَّهُ	ٱللَّه	ء ل ه	ءله	PN	STEM	STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|NOM								NOM
m-w-s042-a017-w002-01	w-s042-a017-w002	42:17:2:1	1	ٱلَّذِىٓ	ٱلَّذِىٓ	ٱلَّذِى			REL	STEM	STEM|POS:REL|LEM:{l~a*iY|MS						M	singular	
m-w-s042-a017-w003-01	w-s042-a017-w003	42:17:3:1	1	أَنزَلَ	أَنزَلَ	أَنزَلَ	ن ز ل	نزل	V	STEM	STEM|POS:V|PERF|(IV)|LEM:>anzala|ROOT:nzl|3MS	PERF			IV	3	M	singular	
m-w-s042-a017-w004-01	w-s042-a017-w004	42:17:4:1	1	ٱلْ					DET	PREFIX	PREFIX|Al+								
m-w-s042-a017-w004-02	w-s042-a017-w004	42:17:4:2	2	كِتَٰبَ	كِتَٰبَ	كِتَٰب	ك ت ب	كتب	N	STEM	STEM|POS:N|LEM:kita`b|ROOT:ktb|M|ACC								ACC
m-w-s042-a017-w005-01	w-s042-a017-w005	42:17:5:1	1	بِ					P	PREFIX	PREFIX|bi+								
m-w-s042-a017-w005-02	w-s042-a017-w005	42:17:5:2	2	ٱلْ					DET	PREFIX	PREFIX|Al+								
m-w-s042-a017-w005-03	w-s042-a017-w005	42:17:5:3	3	حَقِّ	حَقِّ	حَقّ	ح ق ق	حقق	N	STEM	STEM|POS:N|LEM:Haq~|ROOT:Hqq|M|GEN								GEN
m-w-s042-a017-w006-01	w-s042-a017-w006	42:17:6:1	1	وَ					CONJ	PREFIX	PREFIX|w:CONJ+								
m-w-s042-a017-w006-02	w-s042-a017-w006	42:17:6:2	2	ٱلْ					DET	PREFIX	PREFIX|Al+								
m-w-s042-a017-w006-03	w-s042-a017-w006	42:17:6:3	3	مِيزَانَ	مِيزَانَ	مِيزَان	و ز ن	وزن	N	STEM	STEM|POS:N|LEM:miyzaAn|ROOT:wzn|M|GEN								GEN
m-w-s042-a017-w007-01	w-s042-a017-w007	42:17:7:1	1	وَ					CONJ	PREFIX	PREFIX|w:CONJ+								
m-w-s042-a017-w007-02	w-s042-a017-w007	42:17:7:2	2	مَا	مَا	مَا			REL	STEM	STEM|POS:REL|LEM:maA								
m-w-s042-a017-w008-01	w-s042-a017-w008	42:17:8:1	1	يُدْرِي	يُدْرِي	أَدْرَىٰ	د ر ي	دري	V	STEM	STEM|POS:V|IMPF|(IV)|LEM:>adoraY`|ROOT:dry|3MS	IMPF			IV	3	M	singular	
m-w-s042-a017-w008-02	w-s042-a017-w008	42:17:8:2	2	كَ					PRON	SUFFIX	SUFFIX|PRON:2MS					2	M	singular	
m-w-s042-a017-w009-01	w-s042-a017-w009	42:17:9:1	1	لَعَلَّ	لَعَلَّ	لَعَلّ			ACC	STEM	STEM|POS:ACC|LEM:laEal~|SP:<in~								ACC
m-w-s042-a017-w010-01	w-s042-a017-w010	42:17:10:1	1	ٱل					DET	PREFIX	PREFIX|Al+								
m-w-s042-a017-w010-02	w-s042-a017-w010	42:17:10:2	2	سَّاعَةَ	سَّاعَةَ	سَاعَة	س و ع	سوع	N	STEM	STEM|POS:N|LEM:saAEap|ROOT:swE|F|ACC								ACC
m-w-s042-a017-w011-01	w-s042-a017-w011	42:17:11:1	1	قَرِيبٌ	قَرِيبٌ	قَرِيب	ق ر ب	قرب	ADJ	STEM	STEM|POS:ADJ|LEM:qariyb|ROOT:qrb|MS|INDEF|NOM						M	singular	NOM
m-w-s042-a018-w001-01	w-s042-a018-w001	42:18:1:1	1	يَسْتَعْجِلُ	يَسْتَعْجِلُ	ٱسْتَعْجَلَ	ع ج ل	عجل	V	STEM	STEM|POS:V|IMPF|(X)|LEM:{sotaEojala|ROOT:Ejl|3MS	IMPF			X	3	M	singular	
m-w-s042-a018-w002-01	w-s042-a018-w002	42:18:2:1	1	بِ					P	PREFIX	PREFIX|bi+								
m-w-s042-a018-w002-02	w-s042-a018-w002	42:18:2:2	2	هَا	هَا				PRON	STEM	STEM|POS:PRON|3FS					3	F	singular	
m-w-s042-a018-w003-01	w-s042-a018-w003	42:18:3:1	1	ٱلَّذِينَ	ٱلَّذِينَ	ٱلَّذِى			REL	STEM	STEM|POS:REL|LEM:{l~a*iY|MP						M	plural	
m-w-s042-a018-w004-01	w-s042-a018-w004	42:18:4:1	1	لَا	لَا	لَا			NEG	STEM	STEM|POS:NEG|LEM:laA								
m-w-s042-a018-w005-01	w-s042-a018-w005	42:18:5:1	1	يُؤْمِنُ	يُؤْمِنُ	ءَامَنَ	ء م ن	ءمن	V	STEM	STEM|POS:V|IMPF|(IV)|LEM:'aAmana|ROOT:Amn|3MP	IMPF			IV	3	M	plural	
m-w-s042-a018-w005-02	w-s042-a018-w005	42:18:5:2	2	ونَ					PRON	SUFFIX	SUFFIX|PRON:3MP					3	M	plural	
m-w-s042-a018-w006-01	w-s042-a018-w006	42:18:6:1	1	بِ					P	PREFIX	PREFIX|bi+								
m-w-s042-a018-w006-02	w-s042-a018-w006	42:18:6:2	2	هَا	هَا				PRON	STEM	STEM|POS:PRON|3FS					3	F	singular	
m-w-s042-a018-w007-01	w-s042-a018-w007	42:18:7:1	1	وَ					CONJ	PREFIX	PREFIX|w:CONJ+								
m-w-s042-a018-w007-02	w-s042-a018-w007	42:18:7:2	2	ٱلَّذِينَ	ٱلَّذِينَ	ٱلَّذِى			REL	STEM	STEM|POS:REL|LEM:{l~a*iY|MP						M	plural	
m-w-s042-a018-w008-01	w-s042-a018-w008	42:18:8:1	1	ءَامَنُ	ءَامَنُ	ءَامَنَ	ء م ن	ءمن	V	STEM	STEM|POS:V|PERF|(IV)|LEM:'aAmana|ROOT:Amn|3MP	PERF			IV	3	M	plural	
m-w-s042-a018-w008-02	w-s042-a018-w008	42:18:8:2	2	وا۟					PRON	SUFFIX	SUFFIX|PRON:3MP					3	M	plural	
m-w-s042-a018-w009-01	w-s042-a018-w009	42:18:9:1	1	مُشْفِقُونَ	مُشْفِقُونَ	مُشْفِقُون	ش ف ق	شفق	N	STEM	STEM|POS:N|ACT|PCPL|(IV)|LEM:mu$ofiquwn|ROOT:$fq|MP|NOM			ACT	IV		M	plural	NOM
m-w-s042-a018-w010-01	w-s042-a018-w010	42:18:10:1	1	مِنْ	مِنْ	مِن			P	STEM	STEM|POS:P|LEM:min								
m-w-s042-a018-w010-02	w-s042-a018-w010	42:18:10:2	2	هَا					PRON	SUFFIX	SUFFIX|PRON:3FS					3	F	singular	
m-w-s042-a018-w011-01	w-s042-a018-w011	42:18:11:1	1	وَ					CONJ	PREFIX	PREFIX|w:CONJ+								
