unit_id	source_pass	source_rtype	source_local_id	sura	ayah	type	anchor_wid	anchor_unit_id	part	agreement	referent_status	frame_raw	frame_unit_id	candidate_refs_raw	candidate_ref_unit_ids	status	confidence	evidence	translation_instruction	reason
ae:v3:s006:091:pass2:impl:i6	pass2	IMPL	i6	6	91	implicit_subject	33	q:6:91:33	subject_agreement	2mp	morphologically_present_unresolved	v9	ae:v3:s006:091:pass1:frame:v9			surface_form	high	morphology;agreement	target_language_may_require_resolution	تُخْفُونَ carries 2mp agreement; the addressee is encoded by verbal morphology rather than an explicit same-clause noun.
ae:v3:s006:091:pass2:impl:i7	pass2	IMPL	i7	6	91	implicit_subject	36	q:6:91:36	subject_agreement	2mp	morphologically_present_unresolved	v10	ae:v3:s006:091:pass1:frame:v10			surface_form	high	morphology;agreement	target_language_may_require_resolution	عُلِّمْتُم carries 2mp agreement; the addressee is encoded by verbal morphology rather than an explicit same-clause noun.
ae:v3:s006:091:pass2:impl:i8	pass2	IMPL	i8	6	91	implicit_subject	39	q:6:91:39	subject_agreement	2mp	morphologically_present_unresolved	v11	ae:v3:s006:091:pass1:frame:v11			surface_form	high	morphology;agreement	target_language_may_require_resolution	تَعْلَمُوٓا۟ carries 2mp agreement; the addressee is encoded by verbal morphology rather than an explicit same-clause noun.
ae:v3:s006:091:pass2:impl:i9	pass2	IMPL	i9	6	91	implicit_subject	44	q:6:91:44	subject_agreement	2ms	morphologically_present_unresolved	v12	ae:v3:s006:091:pass1:frame:v12			surface_form	high	morphology;agreement	target_language_may_require_resolution	قُلِ carries 2ms agreement; the addressee is encoded by verbal morphology rather than an explicit same-clause noun.
ae:v3:s006:091:pass2:impl:i10	pass2	IMPL	i10	6	91	implicit_subject	47	q:6:91:47	subject_agreement	2mp	morphologically_present_unresolved	v13	ae:v3:s006:091:pass1:frame:v13			surface_form	high	morphology;agreement	target_language_may_require_resolution	ذَرْهُمْ carries 2mp agreement; the addressee is encoded by verbal morphology rather than an explicit same-clause noun.
ae:v3:s006:091:pass2:impl:i11	pass2	IMPL	i11	6	91	implicit_subject	50	q:6:91:50	subject_agreement	3mp	morphologically_present_unresolved	v14	ae:v3:s006:091:pass1:frame:v14			surface_form	high	morphology;agreement	target_language_may_require_resolution	يَلْعَبُونَ carries 3mp agreement with no explicit Pass 1 subject on this frame; the plural subject is supplied by discourse/morphology.
ae:v3:s006:092:pass2:impl:i1	pass2	IMPL	i1	6	92	implicit_subject	4	q:6:92:4	subject_agreement	1cp	morphologically_present_unresolved	v1	ae:v3:s006:092:pass1:frame:v1			surface_form	high	morphology;agreement	target_language_may_require_resolution	أَنزَلْنَٰهُ carries 1cp verbal agreement; the speaking subject is morphologically present but has no explicit same-clause noun.
ae:v3:s006:092:pass2:impl:i2	pass2	IMPL	i2	6	92	implicit_subject	12	q:6:92:12	subject_agreement	2ms	morphologically_present_unresolved	v2	ae:v3:s006:092:pass1:frame:v2			surface_form	high	morphology;agreement	target_language_may_require_resolution	تُنذِرَ carries 2ms agreement; the addressee is encoded by verbal morphology rather than an explicit same-clause noun.
ae:v3:s006:092:pass2:impl:i3	pass2	IMPL	i3	6	92	implicit_subject	20	q:6:92:20	subject_agreement	3mp	morphologically_present_unresolved	v3	ae:v3:s006:092:pass1:frame:v3			surface_form	high	morphology;agreement	target_language_may_require_resolution	يُؤْمِنُونَ carries 3mp agreement with no explicit Pass 1 subject on this frame; the plural subject is supplied by discourse/morphology.
ae:v3:s006:093:pass2:impl:i1	pass2	IMPL	i1	6	93	implicit_subject	5	q:6:93:5	subject_agreement	3ms	morphologically_present_unresolved	v2	ae:v3:s006:093:pass1:frame:v2			surface_form	high	morphology;agreement	target_language_may_require_resolution	ٱفْتَرَىٰ carries 3ms agreement with no Pass 1 explicit subject on this frame, so the subject remains morphologically encoded.
ae:v3:s006:093:pass2:impl:i2	pass2	IMPL	i2	6	93	implicit_subject	10	q:6:93:10	subject_agreement	3ms	morphologically_present_unresolved	v3	ae:v3:s006:093:pass1:frame:v3			surface_form	high	morphology;agreement	target_language_may_require_resolution	قَالَ carries 3ms agreement with no Pass 1 explicit subject on this frame, so the subject remains morphologically encoded.
ae:v3:s006:093:pass2:impl:i3	pass2	IMPL	i3	6	93	implicit_agent	11	q:6:93:11	subject_agreement	3ms	morphologically_present_unresolved	v4	ae:v3:s006:093:pass1:frame:v4			surface_form	high	morphology	avoid_adding_explanatory_noun	أُوحِيَ is passive in Pass 1 (none_passive); the agent is grammatically unexpressed and not supplied by local syntax.
ae:v3:s006:093:pass2:impl:i4	pass2	IMPL	i4	6	93	implicit_agent	15	q:6:93:15	subject_agreement	3ms	morphologically_present_unresolved	v5	ae:v3:s006:093:pass1:frame:v5			surface_form	high	morphology	avoid_adding_explanatory_noun	يُوحَ is passive in Pass 1 (none_passive); the agent is grammatically unexpressed and not supplied by local syntax.
ae:v3:s006:093:pass2:impl:i5	pass2	IMPL	i5	6	93	implicit_subject	21	q:6:93:21	subject_agreement	1cs	morphologically_present_unresolved	v7	ae:v3:s006:093:pass1:frame:v7			surface_form	high	morphology;agreement	target_language_may_require_resolution	سَأُنزِلُ carries 1cs verbal agreement; the speaking subject is morphologically present but has no explicit same-clause noun.
ae:v3:s006:093:pass2:impl:i6	pass2	IMPL	i6	6	93	implicit_subject	28	q:6:93:28	subject_agreement	2ms	morphologically_present_unresolved	v9	ae:v3:s006:093:pass1:frame:v9			surface_form	high	morphology;agreement	target_language_may_require_resolution	تَرَىٰ carries 2ms agreement; the addressee is encoded by verbal morphology rather than an explicit same-clause noun.
ae:v3:s006:093:pass2:impl:i7	pass2	IMPL	i7	6	93	implicit_subject	38	q:6:93:38	subject_agreement	2mp	morphologically_present_unresolved	v10	ae:v3:s006:093:pass1:frame:v10			surface_form	high	morphology;agreement	target_language_may_require_resolution	أَخْرِجُوا۟ carries 2mp agreement; the addressee is encoded by verbal morphology rather than an explicit same-clause noun.
ae:v3:s006:093:pass2:impl:i8	pass2	IMPL	i8	6	93	implicit_subject	46	q:6:93:46	subject_agreement	2mp	morphologically_present_unresolved	v12	ae:v3:s006:093:pass1:frame:v12			surface_form	high	morphology;agreement	target_language_may_require_resolution	كُنتُمْ carries 2mp agreement; the addressee is encoded by verbal morphology rather than an explicit same-clause noun.
ae:v3:s006:093:pass2:impl:i9	pass2	IMPL	i9	6	93	implicit_subject	47	q:6:93:47	subject_agreement	2mp	morphologically_present_unresolved	v13	ae:v3:s006:093:pass1:frame:v13			surface_form	high	morphology;agreement	target_language_may_require_resolution	تَقُولُونَ carries 2mp agreement; the addressee is encoded by verbal morphology rather than an explicit same-clause noun.
ae:v3:s006:093:pass2:impl:i10	pass2	IMPL	i10	6	93	implicit_subject	53	q:6:93:53	subject_agreement	2mp	morphologically_present_unresolved	v14	ae:v3:s006:093:pass1:frame:v14			surface_form	high	morphology;agreement	target_language_may_require_resolution	كُنتُمْ carries 2mp agreement; the addressee is encoded by verbal morphology rather than an explicit same-clause noun.
ae:v3:s006:093:pass2:impl:i11	pass2	IMPL	i11	6	93	implicit_subject	56	q:6:93:56	subject_agreement	2mp	morphologically_present_unresolved	v15	ae:v3:s006:093:pass1:frame:v15			surface_form	high	morphology;agreement	target_language_may_require_resolution	تَسْتَكْبِرُونَ carries 2mp agreement; the addressee is encoded by verbal morphology rather than an explicit same-clause noun.
ae:v3:s006:094:pass2:impl:i1	pass2	IMPL	i1	6	94	implicit_subject	4	q:6:94:4	subject_agreement	1cp	morphologically_present_unresolved	v1	ae:v3:s006:094:pass1:frame:v1			surface_form	high	morphology;agreement	target_language_may_require_resolution	جِئْتُمُونَا carries 1cp verbal agreement; the speaking subject is morphologically present but has no explicit same-clause noun.
ae:v3:s006:094:pass2:impl:i2	pass2	IMPL	i2	6	94	implicit_subject	8	q:6:94:8	subject_agreement	1cp	morphologically_present_unresolved	v2	ae:v3:s006:094:pass1:frame:v2			surface_form	high	morphology;agreement	target_language_may_require_resolution	خَلَقْنَاكُمْ carries 1cp verbal agreement; the speaking subject is morphologically present but has no explicit same-clause noun.
ae:v3:s006:094:pass2:impl:i3	pass2	IMPL	i3	6	94	implicit_subject	12	q:6:94:12	subject_agreement	2mp	morphologically_present_unresolved	v3	ae:v3:s006:094:pass1:frame:v3			surface_form	high	morphology;agreement	target_language_may_require_resolution	تَرَكْتُمْ carries 2mp agreement; the addressee is encoded by verbal morphology rather than an explicit same-clause noun.
ae:v3:s006:094:pass2:impl:i4	pass2	IMPL	i4	6	94	implicit_subject	14	q:6:94:14	subject_agreement	1cp	morphologically_present_unresolved	v4	ae:v3:s006:094:pass1:frame:v4			surface_form	high	morphology;agreement	target_language_may_require_resolution	خَوَّلْنَاكُمْ carries 1cp verbal agreement; the speaking subject is morphologically present but has no explicit same-clause noun.
ae:v3:s006:094:pass2:impl:i5	pass2	IMPL	i5	6	94	implicit_subject	19	q:6:94:19	subject_agreement	1cp	morphologically_present_unresolved	v5	ae:v3:s006:094:pass1:frame:v5			surface_form	high	morphology;agreement	target_language_may_require_resolution	نَرَى carries 1cp verbal agreement; the speaking subject is morphologically present but has no explicit same-clause noun.
ae:v3:s006:094:pass2:impl:i6	pass2	IMPL	i6	6	94	implicit_subject	23	q:6:94:23	subject_agreement	2mp	morphologically_present_unresolved	v6	ae:v3:s006:094:pass1:frame:v6			surface_form	high	morphology;agreement	target_language_may_require_resolution	زَعَمْتُمْ carries 2mp agreement; the addressee is encoded by verbal morphology rather than an explicit same-clause noun.
ae:v3:s006:094:pass2:impl:i7	pass2	IMPL	i7	6	94	implicit_subject	29	q:6:94:29	subject_agreement	3ms	morphologically_present_unresolved	v7	ae:v3:s006:094:pass1:frame:v7			surface_form	high	morphology;agreement	target_language_may_require_resolution	تَقَطَّعَ carries 3ms agreement with no Pass 1 explicit subject on this frame, so the subject remains morphologically encoded.
ae:v3:s006:094:pass2:impl:i8	pass2	IMPL	i8	6	94	implicit_subject	35	q:6:94:35	subject_agreement	2mp	morphologically_present_unresolved	v9	ae:v3:s006:094:pass1:frame:v9			surface_form	high	morphology;agreement	target_language_may_require_resolution	كُنْتُمْ carries 2mp agreement; the addressee is encoded by verbal morphology rather than an explicit same-clause noun.
ae:v3:s006:094:pass2:impl:i9	pass2	IMPL	i9	6	94	implicit_subject	36	q:6:94:36	subject_agreement	2mp	morphologically_present_unresolved	v10	ae:v3:s006:094:pass1:frame:v10			surface_form	high	morphology;agreement	target_language_may_require_resolution	تَزْعُمُونَ carries 2mp agreement; the addressee is encoded by verbal morphology rather than an explicit same-clause noun.
ae:v3:s006:095:pass2:impl:i1	pass2	IMPL	i1	6	95	implicit_subject	7	q:6:95:7	subject_agreement	3ms	morphologically_present_unresolved	v1	ae:v3:s006:095:pass1:frame:v1			surface_form	high	morphology;agreement	target_language_may_require_resolution	يُخْرِجُ carries 3ms agreement with no Pass 1 explicit subject on this frame, so the subject remains morphologically encoded.
ae:v3:s006:095:pass2:impl:i2	pass2	IMPL	i2	6	95	implicit_agent	20	q:6:95:20	subject_agreement	2mp	morphologically_present_unresolved	v2	ae:v3:s006:095:pass1:frame:v2			surface_form	high	morphology	avoid_adding_explanatory_noun	تُؤْفَكُونَ is passive in Pass 1 (none_passive); the agent is grammatically unexpressed and not supplied by local syntax.
ae:v3:s006:096:pass2:impl:i1	pass2	IMPL	i1	6	96	implicit_subject	4	q:6:96:4	subject_agreement	3ms	morphologically_present_unresolved	v1	ae:v3:s006:096:pass1:frame:v1			surface_form	high	morphology;agreement	target_language_may_require_resolution	جَعَلَ carries 3ms agreement with no Pass 1 explicit subject on this frame, so the subject remains morphologically encoded.
ae:v3:s006:097:pass2:impl:i1	pass2	IMPL	i1	6	97	implicit_subject	4	q:6:97:4	subject_agreement	unspecified	morphologically_present_unresolved	v1	ae:v3:s006:097:pass1:frame:v1			surface_form	medium	morphology;agreement	target_language_may_require_resolution	جَعَلَ has no explicit Pass 1 subject/agent on this required frame; the argument is morphologically present but unresolved.
ae:v3:s006:097:pass2:impl:i2	pass2	IMPL	i2	6	97	implicit_subject	8	q:6:97:8	subject_agreement	unspecified	morphologically_present_unresolved	v2	ae:v3:s006:097:pass1:frame:v2			surface_form	medium	morphology;agreement	target_language_may_require_resolution	تَهْتَدُوا has no explicit Pass 1 subject/agent on this required frame; the argument is morphologically present but unresolved.
ae:v3:s006:097:pass2:impl:i3	pass2	IMPL	i3	6	97	implicit_subject	16	q:6:97:16	subject_agreement	unspecified	morphologically_present_unresolved	v3	ae:v3:s006:097:pass1:frame:v3			surface_form	medium	morphology;agreement	target_language_may_require_resolution	فَصَّلْنَا has no explicit Pass 1 subject/agent on this required frame; the argument is morphologically present but unresolved.
ae:v3:s006:097:pass2:impl:i4	pass2	IMPL	i4	6	97	implicit_subject	20	q:6:97:20	subject_agreement	unspecified	morphologically_present_unresolved	v4	ae:v3:s006:097:pass1:frame:v4			surface_form	medium	morphology;agreement	target_language_may_require_resolution	يَعْلَمُونَ has no explicit Pass 1 subject/agent on this required frame; the argument is morphologically present but unresolved.
ae:v3:s006:098:pass2:impl:i1	pass2	IMPL	i1	6	98	implicit_subject	4	q:6:98:4	subject_agreement	unspecified	morphologically_present_unresolved	v1	ae:v3:s006:098:pass1:frame:v1			surface_form	medium	morphology;agreement	target_language_may_require_resolution	أَنشَأَكُم has no explicit Pass 1 subject/agent on this required frame; the argument is morphologically present but unresolved.
ae:v3:s006:098:pass2:impl:i2	pass2	IMPL	i2	6	98	implicit_subject	13	q:6:98:13	subject_agreement	unspecified	morphologically_present_unresolved	v2	ae:v3:s006:098:pass1:frame:v2			surface_form	medium	morphology;agreement	target_language_may_require_resolution	فَصَّلْنَا has no explicit Pass 1 subject/agent on this required frame; the argument is morphologically present but unresolved.
ae:v3:s006:098:pass2:impl:i3	pass2	IMPL	i3	6	98	implicit_subject	17	q:6:98:17	subject_agreement	unspecified	morphologically_present_unresolved	v3	ae:v3:s006:098:pass1:frame:v3			surface_form	medium	morphology;agreement	target_language_may_require_resolution	يَفْقَهُونَ has no explicit Pass 1 subject/agent on this required frame; the argument is morphologically present but unresolved.
ae:v3:s006:099:pass2:impl:i1	pass2	IMPL	i1	6	99	implicit_subject	4	q:6:99:4	subject_agreement	3ms	morphologically_present_unresolved	v1	ae:v3:s006:099:pass1:frame:v1			surface_form	high	morphology;agreement	target_language_may_require_resolution	أَنزَلَ carries 3ms agreement with no Pass 1 explicit subject on this frame, so the subject remains morphologically encoded.
ae:v3:s006:099:pass2:impl:i2	pass2	IMPL	i2	6	99	implicit_subject	9	q:6:99:9	subject_agreement	1cp	morphologically_present_unresolved	v2	ae:v3:s006:099:pass1:frame:v2			surface_form	high	morphology;agreement	target_language_may_require_resolution	أَخْرَجْنَا carries 1cp verbal agreement; the speaking subject is morphologically present but has no explicit same-clause noun.
ae:v3:s006:099:pass2:impl:i3	pass2	IMPL	i3	6	99	implicit_subject	15	q:6:99:15	subject_agreement	1cp	morphologically_present_unresolved	v3	ae:v3:s006:099:pass1:frame:v3			surface_form	high	morphology;agreement	target_language_may_require_resolution	أَخْرَجْنَا carries 1cp verbal agreement; the speaking subject is morphologically present but has no explicit same-clause noun.
ae:v3:s006:099:pass2:impl:i4	pass2	IMPL	i4	6	99	implicit_subject	18	q:6:99:18	subject_agreement	1cp	morphologically_present_unresolved	v4	ae:v3:s006:099:pass1:frame:v4			surface_form	high	morphology;agreement	target_language_may_require_resolution	نُّخْرِجُ carries 1cp verbal agreement; the speaking subject is morphologically present but has no explicit same-clause noun.
ae:v3:s006:099:pass2:impl:i5	pass2	IMPL	i5	6	99	implicit_subject	41	q:6:99:41	subject_agreement	2mp	morphologically_present_unresolved	v5	ae:v3:s006:099:pass1:frame:v5			surface_form	high	morphology;agreement	target_language_may_require_resolution	ٱنظُرُوٓا۟ carries 2mp agreement; the addressee is encoded by verbal morphology rather than an explicit same-clause noun.
ae:v3:s006:099:pass2:impl:i6	pass2	IMPL	i6	6	99	implicit_subject	45	q:6:99:45	subject_agreement	3ms	morphologically_present_unresolved	v6	ae:v3:s006:099:pass1:frame:v6			surface_form	high	morphology;agreement	target_language_may_require_resolution	أَثْمَرَ carries 3ms agreement with no Pass 1 explicit subject on this frame, so the subject remains morphologically encoded.
ae:v3:s006:099:pass2:impl:i7	pass2	IMPL	i7	6	99	implicit_subject	55	q:6:99:55	subject_agreement	3mp	morphologically_present_unresolved	v7	ae:v3:s006:099:pass1:frame:v7			surface_form	high	morphology;agreement	target_language_may_require_resolution	يُؤْمِنُونَ carries 3mp agreement with no explicit Pass 1 subject on this frame; the plural subject is supplied by discourse/morphology.
ae:v3:s006:100:pass2:impl:i1	pass2	IMPL	i1	6	100	implicit_subject	2	q:6:100:2	subject_agreement	3mp	morphologically_present_unresolved	v1	ae:v3:s006:100:pass1:frame:v1			surface_form	high	morphology;agreement	target_language_may_require_resolution	جَعَلُوا۟ carries 3mp agreement with no explicit Pass 1 subject on this frame; the plural subject is supplied by discourse/morphology.
ae:v3:s006:100:pass2:impl:i2	pass2	IMPL	i2	6	100	implicit_subject	8	q:6:100:8	subject_agreement	3ms	morphologically_present_unresolved	v2	ae:v3:s006:100:pass1:frame:v2			surface_form	high	morphology;agreement	target_language_may_require_resolution	خَلَقَهُمْ carries 3ms agreement with no Pass 1 explicit subject on this frame, so the subject remains morphologically encoded.
ae:v3:s006:100:pass2:impl:i3	pass2	IMPL	i3	6	100	implicit_subject	10	q:6:100:10	subject_agreement	3mp	morphologically_present_unresolved	v3	ae:v3:s006:100:pass1:frame:v3			surface_form	high	morphology;agreement	target_language_may_require_resolution	خَرَقُوا۟ carries 3mp agreement with no explicit Pass 1 subject on this frame; the plural subject is supplied by discourse/morphology.
ae:v3:s006:100:pass2:impl:i4	pass2	IMPL	i4	6	100	implicit_subject	20	q:6:100:20	subject_agreement	3ms	morphologically_present_unresolved	v4	ae:v3:s006:100:pass1:frame:v4			surface_form	high	morphology;agreement	target_language_may_require_resolution	تَعَالَى carries 3ms agreement with no Pass 1 explicit subject on this frame, so the subject remains morphologically encoded.
ae:v3:s006:100:pass2:impl:i5	pass2	IMPL	i5	6	100	implicit_subject	22	q:6:100:22	subject_agreement	3mp	morphologically_present_unresolved	v5	ae:v3:s006:100:pass1:frame:v5			surface_form	high	morphology;agreement	target_language_may_require_resolution	يَصِفُونَ carries 3mp agreement with no explicit Pass 1 subject on this frame; the plural subject is supplied by discourse/morphology.
ae:v3:s006:101:pass2:impl:i1	pass2	IMPL	i1	6	101	implicit_subject	15	q:6:101:15	subject_agreement	3ms	morphologically_present_unresolved	v3	ae:v3:s006:101:pass1:frame:v3			surface_form	high	morphology;agreement	target_language_may_require_resolution	خَلَقَ carries 3ms agreement with no Pass 1 explicit subject on this frame, so the subject remains morphologically encoded.
ae:v3:s006:102:pass2:impl:i1	pass2	IMPL	i1	6	102	implicit_subject	12	q:6:102:12	subject_agreement	2mp	morphologically_present_unresolved	v1	ae:v3:s006:102:pass1:frame:v1			surface_form	high	morphology;agreement	target_language_may_require_resolution	ٱعْبُدُوهُ carries 2mp agreement; the addressee is encoded by verbal morphology rather than an explicit same-clause noun.
ae:v3:s006:105:pass2:impl:i1	pass2	IMPL	i1	6	105	implicit_subject	4	q:6:105:4	subject_agreement	1cp	morphologically_present_unresolved	v1	ae:v3:s006:105:pass1:frame:v1			surface_form	high	morphology;agreement	target_language_may_require_resolution	نُصَرِّفُ carries 1cp verbal agreement; the speaking subject is morphologically present but has no explicit same-clause noun.
ae:v3:s006:105:pass2:impl:i2	pass2	IMPL	i2	6	105	implicit_subject	8	q:6:105:8	subject_agreement	3mp	morphologically_present_unresolved	v2	ae:v3:s006:105:pass1:frame:v2			surface_form	high	morphology;agreement	target_language_may_require_resolution	يَقُولُوا carries 3mp agreement with no explicit Pass 1 subject on this frame; the plural subject is supplied by discourse/morphology.
ae:v3:s006:105:pass2:impl:i3	pass2	IMPL	i3	6	105	implicit_subject	9	q:6:105:9	subject_agreement	2ms	morphologically_present_unresolved	v3	ae:v3:s006:105:pass1:frame:v3			surface_form	high	morphology;agreement	target_language_may_require_resolution	دَرَسْتَ carries 2ms agreement; the addressee is encoded by verbal morphology rather than an explicit same-clause noun.
ae:v3:s006:105:pass2:impl:i4	pass2	IMPL	i4	6	105	implicit_subject	12	q:6:105:12	subject_agreement	1cp	morphologically_present_unresolved	v4	ae:v3:s006:105:pass1:frame:v4			surface_form	high	morphology;agreement	target_language_may_require_resolution	نُبَيِّنَهُ carries 1cp verbal agreement; the speaking subject is morphologically present but has no explicit same-clause noun.
ae:v3:s006:105:pass2:impl:i5	pass2	IMPL	i5	6	105	implicit_subject	15	q:6:105:15	subject_agreement	3mp	morphologically_present_unresolved	v5	ae:v3:s006:105:pass1:frame:v5			surface_form	high	morphology;agreement	target_language_may_require_resolution	يَعْلَمُونَ carries 3mp agreement with no explicit Pass 1 subject on this frame; the plural subject is supplied by discourse/morphology.
ae:v3:s006:106:pass2:impl:i1	pass2	IMPL	i1	6	106	implicit_subject	1	q:6:106:1	subject_agreement	unspecified	morphologically_present_unresolved	v1	ae:v3:s006:106:pass1:frame:v1			surface_form	medium	morphology;agreement	target_language_may_require_resolution	ٱتَّبِعْ has no explicit Pass 1 subject/agent on this required frame; the argument is morphologically present but unresolved.
ae:v3:s006:106:pass2:impl:i2	pass2	IMPL	i2	6	106	implicit_agent	3	q:6:106:3	subject_agreement	unspecified	morphologically_present_unresolved	v2	ae:v3:s006:106:pass1:frame:v2			surface_form	medium	morphology	avoid_adding_explanatory_noun	أُوحِىَ is passive in Pass 1 (none_passive); the agent is grammatically unexpressed and not supplied by local syntax.
ae:v3:s006:106:pass2:impl:i3	pass2	IMPL	i3	6	106	implicit_subject	12	q:6:106:12	subject_agreement	unspecified	morphologically_present_unresolved	v3	ae:v3:s006:106:pass1:frame:v3			surface_form	medium	morphology;agreement	target_language_may_require_resolution	أَعْرِضْ has no explicit Pass 1 subject/agent on this required frame; the argument is morphologically present but unresolved.
ae:v3:s006:107:pass2:impl:i1	pass2	IMPL	i1	6	107	implicit_subject	6	q:6:107:6	subject_agreement	unspecified	morphologically_present_unresolved	v2	ae:v3:s006:107:pass1:frame:v2			surface_form	medium	morphology;agreement	target_language_may_require_resolution	أَشْرَكُوا۟ has no explicit Pass 1 subject/agent on this required frame; the argument is morphologically present but unresolved.
ae:v3:s006:107:pass2:impl:i2	pass2	IMPL	i2	6	107	implicit_subject	9	q:6:107:9	subject_agreement	unspecified	morphologically_present_unresolved	v3	ae:v3:s006:107:pass1:frame:v3			surface_form	medium	morphology;agreement	target_language_may_require_resolution	جَعَلْنَاكَ has no explicit Pass 1 subject/agent on this required frame; the argument is morphologically present but unresolved.
ae:v3:s006:108:pass2:impl:i1	pass2	IMPL	i1	6	108	implicit_subject	3	q:6:108:3	subject_agreement	2mp	morphologically_present_unresolved	v1	ae:v3:s006:108:pass1:frame:v1			surface_form	high	morphology;agreement	target_language_may_require_resolution	تَسُبُّوا۟ carries 2mp agreement; the addressee is encoded by verbal morphology rather than an explicit same-clause noun.
ae:v3:s006:108:pass2:impl:i2	pass2	IMPL	i2	6	108	implicit_subject	5	q:6:108:5	subject_agreement	3mp	morphologically_present_unresolved	v2	ae:v3:s006:108:pass1:frame:v2			surface_form	high	morphology;agreement	target_language_may_require_resolution	يَدْعُونَ carries 3mp agreement with no explicit Pass 1 subject on this frame; the plural subject is supplied by discourse/morphology.
ae:v3:s006:108:pass2:impl:i3	pass2	IMPL	i3	6	108	implicit_subject	10	q:6:108:10	subject_agreement	3mp	morphologically_present_unresolved	v3	ae:v3:s006:108:pass1:frame:v3			surface_form	high	morphology;agreement	target_language_may_require_resolution	يَسُبُّوا۟ carries 3mp agreement with no explicit Pass 1 subject on this frame; the plural subject is supplied by discourse/morphology.
ae:v3:s006:108:pass2:impl:i4	pass2	IMPL	i4	6	108	implicit_subject	18	q:6:108:18	subject_agreement	1cp	morphologically_present_unresolved	v4	ae:v3:s006:108:pass1:frame:v4			surface_form	high	morphology;agreement	target_language_may_require_resolution	زَيَّنَّا carries 1cp verbal agreement; the speaking subject is morphologically present but has no explicit same-clause noun.
ae:v3:s006:108:pass2:impl:i5	pass2	IMPL	i5	6	108	implicit_subject	28	q:6:108:28	subject_agreement	3ms	morphologically_present_unresolved	v5	ae:v3:s006:108:pass1:frame:v5			surface_form	high	morphology;agreement	target_language_may_require_resolution	يُنَبِّئُهُم carries 3ms agreement with no Pass 1 explicit subject on this frame, so the subject remains morphologically encoded.
ae:v3:s006:108:pass2:impl:i6	pass2	IMPL	i6	6	108	implicit_subject	31	q:6:108:31	subject_agreement	3mp	morphologically_present_unresolved	v6	ae:v3:s006:108:pass1:frame:v6			surface_form	high	morphology;agreement	target_language_may_require_resolution	كَانُوا۟ carries 3mp agreement with no explicit Pass 1 subject on this frame; the plural subject is supplied by discourse/morphology.
ae:v3:s006:108:pass2:impl:i7	pass2	IMPL	i7	6	108	implicit_subject	32	q:6:108:32	subject_agreement	3mp	morphologically_present_unresolved	v7	ae:v3:s006:108:pass1:frame:v7			surface_form	high	morphology;agreement	target_language_may_require_resolution	يَعْمَلُونَ carries 3mp agreement with no explicit Pass 1 subject on this frame; the plural subject is supplied by discourse/morphology.
ae:v3:s006:109:pass2:impl:i1	pass2	IMPL	i1	6	109	implicit_subject	2	q:6:109:2	subject_agreement	3mp	morphologically_present_unresolved	v1	ae:v3:s006:109:pass1:frame:v1			surface_form	high	morphology;agreement	target_language_may_require_resolution	أَقْسَمُوا۟ carries 3mp agreement with no explicit Pass 1 subject on this frame; the plural subject is supplied by discourse/morphology.
ae:v3:s006:109:pass2:impl:i2	pass2	IMPL	i2	6	109	implicit_subject	12	q:6:109:12	subject_agreement	3mp	morphologically_present_unresolved	v3	ae:v3:s006:109:pass1:frame:v3			surface_form	high	morphology;agreement	target_language_may_require_resolution	يُؤْمِنُنَّ carries 3mp agreement with no explicit Pass 1 subject on this frame; the plural subject is supplied by discourse/morphology.
ae:v3:s006:109:pass2:impl:i3	pass2	IMPL	i3	6	109	implicit_subject	14	q:6:109:14	subject_agreement	2ms	morphologically_present_unresolved	v4	ae:v3:s006:109:pass1:frame:v4			surface_form	high	morphology;agreement	target_language_may_require_resolution	قُلْ carries 2ms agreement; the addressee is encoded by verbal morphology rather than an explicit same-clause noun.
ae:v3:s006:109:pass2:impl:i4	pass2	IMPL	i4	6	109	implicit_subject	24	q:6:109:24	subject_agreement	3fs	morphologically_present_unresolved	v6	ae:v3:s006:109:pass1:frame:v6			surface_form	high	morphology;agreement	target_language_may_require_resolution	جَآءَتْ carries 3fs agreement without an explicit Pass 1 subject on this frame, leaving the feminine subject implicit.
ae:v3:s006:109:pass2:impl:i5	pass2	IMPL	i5	6	109	implicit_subject	26	q:6:109:26	subject_agreement	3mp	morphologically_present_unresolved	v7	ae:v3:s006:109:pass1:frame:v7			surface_form	high	morphology;agreement	target_language_may_require_resolution	يُؤْمِنُونَ carries 3mp agreement with no explicit Pass 1 subject on this frame; the plural subject is supplied by discourse/morphology.
ae:v3:s006:110:pass2:impl:i1	pass2	IMPL	i1	6	110	implicit_subject	2	q:6:110:2	subject_agreement	1cp	morphologically_present_unresolved	v1	ae:v3:s006:110:pass1:frame:v1			surface_form	high	morphology;agreement	target_language_may_require_resolution	نُقَلِّبُ carries 1cp verbal agreement; the speaking subject is morphologically present but has no explicit same-clause noun.
ae:v3:s006:110:pass2:impl:i2	pass2	IMPL	i2	6	110	implicit_subject	9	q:6:110:9	subject_agreement	3mp	morphologically_present_unresolved	v2	ae:v3:s006:110:pass1:frame:v2			surface_form	high	morphology;agreement	target_language_may_require_resolution	يُؤْمِنُوا۟ carries 3mp agreement with no explicit Pass 1 subject on this frame; the plural subject is supplied by discourse/morphology.
