unit_id	row_kind	source_pass	source_rtype	source_local_id	sura	ayah	xref_unit_id	candidate_unit_id	ref_type	wid	word_unit_id	part	antecedent_type	antecedent_sura	antecedent_ayah	antecedent_wid	antecedent_word_unit_id	antecedent_start_wid	antecedent_end_wid	antecedent_clause_raw	antecedent_clause_unit_id	antecedent_text	confidence	status	evidence	translation_instruction	reason	basis	result
ae:v3:s012:039:pass2:xref:r1	xref	pass2	XREF	r1	12	39	ae:v3:s012:039:pass2:xref:r1		pronoun_antecedent	2	q:12:39:2												high	strongly_licensed	vocative;agreement	avoid_adding_explanatory_noun	صَاحِبَيِ ٱلسِّجْنِ addresses the two prison companions introduced earlier.		
ae:v3:s012:039:pass2:cand:r1.c1	cand	pass2	CAND	r1.c1	12	39	ae:v3:s012:039:pass2:xref:r1	ae:v3:s012:039:pass2:cand:r1.c1					word	12	36	5	q:12:36:5						high	strongly_licensed	agreement;discourse_proximity			فَتَيَانِ is the accessible dual group in the prison discourse.	
ae:v3:s012:040:pass2:xref:r1	xref	pass2	XREF	r1	12	40	ae:v3:s012:040:pass2:xref:r1		pronoun_antecedent	4	q:12:40:4	possessive_suffix											high	strongly_licensed	agreement;discourse_proximity	avoid_adding_explanatory_noun	The 3ms suffix in دُونِهِ refers to Allah named in the preceding rhetorical alternative.		
ae:v3:s012:040:pass2:xref:r2	xref	pass2	XREF	r2	12	40	ae:v3:s012:040:pass2:xref:r2		resumptive_reference	7	q:12:40:7	object_suffix											high	syntactically_forced	agreement;relative_syntax	avoid_adding_explanatory_noun	The feminine singular suffix in سَمَّيْتُمُوهَا resumes أَسْمَاءً in the relative clause.		
ae:v3:s012:040:pass2:xref:r3	xref	pass2	XREF	r3	12	40	ae:v3:s012:040:pass2:xref:r3		pronoun_antecedent	14	q:12:40:14	prep_suffix											high	strongly_licensed	agreement;discourse_proximity	avoid_adding_explanatory_noun	The feminine singular suffix in بِهَا refers back to the names just mentioned.		
ae:v3:s012:040:pass2:xref:r4	xref	pass2	XREF	r4	12	40	ae:v3:s012:040:pass2:xref:r4		pronoun_antecedent	26	q:12:40:26												high	strongly_licensed	agreement;local_syntax	avoid_adding_explanatory_noun	The independent 3ms object pronoun إِيَّاهُ refers to Allah in the command content.		
ae:v3:s012:040:pass2:xref:r5	xref	pass2	XREF	r5	12	40	ae:v3:s012:040:pass2:xref:r5		demonstrative_reference	27	q:12:40:27												high	strongly_licensed	deixis;discourse_proximity	avoid_adding_explanatory_noun	ذَٰلِكَ points to the exclusive worship command just stated.		
ae:v3:s012:040:pass2:xref:src1	xref	pass2	XREF	src1	12	40	ae:v3:s012:040:pass2:xref:src1		discourse_reference	32	q:12:40:32												high	strongly_licensed	textual_repetition	preserve_compression_if_target_language_allows	Refrain akthara al-nasi la ya'lamun repeats the closing public-ignorance formula; anchor at 12:21.		
ae:v3:s012:040:pass2:cand:r1.c1	cand	pass2	CAND	r1.c1	12	40	ae:v3:s012:040:pass2:xref:r1	ae:v3:s012:040:pass2:cand:r1.c1					word	12	39	8	q:12:39:8						high	strongly_licensed	agreement;discourse_proximity			ٱللَّهُ is the nearest masculine singular divine referent.	
ae:v3:s012:040:pass2:cand:r2.c1	cand	pass2	CAND	r2.c1	12	40	ae:v3:s012:040:pass2:xref:r2	ae:v3:s012:040:pass2:cand:r2.c1					word	12	40	6	q:12:40:6						high	syntactically_forced	agreement;relative_syntax			أَسْمَاءً is the local plural nonhuman antecedent that licenses feminine singular agreement.	
ae:v3:s012:040:pass2:cand:r3.c1	cand	pass2	CAND	r3.c1	12	40	ae:v3:s012:040:pass2:xref:r3	ae:v3:s012:040:pass2:cand:r3.c1					word	12	40	6	q:12:40:6						high	strongly_licensed	agreement;discourse_proximity			أَسْمَاءً remains the active nonhuman plural antecedent.	
ae:v3:s012:040:pass2:cand:r4.c1	cand	pass2	CAND	r4.c1	12	40	ae:v3:s012:040:pass2:xref:r4	ae:v3:s012:040:pass2:cand:r4.c1					word	12	40	21	q:12:40:21						high	strongly_licensed	agreement;local_syntax			اللَّهِ is the nearest masculine singular divine referent in the preceding restricted predicate.	
ae:v3:s012:040:pass2:cand:r5.c1	cand	pass2	CAND	r5.c1	12	40	ae:v3:s012:040:pass2:xref:r5	ae:v3:s012:040:pass2:cand:r5.c1					proposition	12	40					c5	ae:v3:s012:040:pass1:clause:c5		high	strongly_licensed	discourse_proximity			The command clause immediately precedes the demonstrative and supplies the doctrine being identified.	
ae:v3:s012:040:pass2:cand:src1.c1	cand	pass2	CAND	src1.c1	12	40	ae:v3:s012:040:pass2:xref:src1	ae:v3:s012:040:pass2:cand:src1.c1					span	12	21			38	41				high	strongly_licensed	textual_repetition			Identical four-word formula akthara al-nasi la ya'lamun, first instance in the surah.	
ae:v3:s012:041:pass2:xref:r1	xref	pass2	XREF	r1	12	41	ae:v3:s012:041:pass2:xref:r1		pronoun_antecedent	5	q:12:41:5	pronoun_suffix											high	strongly_licensed	agreement;vocative	target_language_may_require_resolution	The dual suffix in أَحَدُكُمَا refers to the two directly addressed prison companions.		
ae:v3:s012:041:pass2:xref:r2	xref	pass2	XREF	r2	12	41	ae:v3:s012:041:pass2:xref:r2		pronoun_antecedent	8	q:12:41:8	pronoun_suffix											high	strongly_licensed	agreement;local_syntax	target_language_may_require_resolution	The masculine singular suffix in رَبَّهُ tracks the first member أَحَدُكُمَا.		
ae:v3:s012:041:pass2:xref:r3	xref	pass2	XREF	r3	12	41	ae:v3:s012:041:pass2:xref:r3		pronoun_antecedent	19	q:12:41:19	pronoun_suffix											high	strongly_licensed	agreement;discourse_proximity	target_language_may_require_resolution	The suffix in رَأْسِهِ refers to the second member who is crucified.		
ae:v3:s012:041:pass2:xref:r4	xref	pass2	XREF	r4	12	41	ae:v3:s012:041:pass2:xref:r4		resumptive_reference	23	q:12:41:23	pronoun_suffix											high	syntactically_forced	relative_clause;agreement	avoid_adding_explanatory_noun	The suffix in فِيهِ resumes ٱلْأَمْرُ inside the relative clause.		
ae:v3:s012:041:pass2:cand:r1.c1	cand	pass2	CAND	r1.c1	12	41	ae:v3:s012:041:pass2:xref:r1	ae:v3:s012:041:pass2:cand:r1.c1					word	12	41	2	q:12:41:2						high	strongly_licensed	agreement;vocative			The dual vocative صَاحِبَيِ supplies the accessible addressee pair for the suffix.	
ae:v3:s012:041:pass2:cand:r2.c1	cand	pass2	CAND	r2.c1	12	41	ae:v3:s012:041:pass2:xref:r2	ae:v3:s012:041:pass2:cand:r2.c1					word	12	41	5	q:12:41:5						high	strongly_licensed	agreement;local_syntax			أَحَدُكُمَا is masculine singular in form and is the subject of the serving clause.	
ae:v3:s012:041:pass2:cand:r3.c1	cand	pass2	CAND	r3.c1	12	41	ae:v3:s012:041:pass2:xref:r3	ae:v3:s012:041:pass2:cand:r3.c1					word	12	41	12	q:12:41:12						high	strongly_licensed	agreement;discourse_proximity			ٱلْءَاخَرُ is the masculine singular passive subject immediately before the head from which the birds eat.	
ae:v3:s012:041:pass2:cand:r4.c1	cand	pass2	CAND	r4.c1	12	41	ae:v3:s012:041:pass2:xref:r4	ae:v3:s012:041:pass2:cand:r4.c1					word	12	41	21	q:12:41:21						high	syntactically_forced	relative_clause;agreement			ٱلْأَمْرُ is masculine singular and is the modified noun of ٱلَّذِي.	
ae:v3:s012:042:pass2:xref:r1	xref	pass2	XREF	r1	12	42	ae:v3:s012:042:pass2:xref:r1		relative_reference	4	q:12:42:4												high	strongly_licensed	discourse_continuity;agreement	target_language_may_require_resolution	الَّذِي identifies the one of the two companions judged to be saved.		
ae:v3:s012:042:pass2:xref:r2	xref	pass2	XREF	r2	12	42	ae:v3:s012:042:pass2:xref:r2		pronoun_antecedent	8	q:12:42:8	pronoun_suffix											high	strongly_licensed	agreement;discourse_continuity	target_language_may_require_resolution	The dual suffix in مِنْهُمَا refers back to the two prison companions.		
ae:v3:s012:042:pass2:xref:r3	xref	pass2	XREF	r3	12	42	ae:v3:s012:042:pass2:xref:r3		pronoun_antecedent	11	q:12:42:11	pronoun_suffix											high	syntactically_forced	speech_role;agreement	target_language_may_require_resolution	The second-person suffix in رَبِّكَ addresses the same saved companion.		
ae:v3:s012:042:pass2:xref:r4	xref	pass2	XREF	r4	12	42	ae:v3:s012:042:pass2:xref:r4		pronoun_antecedent	13	q:12:42:13	object_suffix											high	strongly_licensed	agreement;discourse_proximity	target_language_may_require_resolution	The object suffix in أَنسَاهُ refers to the saved companion.		
ae:v3:s012:042:pass2:xref:r5	xref	pass2	XREF	r5	12	42	ae:v3:s012:042:pass2:xref:r5		pronoun_antecedent	16	q:12:42:16	pronoun_suffix											medium	strongly_licensed	discourse_continuity;discourse_proximity	preserve_ambiguity	The suffix in رَبِّهِ most directly echoes رَبِّكَ but remains a third-person possessive in narration.		
ae:v3:s012:042:pass2:cand:r1.c1	cand	pass2	CAND	r1.c1	12	42	ae:v3:s012:042:pass2:xref:r1	ae:v3:s012:042:pass2:cand:r1.c1					word	12	41	5	q:12:41:5						high	strongly_licensed	discourse_continuity;agreement			أَحَدُكُمَا is the masculine singular member whose outcome is serving his master.	
ae:v3:s012:042:pass2:cand:r2.c1	cand	pass2	CAND	r2.c1	12	42	ae:v3:s012:042:pass2:xref:r2	ae:v3:s012:042:pass2:cand:r2.c1					word	12	41	2	q:12:41:2						high	strongly_licensed	agreement;discourse_continuity			The dual vocative صَاحِبَيِ remains the accessible pair from which one is saved.	
ae:v3:s012:042:pass2:cand:r3.c1	cand	pass2	CAND	r3.c1	12	42	ae:v3:s012:042:pass2:xref:r3	ae:v3:s012:042:pass2:cand:r3.c1					word	12	42	4	q:12:42:4						high	syntactically_forced	speech_role;agreement			الَّذِي is the singular addressee governed by لِ after قَالَ.	
ae:v3:s012:042:pass2:cand:r4.c1	cand	pass2	CAND	r4.c1	12	42	ae:v3:s012:042:pass2:xref:r4	ae:v3:s012:042:pass2:cand:r4.c1					word	12	42	4	q:12:42:4						high	strongly_licensed	agreement;discourse_proximity			The masculine singular relative addressee is the nearest discourse participant who can forget the requested mention.	
ae:v3:s012:042:pass2:cand:r5.c1	cand	pass2	CAND	r5.c1	12	42	ae:v3:s012:042:pass2:xref:r5	ae:v3:s012:042:pass2:cand:r5.c1					word	12	42	11	q:12:42:11						high	strongly_licensed	discourse_continuity;discourse_proximity			رَبِّكَ supplies the same master concept immediately before the narrated forgetting.	
ae:v3:s012:043:pass2:xref:r1	xref	pass2	XREF	r1	12	43	ae:v3:s012:043:pass2:xref:r1		pronoun_antecedent	9	q:12:43:9	object_suffix											high	syntactically_forced	agreement;relative_clause	target_language_may_require_resolution	The feminine plural suffix in يَأْكُلُهُنَّ resumes the seven fat cows.		
ae:v3:s012:043:pass2:cand:r1.c1	cand	pass2	CAND	r1.c1	12	43	ae:v3:s012:043:pass2:xref:r1	ae:v3:s012:043:pass2:cand:r1.c1					span	12	43			6	8				high	syntactically_forced	agreement;relative_clause			سَبْعَ بَقَرَاتٍ سِمَانٍ is the feminine plural object described by the eating clause.	
ae:v3:s012:044:pass2:xref:r1	xref	pass2	XREF	r1	12	44	ae:v3:s012:044:pass2:xref:r1		pronoun_antecedent	6	q:12:44:6												high	strongly_licensed	discourse_continuity;agreement	target_language_may_require_resolution	The independent pronoun نَحْنُ refers to the responding council.		
ae:v3:s012:044:pass2:cand:r1.c1	cand	pass2	CAND	r1.c1	12	44	ae:v3:s012:044:pass2:xref:r1	ae:v3:s012:044:pass2:cand:r1.c1					word	12	43	21	q:12:43:21						high	strongly_licensed	discourse_continuity;agreement			ٱلْمَلَأُ is the addressed plural group whose reply begins with قَالُوا.	
ae:v3:s012:045:pass2:xref:r1	xref	pass2	XREF	r1	12	45	ae:v3:s012:045:pass2:xref:r1		relative_reference	3	q:12:45:3												high	strongly_licensed	agreement;discourse_continuity	target_language_may_require_resolution	ٱلَّذِي identifies the saved member from the two prison companions.		
ae:v3:s012:045:pass2:xref:r2	xref	pass2	XREF	r2	12	45	ae:v3:s012:045:pass2:xref:r2		pronoun_antecedent	5	q:12:45:5	pronoun_suffix											high	strongly_licensed	agreement;discourse_continuity	target_language_may_require_resolution	The dual suffix in مِنْهُمَا refers to the same two prison companions.		
ae:v3:s012:045:pass2:xref:r3	xref	pass2	XREF	r3	12	45	ae:v3:s012:045:pass2:xref:r3		pronoun_antecedent	13	q:12:45:13	pronoun_suffix											high	strongly_licensed	agreement;discourse_topic	target_language_may_require_resolution	The suffix in تَأْوِيلِهِ refers to the king's dream.		
ae:v3:s012:045:pass2:cand:r1.c1	cand	pass2	CAND	r1.c1	12	45	ae:v3:s012:045:pass2:xref:r1	ae:v3:s012:045:pass2:cand:r1.c1					word	12	42	4	q:12:42:4						high	strongly_licensed	agreement;discourse_continuity			الَّذِي in 12:42 is the masculine singular saved participant already selected from the pair.	
ae:v3:s012:045:pass2:cand:r2.c1	cand	pass2	CAND	r2.c1	12	45	ae:v3:s012:045:pass2:xref:r2	ae:v3:s012:045:pass2:cand:r2.c1					word	12	41	2	q:12:41:2						high	strongly_licensed	agreement;discourse_continuity			The dual vocative صَاحِبَيِ remains the accessible pair from which one escaped.	
ae:v3:s012:045:pass2:cand:r3.c1	cand	pass2	CAND	r3.c1	12	45	ae:v3:s012:045:pass2:xref:r3	ae:v3:s012:045:pass2:cand:r3.c1					word	12	43	24	q:12:43:24						high	strongly_licensed	agreement;discourse_topic			رُؤْيَايَ is the feminine singular dream topic requested for interpretation.	
ae:v3:s012:046:pass2:xref:r1	xref	pass2	XREF	r1	12	46	ae:v3:s012:046:pass2:xref:r1		pronoun_antecedent	9	q:12:46:9	object_suffix											high	syntactically_forced	agreement;relative_clause	target_language_may_require_resolution	The feminine plural suffix in يَأْكُلُهُنَّ resumes the seven fat cows in the question.		
ae:v3:s012:046:pass2:xref:r2	xref	pass2	XREF	r2	12	46	ae:v3:s012:046:pass2:xref:r2		pronoun_antecedent	23	q:12:46:23	pronoun_suffix											high	strongly_licensed	agreement;discourse_proximity	target_language_may_require_resolution	The suffix in لَعَلَّهُمْ refers to ٱلنَّاسِ.		
ae:v3:s012:046:pass2:cand:r1.c1	cand	pass2	CAND	r1.c1	12	46	ae:v3:s012:046:pass2:xref:r1	ae:v3:s012:046:pass2:cand:r1.c1					span	12	46			6	8				high	syntactically_forced	agreement;relative_clause			سَبْعِ بَقَرَاتٍ سِمَانٍ is the feminine plural antecedent described by the eating clause.	
ae:v3:s012:046:pass2:cand:r2.c1	cand	pass2	CAND	r2.c1	12	46	ae:v3:s012:046:pass2:xref:r2	ae:v3:s012:046:pass2:cand:r2.c1					word	12	46	22	q:12:46:22						high	strongly_licensed	agreement;discourse_proximity			ٱلنَّاسِ is a plural human group immediately before the purpose clause.	
ae:v3:s012:047:pass2:xref:r1	xref	pass2	XREF	r1	12	47	ae:v3:s012:047:pass2:xref:r1		resumptive_reference	10	q:12:47:10	object_suffix											high	syntactically_forced	condition_structure;agreement	target_language_may_require_resolution	The suffix in ذَرُوهُ resumes the preceding مَا object of the harvest clause.		
ae:v3:s012:047:pass2:xref:r2	xref	pass2	XREF	r2	12	47	ae:v3:s012:047:pass2:xref:r2		resumptive_reference	12	q:12:47:12	pronoun_suffix											high	syntactically_forced	agreement;condition_structure	target_language_may_require_resolution	The suffix in سُنْبُلِهِ also resumes the harvested object.		
ae:v3:s012:047:pass2:cand:r1.c1	cand	pass2	CAND	r1.c1	12	47	ae:v3:s012:047:pass2:xref:r1	ae:v3:s012:047:pass2:cand:r1.c1					word	12	47	7	q:12:47:7						high	syntactically_forced	condition_structure;agreement			مَا is the object harvested in the protasis and is resumed in the consequent command.	
ae:v3:s012:047:pass2:cand:r2.c1	cand	pass2	CAND	r2.c1	12	47	ae:v3:s012:047:pass2:xref:r2	ae:v3:s012:047:pass2:cand:r2.c1					word	12	47	7	q:12:47:7						high	syntactically_forced	agreement;condition_structure			The masculine singular relative مَا supplies the object whose ears are mentioned.	
ae:v3:s012:048:pass2:xref:r1	xref	pass2	XREF	r1	12	48	ae:v3:s012:048:pass2:xref:r1		demonstrative_reference	5	q:12:48:5												high	strongly_licensed	sequence;discourse_proximity	target_language_may_require_resolution	ذَٰلِكَ points back to the preceding seven years.		
ae:v3:s012:048:pass2:xref:r2	xref	pass2	XREF	r2	12	48	ae:v3:s012:048:pass2:xref:r2		pronoun_antecedent	11	q:12:48:11	pronoun_suffix											high	strongly_licensed	agreement;local_syntax	target_language_may_require_resolution	The feminine plural suffix in لَهُنَّ refers to the seven severe years.		
ae:v3:s012:048:pass2:cand:r1.c1	cand	pass2	CAND	r1.c1	12	48	ae:v3:s012:048:pass2:xref:r1	ae:v3:s012:048:pass2:cand:r1.c1					span	12	47			2	5				high	strongly_licensed	sequence;discourse_proximity			The preceding instruction names seven years as the temporal block after which the severe years come.	
ae:v3:s012:048:pass2:cand:r2.c1	cand	pass2	CAND	r2.c1	12	48	ae:v3:s012:048:pass2:xref:r2	ae:v3:s012:048:pass2:cand:r2.c1					span	12	48			6	7				high	strongly_licensed	agreement;local_syntax			سَبْعٌ شِدَادٌ supplies the feminine plural conceptual antecedent for the hard years.	
ae:v3:s012:049:pass2:xref:r1	xref	pass2	XREF	r1	12	49	ae:v3:s012:049:pass2:xref:r1		demonstrative_reference	5	q:12:49:5												high	strongly_licensed	sequence;discourse_proximity	target_language_may_require_resolution	ذَلِكَ points back to the seven severe years just described.		
ae:v3:s012:049:pass2:xref:r2	xref	pass2	XREF	r2	12	49	ae:v3:s012:049:pass2:xref:r2		resumptive_reference	7	q:12:49:7	pronoun_suffix											high	syntactically_forced	relative_clause;agreement	target_language_may_require_resolution	The suffix in فِيهِ resumes عَامٌ in the first descriptive relative clause.		
ae:v3:s012:049:pass2:xref:r3	xref	pass2	XREF	r3	12	49	ae:v3:s012:049:pass2:xref:r3		resumptive_reference	11	q:12:49:11	pronoun_suffix											high	syntactically_forced	relative_clause;agreement	target_language_may_require_resolution	The suffix in the second فِيهِ also resumes عَامٌ.		
ae:v3:s012:049:pass2:cand:r1.c1	cand	pass2	CAND	r1.c1	12	49	ae:v3:s012:049:pass2:xref:r1	ae:v3:s012:049:pass2:cand:r1.c1					span	12	48			6	14				high	strongly_licensed	sequence;discourse_proximity			The prior clause describes the seven hard years and their consumption before this following year.	
ae:v3:s012:049:pass2:cand:r2.c1	cand	pass2	CAND	r2.c1	12	49	ae:v3:s012:049:pass2:xref:r2	ae:v3:s012:049:pass2:cand:r2.c1					word	12	49	6	q:12:49:6						high	syntactically_forced	relative_clause;agreement			عَامٌ is masculine singular and is the year described by فِيهِ يُغَاثُ.	
ae:v3:s012:049:pass2:cand:r3.c1	cand	pass2	CAND	r3.c1	12	49	ae:v3:s012:049:pass2:xref:r3	ae:v3:s012:049:pass2:cand:r3.c1					word	12	49	6	q:12:49:6						high	syntactically_forced	relative_clause;agreement			The coordinated relative clause continues describing the same masculine singular year.	
ae:v3:s012:050:pass2:xref:r1	xref	pass2	XREF	r1	12	50	ae:v3:s012:050:pass2:xref:r1		pronoun_antecedent	5	q:12:50:5	pronoun_suffix											high	strongly_licensed	discourse_continuity;agreement	target_language_may_require_resolution	The suffix in بِهِ refers to يوسف as the person to be brought.		
ae:v3:s012:050:pass2:xref:r2	xref	pass2	XREF	r2	12	50	ae:v3:s012:050:pass2:xref:r2		pronoun_antecedent	8	q:12:50:8	object_suffix											high	strongly_licensed	agreement;discourse_continuity	target_language_may_require_resolution	The object suffix in جَاءَهُ refers to يوسف.		
ae:v3:s012:050:pass2:xref:r3	xref	pass2	XREF	r3	12	50	ae:v3:s012:050:pass2:xref:r3		pronoun_antecedent	13	q:12:50:13	pronoun_suffix											high	strongly_licensed	speech_role;discourse_proximity	target_language_may_require_resolution	The suffix in رَبِّكَ addresses the messenger and points to his master.		
ae:v3:s012:050:pass2:xref:r4	xref	pass2	XREF	r4	12	50	ae:v3:s012:050:pass2:xref:r4		pronoun_antecedent	15	q:12:50:15	object_suffix											high	strongly_licensed	agreement;discourse_continuity	target_language_may_require_resolution	The object suffix in فَسْـَٔلْهُ refers to the master just mentioned.		
ae:v3:s012:050:pass2:xref:r5	xref	pass2	XREF	r5	12	50	ae:v3:s012:050:pass2:xref:r5		pronoun_antecedent	21	q:12:50:21	pronoun_suffix											high	syntactically_forced	relative_clause;agreement	target_language_may_require_resolution	The suffix in أَيْدِيَهُنَّ refers to the women modified by the relative clause.		
ae:v3:s012:050:pass2:xref:r6	xref	pass2	XREF	r6	12	50	ae:v3:s012:050:pass2:xref:r6		pronoun_antecedent	23	q:12:50:23	pronoun_suffix											high	strongly_licensed	discourse_continuity;agreement	target_language_may_require_resolution	The suffix in رَبِّي refers to the speaker Yusuf.		
ae:v3:s012:050:pass2:xref:r7	xref	pass2	XREF	r7	12	50	ae:v3:s012:050:pass2:xref:r7		pronoun_antecedent	25	q:12:50:25	pronoun_suffix											high	strongly_licensed	agreement;discourse_proximity	target_language_may_require_resolution	The suffix in كَيْدِهِنَّ refers to the women just mentioned.		
ae:v3:s012:050:pass2:xref:src1	xref	pass2	XREF	src1	12	50	ae:v3:s012:050:pass2:xref:src1		discourse_reference	1	q:12:50:1												high	strongly_licensed	textual_repetition	preserve_compression_if_target_language_allows	Refrain wa-qala al-maliku repeats the royal speech-introduction formula; anchor at 12:43.		
ae:v3:s012:050:pass2:cand:r1.c1	cand	pass2	CAND	r1.c1	12	50	ae:v3:s012:050:pass2:xref:r1	ae:v3:s012:050:pass2:cand:r1.c1					word	12	46	1	q:12:46:1						high	strongly_licensed	discourse_continuity;agreement			يُوسُفُ is the named singular person whose interpretation prompted the king's command.	
ae:v3:s012:050:pass2:cand:r2.c1	cand	pass2	CAND	r2.c1	12	50	ae:v3:s012:050:pass2:xref:r2	ae:v3:s012:050:pass2:cand:r2.c1					word	12	46	1	q:12:46:1						high	strongly_licensed	agreement;discourse_continuity			The messenger comes to the same masculine singular person requested by بِهِ.	
ae:v3:s012:050:pass2:cand:r3.c1	cand	pass2	CAND	r3.c1	12	50	ae:v3:s012:050:pass2:xref:r3	ae:v3:s012:050:pass2:cand:r3.c1					word	12	50	9	q:12:50:9						medium	strongly_licensed	speech_role;discourse_proximity			ٱلرَّسُولُ is the directly addressed singular participant in the command ٱرْجِعْ.	
ae:v3:s012:050:pass2:cand:r4.c1	cand	pass2	CAND	r4.c1	12	50	ae:v3:s012:050:pass2:xref:r4	ae:v3:s012:050:pass2:cand:r4.c1					word	12	50	13	q:12:50:13						high	strongly_licensed	agreement;discourse_continuity			رَبِّكَ is the masculine singular person to whom the messenger is told to return and ask.	
ae:v3:s012:050:pass2:cand:r5.c1	cand	pass2	CAND	r5.c1	12	50	ae:v3:s012:050:pass2:xref:r5	ae:v3:s012:050:pass2:cand:r5.c1					word	12	50	18	q:12:50:18						high	syntactically_forced	relative_clause;agreement			ٱلنِّسْوَةِ is the feminine plural antecedent of ٱلَّاتِي and the possessive suffix.	
ae:v3:s012:050:pass2:cand:r6.c1	cand	pass2	CAND	r6.c1	12	50	ae:v3:s012:050:pass2:xref:r6	ae:v3:s012:050:pass2:cand:r6.c1					word	12	46	1	q:12:46:1						high	strongly_licensed	discourse_continuity;agreement			يُوسُفُ is the singular speaker of the quoted reply after the messenger reaches him.	
ae:v3:s012:050:pass2:cand:r7.c1	cand	pass2	CAND	r7.c1	12	50	ae:v3:s012:050:pass2:xref:r7	ae:v3:s012:050:pass2:cand:r7.c1					word	12	50	18	q:12:50:18						high	strongly_licensed	agreement;discourse_proximity			ٱلنِّسْوَةِ is the accessible feminine plural group whose action is under discussion.	
ae:v3:s012:050:pass2:cand:src1.c1	cand	pass2	CAND	src1.c1	12	50	ae:v3:s012:050:pass2:xref:src1	ae:v3:s012:050:pass2:cand:src1.c1					span	12	43			1	3				high	strongly_licensed	textual_repetition			Identical narrative formula wa-qala al-maliku, first instance in the surah.	
ae:v3:s012:051:pass2:xref:r1	xref	pass2	XREF	r1	12	51	ae:v3:s012:051:pass2:xref:r1		pronoun_antecedent	15	q:12:51:15	pronoun_suffix											high	strongly_licensed	agreement;discourse_proximity	target_language_may_require_resolution	The masculine singular suffix in عَلَيْهِ resumes the explicitly named يُوسُفَ in the same inquiry context.		
ae:v3:s012:051:pass2:xref:r2	xref	pass2	XREF	r2	12	51	ae:v3:s012:051:pass2:xref:r2		pronoun_antecedent	24	q:12:51:24												high	strongly_licensed	speech_role;quotation	target_language_may_require_resolution	أَنَا marks the speaker of the quoted admission, identified by the speech frame as ٱمْرَأَتُ ٱلْعَزِيزِ.		
ae:v3:s012:051:pass2:xref:r3	xref	pass2	XREF	r3	12	51	ae:v3:s012:051:pass2:xref:r3		pronoun_antecedent	25	q:12:51:25	object_suffix											high	strongly_licensed	agreement;discourse_proximity	target_language_may_require_resolution	The object suffix in رَاوَدتُّهُ points back to the masculine singular participant يُوسُفَ already named in this ayah.		
ae:v3:s012:051:pass2:xref:r4	xref	pass2	XREF	r4	12	51	ae:v3:s012:051:pass2:xref:r4		pronoun_antecedent	29	q:12:51:29	pronoun_suffix											high	strongly_licensed	agreement;discourse_proximity	target_language_may_require_resolution	The suffix in إِنَّهُ continues the reference to the same masculine singular person just admitted about.		
ae:v3:s012:051:pass2:cand:r1.c1	cand	pass2	CAND	r1.c1	12	51	ae:v3:s012:051:pass2:xref:r1	ae:v3:s012:051:pass2:cand:r1.c1					word	12	51	6	q:12:51:6					يوسف	high	strongly_licensed	agreement;discourse_proximity			Masculine singular agreement and the prior object يُوسُفَ license the suffix as referring to Joseph.	
ae:v3:s012:051:pass2:cand:r2.c1	cand	pass2	CAND	r2.c1	12	51	ae:v3:s012:051:pass2:xref:r2	ae:v3:s012:051:pass2:cand:r2.c1					word	12	51	19	q:12:51:19					امرأة_العزيز	high	strongly_licensed	speech_role;quotation			The quoted first-person pronoun is governed by قَالَتِ whose explicit subject is ٱمْرَأَتُ.	
ae:v3:s012:051:pass2:cand:r3.c1	cand	pass2	CAND	r3.c1	12	51	ae:v3:s012:051:pass2:xref:r3	ae:v3:s012:051:pass2:cand:r3.c1					word	12	51	6	q:12:51:6					يوسف	high	strongly_licensed	agreement;discourse_proximity			The masculine singular object suffix matches and resumes the nearby explicit object يُوسُفَ.	
ae:v3:s012:051:pass2:cand:r4.c1	cand	pass2	CAND	r4.c1	12	51	ae:v3:s012:051:pass2:xref:r4	ae:v3:s012:051:pass2:cand:r4.c1					word	12	51	6	q:12:51:6					يوسف	high	strongly_licensed	agreement;discourse_proximity			Masculine singular agreement and immediate continuity after رَاوَدتُّهُ license reference to يُوسُفَ.	
ae:v3:s012:052:pass2:xref:r1	xref	pass2	XREF	r1	12	52	ae:v3:s012:052:pass2:xref:r1		demonstrative_reference	1	q:12:52:1												medium	strongly_licensed	deixis;discourse_proximity	preserve_compression_if_target_language_allows	ذَٰلِكَ points back to the immediately preceding admission as the purpose-marked discourse object.		
ae:v3:s012:052:pass2:xref:r2	xref	pass2	XREF	r2	12	52	ae:v3:s012:052:pass2:xref:r2		pronoun_antecedent	4	q:12:52:4	pronoun_suffix											medium	strongly_licensed	speech_role;discourse_continuity	target_language_may_require_resolution	The first-person suffix in أَنِّي continues the current quoted speaker from the preceding admission.		
ae:v3:s012:052:pass2:xref:r3	xref	pass2	XREF	r3	12	52	ae:v3:s012:052:pass2:xref:r3		pronoun_antecedent	6	q:12:52:6	object_suffix											medium	ambiguous	agreement;discourse_accessibility	do_not_resolve_in_default	The masculine singular object suffix in أَخُنْهُ has more than one accessible masculine antecedent in the discourse.		
ae:v3:s012:052:pass2:cand:r1.c1	cand	pass2	CAND	r1.c1	12	52	ae:v3:s012:052:pass2:xref:r1	ae:v3:s012:052:pass2:cand:r1.c1					span	12	51			21	32			admission	medium	strongly_licensed	deixis;discourse_proximity			The distal demonstrative can summarize the preceding quoted admission from ٱلْآنَ through لَمِنَ ٱلصَّادِقِينَ.	
