unit_id	sura	ayah	wid	word_unit_id	surface	stem	root_norm	form_tag	grammar	has_idafa_dependent	has_idafa_head	has_adjective	has_prep_complement	dependent_attachment_ids	head_attachment_ids	modifier_attachment_ids	prep_attachment_ids	attachment_count	high_count	low_count
ae:v3:s002:153:noun:9	2	153	9	q:2:153:9	وَالصَّلَاةِ	صلا	ص ل و	GERUND	definite gerund/verbal noun, genitive (governed by bi- through coordination)	0	0	0	0	ae:v3:s002:153:pass1:attach:a5				1	1	0
ae:v3:s002:153:noun:11	2	153	11	q:2:153:11	اللَّهَ	له	أ ل ه	NOUN_PROP	proper noun, accusative (governed by inna)	0	0	0	0	ae:v3:s002:153:pass1:attach:a6				1	1	0
ae:v3:s002:153:noun:13	2	153	13	q:2:153:13	الصَّابِرِينَ	صابر	ص ب ر	NOUN_ACTIVE_PART	active participle, masculine plural, genitive (governed by maʿa), definite	1	0	0	0	ae:v3:s002:153:pass1:attach:a8				1	1	0
ae:v3:s002:154:noun:8	2	154	8	q:2:154:8	سَبِيلِ	سبيل	س ب ل	NOUN_ABSTRACT	noun, genitive (after fī), construct state (iḍāfa with Allāh)	0	1	0	1	ae:v3:s002:154:pass1:attach:a4	ae:v3:s002:154:pass1:attach:a5		ae:v3:s002:154:pass1:attach:a4	2	2	0
ae:v3:s002:154:noun:9	2	154	9	q:2:154:9	اللَّهِ	له	أ ل ه	NOUN_PROP	proper noun, genitive (muḍāf ilayhi in iḍāfa with sabīl)	1	0	0	0	ae:v3:s002:154:pass1:attach:a5				1	1	0
ae:v3:s002:154:noun:10	2	154	10	q:2:154:10	أَمْوَاتٌ	أموات	م و ت	ADJ_QUALIT	broken plural adjective (from mayyit), nominative, indefinite, predicate	0	0	0	0	ae:v3:s002:154:pass1:attach:a6				1	1	0
ae:v3:s002:154:noun:12	2	154	12	q:2:154:12	أَحْيَاءٌ	أحياء	ح ي ي	ADJ_QUALIT	broken plural adjective (from ḥayy), nominative, indefinite, predicate	0	0	0	0					0	0	0
ae:v3:s002:155:noun:5	2	155	5	q:2:155:5	بِشَيْءٍ	شيء	ش ي ء	NOUN_ABSTRACT	noun (abstract), indefinite, genitive (after bi), tanwīn	0	0	0	1	ae:v3:s002:155:pass1:attach:a2	ae:v3:s002:155:pass1:attach:a3		ae:v3:s002:155:pass1:attach:a2	2	2	0
ae:v3:s002:155:noun:7	2	155	7	q:2:155:7	الْخَوْفِ	خوف	خ و ف	GERUND	verbal noun (maṣdar/gerund), definite (al-), genitive (after min)	0	0	0	1	ae:v3:s002:155:pass1:attach:a3	ae:v3:s002:155:pass1:attach:a4;ae:v3:s002:155:pass1:attach:a5		ae:v3:s002:155:pass1:attach:a3	3	3	0
ae:v3:s002:155:noun:9	2	155	9	q:2:155:9	وَالْجُوعِ	جوع	ج و ع	GERUND	verbal noun (maṣdar/gerund), definite (al-), genitive (coordinated with al-khawf)	0	0	0	0	ae:v3:s002:155:pass1:attach:a4				1	1	0
ae:v3:s002:155:noun:11	2	155	11	q:2:155:11	وَنَقْصٍ	نقص	ن ق ص	GERUND	verbal noun (maṣdar/gerund), indefinite, genitive (coordinated with shayʾ)	0	0	0	0	ae:v3:s002:155:pass1:attach:a5	ae:v3:s002:155:pass1:attach:a6			2	2	0
ae:v3:s002:155:noun:13	2	155	13	q:2:155:13	الْأَمْوَالِ	أموال	م و ل	NOUN_CONCRETE	noun (concrete), plural of māl, definite (al-), genitive (after min)	0	0	0	1	ae:v3:s002:155:pass1:attach:a6	ae:v3:s002:155:pass1:attach:a7;ae:v3:s002:155:pass1:attach:a8		ae:v3:s002:155:pass1:attach:a6	3	3	0
ae:v3:s002:155:noun:15	2	155	15	q:2:155:15	وَالْأَنْفُسِ	أنفس	ن ف س	NOUN_ABSTRACT	noun (abstract), plural of nafs, definite (al-), genitive (coordinated with al-amwāl)	0	0	0	0	ae:v3:s002:155:pass1:attach:a7				1	1	0
ae:v3:s002:155:noun:17	2	155	17	q:2:155:17	وَالثَّمَرَاتِ	ثمر	ث م ر	NOUN_CONCRETE	noun (concrete), plural of thamarah, definite (al-), genitive (coordinated with al-amwāl and al-anfus)	0	0	0	0	ae:v3:s002:155:pass1:attach:a8				1	1	0
ae:v3:s002:155:noun:20	2	155	20	q:2:155:20	الصَّابِرِينَ	صابر	ص ب ر	NOUN_ACTIVE_PART	active participle, plural masculine, definite (al-), accusative (object of bashshir)	0	0	0	0	ae:v3:s002:155:pass1:attach:a10				1	1	0
ae:v3:s002:156:noun:4	2	156	4	q:2:156:4	مُصِيبَةٌ	مصيب	ص و ب	NOUN_ABSTRACT	noun, abstract, feminine singular, indefinite nominative (tanwīn); active participle pattern (muFīLa) functioning as noun; subject of aṣābat	0	0	0	0	ae:v3:s002:156:pass1:attach:a3				1	1	0
ae:v3:s002:156:noun:8	2	156	8	q:2:156:8	لِلَّهِ	له	أ ل ه	NOUN_PROP	proper noun, genitive (governed by li-); the divine name	0	0	0	1	ae:v3:s002:156:pass1:attach:a6;ae:v3:s002:156:pass1:attach:a7			ae:v3:s002:156:pass1:attach:a6	2	2	0
ae:v3:s002:156:noun:12	2	156	12	q:2:156:12	رَاجِعُونَ	راجع	ر ج ع	NOUN_ACTIVE_PART	active participle, masculine plural nominative; predicate of second innā clause; Form I pattern fāʿilūn	0	0	0	0	ae:v3:s002:156:pass1:attach:a11	ae:v3:s002:156:pass1:attach:a10			2	2	0
ae:v3:s002:157:noun:3	2	157	3	q:2:157:3	صَلَوَاتٌ	صلو	ص ل و	NOUN_ABSTRACT	noun, nominative plural (with tanwīn), indefinite, subject (mubtadaʾ muʾakhkhar)	0	0	0	0	ae:v3:s002:157:pass1:attach:a2	ae:v3:s002:157:pass1:attach:a1;ae:v3:s002:157:pass1:attach:a3;ae:v3:s002:157:pass1:attach:a5;ae:v3:s002:157:pass1:attach:a9			5	5	0
ae:v3:s002:157:noun:5	2	157	5	q:2:157:5	رَبِّهِمْ	رب	ر ب ب	NOUN_CONCRETE	noun, genitive (majrūr by min), with 3rd person masculine plural pronoun suffix, definite by iḍāfa	1	1	0	1	ae:v3:s002:157:pass1:attach:a3;ae:v3:s002:157:pass1:attach:a4	ae:v3:s002:157:pass1:attach:a4		ae:v3:s002:157:pass1:attach:a3	3	3	0
ae:v3:s002:157:noun:7	2	157	7	q:2:157:7	وَرَحْمَةٌ	رحم	ر ح م	GERUND	noun (gerund/maṣdar), nominative singular with tanwīn, indefinite, conjoined to ṣalawātun	0	0	0	0	ae:v3:s002:157:pass1:attach:a5				1	1	0
ae:v3:s002:157:noun:11	2	157	11	q:2:157:11	الْمُهْتَدُونَ	مهتد	ه د ي	NOUN_PASSIVE_PART	active/passive participle (Form VIII), nominative plural, definite with al-, predicate (khabar)	0	0	0	0	ae:v3:s002:157:pass1:attach:a8				1	1	0
ae:v3:s002:158:noun:2	2	158	2	q:2:158:2	الصَّفَا	صفا	ص ف و	NOUN_PROP	proper noun; definite; nominative (subject of inna after maḥall); singular	0	0	0	0	ae:v3:s002:158:pass1:attach:a1	ae:v3:s002:158:pass1:attach:a2			2	2	0
ae:v3:s002:158:noun:4	2	158	4	q:2:158:4	وَالْمَرْوَةَ	مرو		NOUN_PROP	proper noun; definite; accusative (conjoined to ṣafā under inna); singular	0	0	0	0	ae:v3:s002:158:pass1:attach:a2				1	1	0
ae:v3:s002:158:noun:6	2	158	6	q:2:158:6	شَعَائِرِ	شعائر	ش ع ر	NOUN_ABSTRACT	noun; plural of shaʿīra; genitive (after min); indefinite construct (iḍāfa with Allāh)	0	1	0	1	ae:v3:s002:158:pass1:attach:a3;ae:v3:s002:158:pass1:attach:a4	ae:v3:s002:158:pass1:attach:a5		ae:v3:s002:158:pass1:attach:a3	3	3	0
ae:v3:s002:158:noun:7	2	158	7	q:2:158:7	اللَّهِ	له	أ ل ه	NOUN_PROP	proper noun; genitive (muḍāf ilayh in iḍāfa with shaʿāʾir)	1	0	0	0	ae:v3:s002:158:pass1:attach:a5				1	1	0
ae:v3:s002:158:noun:11	2	158	11	q:2:158:11	الْبَيْتَ	بيت	ب ي ت	NOUN_CONCRETE	noun; definite; accusative (direct object of ḥajja); singular	0	0	0	0	ae:v3:s002:158:pass1:attach:a7				1	1	0
ae:v3:s002:158:noun:16	2	158	16	q:2:158:16	جُنَاحَ	جناح	ج ن ح	NOUN_ABSTRACT	noun; accusative (governed by lā nafy al-jins); singular; indefinite	0	0	0	0	ae:v3:s002:158:pass1:attach:a10	ae:v3:s002:158:pass1:attach:a11;ae:v3:s002:158:pass1:attach:a12			3	3	0
ae:v3:s002:158:noun:25	2	158	25	q:2:158:25	خَيْرَاً	خير	خ ي ر	GERUND	verbal noun (maṣdar/gerund); accusative (object of taṭawwaʿa or adverbial accusative); indefinite	0	0	0	0	ae:v3:s002:158:pass1:attach:a15;ae:v3:s002:158:pass1:attach:a16				2	0	0
ae:v3:s002:158:noun:28	2	158	28	q:2:158:28	اللَّهَ	له	أ ل ه	NOUN_PROP	proper noun; accusative (ism inna — subject of the annulative particle); definite	0	0	0	0	ae:v3:s002:158:pass1:attach:a17				1	1	0
ae:v3:s002:158:noun:29	2	158	29	q:2:158:29	شَاكِرٌ	شاكر	ش ك ر	NOUN_PROP	active participle (fāʿil pattern); nominative (predicate of inna); indefinite	0	0	1	0	ae:v3:s002:158:pass1:attach:a18	ae:v3:s002:158:pass1:attach:a21	ae:v3:s002:158:pass1:attach:a21		2	2	0
ae:v3:s002:158:noun:30	2	158	30	q:2:158:30	عَلِيمٌ	عليم	ع ل م	ADJ_QUALIT	qualitative adjective (faʿīl intensive pattern); nominative (second predicate of inna); indefinite	0	0	0	0	ae:v3:s002:158:pass1:attach:a19;ae:v3:s002:158:pass1:attach:a21				2	2	0
ae:v3:s002:159:noun:7	2	159	7	q:2:159:7	الْبَيِّنَاتِ	بين	ب ي ن	NOUN_ABSTRACT	definite noun, genitive (majrūr by min), feminine plural of bayyina, active participle form used as noun	0	0	0	1	ae:v3:s002:159:pass1:attach:a5	ae:v3:s002:159:pass1:attach:a6		ae:v3:s002:159:pass1:attach:a5	2	2	0
ae:v3:s002:159:noun:9	2	159	9	q:2:159:9	وَالْهُدَى	هدى	ه د ي	GERUND	definite noun (gerund/maṣdar), genitive (majrūr, conjoined with al-bayyināt), masculine	0	0	0	0	ae:v3:s002:159:pass1:attach:a6				1	1	0
ae:v3:s002:159:noun:11	2	159	11	q:2:159:11	بَعْدِ	بعد	ب ع د	NOUN_ABSTRACT	noun (ẓarf zamān), genitive (majrūr by min), construct state (muḍāf to mā bayyannāhu)	0	1	0	1	ae:v3:s002:159:pass1:attach:a7	ae:v3:s002:159:pass1:attach:a8		ae:v3:s002:159:pass1:attach:a7	2	2	0
ae:v3:s002:159:noun:15	2	159	15	q:2:159:15	لِلنَّاسِ	ناس	أ ن س	NOUN_CONCRETE	definite noun, genitive (majrūr by li), masculine plural	0	0	0	1	ae:v3:s002:159:pass1:attach:a10			ae:v3:s002:159:pass1:attach:a10	1	1	0
ae:v3:s002:159:noun:17	2	159	17	q:2:159:17	الْكِتَابِ	كتاب	ك ت ب	NOUN_CONCRETE	definite noun, genitive (majrūr by fī), masculine singular	0	0	0	1	ae:v3:s002:159:pass1:attach:a11			ae:v3:s002:159:pass1:attach:a11	1	1	0
ae:v3:s002:159:noun:20	2	159	20	q:2:159:20	اللَّهُ	له	أ ل ه	NOUN_PROP	proper noun, nominative (marfūʿ), subject of yalʿanuhumu	0	0	0	0	ae:v3:s002:159:pass1:attach:a15				1	1	0
ae:v3:s002:159:noun:23	2	159	23	q:2:159:23	اللَّاعِنُونَ	لاعن	ل ع ن	NOUN_ACTIVE_PART	definite noun (active participle), nominative (marfūʿ), masculine plural, subject of yalʿanuhumu	0	0	0	0	ae:v3:s002:159:pass1:attach:a18				1	1	0
ae:v3:s002:160:noun:14	2	160	14	q:2:160:14	التَّوَّابُ	تواب	ت و ب	NOUN_PROP	noun, intensive adjective (faʿʿāl pattern), nominative (predicate of nominal sentence), definite with al-. Divine attribute name.	0	0	1	0	ae:v3:s002:160:pass1:attach:a10	ae:v3:s002:160:pass1:attach:a12	ae:v3:s002:160:pass1:attach:a12		2	1	0
ae:v3:s002:160:noun:15	2	160	15	q:2:160:15	الرَّحِيمُ	رحيم	ر ح م	NOUN_PROP	noun, qualitative adjective (faʿīl pattern), nominative (second predicate of nominal sentence), definite with al-. Divine attribute name.	0	0	0	0	ae:v3:s002:160:pass1:attach:a11;ae:v3:s002:160:pass1:attach:a12				2	0	0
ae:v3:s002:161:noun:8	2	161	8	q:2:161:8	كُفَّارٌ	كفار	ك ف ر	NOUN_ACTIVE_PART	broken plural of kāfir (fuʿʿāl pattern), nominative indefinite, predicate of ḥāl clause	0	0	0	0	ae:v3:s002:161:pass1:attach:a3				1	1	0
ae:v3:s002:161:noun:11	2	161	11	q:2:161:11	لَعْنَةُ	لعن	ل ع ن	GERUND_INSTANT	verbal noun (gerund of instance), nominative, subject of nominal sentence, in iḍāfa with Allāh	0	1	0	0		ae:v3:s002:161:pass1:attach:a5;ae:v3:s002:161:pass1:attach:a7			2	2	0
ae:v3:s002:161:noun:12	2	161	12	q:2:161:12	اللَّهِ	له	أ ل ه	NOUN_PROP	proper noun, genitive (muḍāf ilayh in iḍāfa with laʿnatu)	1	0	0	0	ae:v3:s002:161:pass1:attach:a7	ae:v3:s002:161:pass1:attach:a8;ae:v3:s002:161:pass1:attach:a9			3	3	0
ae:v3:s002:161:noun:14	2	161	14	q:2:161:14	وَالْمَلَائِكَةِ	ملائك	م ل ك	NOUN_CONCRETE	noun, genitive (coordinated with Allāhi in iḍāfa), definite, broken plural	0	0	0	0	ae:v3:s002:161:pass1:attach:a8				1	1	0
ae:v3:s002:161:noun:16	2	161	16	q:2:161:16	وَالنَّاسِ	ناس	أ ن س	NOUN_CONCRETE	noun, genitive (coordinated in iḍāfa chain), definite, collective	0	0	1	0	ae:v3:s002:161:pass1:attach:a9	ae:v3:s002:161:pass1:attach:a10	ae:v3:s002:161:pass1:attach:a10		2	2	0
ae:v3:s002:161:noun:17	2	161	17	q:2:161:17	أَجْمَعِينَ	أجمع	ج م ع	NOUN_ABSTRACT	noun/adjective, accusative (tawkīd/emphasis for nāsi or all three), indefinite in form but definite in meaning	0	0	0	0	ae:v3:s002:161:pass1:attach:a10				1	1	0
ae:v3:s002:162:noun:1	2	162	1	q:2:162:1	خَالِدِينَ	خالد	خ ل د	NOUN_ACTIVE_PART	active participle, masculine plural accusative, ḥāl clause (circumstantial) from subject of preceding ayah	0	0	0	0		ae:v3:s002:162:pass1:attach:a1			1	1	0
ae:v3:s002:162:noun:6	2	162	6	q:2:162:6	الْعَذَابُ	عذاب	ع ذ ب	GERUND	definite noun (gerund/maṣdar), nominative (subject of yukhaffafu passive), definite with al-	0	0	0	0	ae:v3:s002:162:pass1:attach:a3				1	1	0
ae:v3:s002:163:noun:2	2	163	2	q:2:163:2	وَإِلَهُكُمْ	إله	أ ل ه	NOUN_CONCRETE	noun, concrete, nominative, definite by annexation (muḍāf), 2nd person masculine plural possessive	0	0	0	0		ae:v3:s002:163:pass1:attach:a1			1	1	0
ae:v3:s002:163:noun:3	2	163	3	q:2:163:3	إِلَهٌ	إله	أ ل ه	NOUN_CONCRETE	noun, concrete, nominative, indefinite, predicate (khabar)	0	0	1	0	ae:v3:s002:163:pass1:attach:a1	ae:v3:s002:163:pass1:attach:a2	ae:v3:s002:163:pass1:attach:a2		2	2	0
ae:v3:s002:163:noun:4	2	163	4	q:2:163:4	وَاحِدٌ	واحد	و ح د	NOUN_NUM	noun, numeral, nominative, indefinite, adjective (naʿt) to ʾilāhun	0	0	0	0	ae:v3:s002:163:pass1:attach:a2				1	1	0
ae:v3:s002:163:noun:6	2	163	6	q:2:163:6	إِلَهَ	إله	أ ل ه	NOUN_CONCRETE	noun, concrete, accusative (manṣūb, ism lā), subject of categorical negation	0	0	0	0	ae:v3:s002:163:pass1:attach:a3	ae:v3:s002:163:pass1:attach:a4			2	2	0
ae:v3:s002:163:noun:9	2	163	9	q:2:163:9	الرَّحْمَنُ	رحمن	ر ح م	NOUN_PROP	noun, proper, nominative, definite (al-), second predicate or appositive to huwa	0	0	1	0	ae:v3:s002:163:pass1:attach:a5	ae:v3:s002:163:pass1:attach:a6	ae:v3:s002:163:pass1:attach:a6		2	2	0
ae:v3:s002:163:noun:10	2	163	10	q:2:163:10	الرَّحِيمُ	رحيم	ر ح م	NOUN_PROP	noun, proper, nominative, definite (al-), third predicate or appositive to huwa	0	0	0	0	ae:v3:s002:163:pass1:attach:a6				1	1	0
ae:v3:s002:164:noun:3	2	164	3	q:2:164:3	خَلْقِ	خلق	خ ل ق	GERUND	verbal noun (maṣdar) genitive — object of fī, iḍāfa-head governing al-samāwāti	0	1	0	1	ae:v3:s002:164:pass1:attach:a2	ae:v3:s002:164:pass1:attach:a3;ae:v3:s002:164:pass1:attach:a5;ae:v3:s002:164:pass1:attach:a9;ae:v3:s002:164:pass1:attach:a31		ae:v3:s002:164:pass1:attach:a2	5	5	0
ae:v3:s002:164:noun:4	2	164	4	q:2:164:4	السَّمَاوَاتِ	سماو	س م و	NOUN_CONCRETE	definite feminine plural noun genitive — muḍāf ilayhi of khalqi	1	0	0	0	ae:v3:s002:164:pass1:attach:a3	ae:v3:s002:164:pass1:attach:a4			2	2	0
ae:v3:s002:164:noun:6	2	164	6	q:2:164:6	وَالْأَرْضِ	أرض	أ ر ض	NOUN_CONCRETE	definite feminine singular noun genitive — conjoined with al-samāwāti in iḍāfa under khalqi	0	0	0	0	ae:v3:s002:164:pass1:attach:a4				1	1	0
ae:v3:s002:164:noun:8	2	164	8	q:2:164:8	وَاخْتِلَافِ	اختلاف	خ ل ف	GERUND	Form VIII verbal noun (maṣdar) genitive — conjoined under fī as second phenomenon	0	1	0	1	ae:v3:s002:164:pass1:attach:a5;ae:v3:s002:164:pass1:attach:a6	ae:v3:s002:164:pass1:attach:a7		ae:v3:s002:164:pass1:attach:a6	3	3	0
ae:v3:s002:164:noun:9	2	164	9	q:2:164:9	اللَّيْلِ	ليل	ل ي ل	NOUN_ABSTRACT	definite masculine singular noun genitive — muḍāf ilayhi of ikhtilāfi	1	0	0	0	ae:v3:s002:164:pass1:attach:a7	ae:v3:s002:164:pass1:attach:a8			2	2	0
ae:v3:s002:164:noun:11	2	164	11	q:2:164:11	وَالنَّهَارِ	نهار	ن ه ر	NOUN_ABSTRACT	definite masculine singular noun genitive — conjoined with al-layli	0	0	0	0	ae:v3:s002:164:pass1:attach:a8				1	1	0
ae:v3:s002:164:noun:13	2	164	13	q:2:164:13	وَالْفُلْكِ	فلك	ف ل ك	NOUN_CONCRETE	definite noun genitive — can be singular or plural (invariable form); conjoined under fī	0	0	1	1	ae:v3:s002:164:pass1:attach:a9;ae:v3:s002:164:pass1:attach:a10	ae:v3:s002:164:pass1:attach:a11;ae:v3:s002:164:pass1:attach:a17	ae:v3:s002:164:pass1:attach:a11	ae:v3:s002:164:pass1:attach:a10	4	4	0
ae:v3:s002:164:noun:17	2	164	17	q:2:164:17	الْبَحْرِ	بحر	ب ح ر	NOUN_CONCRETE	definite masculine singular noun genitive — object of fī	0	0	0	1	ae:v3:s002:164:pass1:attach:a13			ae:v3:s002:164:pass1:attach:a13	1	1	0
ae:v3:s002:164:noun:21	2	164	21	q:2:164:21	النَّاسَ	ناس	أ ن س	NOUN_CONCRETE	definite masculine plural noun accusative — direct object of yanfaʿu	0	0	0	0	ae:v3:s002:164:pass1:attach:a16				1	1	0
ae:v3:s002:164:noun:25	2	164	25	q:2:164:25	اللَّهُ	له	أ ل ه	NOUN_PROP	proper noun nominative — agent (fāʿil) of anzala	0	0	0	0	ae:v3:s002:164:pass1:attach:a20				1	1	0
ae:v3:s002:164:noun:27	2	164	27	q:2:164:27	السَّمَاءِ	سماء	س م و	NOUN_CONCRETE	definite feminine singular noun genitive — object of min; second occurrence of s-m-w root	0	0	0	1	ae:v3:s002:164:pass1:attach:a21			ae:v3:s002:164:pass1:attach:a21	1	1	0
ae:v3:s002:164:noun:29	2	164	29	q:2:164:29	مَاءٍ	ماء	م و ه	NOUN_CONCRETE	indefinite masculine singular noun genitive — object of min (bayāniyya)	0	0	0	1	ae:v3:s002:164:pass1:attach:a22			ae:v3:s002:164:pass1:attach:a22	1	1	0
ae:v3:s002:164:noun:33	2	164	33	q:2:164:33	الْأَرْضَ	أرض	أ ر ض	NOUN_CONCRETE	definite feminine singular noun accusative — direct object of aḥyā; second occurrence of '-r-ḍ	0	0	0	0	ae:v3:s002:164:pass1:attach:a23				1	1	0
ae:v3:s002:164:noun:35	2	164	35	q:2:164:35	مَوْتِهَا	موت	م و ت	GERUND	verbal noun (maṣdar) genitive + 3rd feminine singular pronoun suffix — muḍāf ilayhi of baʿda	1	0	0	0	ae:v3:s002:164:pass1:attach:a26				1	1	0
ae:v3:s002:164:noun:40	2	164	40	q:2:164:40	كُلِّ	كل	ك ل ل	NOUN_ABSTRACT	noun of totality genitive — muḍāf governing dābbatin	0	1	0	1	ae:v3:s002:164:pass1:attach:a29	ae:v3:s002:164:pass1:attach:a30		ae:v3:s002:164:pass1:attach:a29	2	2	0
ae:v3:s002:164:noun:41	2	164	41	q:2:164:41	دَابَّةٍ	داب	د أ ب	NOUN_CONCRETE	indefinite feminine singular noun genitive — muḍāf ilayhi of kulli	1	0	0	0	ae:v3:s002:164:pass1:attach:a30				1	1	0
ae:v3:s002:164:noun:43	2	164	43	q:2:164:43	وَتَصْرِيفِ	تصريف	ص ر ف	GERUND	Form II verbal noun (maṣdar) genitive — conjoined under fī; the last phenomenon in the sign-catalog before the conclusion	0	1	0	1	ae:v3:s002:164:pass1:attach:a31;ae:v3:s002:164:pass1:attach:a32	ae:v3:s002:164:pass1:attach:a33		ae:v3:s002:164:pass1:attach:a32	3	3	0
ae:v3:s002:164:noun:44	2	164	44	q:2:164:44	الرِّيَاحِ	رياح	ر و ح	NOUN_ABSTRACT	definite feminine plural noun genitive — muḍāf ilayhi of taṣrīfi	1	0	0	0	ae:v3:s002:164:pass1:attach:a33	ae:v3:s002:164:pass1:attach:a34			2	2	0
ae:v3:s002:164:noun:46	2	164	46	q:2:164:46	وَالسَّحَابِ	سحاب	س ح ب	NOUN_CONCRETE	definite masculine singular (collective) noun genitive — conjoined with al-riyāḥi	0	0	1	0	ae:v3:s002:164:pass1:attach:a34	ae:v3:s002:164:pass1:attach:a35	ae:v3:s002:164:pass1:attach:a35		2	2	0
ae:v3:s002:164:noun:47	2	164	47	q:2:164:47	الْمُسَخَّرِ	مسخر	س خ ر	NOUN_PASSIVE_PART	Form II passive participle definite genitive — adjectival qualifier of al-saḥābi	0	0	0	0	ae:v3:s002:164:pass1:attach:a35	ae:v3:s002:164:pass1:attach:a36			2	2	0
ae:v3:s002:164:noun:49	2	164	49	q:2:164:49	السَّمَاءِ	سماء	س م و	NOUN_CONCRETE	definite feminine singular noun genitive — first element of the bayna phrase; third occurrence of s-m-w	1	0	0	0	ae:v3:s002:164:pass1:attach:a37	ae:v3:s002:164:pass1:attach:a38			2	2	0
ae:v3:s002:164:noun:51	2	164	51	q:2:164:51	وَالْأَرْضِ	أرض	أ ر ض	NOUN_CONCRETE	definite feminine singular noun genitive — second element of bayna phrase; third occurrence of '-r-ḍ	0	0	0	0	ae:v3:s002:164:pass1:attach:a38				1	1	0
ae:v3:s002:164:noun:53	2	164	53	q:2:164:53	لَآيَاتٍ	آي	أ ي ي	NOUN_ABSTRACT	indefinite feminine plural noun accusative — predicate (khabar) of inna	0	0	0	0	ae:v3:s002:164:pass1:attach:a1	ae:v3:s002:164:pass1:attach:a2;ae:v3:s002:164:pass1:attach:a6;ae:v3:s002:164:pass1:attach:a10;ae:v3:s002:164:pass1:attach:a18;ae:v3:s002:164:pass1:attach:a32;ae:v3:s002:164:pass1:attach:a39			7	7	0
ae:v3:s002:164:noun:55	2	164	55	q:2:164:55	لِقَوْمٍ	قوم	ق و م	NOUN_CONCRETE	indefinite masculine singular noun genitive — object of li	0	0	1	1	ae:v3:s002:164:pass1:attach:a39	ae:v3:s002:164:pass1:attach:a40	ae:v3:s002:164:pass1:attach:a40	ae:v3:s002:164:pass1:attach:a39	2	2	0
ae:v3:s002:165:noun:3	2	165	3	q:2:165:3	النَّاسِ	ناس	أ ن س	NOUN_CONCRETE	definite noun, genitive (governed by min); collective noun for human beings	0	0	0	1	ae:v3:s002:165:pass1:attach:a1			ae:v3:s002:165:pass1:attach:a1	1	1	0
ae:v3:s002:165:noun:7	2	165	7	q:2:165:7	دُونِ	دون	د و ن	NOUN_ABSTRACT	noun in genitive (governed by min); quasi-preposition indicating exclusion or inferiority	0	1	0	1	ae:v3:s002:165:pass1:attach:a3	ae:v3:s002:165:pass1:attach:a4		ae:v3:s002:165:pass1:attach:a3	2	2	0
ae:v3:s002:165:noun:8	2	165	8	q:2:165:8	اللَّهِ	له	أ ل ه	NOUN_PROP	proper noun, genitive (governed by construct with dūn); first of five occurrences of the divine name in this ayah	1	0	0	0	ae:v3:s002:165:pass1:attach:a4				1	1	0
ae:v3:s002:165:noun:9	2	165	9	q:2:165:9	أَنْدَادَاً	أنداد	ن د د	NOUN_CONCRETE	noun, accusative indefinite (object of yattakhidhu); broken plural of nidd	0	0	0	0	ae:v3:s002:165:pass1:attach:a5				1	1	0
ae:v3:s002:165:noun:12	2	165	12	q:2:165:12	كَحُبِّ	حب	ح ب ب	GERUND	verbal noun (maṣdar), genitive (governed by ka); second h-b-b instance	0	1	0	1	ae:v3:s002:165:pass1:attach:a7	ae:v3:s002:165:pass1:attach:a8		ae:v3:s002:165:pass1:attach:a7	2	2	0
ae:v3:s002:165:noun:13	2	165	13	q:2:165:13	اللَّهِ	له	أ ل ه	NOUN_PROP	proper noun, genitive (construct with ḥubb); second divine name occurrence	1	0	0	0	ae:v3:s002:165:pass1:attach:a8				1	1	0
ae:v3:s002:165:noun:17	2	165	17	q:2:165:17	أَشَدُّ	أشد	ش د د	ADJ_COMP	comparative adjective (afʿalu pattern); predicate of nominal sentence; same root as shadīdu in word 37	0	0	0	0	ae:v3:s002:165:pass1:attach:a10	ae:v3:s002:165:pass1:attach:a11;ae:v3:s002:165:pass1:attach:a12			3	3	0
ae:v3:s002:165:noun:18	2	165	18	q:2:165:18	حُبَّاً	حب	ح ب ب	GERUND	verbal noun (maṣdar), accusative of specification (tamyīz); third h-b-b instance	0	0	0	0	ae:v3:s002:165:pass1:attach:a11				1	1	0
ae:v3:s002:165:noun:20	2	165	20	q:2:165:20	لِلَّهِ	له	أ ل ه	NOUN_PROP	proper noun, genitive (governed by li); third divine name occurrence	0	0	0	1	ae:v3:s002:165:pass1:attach:a12			ae:v3:s002:165:pass1:attach:a12	1	1	0
ae:v3:s002:165:noun:28	2	165	28	q:2:165:28	الْعَذَابَ	عذاب	ع ذ ب	GERUND	verbal noun (maṣdar), accusative (object of yarawna); definite — the specific, known punishment; first of two ʿ-dh-b instances	0	0	0	0	ae:v3:s002:165:pass1:attach:a16				1	1	0
ae:v3:s002:165:noun:30	2	165	30	q:2:165:30	الْقُوَّةَ	قو	ق و ي	GERUND	verbal noun (maṣdar), accusative (subject of anna-clause, in accusative per anna's governance); definite with al-	0	0	0	0	ae:v3:s002:165:pass1:attach:a18	ae:v3:s002:165:pass1:attach:a19;ae:v3:s002:165:pass1:attach:a20;ae:v3:s002:165:pass1:attach:a21			4	4	0
ae:v3:s002:165:noun:32	2	165	32	q:2:165:32	لِلَّهِ	له	أ ل ه	NOUN_PROP	proper noun, genitive (governed by li); fourth divine name occurrence	0	0	0	1	ae:v3:s002:165:pass1:attach:a19			ae:v3:s002:165:pass1:attach:a19	1	1	0
