unit_id	source_pass	source_rtype	source_local_id	sura	ayah	relation	status	confidence	evidence	reason	dep_wid	dep_unit_id	dep_surface	dep_root_norm	dep_form_tag	dep_part	head_wid	head_unit_id	head_surface	head_root_norm	head_form_tag	head_part	obj_type	prep_base	prep_wid	prep_unit_id	dep_start_wid	dep_end_wid	context	dep_clause_raw	dep_clause_unit_ids	head_clause_raw	head_clause_unit_ids	choice_set_raw	choice_relation
ae:v3:s006:146:pass1:attach:a16	pass1	ATTACH	a16	6	146	direct_object	strongly_licensed	medium	word_order;local_syntax	ذَلِكَ is fronted as the thing recompensed by جَزَيْنَاهُم.	28	q:6:146:28	ذَلِكَ		DEM_PRON		29	q:6:146:29	جَزَيْنَاهُمْ	ج ز ي	PV		explicit												
ae:v3:s006:146:pass1:attach:a17	pass1	ATTACH	a17	6	146	direct_object	syntactically_forced	high	morphology	The suffix هُم in جَزَيْنَاهُم is an object pronoun of جَزَيْنَا.	29	q:6:146:29				object_suffix	29	q:6:146:29	جَزَيْنَاهُمْ	ج ز ي	PV		clitic												
ae:v3:s006:146:pass1:attach:a18	pass1	ATTACH	a18	6	146	prep_complement	syntactically_forced	high	case_government;local_syntax	بَغْيِهِمْ is governed by بِ as the causal complement of جَزَيْنَاهُم.	31	q:6:146:31	بِبَغْيِهِمْ	ب غ ي	GERUND		29	q:6:146:29	جَزَيْنَاهُمْ	ج ز ي	PV			بـ	30	q:6:146:30									
ae:v3:s006:146:pass1:attach:a19	pass1	ATTACH	a19	6	146	particle_complement	syntactically_forced	high	morphology;local_syntax	The suffix نَا in إِنَّا is the ism governed by إِنَّ.	33	q:6:146:33				pronoun_suffix	33	q:6:146:33				particle_segment													
ae:v3:s006:146:pass1:attach:a20	pass1	ATTACH	a20	6	146	predication	strongly_licensed	high	local_syntax	صَادِقُونَ is the predicate of إِنَّا.	35	q:6:146:35	لَصَادِقُونَ	ص د ق	NOUN_ACTIVE_PART		33	q:6:146:33	وَإِنَّا		INF_ANNUL_PART														
ae:v3:s006:147:pass1:attach:a1	pass1	ATTACH	a1	6	147	direct_object	syntactically_forced	high	morphology	The suffix كَ in كَذَّبُوكَ is the object pronoun of كَذَّبُوا.	3	q:6:147:3				object_suffix	3	q:6:147:3	كَذَّبُوكَ	ك ذ ب	PV		clitic												
ae:v3:s006:147:pass1:attach:a2	pass1	ATTACH	a2	6	147	quoted_complement	syntactically_forced	high	local_syntax	The mercy and punishment statement is the quoted content of قُلْ.	6	q:6:147:6	رَبُّكُمْ	ر ب ب	NOUN_CONCRETE		5	q:6:147:5	فَقُلْ	ق ل ل	CV						6	16		c3	ae:v3:s006:147:pass1:clause:c3				
ae:v3:s006:147:pass1:attach:a3	pass1	ATTACH	a3	6	147	predication	strongly_licensed	high	local_syntax	ذُو is the predicate of رَبُّكُمْ.	7	q:6:147:7	ذُو	ذ و و	NOUN_FIVE		6	q:6:147:6	رَبُّكُمْ	ر ب ب	NOUN_CONCRETE														
ae:v3:s006:147:pass1:attach:a4	pass1	ATTACH	a4	6	147	idafa	syntactically_forced	high	morphology	رَحْمَةٍ is the genitive complement of construct ذُو.	8	q:6:147:8	رَحْمَةٍ	ر ح م	GERUND		7	q:6:147:7	ذُو	ذ و و	NOUN_FIVE														
ae:v3:s006:147:pass1:attach:a5	pass1	ATTACH	a5	6	147	adjective	strongly_licensed	high	agreement	وَاسِعَةٍ modifies رَحْمَةٍ.	9	q:6:147:9	وَاسِعَةٍ	و س ع	NOUN_ACTIVE_PART		8	q:6:147:8	رَحْمَةٍ	ر ح م	GERUND														
ae:v3:s006:147:pass1:attach:a6	pass1	ATTACH	a6	6	147	conjoined	strongly_licensed	high	parallelism;local_syntax	يُرَدُّ is coordinated with the preceding predicate statement.	12	q:6:147:12	يُرَدُّ	ر د د	IV		7	q:6:147:7	ذُو	ذ و و	NOUN_FIVE														
ae:v3:s006:147:pass1:attach:a7	pass1	ATTACH	a7	6	147	subject	syntactically_forced	high	case_government;word_order	بَأْسُهُ is the passive subject of يُرَدُّ.	13	q:6:147:13	بَأْسُهُ	ب أ س	GERUND		12	q:6:147:12	يُرَدُّ	ر د د	IV														
ae:v3:s006:147:pass1:attach:a8	pass1	ATTACH	a8	6	147	prep_complement	syntactically_forced	high	case_government;local_syntax	ٱلْقَوْمِ is governed by عَنِ as complement of يُرَدُّ.	15	q:6:147:15	الْقَوْمِ	ق و م	NOUN_CONCRETE		12	q:6:147:12	يُرَدُّ	ر د د	IV			عَن	14	q:6:147:14									
ae:v3:s006:147:pass1:attach:a9	pass1	ATTACH	a9	6	147	adjective	strongly_licensed	high	agreement	ٱلْمُجْرِمِينَ modifies ٱلْقَوْمِ.	16	q:6:147:16	الْمُجْرِمِينَ	ج ر م	NOUN_ACTIVE_PART		15	q:6:147:15	الْقَوْمِ	ق و م	NOUN_CONCRETE														
ae:v3:s006:148:pass1:attach:a1	pass1	ATTACH	a1	6	148	subject	syntactically_forced	high	case_government;word_order	ٱلَّذِينَ is the overt subject of سَيَقُولُ.	2	q:6:148:2	الَّذِينَ	ل ل ذ	REL_PRON		1	q:6:148:1	سَيَقُولُ	ق و ل	IV														
ae:v3:s006:148:pass1:attach:a2	pass1	ATTACH	a2	6	148	subject	strongly_licensed	high	local_syntax	ٱلَّذِينَ is also the subject completed by أَشْرَكُوا in the relative clause.	2	q:6:148:2	الَّذِينَ	ل ل ذ	REL_PRON		3	q:6:148:3	أَشْرَكُوا	ش ر ك	PV														
ae:v3:s006:148:pass1:attach:a3	pass1	ATTACH	a3	6	148	quoted_complement	syntactically_forced	high	local_syntax	The counterfactual excuse is the quoted content of سَيَقُولُ.	4	q:6:148:4	لَوْ	ل و ي	CONDITION_PART		1	q:6:148:1	سَيَقُولُ	ق و ل	IV						4	16		c3	ae:v3:s006:148:pass1:clause:c3				
ae:v3:s006:148:pass1:attach:a4	pass1	ATTACH	a4	6	148	subject	syntactically_forced	high	case_government;word_order	ٱللَّهُ is the overt subject of شَاءَ.	6	q:6:148:6	اللَّهُ	أ ل ه	NOUN_PROP		5	q:6:148:5	شَاءَ	ش ي أ	PV														
ae:v3:s006:148:pass1:attach:a5	pass1	ATTACH	a5	6	148	subject	strongly_licensed	medium	parallelism;local_syntax	آبَاؤُنَا is coordinated into the subject domain of the negated أَشْرَكْنَا.	11	q:6:148:11	آبَاؤُنَا	أ ب و	NOUN_CONCRETE		8	q:6:148:8	أَشْرَكْنَا	ش ر ك	PV														
ae:v3:s006:148:pass1:attach:a6	pass1	ATTACH	a6	6	148	conjoined	strongly_licensed	high	parallelism;local_syntax	حَرَّمْنَا is coordinated with أَشْرَكْنَا in the apodosis.	14	q:6:148:14	حَرَّمْنَا	ح ر م	PV		8	q:6:148:8	أَشْرَكْنَا	ش ر ك	PV														
ae:v3:s006:148:pass1:attach:a7	pass1	ATTACH	a7	6	148	prep_complement	syntactically_forced	high	case_government;local_syntax	شَىْءٍ is governed by مِن in the negated object phrase of حَرَّمْنَا.	16	q:6:148:16	شَيْءٍ	ش ي ء	NOUN_ABSTRACT		14	q:6:148:14	حَرَّمْنَا	ح ر م	PV			مِن	15	q:6:148:15			negation						
ae:v3:s006:148:pass1:attach:a8	pass1	ATTACH	a8	6	148	direct_object	strongly_licensed	high	local_syntax	شَىْءٍ is the logical object of حَرَّمْنَا under negation.	16	q:6:148:16	شَيْءٍ	ش ي ء	NOUN_ABSTRACT		14	q:6:148:14	حَرَّمْنَا	ح ر م	PV		explicit						negation						
ae:v3:s006:148:pass1:attach:a9	pass1	ATTACH	a9	6	148	prep_complement	syntactically_forced	high	case_government;local_syntax	ذَلِكَ is governed by كَ as the comparative manner complement of كَذَّبَ.	18	q:6:148:18	كَذَلِكَ		DEM_PRON		19	q:6:148:19	كَذَّبَ	ك ذ ب	PV			كـ	17	q:6:148:17									
ae:v3:s006:148:pass1:attach:a10	pass1	ATTACH	a10	6	148	subject	syntactically_forced	high	case_government;word_order	ٱلَّذِينَ is the overt subject of كَذَّبَ.	20	q:6:148:20	الَّذِينَ	ل ل ذ	REL_PRON		19	q:6:148:19	كَذَّبَ	ك ذ ب	PV														
ae:v3:s006:148:pass1:attach:a11	pass1	ATTACH	a11	6	148	prep_complement	syntactically_forced	high	case_government;local_syntax	قَبْلِهِمْ is governed by مِن modifying ٱلَّذِينَ.	22	q:6:148:22	قَبْلِهِمْ	ق ب ل	ADV		20	q:6:148:20	الَّذِينَ	ل ل ذ	REL_PRON			مِن	21	q:6:148:21									
ae:v3:s006:148:pass1:attach:a12	pass1	ATTACH	a12	6	148	direct_object	strongly_licensed	high	case_government	بَأْسَنَا is the object tasted by ذَاقُوا.	25	q:6:148:25	بَأْسَنَا	ب أ س	GERUND		24	q:6:148:24	ذَاقُوا	ذ و ق	PV		explicit												
ae:v3:s006:148:pass1:attach:a13	pass1	ATTACH	a13	6	148	quoted_complement	syntactically_forced	high	local_syntax	The interrogative challenge after قُلْ is the quoted content.	27	q:6:148:27	هَلْ		INTERROG_PART		26	q:6:148:26	قُلْ	ق ل ل	CV						27	33		c10	ae:v3:s006:148:pass1:clause:c10				
ae:v3:s006:148:pass1:attach:a14	pass1	ATTACH	a14	6	148	prep_complement	syntactically_forced	high	case_government;local_syntax	عِلْمٍ is governed by مِن in the interrogative existential phrase عِندَكُم.	30	q:6:148:30	عِلْمٍ	ع ل م	GERUND		28	q:6:148:28	عِنْدَكُمْ	ع ن د	ADV			مِن	29	q:6:148:29			restriction						
ae:v3:s006:148:pass1:attach:a15	pass1	ATTACH	a15	6	148	predication	strongly_licensed	high	local_syntax	عِندَكُم is the locative predicate for مِّنْ عِلْمٍ.	28	q:6:148:28	عِنْدَكُمْ	ع ن د	ADV		30	q:6:148:30	عِلْمٍ	ع ل م	GERUND														
ae:v3:s006:148:pass1:attach:a16	pass1	ATTACH	a16	6	148	direct_object	syntactically_forced	high	morphology	The suffix هُ in تُخْرِجُوهُ is the object pronoun of تُخْرِجُوا.	32	q:6:148:32				object_suffix	32	q:6:148:32	فَتُخْرِجُوهُ	خ ر ج	IV		clitic												
ae:v3:s006:148:pass1:attach:a17	pass1	ATTACH	a17	6	148	prep_complement	syntactically_forced	high	case_government;local_syntax	The pronoun in لَنَا is governed by لِ as complement of تُخْرِجُوهُ.	33	q:6:148:33				pronoun_suffix	32	q:6:148:32	فَتُخْرِجُوهُ	خ ر ج	IV			لـ	33	q:6:148:33									
ae:v3:s006:148:pass1:attach:a18	pass1	ATTACH	a18	6	148	direct_object	strongly_licensed	high	case_government;local_syntax	ٱلظَّنَّ is the excepted object after إِلَّا in إِن تَتَّبِعُونَ إِلَّا ٱلظَّنَّ.	37	q:6:148:37	الظَّنَّ	ظ ن ن	GERUND		35	q:6:148:35	تَتَّبِعُونَ	ت ب ع	IV		explicit						exception						
ae:v3:s006:148:pass1:attach:a19	pass1	ATTACH	a19	6	148	predication	strongly_licensed	high	local_syntax	تَخْرُصُونَ is the excepted predicate after إِلَّا for أَنتُمْ.	42	q:6:148:42	تَخْرُصُونَ	خ ر ص	IV		40	q:6:148:40	أَنْتُمْ		DEM_PRON								exception						
ae:v3:s006:149:pass1:attach:a1	pass1	ATTACH	a1	6	149	quoted_complement	syntactically_forced	high	local_syntax	The conclusion after قُلْ is the quoted content.	2	q:6:149:2	فَلِلَّهِ	ف ي أ	CONJ		1	q:6:149:1	قُلْ	ق ل ل	CV						2	12		c2	ae:v3:s006:149:pass1:clause:c2				
ae:v3:s006:149:pass1:attach:a2	pass1	ATTACH	a2	6	149	prep_complement	syntactically_forced	high	case_government;local_syntax	ٱللَّهِ is governed by لِ in the fronted predicate of ٱلْحُجَّةُ.	4	q:6:149:4	فَلِلَّهِ	أ ل ه	NOUN_PROP		5	q:6:149:5	الْحُجَّةُ	ح ج ج	NOUN_ABSTRACT			لـ	3	q:6:149:3									
ae:v3:s006:149:pass1:attach:a3	pass1	ATTACH	a3	6	149	predication	strongly_licensed	high	local_syntax	لِلَّهِ is the fronted predicate of ٱلْحُجَّةُ.	3	q:6:149:3	فَلِلَّهِ	و ل ي	PREP		5	q:6:149:5	الْحُجَّةُ	ح ج ج	NOUN_ABSTRACT						3	4							
ae:v3:s006:149:pass1:attach:a4	pass1	ATTACH	a4	6	149	adjective	strongly_licensed	high	agreement	ٱلْبَالِغَةُ modifies ٱلْحُجَّةُ.	6	q:6:149:6	الْبَالِغَةُ	ب ل غ	NOUN_ACTIVE_PART		5	q:6:149:5	الْحُجَّةُ	ح ج ج	NOUN_ABSTRACT														
ae:v3:s006:149:pass1:attach:a5	pass1	ATTACH	a5	6	149	direct_object	syntactically_forced	high	morphology	The suffix كُمْ in هَدَىٰكُمْ is the object pronoun of هَدَىٰ.	11	q:6:149:11				object_suffix	11	q:6:149:11	لَهَدَاكُمْ	ه د ي	PV		clitic												
ae:v3:s006:149:pass1:attach:a6	pass1	ATTACH	a6	6	149	apposition	strongly_licensed	high	local_syntax	أَجْمَعِينَ emphasizes the كُمْ object suffix in هَدَىٰكُمْ.	12	q:6:149:12	أَجْمَعِينَ	ج م ع	NOUN_ABSTRACT		11	q:6:149:11	لَهَدَاكُمْ	ه د ي	PV														
ae:v3:s006:150:pass1:attach:a1	pass1	ATTACH	a1	6	150	quoted_complement	syntactically_forced	high	local_syntax	The command and prohibitions after قُلْ are the quoted content.	2	q:6:150:2	هَلُمَّ	ه ل م	NOUN_VERB_LIKE		1	q:6:150:1	قُلْ	ق ل ل	CV						2	35		c2	ae:v3:s006:150:pass1:clause:c2				
ae:v3:s006:150:pass1:attach:a2	pass1	ATTACH	a2	6	150	direct_object	strongly_licensed	high	case_government;local_syntax	شُهَدَاءَكُمُ is the object requested by هَلُمَّ.	3	q:6:150:3	شُهَدَاءَكُمُ	ش ه د	NOUN_CONCRETE		2	q:6:150:2	هَلُمَّ	ه ل م	NOUN_VERB_LIKE		explicit												
ae:v3:s006:150:pass1:attach:a3	pass1	ATTACH	a3	6	150	adjective	strongly_licensed	high	local_syntax	ٱلَّذِينَ يَشْهَدُونَ modifies شُهَدَاءَكُمُ.	4	q:6:150:4	الَّذِينَ	ل ل ذ	REL_PRON		3	q:6:150:3	شُهَدَاءَكُمُ	ش ه د	NOUN_CONCRETE									c4	ae:v3:s006:150:pass1:clause:c4				
ae:v3:s006:150:pass1:attach:a4	pass1	ATTACH	a4	6	150	clausal_complement	syntactically_forced	high	local_syntax	أَنَّ ٱللَّهَ حَرَّمَ هَذَا is the content governed by يَشْهَدُونَ.	6	q:6:150:6	أَنَّ		INF_ANNUL_PART		5	q:6:150:5	يَشْهَدُونَ	ش ه د	IV						6	9		c5	ae:v3:s006:150:pass1:clause:c5				
ae:v3:s006:150:pass1:attach:a5	pass1	ATTACH	a5	6	150	particle_complement	syntactically_forced	high	case_government;local_syntax	ٱللَّهَ is the ism governed by أَنَّ.	7	q:6:150:7	اللَّهَ	أ ل ه	NOUN_PROP		6	q:6:150:6	أَنَّ		INF_ANNUL_PART														
ae:v3:s006:150:pass1:attach:a6	pass1	ATTACH	a6	6	150	predication	strongly_licensed	high	local_syntax	حَرَّمَ هَذَا is the predicate content of أَنَّ ٱللَّهَ.	8	q:6:150:8	حَرَّمَ	ح ر م	PV		6	q:6:150:6	أَنَّ		INF_ANNUL_PART									c5	ae:v3:s006:150:pass1:clause:c5				
ae:v3:s006:150:pass1:attach:a7	pass1	ATTACH	a7	6	150	direct_object	strongly_licensed	high	case_government	هَذَا is the object of حَرَّمَ.	9	q:6:150:9	هَذَا		DEM_PRON_MS		8	q:6:150:8	حَرَّمَ	ح ر م	PV		explicit												
ae:v3:s006:150:pass1:attach:a8	pass1	ATTACH	a8	6	150	adverbial	strongly_licensed	high	local_syntax	مَعَهُمْ gives the accompanying circumstance for تَشْهَدْ.	16	q:6:150:16	مَعَهُمْ	م ع ع	ADV		15	q:6:150:15	تَشْهَدْ	ش ه د	IV														
ae:v3:s006:150:pass1:attach:a9	pass1	ATTACH	a9	6	150	conjoined	strongly_licensed	high	parallelism;local_syntax	تَتَّبِعْ is coordinated with تَشْهَدْ as a second prohibition.	19	q:6:150:19	تَتَّبِعْ	ت ب ع	IV		15	q:6:150:15	تَشْهَدْ	ش ه د	IV														
ae:v3:s006:150:pass1:attach:a10	pass1	ATTACH	a10	6	150	direct_object	strongly_licensed	high	case_government	أَهْوَاءَ is the object of تَتَّبِعْ.	20	q:6:150:20	أَهْوَاءَ	ه و ي	NOUN_ABSTRACT		19	q:6:150:19	تَتَّبِعْ	ت ب ع	IV		explicit												
ae:v3:s006:150:pass1:attach:a11	pass1	ATTACH	a11	6	150	idafa	syntactically_forced	high	morphology	ٱلَّذِينَ is the genitive complement of construct أَهْوَاءَ.	21	q:6:150:21	الَّذِينَ	ل ل ذ	REL_PRON		20	q:6:150:20	أَهْوَاءَ	ه و ي	NOUN_ABSTRACT														
ae:v3:s006:150:pass1:attach:a12	pass1	ATTACH	a12	6	150	prep_complement	syntactically_forced	high	case_government;local_syntax	آيَاتِنَا is governed by بِ as complement of كَذَّبُوا.	24	q:6:150:24	بِآيَاتِنَا	أ ي ي	NOUN_ABSTRACT		22	q:6:150:22	كَذَّبُوا	ك ذ ب	PV			بـ	23	q:6:150:23									
ae:v3:s006:150:pass1:attach:a13	pass1	ATTACH	a13	6	150	conjoined	strongly_licensed	high	parallelism;local_syntax	ٱلَّذِينَ is coordinated with the prior ٱلَّذِينَ governed by أَهْوَاءَ.	26	q:6:150:26	وَالَّذِينَ	ل ل ذ	REL_PRON		21	q:6:150:21	الَّذِينَ	ل ل ذ	REL_PRON														
ae:v3:s006:150:pass1:attach:a14	pass1	ATTACH	a14	6	150	prep_complement	syntactically_forced	high	case_government;local_syntax	ٱلْآخِرَةِ is governed by بِ as complement of يُؤْمِنُونَ.	30	q:6:150:30	بِالْآخِرَةِ	أ خ ر	NOUN_ABSTRACT		28	q:6:150:28	يُؤْمِنُونَ	أ م ن	IV			بـ	29	q:6:150:29									
ae:v3:s006:150:pass1:attach:a15	pass1	ATTACH	a15	6	150	circumstantial	strongly_licensed	high	local_syntax	وَهُم بِرَبِّهِمْ يَعْدِلُونَ describes the state of those whose desires are not to be followed.	32	q:6:150:32	وَهُمْ		PRON		19	q:6:150:19	تَتَّبِعْ	ت ب ع	IV									c11	ae:v3:s006:150:pass1:clause:c11				
ae:v3:s006:150:pass1:attach:a16	pass1	ATTACH	a16	6	150	predication	strongly_licensed	high	local_syntax	يَعْدِلُونَ is the predicate of هُمْ in the circumstantial clause.	35	q:6:150:35	يَعْدِلُونَ	ع د ل	IV		32	q:6:150:32	وَهُمْ		PRON														
ae:v3:s006:150:pass1:attach:a17	pass1	ATTACH	a17	6	150	prep_complement	syntactically_forced	high	case_government;local_syntax	رَبِّهِمْ is governed by بِ as complement of يَعْدِلُونَ.	34	q:6:150:34	بِرَبِّهِمْ	ر ب ب	NOUN_CONCRETE		35	q:6:150:35	يَعْدِلُونَ	ع د ل	IV			بـ	33	q:6:150:33									
ae:v3:s006:151:pass1:attach:a1	pass1	ATTACH	a1	6	151	quoted_complement	syntactically_forced	high	local_syntax	The utterance beginning تَعَالَوْا and ending تَعْقِلُونَ is the quote of قُلْ.	2	q:6:151:2	تَعَالَوْا	ع ل و	NOUN_VERB_LIKE		1	q:6:151:1	قُلْ	ق ل ل	CV						2	50		c2	ae:v3:s006:151:pass1:clause:c2				
ae:v3:s006:151:pass1:attach:a2	pass1	ATTACH	a2	6	151	direct_object	strongly_licensed	high	local_syntax	مَا حَرَّمَ رَبُّكُمْ عَلَيْكُمْ is what أَتْلُ recites.	4	q:6:151:4	مَا		REL_PRON		3	q:6:151:3	أَتْلُ	ت ل ل	IV		explicit							c4	ae:v3:s006:151:pass1:clause:c4				
ae:v3:s006:151:pass1:attach:a3	pass1	ATTACH	a3	6	151	direct_object	strongly_licensed	high	local_syntax	مَا is also the object within حَرَّمَ رَبُّكُمْ.	4	q:6:151:4	مَا		REL_PRON		5	q:6:151:5	حَرَّمَ	ح ر م	PV		explicit												
ae:v3:s006:151:pass1:attach:a4	pass1	ATTACH	a4	6	151	subject	syntactically_forced	high	agreement;word_order	رَبُّكُمْ is nominative and follows حَرَّمَ as its explicit subject.	6	q:6:151:6	رَبُّكُمْ	ر ب ب	NOUN_CONCRETE		5	q:6:151:5	حَرَّمَ	ح ر م	PV														
ae:v3:s006:151:pass1:attach:a5	pass1	ATTACH	a5	6	151	prep_complement	syntactically_forced	high	case_government;local_syntax	عَلَيْكُمْ is the عَلَى phrase completing حَرَّمَ.	7	q:6:151:7				pronoun_suffix	5	q:6:151:5	حَرَّمَ	ح ر م	PV			عَلَى	7	q:6:151:7									
ae:v3:s006:151:pass1:attach:a6	pass1	ATTACH	a6	6	151	clausal_complement	strongly_licensed	high	local_syntax	أَلَّا تُشْرِكُوا بِهِ شَيْئًا supplies the content of what حَرَّمَ.	8	q:6:151:8	أَلَّا		SUBJUNC_PART		5	q:6:151:5	حَرَّمَ	ح ر م	PV						8	11		c5	ae:v3:s006:151:pass1:clause:c5				
ae:v3:s006:151:pass1:attach:a7	pass1	ATTACH	a7	6	151	prep_complement	syntactically_forced	high	case_government	بِهِ marks the one with whom partnership is denied in تُشْرِكُوا.	10	q:6:151:10				pronoun_suffix	9	q:6:151:9	تُشْرِكُوا	ش ر ك	IV			بـ	10	q:6:151:10									
ae:v3:s006:151:pass1:attach:a8	pass1	ATTACH	a8	6	151	direct_object	strongly_licensed	medium	case_government;local_syntax	شَيْئًا is the accusative object specification of تُشْرِكُوا.	11	q:6:151:11	شَيْئَاً	ش ي ء	NOUN_ABSTRACT		9	q:6:151:9	تُشْرِكُوا	ش ر ك	IV		explicit												
ae:v3:s006:151:pass1:attach:a9	pass1	ATTACH	a9	6	151	prep_complement	syntactically_forced	high	case_government	الْوَالِدَيْنِ is governed by بِ in بِالْوَالِدَيْنِ إِحْسَانًا.	14	q:6:151:14	وَبِالْوَالِدَيْنِ	و ل د	NOUN_ACTIVE_PART		15	q:6:151:15	إِحْسَانَاً	ح س ن	GERUND			بـ	13	q:6:151:13									
ae:v3:s006:151:pass1:attach:a10	pass1	ATTACH	a10	6	151	direct_object	syntactically_forced	high	case_government;local_syntax	أَوْلَادَكُمْ is the accusative object of تَقْتُلُوا.	19	q:6:151:19	أَوْلَادَكُمْ	و ل د	NOUN_CONCRETE		18	q:6:151:18	تَقْتُلُوا	ق ت ل	IV		explicit												
ae:v3:s006:151:pass1:attach:a11	pass1	ATTACH	a11	6	151	prep_complement	syntactically_forced	high	case_government;local_syntax	إِمْلَاقٍ is governed by مِنْ as the cause attached to تَقْتُلُوا.	21	q:6:151:21	إِمْلَاقٍ	م ل ق	NOUN_ABSTRACT		18	q:6:151:18	تَقْتُلُوا	ق ت ل	IV			مِن	20	q:6:151:20									
ae:v3:s006:151:pass1:attach:a12	pass1	ATTACH	a12	6	151	subject	strongly_licensed	high	local_syntax;agreement	نَحْنُ is the explicit subject pronoun before نَرْزُقُكُمْ.	22	q:6:151:22	نَحْنُ		PRON		23	q:6:151:23	نَرْزُقُكُمْ	ر ز ق	IV														
ae:v3:s006:151:pass1:attach:a13	pass1	ATTACH	a13	6	151	direct_object	syntactically_forced	high	morphology	The كُمْ suffix in نَرْزُقُكُمْ is an object pronoun after the subject agreement.	23	q:6:151:23				object_suffix	23	q:6:151:23	نَرْزُقُكُمْ	ر ز ق	IV		clitic												
ae:v3:s006:151:pass1:attach:a14	pass1	ATTACH	a14	6	151	direct_object	strongly_licensed	high	case_government;parallelism	إِيَّاهُمْ is a separated accusative object coordinated with كُمْ in نَرْزُقُكُمْ.	25	q:6:151:25	وَإِيَّاهُمْ		PRON		23	q:6:151:23	نَرْزُقُكُمْ	ر ز ق	IV		explicit												
ae:v3:s006:151:pass1:attach:a15	pass1	ATTACH	a15	6	151	direct_object	syntactically_forced	high	case_government	الْفَوَاحِشَ is the accusative object of تَقْرَبُوا.	29	q:6:151:29	الْفَوَاحِشَ	ف ح ش	NOUN_ABSTRACT		28	q:6:151:28	تَقْرَبُوا	ق ر ب	IV		explicit												
ae:v3:s006:151:pass1:attach:a16	pass1	ATTACH	a16	6	151	apposition	strongly_licensed	high	local_syntax	مَا ظَهَرَ مِنْهَا specifies الْفَوَاحِشَ appositionally.	30	q:6:151:30	مَا		REL_PRON		29	q:6:151:29	الْفَوَاحِشَ	ف ح ش	NOUN_ABSTRACT									c10	ae:v3:s006:151:pass1:clause:c10				
ae:v3:s006:151:pass1:attach:a17	pass1	ATTACH	a17	6	151	prep_complement	syntactically_forced	high	case_government	مِنْهَا completes ظَهَرَ by marking what appeared from the category.	32	q:6:151:32				pronoun_suffix	31	q:6:151:31	ظَهَرَ	ظ ه ر	PV			مِن	32	q:6:151:32									
ae:v3:s006:151:pass1:attach:a18	pass1	ATTACH	a18	6	151	conjoined	strongly_licensed	high	parallelism;local_syntax	مَا بَطَنَ is conjoined to مَا ظَهَرَ as the second relative specification.	34	q:6:151:34	وَمَا		NEG_PART		30	q:6:151:30	مَا		REL_PRON									c11	ae:v3:s006:151:pass1:clause:c11				
ae:v3:s006:151:pass1:attach:a19	pass1	ATTACH	a19	6	151	direct_object	syntactically_forced	high	case_government	النَّفْسَ is the accusative object of تَقْتُلُوا.	39	q:6:151:39	النَّفْسَ	ن ف س	NOUN_ABSTRACT		38	q:6:151:38	تَقْتُلُوا	ق ت ل	IV		explicit												
ae:v3:s006:151:pass1:attach:a20	pass1	ATTACH	a20	6	151	adjective	strongly_licensed	high	agreement;local_syntax	الَّتِي حَرَّمَ اللَّهُ qualifies النَّفْسَ.	40	q:6:151:40	الَّتِي	ل ل ت	REL_PRON		39	q:6:151:39	النَّفْسَ	ن ف س	NOUN_ABSTRACT									c13	ae:v3:s006:151:pass1:clause:c13				
ae:v3:s006:151:pass1:attach:a21	pass1	ATTACH	a21	6	151	direct_object	strongly_licensed	high	local_syntax	الَّتِي is the object position within حَرَّمَ اللَّهُ.	40	q:6:151:40	الَّتِي	ل ل ت	REL_PRON		41	q:6:151:41	حَرَّمَ	ح ر م	PV		explicit												
ae:v3:s006:151:pass1:attach:a22	pass1	ATTACH	a22	6	151	subject	syntactically_forced	high	agreement;word_order	اللَّهُ is nominative after حَرَّمَ as its explicit subject.	42	q:6:151:42	اللَّهُ	أ ل ه	NOUN_PROP		41	q:6:151:41	حَرَّمَ	ح ر م	PV														
ae:v3:s006:151:pass1:attach:a23	pass1	ATTACH	a23	6	151	prep_complement	strongly_licensed	high	case_government;local_syntax	إِلَّا بِالْحَقِّ restricts the prohibition, and الْحَقِّ is governed by بِ.	45	q:6:151:45	بِالْحَقِّ	ح ق ق	GERUND		38	q:6:151:38	تَقْتُلُوا	ق ت ل	IV			بـ	44	q:6:151:44			exception						
ae:v3:s006:151:pass1:attach:a24	pass1	ATTACH	a24	6	151	predication	strongly_licensed	high	local_syntax	وَصَّاكُمْ بِهِ predicates the summary statement about ذَلِكُمْ.	47	q:6:151:47	وَصَّاكُمْ	و ص ي	PV		46	q:6:151:46	ذَلِكُمْ		DEM_PRON_MS														
ae:v3:s006:151:pass1:attach:a25	pass1	ATTACH	a25	6	151	direct_object	syntactically_forced	high	morphology	The كُمْ suffix in وَصَّاكُمْ is the object pronoun of وَصَّى.	47	q:6:151:47				object_suffix	47	q:6:151:47	وَصَّاكُمْ	و ص ي	PV		clitic												
ae:v3:s006:151:pass1:attach:a26	pass1	ATTACH	a26	6	151	prep_complement	syntactically_forced	high	case_government	بِهِ is the prepositional complement of وَصَّاكُمْ.	48	q:6:151:48				pronoun_suffix	47	q:6:151:47	وَصَّاكُمْ	و ص ي	PV			بـ	48	q:6:151:48									
