unit_id	source_pass	source_rtype	source_local_id	sura	ayah	wid	word_unit_id	surface	stem	root_norm	form_tag	grammar	frame_obj_status	object_attachment_ids	object_wids	object_roots	prep_attachment_ids	preps	prep_object_wids	prep_object_roots	clausal_attachment_ids	subject_attachment_id	subject_wid	prodrop	has_cognate_acc	frame_signature	notes
ae:v3:s006:040:pass1:frame:v2	pass1	FRAME	v2	6	40	2	q:6:40:2	أَرَأَيْتَكُمْ	رأي	ر أ ي	PV	interrogative hamza + perfect verb 2nd masculine plural + reflexive pronoun suffix -kum	clausal								ae:v3:s006:040:pass1:attach:a2			1	0	obj=clausal|prep=-|clause=yes|cognate=no	كُمْ is address marker, not object
ae:v3:s006:040:pass1:frame:v3	pass1	FRAME	v3	6	40	4	q:6:40:4	أَتَاكُمْ	أتا	أ ت ي	PV	perfect verb 3rd masculine singular + 2nd masculine plural object suffix	clitic	ae:v3:s006:040:pass1:attach:a3	4							ae:v3:s006:040:pass1:attach:a4	5		0	obj=clitic|prep=-|clause=no|cognate=no	
ae:v3:s006:040:pass1:frame:v4	pass1	FRAME	v4	6	40	8	q:6:40:8	أَتَتْكُمُ	أت	أ ت ي	PV	perfect verb 3rd feminine singular + 2nd masculine plural object suffix, feminine agreement with al-sāʿa	clitic	ae:v3:s006:040:pass1:attach:a7	8							ae:v3:s006:040:pass1:attach:a8	9		0	obj=clitic|prep=-|clause=no|cognate=no	
ae:v3:s006:040:pass1:frame:v5	pass1	FRAME	v5	6	40	12	q:6:40:12	تَدْعُونَ	دع	د ع ع	IV	imperfect verb 2nd masculine plural, indicative mood (marfūʿ), main verb of the interrogative clause	explicit	ae:v3:s006:040:pass1:attach:a9	10	غ ي ر								1	0	obj=explicit|prep=-|clause=no|cognate=no	
ae:v3:s006:040:pass1:frame:v6	pass1	FRAME	v6	6	40	14	q:6:40:14	كُنْتُمْ	كن	ك و ن	PV	perfect verb 2nd masculine plural, functions as auxiliary/copula with predicate ṣādiqīna	none_copular											1	0	obj=none_copular|prep=-|clause=no|cognate=no	
ae:v3:s006:041:pass1:frame:v1	pass1	FRAME	v1	6	41	3	q:6:41:3	تَدْعُونَ	دع	د ع ع	IV	imperfect verb, Form I, 2nd person masculine plural, indicative mood	explicit	ae:v3:s006:041:pass1:attach:a1	2									1	0	obj=explicit|prep=-|clause=no|cognate=no	
ae:v3:s006:041:pass1:frame:v2	pass1	FRAME	v2	6	41	5	q:6:41:5	فَيَكْشِفُ	كشف	ك ش ف	IV	imperfect verb, Form I, 3rd person masculine singular, indicative mood	explicit	ae:v3:s006:041:pass1:attach:a2	6									1	0	obj=explicit|prep=-|clause=no|cognate=no	
ae:v3:s006:041:pass1:frame:v3	pass1	FRAME	v3	6	41	7	q:6:41:7	تَدْعُونَ	دع	د ع ع	IV	imperfect verb, Form I, 2nd person masculine plural, indicative mood	none_absolute				ae:v3:s006:041:pass1:attach:a3	إِلَى	8					1	0	obj=none_absolute|prep=إِلَى|clause=no|cognate=no	دعاء takes its complement through إلى here
ae:v3:s006:041:pass1:frame:v4	pass1	FRAME	v4	6	41	10	q:6:41:10	شَاءَ	شاء	ش ي أ	PV	perfect verb, Form I, 3rd person masculine singular	none_absolute											1	0	obj=none_absolute|prep=-|clause=no|cognate=no	
ae:v3:s006:041:pass1:frame:v5	pass1	FRAME	v5	6	41	12	q:6:41:12	وَتَنْسَوْنَ	نس	ن س ي	IV	imperfect verb, Form I, 2nd person masculine plural, indicative mood	explicit	ae:v3:s006:041:pass1:attach:a4	13									1	0	obj=explicit|prep=-|clause=no|cognate=no	
ae:v3:s006:041:pass1:frame:v6	pass1	FRAME	v6	6	41	14	q:6:41:14	تُشْرِكُونَ	شرك	ش ر ك	IV	imperfect verb, Form IV, 2nd person masculine plural, indicative mood	explicit	ae:v3:s006:041:pass1:attach:a5	13									1	0	obj=explicit|prep=-|clause=no|cognate=no	
ae:v3:s006:042:pass1:frame:v1	pass1	FRAME	v1	6	42	4	q:6:42:4	أَرْسَلْنَا	أرسل	ر س ل	PV	perfect verb, 1st person plural (royal We), Form IV (أَفْعَلَ), transitive with elided object	none_absolute				ae:v3:s006:042:pass1:attach:a1	إِلَى	6	أ م م				1	0	obj=none_absolute|prep=إِلَى|clause=no|cognate=no	sent object is not expressed in the verse
ae:v3:s006:042:pass1:frame:v2	pass1	FRAME	v2	6	42	10	q:6:42:10	فَأَخَذْنَاهُمْ	أخذ	أ خ ذ	PV	perfect verb, 1st person plural + 3rd person masculine plural object pronoun -hum, Form I	clitic	ae:v3:s006:042:pass1:attach:a3	10		ae:v3:s006:042:pass1:attach:a4	بـ	12	ب أ س				1	0	obj=clitic|prep=بـ|clause=no|cognate=no	
ae:v3:s006:042:pass1:frame:v3	pass1	FRAME	v3	6	42	16	q:6:42:16	يَتَضَرَّعُونَ	تضرع	ض ر ع	IV	imperfect verb, 3rd person masculine plural, Form V (تَفَعَّل), indicative mood	none_intransitive											1	0	obj=none_intransitive|prep=-|clause=no|cognate=no	
ae:v3:s006:043:pass1:frame:v1	pass1	FRAME	v1	6	43	4	q:6:43:4	جَاءَهُمْ	جاء	ج ي أ	PV	perfect verb 3ms + 3mp pronoun suffix, فعل ماض (fiʿl māḍin)	clitic	ae:v3:s006:043:pass1:attach:a2	4							ae:v3:s006:043:pass1:attach:a3	5		0	obj=clitic|prep=-|clause=no|cognate=no	
ae:v3:s006:043:pass1:frame:v2	pass1	FRAME	v2	6	43	6	q:6:43:6	تَضَرَّعُوا	تضرع	ض ر ع	PV	perfect verb Form V 3mp, فعل ماض (fiʿl māḍin) — تَفَعَّلَ (tafaʿʿala)	none_intransitive											1	0	obj=none_intransitive|prep=-|clause=no|cognate=no	
ae:v3:s006:043:pass1:frame:v3	pass1	FRAME	v3	6	43	9	q:6:43:9	قَسَتْ	قس	ق س س	PV	perfect verb Form I 3fs, فعل ماض (fiʿl māḍin)	none_intransitive									ae:v3:s006:043:pass1:attach:a4	10		0	obj=none_intransitive|prep=-|clause=no|cognate=no	
ae:v3:s006:043:pass1:frame:v4	pass1	FRAME	v4	6	43	12	q:6:43:12	وَزَيَّنَ	زين	ز ي ن	PV	perfect verb Form II 3ms, فعل ماض (fiʿl māḍin) — فَعَّلَ (faʿʿala)	explicit	ae:v3:s006:043:pass1:attach:a7	16		ae:v3:s006:043:pass1:attach:a5	لـ	14			ae:v3:s006:043:pass1:attach:a6	15		0	obj=explicit|prep=لـ|clause=no|cognate=no	
ae:v3:s006:043:pass1:frame:v5	pass1	FRAME	v5	6	43	17	q:6:43:17	كَانُوا	كان	ك و ن	PV	perfect verb Form I 3mp, فعل ماض (fiʿl māḍin) — كَانَ (kāna) + wāw al-jamāʿa	none_copular											1	0	obj=none_copular|prep=-|clause=no|cognate=no	
ae:v3:s006:043:pass1:frame:v6	pass1	FRAME	v6	6	43	18	q:6:43:18	يَعْمَلُونَ	عمل	ع م ل	IV	imperfect verb Form I 3mp indicative, فعل مضارع (fiʿl muḍāriʿ)	explicit	ae:v3:s006:043:pass1:attach:a9	16									1	0	obj=explicit|prep=-|clause=no|cognate=no	
ae:v3:s006:044:pass1:frame:v1	pass1	FRAME	v1	6	44	3	q:6:44:3	نَسُوا	نس	ن س ي	PV	perfect verb, 3rd person masculine plural	explicit	ae:v3:s006:044:pass1:attach:a1	4									1	0	obj=explicit|prep=-|clause=no|cognate=no	
ae:v3:s006:044:pass1:frame:v2	pass1	FRAME	v2	6	44	5	q:6:44:5	ذُكِّرُوا	ذكر	ذ ك ر	PV_PASS	passive perfect verb Form II, 3rd person masculine plural	none_passive				ae:v3:s006:044:pass1:attach:a2	بـ	6					1	0	obj=none_passive|prep=بـ|clause=no|cognate=no	
ae:v3:s006:044:pass1:frame:v3	pass1	FRAME	v3	6	44	7	q:6:44:7	فَتَحْنَا	فتح	ف ت ح	PV	"perfect verb Form I, 1st person plural (divine ""We"")"	explicit	ae:v3:s006:044:pass1:attach:a4	9	ب و ب	ae:v3:s006:044:pass1:attach:a3	عَلَى	8					1	0	obj=explicit|prep=عَلَى|clause=no|cognate=no	
ae:v3:s006:044:pass1:frame:v4	pass1	FRAME	v4	6	44	14	q:6:44:14	فَرِحُوا	فرح	ف ر ح	PV	perfect verb Form I, 3rd person masculine plural	none_intransitive				ae:v3:s006:044:pass1:attach:a7	بـ	16					1	0	obj=none_intransitive|prep=بـ|clause=no|cognate=no	
ae:v3:s006:044:pass1:frame:v5	pass1	FRAME	v5	6	44	17	q:6:44:17	أُوتُوا	أوت	أ ت ي	PV_PASS	passive perfect verb Form IV, 3rd person masculine plural	none_passive											1	0	obj=none_passive|prep=-|clause=no|cognate=no	
ae:v3:s006:044:pass1:frame:v6	pass1	FRAME	v6	6	44	18	q:6:44:18	أَخَذْنَاهُمْ	أخذ	أ خ ذ	PV	perfect verb Form I, 1st person plural + 3rd person masculine plural object suffix	clitic	ae:v3:s006:044:pass1:attach:a8	18									1	0	obj=clitic|prep=-|clause=no|cognate=no	
ae:v3:s006:045:pass1:frame:v1	pass1	FRAME	v1	6	45	2	q:6:45:2	فَقُطِعَ	قطع	ق ط ع	PV_PASS	perfect verb passive (Form I), 3rd person masculine singular	none_passive									ae:v3:s006:045:pass1:attach:a1	3		0	obj=none_passive|prep=-|clause=no|cognate=no	
ae:v3:s006:045:pass1:frame:v2	pass1	FRAME	v2	6	45	6	q:6:45:6	ظَلَمُوا	ظلم	ظ ل م	PV	perfect verb active, 3rd person masculine plural	none_absolute									ae:v3:s006:045:pass1:attach:a4	5		0	obj=none_absolute|prep=-|clause=no|cognate=no	
ae:v3:s006:046:pass1:frame:v1	pass1	FRAME	v1	6	46	1	q:6:46:1	قُلْ	قل	ق ل ل	CV	imperative (command form), 2nd person masculine singular, apocopated	clausal								ae:v3:s006:046:pass1:attach:a1			1	0	obj=clausal|prep=-|clause=yes|cognate=no	
ae:v3:s006:046:pass1:frame:v2	pass1	FRAME	v2	6	46	2	q:6:46:2	أَرَأَيْتُمْ	رأي	ر أ ي	PV	perfect verb, 2nd person masculine plural, with interrogative hamza prefix	clausal								ae:v3:s006:046:pass1:attach:a2			1	0	obj=clausal|prep=-|clause=yes|cognate=no	
ae:v3:s006:046:pass1:frame:v3	pass1	FRAME	v3	6	46	4	q:6:46:4	أَخَذَ	أخذ	أ خ ذ	PV	perfect verb, 3rd person masculine singular, active voice	explicit	ae:v3:s006:046:pass1:attach:a4	6	س م ع						ae:v3:s006:046:pass1:attach:a3	5		0	obj=explicit|prep=-|clause=no|cognate=no	
ae:v3:s006:046:pass1:frame:v4	pass1	FRAME	v4	6	46	10	q:6:46:10	وَخَتَمَ	ختم	خ ت م	PV	perfect verb, 3rd person masculine singular, active voice	none_absolute				ae:v3:s006:046:pass1:attach:a8	عَلَى	12	ق ل ب		ae:v3:s006:046:pass1:attach:a7	5		0	obj=none_absolute|prep=عَلَى|clause=no|cognate=no	
ae:v3:s006:046:pass1:frame:v5	pass1	FRAME	v5	6	46	17	q:6:46:17	يَأْتِيكُمْ	أتي	أ ت ي	IV	imperfect verb, 3rd person masculine singular, active voice, indicative mood, with 2nd person masculine plural object pronoun	clitic	ae:v3:s006:046:pass1:attach:a13	17		ae:v3:s006:046:pass1:attach:a14	بـ	18			ae:v3:s006:046:pass1:attach:a12	14		0	obj=clitic|prep=بـ|clause=no|cognate=no	
ae:v3:s006:046:pass1:frame:v6	pass1	FRAME	v6	6	46	19	q:6:46:19	انْظُرْ	نظر	ن ظ ر	CV	imperative (command form), 2nd person masculine singular	clausal								ae:v3:s006:046:pass1:attach:a15			1	0	obj=clausal|prep=-|clause=yes|cognate=no	
ae:v3:s006:046:pass1:frame:v7	pass1	FRAME	v7	6	46	21	q:6:46:21	نُصَرِّفُ	صرف	ص ر ف	IV	"imperfect verb, 1st person plural (royal ""We""), Form II (intensive/causative), active voice, indicative"	explicit	ae:v3:s006:046:pass1:attach:a17	22	أ ي ي									0	obj=explicit|prep=-|clause=no|cognate=no	
ae:v3:s006:046:pass1:frame:v8	pass1	FRAME	v8	6	46	25	q:6:46:25	يَصْدِفُونَ	صدف	ص د ف	IV	imperfect verb, 3rd person masculine plural, active voice, indicative mood	none_intransitive									ae:v3:s006:046:pass1:attach:a18	24		0	obj=none_intransitive|prep=-|clause=no|cognate=no	
ae:v3:s006:047:pass1:frame:v1	pass1	FRAME	v1	6	47	1	q:6:47:1	قُلْ	قل	ق ل ل	CV	imperative (CV), 2nd person masculine singular, jussive-form command	clausal								ae:v3:s006:047:pass1:attach:a1			1	0	obj=clausal|prep=-|clause=yes|cognate=no	
ae:v3:s006:047:pass1:frame:v2	pass1	FRAME	v2	6	47	2	q:6:47:2	أَرَأَيْتَكُمْ	رأي	ر أ ي	PV	perfect verb (PV), 2nd person masculine plural with attached pronoun -kum, interrogative hamza prefix	clausal								ae:v3:s006:047:pass1:attach:a2			1	0	obj=clausal|prep=-|clause=yes|cognate=no	
ae:v3:s006:047:pass1:frame:v3	pass1	FRAME	v3	6	47	4	q:6:47:4	أَتَاكُمْ	أتا	أ ت ي	PV	perfect verb (PV), 3rd person masculine singular with 2mp object suffix -kum	clitic	ae:v3:s006:047:pass1:attach:a3	4							ae:v3:s006:047:pass1:attach:a4	5		0	obj=clitic|prep=-|clause=no|cognate=no	
ae:v3:s006:047:pass1:frame:v4	pass1	FRAME	v4	6	47	11	q:6:47:11	يُهْلَكُ	هلك	ه ل ك	IV_PASS	imperfect verb passive (IV_PASS), 3rd person masculine singular, indicative mood	none_passive									ae:v3:s006:047:pass1:attach:a8	13		0	obj=none_passive|prep=-|clause=no|cognate=no	
ae:v3:s006:048:pass1:frame:v1	pass1	FRAME	v1	6	48	3	q:6:48:3	نُرْسِلُ	رسل	ر س ل	IV	imperfect verb, Form IV (ʾarsala/yursilu), 1st person plural, indicative (marfūʿ)	explicit	ae:v3:s006:048:pass1:attach:a1	4	ر س ل								1	0	obj=explicit|prep=-|clause=no|cognate=no	
ae:v3:s006:048:pass1:frame:v2	pass1	FRAME	v2	6	48	11	q:6:48:11	آمَنَ	آمن	أ م ن	PV	perfect verb, Form IV (āmana/yuʾminu), 3rd person masculine singular	none_intransitive									ae:v3:s006:048:pass1:attach:a4	10		0	obj=none_intransitive|prep=-|clause=no|cognate=no	
ae:v3:s006:048:pass1:frame:v3	pass1	FRAME	v3	6	48	13	q:6:48:13	وَأَصْلَحَ	أصلح	ص ل ح	PV	perfect verb, Form IV (aṣlaḥa/yuṣliḥu), 3rd person masculine singular	none_absolute									ae:v3:s006:048:pass1:attach:a6	10		0	obj=none_absolute|prep=-|clause=no|cognate=no	
ae:v3:s006:048:pass1:frame:v4	pass1	FRAME	v4	6	48	21	q:6:48:21	يَحْزَنُونَ	حزن	ح ز ن	IV	imperfect verb, Form I (ḥazina/yaḥzanu), 3rd person masculine plural, indicative (marfūʿ)	none_intransitive									ae:v3:s006:048:pass1:attach:a9	20		0	obj=none_intransitive|prep=-|clause=no|cognate=no	
ae:v3:s006:049:pass1:frame:v1	pass1	FRAME	v1	6	49	3	q:6:49:3	كَذَّبُوا	كذب	ك ذ ب	PV	verb, perfect (PV), Form II (faʿʿala), 3rd person masculine plural, active	none_absolute				ae:v3:s006:049:pass1:attach:a2	بـ	5	أ ي ي		ae:v3:s006:049:pass1:attach:a1	2		0	obj=none_absolute|prep=بـ|clause=no|cognate=no	
ae:v3:s006:049:pass1:frame:v2	pass1	FRAME	v2	6	49	6	q:6:49:6	يَمَسُّهُمُ	مس	م س س	IV	verb, imperfect (IV), Form I (faʿala), 3rd person masculine singular, active, with 3rd person masculine plural object pronoun -hum	clitic	ae:v3:s006:049:pass1:attach:a4	6		ae:v3:s006:049:pass1:attach:a6	بـ	9			ae:v3:s006:049:pass1:attach:a5	7		0	obj=clitic|prep=بـ|clause=no|cognate=no	
ae:v3:s006:049:pass1:frame:v3	pass1	FRAME	v3	6	49	10	q:6:49:10	كَانُوا	كان	ك و ن	PV	verb, perfect (PV), 3rd person masculine plural, active — auxiliary/existential verb	none_copular											1	0	obj=none_copular|prep=-|clause=no|cognate=no	
ae:v3:s006:049:pass1:frame:v4	pass1	FRAME	v4	6	49	11	q:6:49:11	يَفْسُقُونَ	فسق	ف س ق	IV	verb, imperfect (IV), Form I (faʿala), 3rd person masculine plural, active	none_intransitive											1	0	obj=none_intransitive|prep=-|clause=no|cognate=no	
ae:v3:s006:050:pass1:frame:v1	pass1	FRAME	v1	6	50	1	q:6:50:1	قُلْ	قل	ق ل ل	CV	imperative active 2nd person masculine singular (Form I)	clausal								ae:v3:s006:050:pass1:attach:a1			1	0	obj=clausal|prep=-|clause=yes|cognate=no	
ae:v3:s006:050:pass1:frame:v2	pass1	FRAME	v2	6	50	3	q:6:50:3	أَقُولُ	قول	ق و ل	IV	imperfect indicative active 1st person singular (Form I)	clausal				ae:v3:s006:050:pass1:attach:a3	لـ	4		ae:v3:s006:050:pass1:attach:a2			1	0	obj=clausal|prep=لـ|clause=yes|cognate=no	
ae:v3:s006:050:pass1:frame:v3	pass1	FRAME	v3	6	50	10	q:6:50:10	أَعْلَمُ	علم	ع ل م	IV	imperfect indicative active 1st person singular (Form I)	explicit	ae:v3:s006:050:pass1:attach:a7	11	غ ي ب								1	0	obj=explicit|prep=-|clause=no|cognate=no	
ae:v3:s006:050:pass1:frame:v4	pass1	FRAME	v4	6	50	14	q:6:50:14	أَقُولُ	قول	ق و ل	IV	imperfect indicative active 1st person singular (Form I)	clausal				ae:v3:s006:050:pass1:attach:a9	لـ	15		ae:v3:s006:050:pass1:attach:a10			1	0	obj=clausal|prep=لـ|clause=yes|cognate=no	
ae:v3:s006:050:pass1:frame:v5	pass1	FRAME	v5	6	50	19	q:6:50:19	أَتَّبِعُ	تبع	ت ب ع	IV	imperfect indicative active 1st person singular (Form VIII)	explicit	ae:v3:s006:050:pass1:attach:a13	21									1	0	obj=explicit|prep=-|clause=no|cognate=no	
ae:v3:s006:050:pass1:frame:v6	pass1	FRAME	v6	6	50	22	q:6:50:22	يُوحَى	وحى	و ح ي	IV_PASS	imperfect indicative passive 3rd person masculine singular (Form IV passive)	none_passive				ae:v3:s006:050:pass1:attach:a15	إِلَى	23			ae:v3:s006:050:pass1:attach:a14	21		0	obj=none_passive|prep=إِلَى|clause=no|cognate=no	
ae:v3:s006:050:pass1:frame:v7	pass1	FRAME	v7	6	50	24	q:6:50:24	قُلْ	قل	ق ل ل	CV	imperative active 2nd person masculine singular (Form I)	clausal								ae:v3:s006:050:pass1:attach:a16			1	0	obj=clausal|prep=-|clause=yes|cognate=no	
ae:v3:s006:050:pass1:frame:v8	pass1	FRAME	v8	6	50	26	q:6:50:26	يَسْتَوِي	ستوي	س و ي	IV	imperfect indicative active 3rd person masculine singular (Form VIII)	none_intransitive									ae:v3:s006:050:pass1:attach:a17	27		0	obj=none_intransitive|prep=-|clause=no|cognate=no	
ae:v3:s006:050:pass1:frame:v9	pass1	FRAME	v9	6	50	32	q:6:50:32	تَتَفَكَّرُونَ	تفكر	ف ك ر	IV	imperfect indicative active 2nd person masculine plural (Form V)	none_intransitive											1	0	obj=none_intransitive|prep=-|clause=no|cognate=no	
ae:v3:s006:051:pass1:frame:v1	pass1	FRAME	v1	6	51	2	q:6:51:2	وَأَنْذِرْ	أنذر	ن ذ ر	CV	imperative (Form IV), 2nd person masculine singular, jussive mood	explicit	ae:v3:s006:051:pass1:attach:a2	4	ل ل ذ	ae:v3:s006:051:pass1:attach:a1	بـ	3					1	0	obj=explicit|prep=بـ|clause=no|cognate=no	
ae:v3:s006:051:pass1:frame:v2	pass1	FRAME	v2	6	51	5	q:6:51:5	يَخَافُونَ	خاف	خ و ف	IV	imperfect indicative (Form I), 3rd person masculine plural, active	clausal								ae:v3:s006:051:pass1:attach:a3			1	0	obj=clausal|prep=-|clause=yes|cognate=no	
ae:v3:s006:051:pass1:frame:v3	pass1	FRAME	v3	6	51	7	q:6:51:7	يُحْشَرُوا	حشر	ح ش ر	IV_PASS	imperfect subjunctive (Form I), 3rd person masculine plural, passive voice	none_passive				ae:v3:s006:051:pass1:attach:a4	إِلَى	9	ر ب ب					0	obj=none_passive|prep=إِلَى|clause=no|cognate=no	
ae:v3:s006:051:pass1:frame:v4	pass1	FRAME	v4	6	51	20	q:6:51:20	يَتَّقُونَ	تق	و ق ي	IV	imperfect indicative (Form VIII), 3rd person masculine plural, active	none_absolute											1	0	obj=none_absolute|prep=-|clause=no|cognate=no	
ae:v3:s006:052:pass1:frame:v1	pass1	FRAME	v1	6	52	3	q:6:52:3	تَطْرُدِ	طرد	ط ر د	IV	imperfect verb (Form I), 2nd person masculine singular, jussive mood (majzūm by lā), transitive	explicit	ae:v3:s006:052:pass1:attach:a1	4	ل ل ذ								1	0	obj=explicit|prep=-|clause=no|cognate=no	
ae:v3:s006:052:pass1:frame:v2	pass1	FRAME	v2	6	52	5	q:6:52:5	يَدْعُونَ	دع	د ع ع	IV	imperfect verb (Form I), 3rd person masculine plural, indicative (marfūʿ), active voice	explicit	ae:v3:s006:052:pass1:attach:a2	6	ر ب ب	ae:v3:s006:052:pass1:attach:a3	بـ	8	غ د و				1	0	obj=explicit|prep=بـ|clause=no|cognate=no	
ae:v3:s006:052:pass1:frame:v3	pass1	FRAME	v3	6	52	11	q:6:52:11	يُرِيدُونَ	ريد	ر و د	IV	imperfect verb (Form IV), 3rd person masculine plural, indicative (marfūʿ), active voice — ḥāl clause (circumstantial)	explicit	ae:v3:s006:052:pass1:attach:a6	12	و ج ه								1	0	obj=explicit|prep=-|clause=no|cognate=no	
ae:v3:s006:052:pass1:frame:v4	pass1	FRAME	v4	6	52	27	q:6:52:27	فَتَطْرُدَهُمْ	طرد	ط ر د	IV	imperfect verb (Form I), 2nd person masculine singular, subjunctive (manṣūb by fa al-sababiyya), with 3rd person masculine plural object pronoun	clitic	ae:v3:s006:052:pass1:attach:a15	27									1	0	obj=clitic|prep=-|clause=no|cognate=no	
ae:v3:s006:052:pass1:frame:v5	pass1	FRAME	v5	6	52	29	q:6:52:29	فَتَكُونَ	كون	ك و ن	IV	imperfect verb (Form I), 2nd person masculine singular, subjunctive (manṣūb by fa al-sababiyya), copular/existential	none_copular				ae:v3:s006:052:pass1:attach:a16	مِن	31	ظ ل م	ae:v3:s006:052:pass1:attach:a17			1	0	obj=none_copular|prep=مِن|clause=yes|cognate=no	
ae:v3:s006:053:pass1:frame:v1	pass1	FRAME	v1	6	53	4	q:6:53:4	فَتَنَّا	فتن	ف ت ن	PV	perfect verb, 1st person plural, Form I	explicit	ae:v3:s006:053:pass1:attach:a2	5	ب ع ض	ae:v3:s006:053:pass1:attach:a1;ae:v3:s006:053:pass1:attach:a3	كـ;بـ	3;7	ب ع ض				1	0	obj=explicit|prep=كـ;بـ|clause=no|cognate=no	
ae:v3:s006:053:pass1:frame:v2	pass1	FRAME	v2	6	53	9	q:6:53:9	لِيَقُولُوا	قول	ق و ل	IV	imperfect verb, 3rd person masculine plural, subjunctive (after lām of purpose), Form I	clausal	ae:v3:s006:053:pass1:attach:a4	10						ae:v3:s006:053:pass1:attach:a4			1	0	obj=clausal|prep=-|clause=yes|cognate=no	
ae:v3:s006:053:pass1:frame:v3	pass1	FRAME	v3	6	53	11	q:6:53:11	مَنَّ	من	م ن ن	PV	perfect verb, 3rd person masculine singular, Form I	none_intransitive				ae:v3:s006:053:pass1:attach:a7;ae:v3:s006:053:pass1:attach:a8	عَلَى;مِن	13;15	ب ي ن		ae:v3:s006:053:pass1:attach:a6	12		0	obj=none_intransitive|prep=عَلَى;مِن|clause=no|cognate=no	
ae:v3:s006:054:pass1:frame:v1	pass1	FRAME	v1	6	54	3	q:6:54:3	جَاءَكَ	جاء	ج ي أ	PV	perfect verb, 3rd person masculine singular with 2nd person masculine singular object suffix	clitic	ae:v3:s006:054:pass1:attach:a1	3							ae:v3:s006:054:pass1:attach:a2	4		0	obj=clitic|prep=-|clause=no|cognate=no	
ae:v3:s006:054:pass1:frame:v2	pass1	FRAME	v2	6	54	5	q:6:54:5	يُؤْمِنُونَ	ؤمن	أ م ن	IV	imperfect verb, Form IV, 3rd person masculine plural, indicative	none_absolute				ae:v3:s006:054:pass1:attach:a3	بـ	7	أ ي ي				1	0	obj=none_absolute|prep=بـ|clause=no|cognate=no	
ae:v3:s006:054:pass1:frame:v3	pass1	FRAME	v3	6	54	9	q:6:54:9	فَقُلْ	قل	ق ل ل	CV	imperative verb, 2nd person masculine singular, Form I	clausal	ae:v3:s006:054:pass1:attach:a4	10	س ل م					ae:v3:s006:054:pass1:attach:a4			1	0	obj=clausal|prep=-|clause=yes|cognate=no	
ae:v3:s006:054:pass1:frame:v4	pass1	FRAME	v4	6	54	12	q:6:54:12	كَتَبَ	كتب	ك ت ب	PV	perfect verb, 3rd person masculine singular, Form I	explicit	ae:v3:s006:054:pass1:attach:a9	16	ر ح م	ae:v3:s006:054:pass1:attach:a8	عَلَى	15	ن ف س	ae:v3:s006:054:pass1:attach:a10	ae:v3:s006:054:pass1:attach:a7	13		0	obj=explicit|prep=عَلَى|clause=yes|cognate=no	
ae:v3:s006:054:pass1:frame:v5	pass1	FRAME	v5	6	54	19	q:6:54:19	عَمِلَ	عمل	ع م ل	PV	perfect verb, 3rd person masculine singular, Form I	explicit	ae:v3:s006:054:pass1:attach:a14	21	س و أ	ae:v3:s006:054:pass1:attach:a15	بـ	23	ج ه ل				1	0	obj=explicit|prep=بـ|clause=no|cognate=no	
ae:v3:s006:054:pass1:frame:v6	pass1	FRAME	v6	6	54	25	q:6:54:25	تَابَ	تاب	ت و ب	PV	perfect verb, 3rd person masculine singular, Form I	none_intransitive				ae:v3:s006:054:pass1:attach:a16	مِن	27	ب ع د				1	0	obj=none_intransitive|prep=مِن|clause=no|cognate=no	
ae:v3:s006:054:pass1:frame:v7	pass1	FRAME	v7	6	54	29	q:6:54:29	وَأَصْلَحَ	أصلح	ص ل ح	PV	perfect verb, 3rd person masculine singular, Form IV	none_absolute											1	0	obj=none_absolute|prep=-|clause=no|cognate=no	
ae:v3:s006:055:pass1:frame:v1	pass1	FRAME	v1	6	55	4	q:6:55:4	نُفَصِّلُ	فصل	ف ص ل	IV	Form II imperfect, 1st person plural, indicative mood, active voice	explicit	ae:v3:s006:055:pass1:attach:a2	5	أ ي ي	ae:v3:s006:055:pass1:attach:a1	كـ	3					1	0	obj=explicit|prep=كـ|clause=no|cognate=no	
ae:v3:s006:055:pass1:frame:v2	pass1	FRAME	v2	6	55	8	q:6:55:8	وَلِتَسْتَبِينَ	ستبين	ب ي ن	IV	Form X imperfect, 3rd person feminine singular (with sabīlu as subject) or 2nd person masculine singular (addressing Prophet), subjunctive mood (manṣūb by li-)	none_intransitive									ae:v3:s006:055:pass1:attach:a3	9		0	obj=none_intransitive|prep=-|clause=no|cognate=no	
ae:v3:s006:056:pass1:frame:v1	pass1	FRAME	v1	6	56	1	q:6:56:1	قُلْ	قل	ق ل ل	CV	2ms imperative (command verb), apocopated form	clausal	ae:v3:s006:056:pass1:attach:a1	2						ae:v3:s006:056:pass1:attach:a1			1	0	obj=clausal|prep=-|clause=yes|cognate=no	
ae:v3:s006:056:pass1:frame:v2	pass1	FRAME	v2	6	56	3	q:6:56:3	نُهِيتُ	نهي	ن ه ي	PV_PASS	1cs perfect passive (PV_PASS) — divine/agentless passive	none_passive								ae:v3:s006:056:pass1:attach:a4			1	0	obj=none_passive|prep=-|clause=yes|cognate=no	
ae:v3:s006:056:pass1:frame:v3	pass1	FRAME	v3	6	56	5	q:6:56:5	أَعْبُدَ	عبد	ع ب د	IV	1cs imperfect subjunctive (IV, manṣūb after an) — Form I	explicit	ae:v3:s006:056:pass1:attach:a5	6	ل ل ذ								1	0	obj=explicit|prep=-|clause=no|cognate=no	
