unit_id	source_pass	source_rtype	source_local_id	sura	ayah	type	anchor_wid	anchor_unit_id	clause_raw	clause_unit_id	role	source_clause_raw	source_clause_unit_id	antecedent_clause_raw	antecedent_clause_unit_id	antecedent_wid	antecedent_word_unit_id	antecedent_start_wid	antecedent_end_wid	parallel_clause_raw	parallel_clause_unit_id	text	status	confidence	evidence	translation_instruction	reason
ae:v3:s018:057:pass2:ellip:e1	pass2	ELLIP	e1	18	57	ellipsis_in_comparison	3	q:18:57:3	c1	ae:v3:s018:057:pass1:clause:c1	comparison_standard												strongly_licensed	medium	comparative_construction;local_syntax	target_language_may_require_supplied_word	أَظْلَمُ in وَمَنْ أَظْلَمُ leaves the comparison standard compressed before مِمَّن supplies the compared class.
ae:v3:s018:060:pass2:ellip:e1	pass2	ELLIP	e1	18	60	formulaic_ellipsis	2	q:18:60:2	c1	ae:v3:s018:060:pass1:clause:c1	governing_remember_verb												strongly_licensed	medium	formulaic_construction;local_syntax	preserve_compression_if_target_language_allows	وَإِذْ opens a temporal recollection frame with its governing mention verb left unpronounced.
ae:v3:s018:060:pass2:ellip:e2	pass2	ELLIP	e2	18	60	omitted_predicate	8	q:18:60:8	c2	ae:v3:s018:060:pass1:clause:c2	cessation_predicate												strongly_licensed	medium	kana_predicate;local_syntax	target_language_may_require_supplied_word	لَآ أَبْرَحُ uses a cessation verb whose predicate is omitted and constrained by the following حَتَّىٰ endpoint clause.
ae:v3:s018:081:pass2:ellip:e1	pass2	ELLIP	e1	18	81	ellipsis_in_comparison	10	q:18:81:10			comparative_standard					7	q:18:81:7						strongly_licensed	medium	parallelism;comparative_construction	preserve_compression_if_target_language_allows	أَقْرَبَ parallels خَيْرًا مِنْهُ, with the comparative standard recoverable from مِنْهُ.
ae:v3:s018:095:pass2:ellip:e1	pass2	ELLIP	e1	18	95	ellipsis_in_comparison	6	q:18:95:6			comparative_standard												strongly_licensed	high	comparative_construction;discourse_proximity	target_language_may_require_supplied_word	خَيْرٌ is comparative and leaves the standard of comparison compressed after the preceding offer of خَرْجًا.
ae:v3:s018:109:pass2:ellip:e1	pass2	ELLIP	e1	18	109	ellipsis_after_particle	18	q:18:109:18			conditional_apodosis	c4	ae:v3:s018:109:pass1:clause:c4	c4	ae:v3:s018:109:pass1:clause:c4								strongly_licensed	high	condition_structure;parallelism	target_language_may_require_supplied_word	The second لَوْ clause has no overt apodosis; it relies on the preceding لَنَفِدَ ٱلْبَحْرُ apodosis.
ae:v3:s020:008:pass2:ellip:e1	pass2	ELLIP	e1	20	8	ellipsis_in_exception	4	q:20:8:4			excluded member in categorical negation												syntactically_forced	high	exception_particle;local_syntax	target_language_may_require_supplied_word	إِلَّا follows lā of categorical negation; the exception construction supplies the excluded member without repeating the negated predicate.
ae:v3:s020:014:pass2:ellip:e1	pass2	ELLIP	e1	20	14	ellipsis_in_exception	4	q:20:14:4			excluded member in categorical negation												syntactically_forced	high	exception_particle;local_syntax	target_language_may_require_supplied_word	إِلَّا follows lā of categorical negation; the exception construction supplies the excluded member without repeating the negated predicate.
ae:v3:s020:017:pass2:ellip:e1	pass2	ELLIP	e1	20	17	omitted_predicate	2	q:20:17:2			interrogative predicate												strongly_licensed	medium	local_syntax;deixis	target_language_may_require_supplied_word	The nominal question مَا تِلْكَ leaves the predicate recoverable from the deictic object in Moses' hand.
ae:v3:s021:005:pass2:ellip:e1	pass2	ELLIP	e1	21	5	ellipsis_in_comparison	15	q:21:5:15			compared_event												strongly_licensed	medium	local_syntax;parallelism	target_language_may_require_supplied_word	كما أرسل الأولون compresses the requested-sign comparison.
ae:v3:s021:022:pass2:ellip:e1	pass2	ELLIP	e1	21	22	ellipsis_after_particle	1	q:21:22:1	c1	ae:v3:s021:022:pass1:clause:c1	counterfactual_answer												strongly_licensed	medium	condition_structure;condition_apodosis	target_language_may_require_supplied_word	لو كان فيهما آلهة إلا الله has its answer compressed into لفسدتا.
ae:v3:s021:039:pass2:ellip:e1	pass2	ELLIP	e1	21	39	ellipsis_after_particle	1	q:21:39:1	c1	ae:v3:s021:039:pass1:clause:c1	counterfactual_answer												strongly_licensed	medium	condition_structure;discourse_sequence	target_language_may_require_supplied_word	لو يعلم الذين كفروا leaves the full answer implicit before the scene of inability unfolds.
ae:v3:s022:007:pass2:ellip:e1	pass2	ELLIP	e1	22	7	ellipsis_after_particle	5	q:22:7:5			negative_existence												strongly_licensed	medium	local_syntax	target_language_may_require_supplied_word	لَّا رَيْبَ فِيهَا uses lā of absolute negation with an understood existential predicate.
ae:v3:s022:015:pass2:ellip:e1	pass2	ELLIP	e1	22	15	ellipsis_after_particle	8	q:22:15:8			understood_apodosis_result												strongly_licensed	medium	condition_structure	target_language_may_require_supplied_word	The conditional challenge leaves the practical result to be inferred from the command sequence.
ae:v3:s022:031:pass2:ellip:e1	pass2	ELLIP	e1	22	31	ellipsis_in_comparison	13	q:22:31:13			compared_state_after_kā												strongly_licensed	medium	comparative_construction	target_language_may_require_supplied_word	كَأَنَّمَا خَرَّ مِنَ ٱلسَّمَاءِ compresses the compared state after the simile particle.
ae:v3:s022:073:pass2:ellip:e1	pass2	ELLIP	e1	22	73	ellipsis_in_comparison	24	q:22:73:24			comparative_standard												strongly_licensed	medium	comparative_construction	target_language_may_require_supplied_word	بِشَرٍّ مِّن ذَٰلِكُمُ contains a comparative standard whose compared item is supplied by the preceding rejected response.
ae:v3:s022:078:pass2:ellip:e1	pass2	ELLIP	e1	22	78	omitted_verb	17	q:22:78:17			understood_hold_to_milla												strongly_licensed	medium	local_syntax	target_language_may_require_supplied_word	مِّلَّةَ أَبِيكُمْ is accusative after the preceding clauses and relies on an understood governing relation such as adherence.
ae:v3:s024:007:pass2:ellip:e1	pass2	ELLIP	e1	24	7	ellipsis_after_particle	7	q:24:7:7			conditional_apodosis												strongly_licensed	medium	condition_structure	target_language_may_require_supplied_word	The inverted إِن كَانَ condition takes the preceding curse clause as its understood apodosis.
ae:v3:s024:009:pass2:ellip:e1	pass2	ELLIP	e1	24	9	ellipsis_after_particle	7	q:24:9:7			conditional_apodosis												strongly_licensed	medium	condition_structure	target_language_may_require_supplied_word	The إِن كَانَ clause depends on the preceding غضب الله عليها as the recoverable apodosis.
ae:v3:s024:010:pass2:ellip:e1	pass2	ELLIP	e1	24	10	ellipsis_after_particle	2	q:24:10:2			lawla_apodosis												strongly_licensed	medium	condition_structure	target_language_may_require_supplied_word	لَوْلَا introduces a counterfactual protasis with its apodosis left unspoken.
ae:v3:s024:013:pass2:ellip:e1	pass2	ELLIP	e1	24	13	ellipsis_after_particle	1	q:24:13:1			reproach_answer												strongly_licensed	medium	local_syntax	target_language_may_require_supplied_word	لَوْلَا introduces a reproach construction whose expected action is supplied by the following verb phrase.
ae:v3:s024:014:pass2:ellip:e1	pass2	ELLIP	e1	24	14	ellipsis_after_particle	2	q:24:14:2			lawla_apodosis												strongly_licensed	medium	condition_structure	target_language_may_require_supplied_word	The lawlā protasis is followed by the explicit لَمَسَّكُمْ apodosis, while the prevented alternative remains compressed.
ae:v3:s024:020:pass2:ellip:e1	pass2	ELLIP	e1	24	20	ellipsis_after_particle	2	q:24:20:2			lawla_apodosis												strongly_licensed	medium	condition_structure	target_language_may_require_supplied_word	The repeated lawlā formula leaves the adverse apodosis compressed after فضل الله ورحمته.
ae:v3:s024:021:pass2:ellip:e1	pass2	ELLIP	e1	24	21	ellipsis_after_particle	22	q:24:21:22			lawla_apodosis												strongly_licensed	medium	condition_structure	target_language_may_require_supplied_word	لَوْلَا فضل الله ورحمة links to the negated apodosis مَا زَكَىٰ, with the contrary result compressed.
ae:v3:s024:026:pass2:ellip:e1	pass2	ELLIP	e1	24	26	omitted_predicate	2	q:24:26:2			belonging_predicate												strongly_licensed	medium	parallelism	target_language_may_require_supplied_word	The four lām phrases form verbless predications with an understood fitting/belonging relation.
ae:v3:s024:028:pass2:ellip:e1	pass2	ELLIP	e1	24	28	ellipsis_after_particle	10	q:24:28:10			permission_agent												strongly_licensed	medium	morphology	target_language_may_require_supplied_word	The passive يُؤْذَنَ leaves the permitter unexpressed.
ae:v3:s024:035:pass2:ellip:e1	pass2	ELLIP	e1	24	35	ellipsis_in_comparison	8	q:24:35:8			simile_comparand												strongly_licensed	medium	comparative_construction	target_language_may_require_supplied_word	كَ مِشْكَوٰةٍ begins a compressed simile whose compared domain is مثل نوره.
ae:v3:s024:039:pass2:ellip:e1	pass2	ELLIP	e1	24	39	ellipsis_in_comparison	5	q:24:39:5			simile_comparand												strongly_licensed	medium	comparative_construction	target_language_may_require_supplied_word	كَ سَرَابٍ compares the deeds to a mirage while leaving the comparison relation compressed.
ae:v3:s024:040:pass2:ellip:e1	pass2	ELLIP	e1	24	40	ellipsis_in_comparison	2	q:24:40:2			second_simile_comparand												strongly_licensed	medium	comparative_construction	target_language_may_require_supplied_word	أَوْ كَ ظُلُمَاتٍ coordinates a second simile with the earlier comparison frame.
ae:v3:s024:050:pass2:ellip:e1	pass2	ELLIP	e1	24	50	omitted_predicate	1	q:24:50:1			existential_predicate												strongly_licensed	medium	local_syntax	target_language_may_require_supplied_word	أَفِى قُلُوبِهِم مَّرَضٌ is an inverted nominal question with an understood existential relation.
ae:v3:s024:053:pass2:ellip:e1	pass2	ELLIP	e1	24	53	omitted_predicate	15	q:24:53:15			sufficient_answer												strongly_licensed	medium	local_syntax	target_language_may_require_supplied_word	طَاعَةٌ مَعْرُوفَةٌ functions as a compressed answer after the prohibition on oath-making.
ae:v3:s024:054:pass2:ellip:e1	pass2	ELLIP	e1	24	54	ellipsis_in_exception	24	q:24:54:24			restricted_obligation												strongly_licensed	medium	exception_particle	target_language_may_require_supplied_word	مَا عَلَى ٱلرَّسُولِ إِلَّا ٱلْبَلَٰغُ restricts obligation with the general predicate compressed.
ae:v3:s024:061:pass2:ellip:e1	pass2	ELLIP	e1	24	61	omitted_predicate	6	q:24:61:6			parallel_predicate												strongly_licensed	medium	parallelism	target_language_may_require_supplied_word	The repeated وَلَا عَلَى clauses inherit حَرَجٌ from the first clause by parallel ellipsis.
ae:v3:s025:015:pass2:ellip:e1	pass2	ELLIP	e1	25	15	ellipsis_in_comparison	3	q:25:15:3			standard_of_comparison												strongly_licensed	medium	comparative_construction;local_syntax	target_language_may_require_supplied_word	خَيْرٌ in the أَذَٰلِكَ ... أَمْ comparison leaves the compared respect compressed between the punishment scene and جَنَّةُ ٱلْخُلْدِ.
ae:v3:s025:024:pass2:ellip:e1	pass2	ELLIP	e1	25	24	ellipsis_in_comparison	4	q:25:24:4			standard_of_comparison												strongly_licensed	medium	comparative_construction;discourse_proximity	target_language_may_require_supplied_word	خَيْرٌ and أَحْسَنُ compare the settlement of أَصْحَٰبُ ٱلْجَنَّةِ with the preceding punishment scene without restating the second term.
ae:v3:s025:068:pass2:ellip:e1	pass2	ELLIP	e1	25	68	ellipsis_in_exception	16	q:25:68:16			licensed_exception_scope												strongly_licensed	medium	exception_particle;local_syntax	target_language_may_require_supplied_word	إِلَّا بِٱلْحَقِّ compresses the licit exception to the killing prohibition without restating the governed act.
ae:v3:s025:077:pass2:ellip:e1	pass2	ELLIP	e1	25	77	ellipsis_after_particle	7	q:25:77:7	c4	ae:v3:s025:077:pass1:clause:c4	lawla_condition_dependency												strongly_licensed	medium	condition_structure;local_syntax	target_language_may_require_supplied_word	لَوْلَا دُعَاؤُكُمْ is a compressed nominal protasis whose apodosis is supplied by the preceding negated clause.
ae:v3:s026:011:pass2:ellip:e1	pass2	ELLIP	e1	26	11	omitted_predicate			c1	ae:v3:s026:011:pass1:clause:c1	nominal continuation from preceding quoted or coordinated frame												strongly_licensed	medium	parallelism;local_syntax	target_language_may_require_supplied_word	The fragment continues the preceding construction with the predicate or governing frame omitted by close parallel discourse.
ae:v3:s026:048:pass2:ellip:e1	pass2	ELLIP	e1	26	48	omitted_predicate	1	q:26:48:1			nominal continuation from preceding quoted or coordinated frame												strongly_licensed	medium	parallelism;local_syntax	target_language_may_require_supplied_word	The fragment continues the preceding construction with the predicate or governing frame omitted by close parallel discourse.
ae:v3:s026:101:pass2:ellip:e1	pass2	ELLIP	e1	26	101	omitted_predicate	1	q:26:101:1			nominal continuation from preceding quoted or coordinated frame												strongly_licensed	medium	parallelism;local_syntax	target_language_may_require_supplied_word	The fragment continues the preceding construction with the predicate or governing frame omitted by close parallel discourse.
ae:v3:s026:171:pass2:ellip:e1	pass2	ELLIP	e1	26	171	omitted_predicate	1	q:26:171:1			nominal continuation from preceding quoted or coordinated frame												strongly_licensed	medium	parallelism;local_syntax	target_language_may_require_supplied_word	The fragment continues the preceding construction with the predicate or governing frame omitted by close parallel discourse.
ae:v3:s027:026:pass2:ellip:e1	pass2	ELLIP	e1	27	26	ellipsis_in_exception	5	q:27:26:5			restricted_predicate											معبود بحق	strongly_licensed	medium	formulaic_construction;local_syntax	target_language_may_require_supplied_word	The lā-nafya genus formula has an exception with the predicate of exclusive divinity left compressed.
ae:v3:s027:060:pass2:ellip:e1	pass2	ELLIP	e1	27	60	omitted_predicate	24	q:27:60:24			existential_predicate												strongly_licensed	medium	formulaic_construction;local_syntax	preserve_compression_if_target_language_allows	The repeated أإله مع الله question leaves the existential/predicate relation compressed after the sign evidence.
ae:v3:s027:061:pass2:ellip:e1	pass2	ELLIP	e1	27	61	omitted_predicate	19	q:27:61:19			existential_predicate												strongly_licensed	medium	formulaic_construction;local_syntax	preserve_compression_if_target_language_allows	The repeated أإله مع الله question leaves the existential/predicate relation compressed after the sign evidence.
ae:v3:s027:062:pass2:ellip:e1	pass2	ELLIP	e1	27	62	omitted_predicate	13	q:27:62:13			existential_predicate												strongly_licensed	medium	formulaic_construction;local_syntax	preserve_compression_if_target_language_allows	The repeated أإله مع الله question leaves the existential/predicate relation compressed after the sign evidence.
ae:v3:s027:063:pass2:ellip:e1	pass2	ELLIP	e1	27	63	omitted_predicate	16	q:27:63:16			existential_predicate												strongly_licensed	medium	formulaic_construction;local_syntax	preserve_compression_if_target_language_allows	The repeated أإله مع الله question leaves the existential/predicate relation compressed after the sign evidence.
ae:v3:s027:064:pass2:ellip:e1	pass2	ELLIP	e1	27	64	omitted_predicate	13	q:27:64:13			existential_predicate												strongly_licensed	medium	formulaic_construction;local_syntax	preserve_compression_if_target_language_allows	The repeated أإله مع الله question leaves the existential/predicate relation compressed after the sign evidence.
ae:v3:s027:075:pass2:ellip:e1	pass2	ELLIP	e1	27	75	omitted_predicate	1	q:27:75:1	c1	ae:v3:s027:075:pass1:clause:c1	existential_predicate												strongly_licensed	medium	formulaic_construction;local_syntax	target_language_may_require_supplied_word	The negative-exception construction leaves the predicate of غائبة compressed: none is except in a clear book.
ae:v3:s027:089:pass2:ellip:e1	pass2	ELLIP	e1	27	89	ellipsis_after_particle	1	q:27:89:1			conditional_apodosis_link												strongly_licensed	medium	formulaic_construction;local_syntax	preserve_compression_if_target_language_allows	The conditional relative compresses the apodosis relation into فله خير منها without restating the whole recompense frame.
ae:v3:s027:090:pass2:ellip:e1	pass2	ELLIP	e1	27	90	ellipsis_after_particle	2	q:27:90:2			conditional_apodosis_link												strongly_licensed	medium	formulaic_construction;local_syntax	preserve_compression_if_target_language_allows	The contrasting conditional class has its recompense compressed in the passive clause after the fa link.
ae:v3:s028:010:pass2:ellip:e1	pass2	ELLIP	e1	28	10	ellipsis_after_particle	12	q:28:10:12			apodosis_suppression_after_lawla												strongly_licensed	medium	condition_structure;local_syntax	target_language_may_require_supplied_word	لَوْلَا introduces a prevented outcome; the avoided disclosure is recoverable from لَتُبْدِى بِهِۦ.
ae:v3:s028:019:pass2:ellip:e1	pass2	ELLIP	e1	28	19	ellipsis_after_particle	25	q:28:19:25			exclusive_restriction_after_in												strongly_licensed	medium	exception_particle;local_syntax	preserve_compression_if_target_language_allows	إِنْ ... إِلَّا forms a compressed negative-exceptive construction with no separate overt negator.
ae:v3:s029:010:pass2:ellip:e1	pass2	ELLIP	e1	29	10	ellipsis_in_comparison	17	q:29:10:17	c5	ae:v3:s029:010:pass1:clause:c5	compared_degree												strongly_licensed	medium	local_syntax	target_language_may_require_supplied_word	كَ marks comparison between two punishment expressions; the shared severity term is compressed.
ae:v3:s029:014:pass2:ellip:e1	pass2	ELLIP	e1	29	14	ellipsis_in_exception	13	q:29:14:13	c2	ae:v3:s029:014:pass1:clause:c2	excepted_time_from_total												strongly_licensed	medium	local_syntax	target_language_may_require_supplied_word	إِلَّا خَمْسِينَ عَامًا elides the repeated time-unit frame from أَلْفَ سَنَةٍ.
ae:v3:s029:022:pass2:ellip:e1	pass2	ELLIP	e1	29	22	omitted_predicate	13	q:29:22:13	c2	ae:v3:s029:022:pass1:clause:c2	existential_predicate												strongly_licensed	medium	local_syntax	target_language_may_require_supplied_word	مَا لَكُم مِّن دُونِ ٱللَّهِ has an understood existential possession predicate.
ae:v3:s029:041:pass2:ellip:e1	pass2	ELLIP	e1	29	41	ellipsis_in_comparison	8	q:29:41:8	c1	ae:v3:s029:041:pass1:clause:c1	compared_state												strongly_licensed	medium	local_syntax	target_language_may_require_supplied_word	كَ مَثَلِ compresses the comparison between those taking protectors and the spider.
ae:v3:s029:046:pass2:ellip:e1	pass2	ELLIP	e1	29	46	ellipsis_after_particle	7	q:29:46:7	c1	ae:v3:s029:046:pass1:clause:c1	manner_noun												strongly_licensed	medium	local_syntax	target_language_may_require_supplied_word	إِلَّا بِٱلَّتِى هِىَ أَحْسَنُ leaves the governed manner or way implicit.
ae:v3:s029:068:pass2:ellip:e1	pass2	ELLIP	e1	29	68	ellipsis_in_comparison	4	q:29:68:4	c1	ae:v3:s029:068:pass1:clause:c1	comparison_standard												strongly_licensed	medium	local_syntax	target_language_may_require_supplied_word	مِمَّنِ ٱفْتَرَىٰ compresses the compared class after أَظْلَمُ.
ae:v3:s030:004:pass2:ellip:e1	pass2	ELLIP	e1	30	4	omitted_predicate	4	q:30:4:4	c1	ae:v3:s030:004:pass1:clause:c1	existential_predicate												strongly_licensed	medium	local_syntax	preserve_compression_if_target_language_allows	لِلَّهِ functions as a fronted predicate for ٱلْأَمْرُ with the existential predication left unlexicalized.
ae:v3:s030:009:pass2:ellip:e1	pass2	ELLIP	e1	30	9	ellipsis_in_comparison	15	q:30:9:15	c4	ae:v3:s030:009:pass1:clause:c4	compared_degree												strongly_licensed	medium	comparative_construction	preserve_compression_if_target_language_allows	أَشَدَّ مِنْهُمْ قُوَّةً leaves the matched degree of the comparison implicit on the مِنْهُمْ side.
ae:v3:s030:017:pass2:ellip:e1	pass2	ELLIP	e1	30	17	formulaic_ellipsis	2	q:30:17:2			omitted_governing_predicator												strongly_licensed	medium	formulaic_construction;morphology	preserve_compression_if_target_language_allows	Subhana is an accusative formulaic masdar whose governing predicator is conventionally unspoken.
ae:v3:s030:019:pass2:ellip:e1	pass2	ELLIP	e1	30	19	ellipsis_in_comparison	16	q:30:19:16			compared_event_recoverable_from_prior_sequence							1	14				strongly_licensed	medium	local_syntax;parallelism	preserve_compression_if_target_language_allows	The ka-comparison compresses the compared event by pointing to the preceding life-from-death sequence.
ae:v3:s030:027:pass2:ellip:e1	pass2	ELLIP	e1	30	27	ellipsis_in_comparison	10	q:30:27:10			comparison_standard												strongly_licensed	medium	comparative_form;local_syntax	target_language_may_require_supplied_word	أَهْوَنُ is a comparative form with its comparison standard left implicit.
ae:v3:s030:028:pass2:ellip:e1	pass2	ELLIP	e1	30	28	ellipsis_in_comparison	22	q:30:28:22			compared_event												strongly_licensed	medium	comparative_construction;parallelism	target_language_may_require_supplied_word	The كَ comparison with خِيفَتِكُمْ leaves the repeated fearing event recoverable from تَخَافُونَهُمْ.
ae:v3:s030:038:pass2:ellip:e1	pass2	ELLIP	e1	30	38	ellipsis_in_comparison	12	q:30:38:12			standard_of_comparison												strongly_licensed	medium	comparative_form	preserve_compression_if_target_language_allows	خَيْرٌ is an elative/comparative predicate with the compared standard left unexpressed.
ae:v3:s030:040:pass2:ellip:e1	pass2	ELLIP	e1	30	40	formulaic_ellipsis	19	q:30:40:19	c5	ae:v3:s030:040:pass1:clause:c5	glorification_predicate												strongly_licensed	medium	formulaic_construction	preserve_compression_if_target_language_allows	سُبْحَٰنَهُۥ is a formulaic verbless glorification clause with the predicating element conventionally unexpressed.
ae:v3:s030:042:pass2:ellip:e1	pass2	ELLIP	e1	30	42	formulaic_ellipsis	12	q:30:42:12			elided_idafa_complement												strongly_licensed	high	morphology;morphology	preserve_compression_if_target_language_allows	قَبْلُ is built on ḍamma because its genitive complement is conventionally omitted in مِن قَبْلُ.
ae:v3:s030:043:pass2:ellip:e1	pass2	ELLIP	e1	30	43	formulaic_ellipsis	17	q:30:43:17			elided_temporal_clause												strongly_licensed	medium	morphology;discourse_proximity	preserve_compression_if_target_language_allows	يَوْمَئِذٍ contains an idh-element whose recovered temporal content is supplied by the preceding mention of the day.
ae:v3:s030:055:pass2:ellip:e1	pass2	ELLIP	e1	30	55	ellipsis_in_comparison	11	q:30:55:11			comparison_standard												strongly_licensed	medium	local_syntax;deixis	preserve_compression_if_target_language_allows	كَذَٰلِكَ compresses the compared manner rather than repeating the prior proposition.
ae:v3:s030:057:pass2:ellip:e1	pass2	ELLIP	e1	30	57	formulaic_ellipsis	2	q:30:57:2			omitted_idh_clause												strongly_licensed	medium	local_syntax;deixis	preserve_compression_if_target_language_allows	يَوْمَئِذٍ contains إذ with its event clause compressed and recoverable from the preceding resurrection-day discourse.
ae:v3:s030:059:pass2:ellip:e1	pass2	ELLIP	e1	30	59	ellipsis_in_comparison	2	q:30:59:2			comparison_standard												strongly_licensed	medium	local_syntax;deixis	preserve_compression_if_target_language_allows	كَذَٰلِكَ compresses the manner of comparison instead of restating the prior rejection pattern.
ae:v3:s031:025:pass2:ellip:e1	pass2	ELLIP	e1	31	25	omitted_verb	12	q:31:25:12			answer_predicate	c2	ae:v3:s031:025:pass1:clause:c2										strongly_licensed	high	parallelism;interrogative_continuity	target_language_may_require_supplied_word	ٱللَّهُ is a compressed answer to مَنْ خَلَقَ, with the predicate recoverable from the embedded question.
ae:v3:s031:028:pass2:ellip:e1	pass2	ELLIP	e1	31	28	ellipsis_in_comparison	7	q:31:28:7	c1	ae:v3:s031:028:pass1:clause:c1	compared_process												strongly_licensed	medium	comparative_construction;selectional_syntax	preserve_compression_if_target_language_allows	The كَـ comparison compresses the process being compared after نَفْسٍ وَٰحِدَةٍ.
ae:v3:s032:012:pass2:ellip:e1	pass2	ELLIP	e1	32	12	ellipsis_after_particle	2	q:32:12:2			conditional_apodosis												strongly_licensed	high	condition_structure	preserve_compression_if_target_language_allows	The counterfactual لَوْ تَرَىٰ leaves its apodosis unspoken after the seeing condition.
ae:v3:s033:005:pass2:ellip:e1	pass2	ELLIP	e1	33	5	ellipsis_after_particle	13	q:33:5:13			conditional_apodosis_subject					1	q:33:5:1					هم	strongly_licensed	medium	condition_apodosis;discourse_accessibility	target_language_may_require_supplied_word	After فَ in the apodosis, the understood subject of إِخْوَٰنُكُمْ and مَوَٰلِيكُمْ is recoverable from the preceding masculine plural object group.
ae:v3:s033:014:pass2:ellip:e1	pass2	ELLIP	e1	33	14	ellipsis_in_exception	17	q:33:14:17			restricted_duration												strongly_licensed	medium	exception_particle;local_syntax	target_language_may_require_supplied_word	يَسِيرًا restricts an understood duration or extent after مَا تَلَبَّثُوا۟ بِهَآ إِلَّا.
ae:v3:s033:016:pass2:ellip:e1	pass2	ELLIP	e1	33	16	ellipsis_in_exception	16	q:33:16:16			restricted_duration												strongly_licensed	medium	exception_particle;local_syntax	target_language_may_require_supplied_word	قَلِيلًا restricts an understood extent or duration after لَّا تُمَتَّعُونَ إِلَّا.
ae:v3:s033:018:pass2:ellip:e1	pass2	ELLIP	e1	33	18	ellipsis_in_exception	17	q:33:18:17			restricted_degree												strongly_licensed	medium	exception_particle;local_syntax	target_language_may_require_supplied_word	قَلِيلًا restricts an understood degree or extent after وَلَا يَأْتُونَ ٱلْبَأْسَ إِلَّا.
ae:v3:s033:019:pass2:ellip:e1	pass2	ELLIP	e1	33	19	ellipsis_in_comparison	12	q:33:19:12	c5	ae:v3:s033:019:pass1:clause:c5	comparison_ground												strongly_licensed	medium	comparative_construction;local_syntax	preserve_compression_if_target_language_allows	كَٱلَّذِى يُغْشَىٰ عَلَيْهِ compresses the comparison, leaving the matched eye-turning state recoverable from تَدُورُ أَعْيُنُهُمْ.
ae:v3:s033:020:pass2:ellip:e1	pass2	ELLIP	e1	33	20	ellipsis_in_exception	25	q:33:20:25			restricted_extent												strongly_licensed	medium	exception_particle;local_syntax	target_language_may_require_supplied_word	قَلِيلًا restricts an understood extent of fighting after مَّا قَٰتَلُوٓا۟ إِلَّا.
ae:v3:s033:022:pass2:ellip:e1	pass2	ELLIP	e1	33	22	ellipsis_in_exception	22	q:33:22:22			restricted_increase_domain												strongly_licensed	high	local_syntax	preserve_compression_if_target_language_allows	The مَا ... إِلَّا construction compresses the general increase domain before the excepted إِيمَانًا وَتَسْلِيمًا.
ae:v3:s033:032:pass2:ellip:e1	pass2	ELLIP	e1	33	32	ellipsis_in_comparison	5	q:33:32:5			compared_status												strongly_licensed	medium	comparative_construction	preserve_compression_if_target_language_allows	كَأَحَدٍ gives the comparison standard while the shared predicative status of the addressees remains compressed.
ae:v3:s033:035:pass2:ellip:e1	pass2	ELLIP	e1	33	35	omitted_object	37	q:33:35:37			object_of_active_participle					35	q:33:35:35						strongly_licensed	high	parallelism;agreement	target_language_may_require_supplied_word	ٱلْحَٰفِظَٰتِ is parallel to ٱلْحَٰفِظِينَ فُرُوجَهُمْ, so its object is omitted by coordinated compression.
ae:v3:s033:035:pass2:ellip:e2	pass2	ELLIP	e2	33	35	omitted_object	43	q:33:35:43			object_of_active_participle					40	q:33:35:40						strongly_licensed	high	parallelism;case_government	target_language_may_require_supplied_word	ٱلذَّٰكِرَٰتِ parallels ٱلذَّٰكِرِينَ ٱللَّهَ كَثِيرًا and leaves the governed object compressed.
ae:v3:s033:040:pass2:ellip:e1	pass2	ELLIP	e1	33	40	ellipsis_after_particle	9	q:33:40:9			contrastive_subject_continuity			c1	ae:v3:s033:040:pass1:clause:c1	3	q:33:40:3						strongly_licensed	high	connector;local_syntax	target_language_may_require_supplied_word	لَٰكِن contrasts with the preceding مُحَمَّدٌ clause while the subject continuity is not overtly repeated.
ae:v3:s033:043:pass2:ellip:e1	pass2	ELLIP	e1	33	43	omitted_verb	6	q:33:43:6			coordinated_predicate												strongly_licensed	medium	coordination;parallelism	target_language_may_require_supplied_word	مَلَٰئِكَتُهُۥ is coordinated into the action of يُصَلِّى without an overt repeated verb.
ae:v3:s033:046:pass2:ellip:e1	pass2	ELLIP	e1	33	46	omitted_verb	2	q:33:46:2			continued_commissioning_predicate												strongly_licensed	high	cross_ayah_parallelism;coordination	preserve_compression_if_target_language_allows	وَدَاعِيًا continues the accusative role list governed by أَرْسَلْنَٰكَ in the preceding ayah without repeating the verb.
ae:v3:s033:048:pass2:ellip:e1	pass2	ELLIP	e1	33	48	formulaic_ellipsis	15	q:33:48:15			sufficiency_formula												strongly_licensed	medium	formulaic_construction	preserve_compression_if_target_language_allows	كَفَىٰ بِٱللَّهِ وَكِيلًا uses a compact sufficiency formula whose required participant is expressed by the bi-phrase rather than by an ordinary overt subject.
ae:v3:s033:052:pass2:ellip:e1	pass2	ELLIP	e1	33	52	ellipsis_in_exception	19	q:33:52:19			exception_to_denied_class												strongly_licensed	medium	exception_particle	preserve_compression_if_target_language_allows	The exception particle restricts the preceding denied class while the governing class is recovered from al-nisa.
