unit_id	source_pass	source_rtype	source_local_id	sura	ayah	type	severity	anchor_wid	anchor_unit_id	frame_raw	frame_unit_id	xref_raw	xref_unit_id	implicit_raw	implicit_unit_id	reason
ae:v3:s016:115:pass1:issue:s1	pass1	ISSUE	s1	16	115	source_data_unclear	warning	12	q:16:115:12							أُهِلَّ is parsed by the text as a passive verb, but the input marks wid 12 with is_verb false, so no FRAME row is emitted for it.
ae:v3:s016:063:pass2:issue:sr_s1	pass2	ISSUE	sr_s1	16	63	coverage_uncertain	note	17	q:16:63:17							The الشيطان chain is locally visible in 16:63 and 16:98-100, but no single long-range visible expression in the intervening pericopes licenses an additive sweep link.
ae:v3:s016:123:pass2:issue:sr_s1	pass2	ISSUE	sr_s1	16	123	coverage_uncertain	note	7	q:16:123:7							The Ibrahim chain is fully local to 16:120-123 in the base layer; the sweep adds no separate long-range link for this contiguous reprise.
ae:v3:s016:016:pass3:issue:ts1	pass3	ISSUE	ts1	16	16	upstream_evidence_missing	warning	2	q:16:16:2							Pass 1 emits a schema_limitation issue for عَلَٰمَٰتٍ because its coordination target lies outside this ayah; no stable ATTACH id is available for a direct coordination support row.
ae:v3:s016:029:pass3:issue:ts1	pass3	ISSUE	ts1	16	29	coverage_uncertain	warning	6	q:16:29:6							The suffix in فِيهَا creates a local translation risk for the residence/location reference after أَبْوَابَ جَهَنَّمَ, but no Pass 2 XREF row is supplied for this pronoun.
ae:v3:s016:036:pass3:issue:ts1	pass3	ISSUE	ts1	16	36	upstream_evidence_missing	warning	18	q:16:36:18							Pass 1 says هَدَى is syntactically verbal in مَّنْ هَدَى ٱللَّهُ but no FRAME row exists because the source marked it non-verbal, so Pass 3 cannot project a verb-frame support row for this predicate.
ae:v3:s016:037:pass3:issue:ts1	pass3	ISSUE	ts1	16	37	coverage_uncertain	warning	11	q:16:37:11							The implicit controller of يُضِلُّ is only recorded upstream as morphologically present unresolved, and target languages may force an explicit agent or causative reading.
ae:v3:s016:048:pass3:issue:ts1	pass3	ISSUE	ts1	16	48	coverage_uncertain	warning	20	q:16:48:20							Pass 1 treats وَهُمْ دَاخِرُونَ as a circumstantial clause with يَتَفَيَّأُ, but the supplied Pass 2 rows give no XREF for هُمْ; avoid forcing a specific explicit antecedent beyond the local syntax.
ae:v3:s016:071:pass3:issue:ts1	pass3	ISSUE	ts1	16	71	upstream_evidence_missing	warning	15	q:16:71:15							Pass 1 supplies frame v3 as obj=none_absolute but also records source_data_unclear for the same token, so the support row preserves the upstream frame without resolving the source-data problem.
ae:v3:s016:077:pass3:issue:ts1	pass3	ISSUE	ts1	16	77	upstream_evidence_missing	warning	10	q:16:77:10							Pass 1 supplies frame v1 as obj=none_absolute but also records source_data_unclear for the same token, so the support row preserves the upstream frame without resolving the source-data problem.
ae:v3:s016:102:pass3:issue:ts1	pass3	ISSUE	ts1	16	102	coverage_uncertain	warning	2	q:16:102:2							Pass 1 marks a clitic object on نزله, but the supplied Pass 2 rows for 16:102 do not provide an XREF for its antecedent.
ae:v3:s016:115:pass3:issue:ts1	pass3	ISSUE	ts1	16	115	upstream_evidence_missing	warning	12	q:16:115:12							Pass 1 reports أُهِلَّ as passive in the prose reason but emits no FRAME row because the source marks wid 12 as not a verb; frame-derived transfer support for this verb cannot be projected from supplied rows.
ae:v3:s016:119:pass3:issue:ts1	pass3	ISSUE	ts1	16	119	coverage_uncertain	warning	20	q:16:119:20							Pass 1 records مِن بَعْدِهَا as a temporal complement of غَفُورٌ, but Pass 2 supplies no XREF for the feminine suffix; target languages that require an explicit antecedent should review this locally.
ae:v3:s017:001:pass1:issue:s1	pass1	ISSUE	s1	17	1	source_data_unclear	warning	3	q:17:1:3							أَسْرَىٰ is syntactically a finite verb here, but the input marks is_verb=false, so no FRAME row is emitted for it.
ae:v3:s017:005:pass1:issue:s1	pass1	ISSUE	s1	17	5	source_data_unclear	warning	4	q:17:5:4							وَعْدُ is described as a verbal noun but marked is_verb=true, requiring a FRAME row by contract.
ae:v3:s017:007:pass1:issue:s1	pass1	ISSUE	s1	17	7	source_data_unclear	warning	14	q:17:7:14							وَعْدُ is described as a verbal noun but marked is_verb=true, requiring a FRAME row by contract.
ae:v3:s017:028:pass1:issue:s1	pass1	ISSUE	s1	17	28	source_data_unclear	warning	12	q:17:28:12							wid 12 is printed قُل but tagged and contextually functions as the lām preposition before هُمْ.
ae:v3:s017:077:pass1:issue:s1	pass1	ISSUE	s1	17	77	manual_review_needed	warning	2	q:17:77:2							The relative مَن modifies سُنَّةَ in an initial accusative phrase, so its required clause link has no same-ayah finite containing clause.
ae:v3:s017:087:pass1:issue:s1	pass1	ISSUE	s1	17	87	schema_limitation	warning	1	q:17:87:1							إِلَّا رَحْمَةً continues the previous ayah syntactically, but cross-ayah attachment is out of scope.
ae:v3:s017:104:pass1:issue:s1	pass1	ISSUE	s1	17	104	source_data_unclear	warning	12	q:17:104:12							Input marks وَعْدُ as is_verb=true and pos=PV, but the token functions as the nominal subject of جَآءَ.
ae:v3:s017:108:pass1:issue:s1	pass1	ISSUE	s1	17	108	source_data_unclear	warning	7	q:17:108:7							Input marks وَعْدُ as is_verb=true and pos=PV, but the token functions as the nominal subject of كَانَ.
ae:v3:s017:001:pass3:issue:ts1	pass3	ISSUE	ts1	17	1	translation_bias_risk	warning	5	q:17:1:5							عَبْدِهِۦ is a definite possessed description whose conventional identity is not fixed by the supplied Pass 1 or Pass 2 evidence; preserve the Arabic description unless target policy supplies external identification.
ae:v3:s017:003:pass3:issue:ts1	pass3	ISSUE	ts1	17	3	coverage_uncertain	warning	6	q:17:3:6							Pass 2 supplies no XREF for the suffix in إِنَّهُۥ; local syntax points back to نُوحٍ, but the support layer should not present that as an upstream-resolved referent.
ae:v3:s017:005:pass3:issue:ts1	pass3	ISSUE	ts1	17	5	upstream_evidence_missing	warning	4	q:17:5:4	v2	ae:v3:s017:005:pass1:frame:v2					Pass 1 emits frame v2 for وَعْدُ only because the source marks a masdar subject as is_verb=true; no reliable absolute-verb transfer note can be projected from that frame.
ae:v3:s017:007:pass3:issue:ts1	pass3	ISSUE	ts1	17	7	upstream_evidence_missing	warning	14	q:17:7:14	v5	ae:v3:s017:007:pass1:frame:v5					Pass 1 emits frame v5 for وَعْدُ only because the source marks a masdar subject as is_verb=true; no reliable absolute-verb transfer note can be projected from that frame.
ae:v3:s017:016:pass3:issue:ts1	pass3	ISSUE	ts1	17	16	coverage_uncertain	warning	7	q:17:16:7							Pass 1 records amarna mutrafiha as an explicit-object frame but supplies no ambiguity row for the unsaturated command or content relation; manual review is needed before adding an explanatory command content.
ae:v3:s017:028:pass3:issue:ts1	pass3	ISSUE	ts1	17	28	upstream_evidence_missing	warning	12	q:17:28:12							Pass 1 reports wid 12 as printed قُل but contextually functioning as the lām before هُمْ; support rows preserve the upstream attachment without repairing the source token.
ae:v3:s017:033:pass3:issue:ts1	pass3	ISSUE	ts1	17	33	coverage_uncertain	warning	26	q:17:33:26							The suffix in إِنَّهُ كَانَ مَنْصُورًا creates a target-language referent pressure, but the named Pass 2 rows provide no XREF candidate for whether it resumes the slain person or the wali/contextual authority.
ae:v3:s017:046:pass3:issue:ts1	pass3	ISSUE	ts1	17	46	coverage_uncertain	warning	7	q:17:46:7							The object suffix in يَفْقَهُوهُ is translation-relevant, but the supplied Pass 2 rows contain no XREF for this suffix in the assigned range.
ae:v3:s017:060:pass3:issue:ts1	pass3	ISSUE	ts1	17	60	translation_bias_risk	warning	13	q:17:60:13							ٱلرُّءْيَا is a definite noun whose external identification is not fixed by the supplied syntax and discourse rows; preserve the Arabic description unless other supplied evidence fixes it.
ae:v3:s017:060:pass3:issue:ts2	pass3	ISSUE	ts2	17	60	translation_bias_risk	warning	21	q:17:60:21							ٱلشَّجَرَةَ ٱلْمَلْعُونَةَ is a definite description whose conventional identification is not grammatically determined by the supplied rows; avoid importing an identity not present in the named inputs.
ae:v3:s017:069:pass3:issue:ts1	pass3	ISSUE	ts1	17	69	coverage_uncertain	warning	23	q:17:69:23							Pass 1 marks the suffix in bihi as a complement of tabi'an, but Pass 2 gives no XREF for whether it points to the drowning, the whole event, or another nearby consequence.
ae:v3:s017:077:pass3:issue:ts1	pass3	ISSUE	ts1	17	77	upstream_evidence_missing	warning	2	q:17:77:2							Pass 1 reports manual_review_needed for the relative مَن modifying سُنَّةَ, so translation support preserves the constructional risk rather than resolving the clause link.
ae:v3:s017:079:pass3:issue:ts1	pass3	ISSUE	ts1	17	79	coverage_uncertain	warning	6	q:17:79:6							The suffix in بِهِۦ is translation-forcing, but Pass 2 supplies no XREF row for its antecedent in the named evidence.
ae:v3:s017:087:pass3:issue:ts1	pass3	ISSUE	ts1	17	87	upstream_evidence_missing	warning	1	q:17:87:1							Pass 1 states that إِلَّا رَحْمَةً continues the previous ayah syntactically but does not provide a cross-ayah attachment ID, so the support row can only cite the local exception anchor.
ae:v3:s017:107:pass3:issue:ts1	pass3	ISSUE	ts1	17	107	coverage_uncertain	warning	3	q:17:107:3							Pass 2 gives no XREF row for the suffixes in بِهِۦ and قَبْلِهِۦ; translation should avoid adding an explanatory noun unless the supplied discourse evidence fixes the referent.
ae:v3:s018:015:pass1:issue:s1	pass1	ISSUE	s1	18	15	source_data_unclear	warning	15	q:18:15:15							أَظْلَمُ is morphologically an elative predicate, but the input flags it as is_verb and requires a frame.
ae:v3:s018:031:pass1:issue:s1	pass1	ISSUE	s1	18	31	source_data_unclear	warning	15	q:18:31:15							ذَهَبٍ is marked is_verb in the input but functions as a genitive noun after مِن.
ae:v3:s018:039:pass1:issue:s1	pass1	ISSUE	s1	18	39	schema_limitation	warning	15	q:18:39:15							إِنْ opens a condition whose apodosis continues in the next ayah, so no cross-ayah clause link is emitted.
ae:v3:s018:072:pass1:issue:s1	pass1	ISSUE	s1	18	72	source_data_unclear	warning	3	q:18:72:3							أَقُلْ is syntactically a verb in أَلَمْ أَقُلْ, but the input does not mark wid 3 as is_verb true, so no FRAME row is emitted.
ae:v3:s018:075:pass1:issue:s1	pass1	ISSUE	s1	18	75	source_data_unclear	warning	3	q:18:75:3							أَقُلْ is syntactically a verb in أَلَمْ أَقُلْ, but the input does not mark wid 3 as is_verb true, so no FRAME row is emitted.
ae:v3:s018:098:pass1:issue:s1	pass1	ISSUE	s1	18	98	source_data_unclear	warning	9	q:18:98:9							The input marks وَعْدُ at wid 9 as is_verb=true, but the Arabic and summary identify it as a maṣdar subject; FRAME v5 is present only for source-shape compliance.
ae:v3:s018:098:pass1:issue:s2	pass1	ISSUE	s2	18	98	source_data_unclear	warning	15	q:18:98:15							The input marks وَعْدُ at wid 15 as is_verb=true, but the Arabic and summary identify it as a maṣdar subject of كَانَ; FRAME v6 is present only for source-shape compliance.
ae:v3:s018:101:pass1:issue:s1	pass1	ISSUE	s1	18	101	schema_limitation	warning	1	q:18:101:1							ٱلَّذِينَ opens a relative clause whose antecedent is ٱلْكَافِرِينَ in 18:100; Pass 1 bans cross-ayah ATTACH links, so no contract-legal relative head can be emitted inside 18:101.
ae:v3:s018:001:pass3:issue:ts1	pass3	ISSUE	ts1	18	1	translation_bias_risk	warning	7	q:18:1:7							The description at wid 7 is grammatically a servant with a divine possessive suffix, but the supplied evidence does not independently fix a named identity; preserve the Arabic description unless target policy supplies it.
ae:v3:s018:009:pass3:issue:ts1	pass3	ISSUE	ts1	18	9	translation_bias_risk	warning	7	q:18:9:7							The supplied evidence identifies al-raqim only as a coordinated definite noun with al-kahf under idafa; avoid importing a specific external identification not fixed by the named inputs.
ae:v3:s018:015:pass3:issue:ts1	pass3	ISSUE	ts1	18	15	upstream_evidence_missing	warning	15	q:18:15:15	v3	ae:v3:s018:015:pass1:frame:v3					Pass 1 reports source_data_unclear because the surface elative predicate is also forced into frame v3 by input verb marking.
ae:v3:s018:031:pass3:issue:ts1	pass3	ISSUE	ts1	18	31	upstream_evidence_missing	warning	15	q:18:31:15							Pass 1 reports source-data uncertainty because ذَهَبٍ is marked as a verb in the input while functioning as a genitive noun after مِن.
ae:v3:s018:039:pass3:issue:ts1	pass3	ISSUE	ts1	18	39	upstream_evidence_missing	warning	15	q:18:39:15							Pass 1 reports a schema limitation because the condition opens in this ayah and its apodosis continues in 18:40 without a cross-ayah clause link.
ae:v3:s018:060:pass3:issue:ts1	pass3	ISSUE	ts1	18	60	translation_bias_risk	warning	6	q:18:60:6							فَتَىٰهُ names an attendant relation but the supplied evidence does not grammatically fix the attendant's conventional identity; preserve the Arabic description unless external evidence is supplied.
ae:v3:s018:062:pass3:issue:ts1	pass3	ISSUE	ts1	18	62	translation_bias_risk	warning	6	q:18:62:6							The supplied evidence identifies wid 6 only as Musa's youth or attendant by possessive relation; avoid importing a named identity not fixed by the named inputs.
ae:v3:s018:065:pass3:issue:ts1	pass3	ISSUE	ts1	18	65	translation_bias_risk	warning	3	q:18:65:3							The supplied evidence identifies wid 3 only as a servant from among Our servants; preserve the Arabic description unless target policy supplies a named identity from outside these inputs.
ae:v3:s018:083:pass3:issue:ts1	pass3	ISSUE	ts1	18	83	translation_bias_risk	warning	4	q:18:83:4							ذِى ٱلْقَرْنَيْنِ is a named description in the supplied Arabic evidence; preserve the Arabic designation unless supplied evidence grammatically fixes an external identity.
ae:v3:s018:094:pass3:issue:ts1	pass3	ISSUE	ts1	18	94	translation_bias_risk	warning	3	q:18:94:3							ذَا ٱلْقَرْنَيْنِ is a title or description in the supplied Arabic-side evidence; preserve the Arabic designation unless supplied evidence grammatically fixes an external identity.
ae:v3:s018:098:pass3:issue:ts1	pass3	ISSUE	ts1	18	98	upstream_evidence_missing	warning	9	q:18:98:9	v5	ae:v3:s018:098:pass1:frame:v5					Pass 1 emits FRAME v5 with obj=none_absolute only because source data marks وَعْدُ as a verb, while the same Pass 1 row reports it as a maṣdar subject; a transfer-risk projection would overread the supplied evidence.
ae:v3:s018:098:pass3:issue:ts2	pass3	ISSUE	ts2	18	98	upstream_evidence_missing	warning	15	q:18:98:15	v6	ae:v3:s018:098:pass1:frame:v6					Pass 1 emits FRAME v6 with obj=none_absolute only because source data marks وَعْدُ as a verb, while the same Pass 1 row reports it as the maṣdar subject of كَانَ; a transfer-risk projection would overread the supplied evidence.
ae:v3:s019:062:pass1:issue:s1	pass1	ISSUE	s1	19	62	source_data_unclear	warning	9	q:19:62:9							Word 9 رِزْقُهُمْ is morphologically nominal in the Arabic and summary but is flagged is_verb=true, so a shape-preserving frame was emitted.
ae:v3:s019:007:pass3:issue:ts1	pass3	ISSUE	ts1	19	7	coverage_uncertain	warning	8	q:19:7:8							The supplied input notes يَحْيَىٰ as a proper noun also readable as a present-tense verb, but no upstream ambiguity row is supplied; preserve the Arabic naming construction unless later evidence resolves the reading.
ae:v3:s019:017:pass3:issue:ts1	pass3	ISSUE	ts1	19	17	translation_bias_risk	warning	9	q:19:17:9							رُوحَنَا is a supplied Arabic description and the named identity is not grammatically fixed in the provided evidence; preserve the Arabic description unless supplied evidence fixes an identity.
ae:v3:s019:019:pass3:issue:ts1	pass3	ISSUE	ts1	19	19	translation_bias_risk	warning	4	q:19:19:4							رَسُولُ رَبِّكِ identifies the speaker by role rather than by a proper name in the supplied evidence; avoid inserting a conventional name unless supplied evidence fixes it.
ae:v3:s019:024:pass3:issue:ts1	pass3	ISSUE	ts1	19	24	coverage_uncertain	warning	2	q:19:24:2							Pass 2 i1 marks the 3ms subject of نَادَىٰهَا as morphologically present but unresolved; a target language may require an explicit caller, yet no candidate set is supplied.
ae:v3:s019:028:pass3:issue:ts1	pass3	ISSUE	ts1	19	28	translation_bias_risk	warning	2	q:19:28:2							أُخْتَ هَارُونَ is a supplied Arabic kinship description, but the named هَارُونَ is not further identified in the provided evidence; preserve the description unless supplied evidence fixes the identity.
ae:v3:s019:038:pass3:issue:ts1	pass3	ISSUE	ts1	19	38	coverage_uncertain	warning	7	q:19:38:7							The object suffix نَا in يَأْتُونَنَا creates a translation-relevant speaker reference, but the supplied Pass 2 rows for this ayah only expose an IMPL row and no XREF candidate for the suffix.
ae:v3:s019:050:pass3:issue:ts1	pass3	ISSUE	ts1	19	50	upstream_evidence_missing	warning	4	q:19:50:4							Pass 2 has no XREF row for the 3mp suffixes in لَهُم and لَهُمْ, although target languages may need explicit beneficiaries for the compressed grant clauses.
ae:v3:s019:079:pass3:issue:ts1	pass3	ISSUE	ts1	19	79	coverage_uncertain	warning	7	q:19:79:7							The 3ms suffix in لَهُ appears to resume the boast speaker from 19:77, but no Pass 2 XREF row is supplied for this pronoun in the assigned evidence.
ae:v3:s019:080:pass3:issue:ts1	pass3	ISSUE	ts1	19	80	coverage_uncertain	warning	6	q:19:80:6							The 1pl suffix in وَيَأْتِينَا is locally important for goal/addressee tracking, but Pass 2 supplies no XREF row for this suffix in the assigned evidence.
ae:v3:s020:023:pass1:issue:s1	pass1	ISSUE	s1	20	23	schema_limitation	warning	1	q:20:23:1							The لِنُرِيَكَ purpose clause depends on the preceding ayah, but cross-ayah clause links are outside Pass 1.
ae:v3:s020:033:pass1:issue:s1	pass1	ISSUE	s1	20	33	schema_limitation	warning	1	q:20:33:1							كَيْ marks a purpose clause whose governor is in the preceding ayah, so no legal same-ayah parent link is available.
ae:v3:s020:034:pass1:issue:s1	pass1	ISSUE	s1	20	34	schema_limitation	warning	2	q:20:34:2							نَذْكُرَكَ continues the purpose construction opened in the preceding ayah, but cross-ayah clause links are not legal in this pass.
ae:v3:s020:039:pass1:issue:s1	pass1	ISSUE	s1	20	39	schema_limitation	warning	1	q:20:39:1							أَنِ marks governed revelation content whose overt governor is in the preceding ayah, so no same-ayah clausal_complement head is available.
ae:v3:s020:050:pass1:issue:s1	pass1	ISSUE	s1	20	50	source_data_unclear	warning	7	q:20:50:7							The input marks خَلْقَهُۥ as is_verb true while its summary parses it as the second object of أَعْطَىٰ, and هَدَىٰ is not marked is_verb though its summary calls it a perfect verb.
ae:v3:s020:053:pass1:issue:s1	pass1	ISSUE	s1	20	53	schema_limitation	warning	1	q:20:53:1							ٱلَّذِى modifies a head in the preceding ayah, but cross-ayah parent links are out of scope for this block.
ae:v3:s020:074:pass1:issue:s1	pass1	ISSUE	s1	20	74	source_data_unclear	warning	15	q:20:74:15							يَحْيَىٰ is finite in context but is_verb is false in the input, so no FRAME row is emitted under the contract.
ae:v3:s020:079:pass1:issue:s1	pass1	ISSUE	s1	20	79	source_data_unclear	warning	7	q:20:79:7							هَدَىٰ is finite in context but is_verb is false in the input, so no FRAME row is emitted under the contract.
ae:v3:s020:001:pass3:issue:ts1	pass3	ISSUE	ts1	20	1	coverage_uncertain	note	1	q:20:1:1							The supplied input describes طه as either disconnected letters or vocative address while Pass 1 supplies no clause or attachment row; preserve the compressed surface form and avoid deriving a resolved syntactic role from these inputs alone.
ae:v3:s020:014:pass3:issue:ts1	pass3	ISSUE	ts1	20	14	coverage_uncertain	warning	14	q:20:14:14							ذِكْرِى can pressure translation toward objective or subjective genitive readings, but no supplied ambiguity row resolves or inventories that risk.
ae:v3:s020:031:pass3:issue:ts1	pass3	ISSUE	ts1	20	31	coverage_uncertain	warning	2	q:20:31:2							The supplied Pass 2 rows do not resolve the 3ms suffix in بِهِۦ; target languages that require an explicit referent should preserve uncertainty rather than naming one from outside the supplied evidence.
ae:v3:s020:032:pass3:issue:ts1	pass3	ISSUE	ts1	20	32	coverage_uncertain	warning	2	q:20:32:2							The supplied Pass 2 rows do not resolve the object suffix هُ on أَشْرِكْهُ; target languages that require an explicit noun should not import one from outside the supplied evidence.
ae:v3:s020:033:pass3:issue:ts1	pass3	ISSUE	ts1	20	33	upstream_evidence_missing	warning	2	q:20:33:2							Pass 2 identifies the 1cp subject of نُسَبِّحَكَ as divine_speaker, but the supplied local prayer context leaves the worshipping plural subject to be handled cautiously in translation.
ae:v3:s020:034:pass3:issue:ts1	pass3	ISSUE	ts1	20	34	upstream_evidence_missing	warning	2	q:20:34:2							Pass 2 identifies the 1cp subject of نَذْكُرَكَ as divine_speaker, but the supplied local prayer context leaves the remembering plural subject to be handled cautiously in translation.
ae:v3:s020:039:pass3:issue:ts1	pass3	ISSUE	ts1	20	39	upstream_evidence_missing	warning	2	q:20:39:2							Pass 2 records subject agreement on both ٱقْذِفِيهِ commands as 3ms, while the supplied input identifies them as feminine singular imperatives; subject-support projection from those rows is unsafe.
ae:v3:s020:040:pass3:issue:ts1	pass3	ISSUE	ts1	20	40	upstream_evidence_missing	warning	12	q:20:40:12							Pass 2 carries the sister's first-person speaker candidate into divine first-person verbs such as رَجَعْنَاكَ, نَجَّيْنَاكَ, and فَتَنَّاكَ; subject-support projection from those rows is unsafe.
ae:v3:s020:040:pass3:issue:ts2	pass3	ISSUE	ts2	20	40	translation_bias_risk	warning	23	q:20:40:23							نَفْسًا is indefinite and unnamed in the supplied Arabic evidence; preserve the Arabic description unless supplied evidence grammatically fixes an identity.
ae:v3:s020:047:pass3:issue:ts1	pass3	ISSUE	ts1	20	47	upstream_evidence_missing	warning	17	q:20:47:17							Pass 2 marks جِئْنَٰكَ with 2ms subject agreement even though the supplied word grammar and Pass 1 frame treat كَ as the object suffix; do not project a subject-reference support row from that discourse row.
ae:v3:s020:050:pass3:issue:ts1	pass3	ISSUE	ts1	20	50	upstream_evidence_missing	warning	9	q:20:50:9							Pass 1 reports ثُمَّ هَدَىٰ as a verbal coordinated clause but emits no FRAME row for هَدَىٰ because the input marks the token as non-verbal; frame-derived object-compression support cannot be projected from the supplied rows.
ae:v3:s020:052:pass3:issue:ts1	pass3	ISSUE	ts1	20	52	coverage_uncertain	warning	2	q:20:52:2							The suffix in عِلْمُهَا is translation-relevant and cross-ayah, but the supplied Pass 2 rows for 20:52 do not include a pronoun XREF for it.
ae:v3:s020:056:pass3:issue:ts1	pass3	ISSUE	ts1	20	56	coverage_uncertain	warning	4	q:20:56:4							The object suffix in أَرَيْنَٰهُ is translation-relevant, but the supplied Pass 2 row tracks only the 1cp subject agreement and does not provide a XREF for the 3ms object suffix.
ae:v3:s020:057:pass3:issue:ts1	pass3	ISSUE	ts1	20	57	manual_review_needed	warning	2	q:20:57:2							The supplied Pass 2 row labels the first-person plural material in أَجِئْتَنَا as divine_speaker, but the local form also contains a second-person subject in quoted human address, so speaker-role support should not be projected without review.
ae:v3:s020:058:pass3:issue:ts1	pass3	ISSUE	ts1	20	58	manual_review_needed	warning	3	q:20:58:3							The supplied Pass 2 XREF r1 labels 1cp agreement in this quoted challenge as divine_speaker, but the local quotation context makes a human speaker role live and translation-critical.
ae:v3:s020:065:pass3:issue:ts1	pass3	ISSUE	ts1	20	65	upstream_evidence_missing	warning	10	q:20:65:10			r2	ae:v3:s020:065:pass2:xref:r2	i3	ae:v3:s020:065:pass2:impl:i3	Pass 2 labels the 1cp agreement on nakuna as divine_speaker, but Pass 1 places the verb inside qalu quoted speech; translation should review the speaker-role assignment before using it.
ae:v3:s020:069:pass3:issue:ts1	pass3	ISSUE	ts1	20	69	translation_bias_risk	warning	3	q:20:69:3							The phrase ma fi yaminika is grammatically an unnamed relative description; preserve the Arabic description unless supplied evidence requires identifying the object by name.
ae:v3:s020:070:pass3:issue:ts1	pass3	ISSUE	ts1	20	70	upstream_evidence_missing	warning	6	q:20:70:6			r1	ae:v3:s020:070:pass2:xref:r1	i3	ae:v3:s020:070:pass2:impl:i3	Pass 2 labels the 1cp agreement on amanna as divine_speaker, but Pass 1 places it inside the sorcerers' quoted declaration; translation should review the speaker-role assignment before using it.
ae:v3:s020:087:pass3:issue:ts1	pass3	ISSUE	ts1	20	87	coverage_uncertain	warning	9	q:20:87:9							Passive hummilna suppresses the loading agent, but the supplied Pass 2 rows in this range provide subject agreement and not a separate agent-suppression IMPL row.
ae:v3:s020:096:pass3:issue:ts1	pass3	ISSUE	ts1	20	96	translation_bias_risk	warning	13	q:20:96:13							ٱلرَّسُولِ is definite in the supplied Arabic evidence but its real-world identification is not grammatically fixed here; preserve the Arabic description unless supplied evidence fixes the identity.
ae:v3:s020:103:pass3:issue:ts1	pass3	ISSUE	ts1	20	103	coverage_uncertain	warning	6	q:20:103:6							The supplied inputs note عَشْرًا as an omitted counted duration, but no Pass 2 ellipsis row is supplied; target languages may require a supplied time unit.
ae:v3:s020:106:pass3:issue:ts1	pass3	ISSUE	ts1	20	106	coverage_uncertain	warning	2	q:20:106:2							The 3fs object suffix هَا in يَذَرُهَا has no supplied Pass 2 XREF row, although target languages may need to choose or supply its antecedent.
ae:v3:s020:108:pass3:issue:ts1	pass3	ISSUE	ts1	20	108	coverage_uncertain	warning	6	q:20:108:6							The 3ms suffix in لَهُ has no supplied Pass 2 XREF row, although its link to ٱلدَّاعِىَ or the caller's way may affect target-language agreement.
ae:v3:s020:109:pass3:issue:ts1	pass3	ISSUE	ts1	20	109	coverage_uncertain	warning	8	q:20:109:8							The suffixes in لَهُ and لَهُۥ have no supplied Pass 2 XREF rows, although a target language may need to track whether both point to the excepted مَنْ.
ae:v3:s020:110:pass3:issue:ts1	pass3	ISSUE	ts1	20	110	coverage_uncertain	warning	11	q:20:110:11							The 3ms suffix in بِهِۦ has no supplied Pass 2 XREF row, although target languages may need to decide whether it points to the divine knowledge domain or another discourse referent.
ae:v3:s021:039:pass1:issue:s1	pass1	ISSUE	s1	21	39	manual_review_needed	warning	1	q:21:39:1							لَوْ opens an unreal condition, but no visible apodosis appears in this ayah; no elliptical apodosis was invented.
ae:v3:s021:049:pass1:issue:s1	pass1	ISSUE	s1	21	49	schema_limitation	warning	1	q:21:49:1							ٱلَّذِينَ modifies ٱلْمُتَّقِينَ in 21:48, but cross-ayah links are out of scope, so only local coordination is linked.
ae:v3:s021:012:pass3:issue:ts1	pass3	ISSUE	ts1	21	12	coverage_uncertain	warning	7	q:21:12:7							The supplied input flags مِنْهَا as referentially ambiguous, but Pass 2 supplies no XREF candidate row for the suffix; preserve the ambiguity unless the target language forces a choice.
ae:v3:s021:021:pass3:issue:ts1	pass3	ISSUE	ts1	21	21	coverage_uncertain	warning	2	q:21:21:2							Pass 2 marks the 3mp subject of ٱتَّخَذُوا as morphologically present but unresolved, and no supplied XREF candidate fixes the group in this ayah.
ae:v3:s021:026:pass3:issue:ts1	pass3	ISSUE	ts1	21	26	coverage_uncertain	warning	8	q:21:26:8							The supplied rows leave the implicit subject of بَلْ عِبَادٌ مُّكْرَمُونَ to local discourse; preserve the Arabic description without naming the referent beyond the supplied evidence.
ae:v3:s021:082:pass3:issue:ts1	pass3	ISSUE	ts1	21	82	coverage_uncertain	warning	11	q:21:82:11							ذَٰلِكَ can point to the diving or broader preceding activity in the supplied word note, but Pass 2 supplies no XREF row for this demonstrative.
ae:v3:s021:085:pass3:issue:ts1	pass3	ISSUE	ts1	21	85	translation_bias_risk	warning	6	q:21:85:6							ذَا ٱلْكِفْلِ is supplied as a construct title or name, but the supplied Arabic evidence does not grammatically fix a further identity.
ae:v3:s021:085:pass3:issue:ts2	pass3	ISSUE	ts2	21	85	coverage_uncertain	note	2	q:21:85:2							The supplied Pass 1 rows do not emit a clause or frame for the opening accusative list إِسْمَٰعِيلَ وَإِدْرِيسَ وَذَا ٱلْكِفْلِ; review manually if a target language must supply an elided governing verb.
ae:v3:s021:087:pass3:issue:ts1	pass3	ISSUE	ts1	21	87	translation_bias_risk	warning	2	q:21:87:2							ذَا ٱلنُّونِ is a supplied Arabic description, and the named identity commonly attached to it is not grammatically fixed by the supplied rows.
ae:v3:s021:091:pass3:issue:ts1	pass3	ISSUE	ts1	21	91	translation_bias_risk	warning	2	q:21:91:2							ٱلَّتِىٓ is an unnamed feminine relative description in the supplied Arabic evidence; preserve the Arabic description unless supplied evidence grammatically fixes a personal name.
