unit_id	row_kind	source_pass	source_rtype	source_local_id	sura	ayah	support_unit_id	support_type	anchor_wid	anchor_unit_id	clause_raw	clause_unit_id	attachment_raw	attachment_unit_ids	frame_raw	frame_unit_id	xref_raw	xref_unit_ids	implicit_raw	implicit_unit_ids	ellipsis_raw	ellipsis_unit_ids	choice_set_raw	choice_set_unit_id	role	scope	force	construction	source	window	window_relation	window_scope	related_wids	related_word_unit_ids	related_clauses	related_unresolved_wids	related_clause_unit_ids	related_xref_unit_ids	related_unresolved_refs	reading	status	confidence	evidence	translation_instruction	risk	reason
ae:v3:s007:187:pass3:support:t1	support	pass3	SUPPORT	t1	7	187	ae:v3:s007:187:pass3:support:t1	referent_resolution_risk	16	q:7:187:16							r1	ae:v3:s007:187:pass2:xref:r1																							ambiguous	medium	discourse_accessibility	preserve_ambiguity	The restricted pronoun هُوَ should not be resolved to a discourse noun other than the Arabic-licensed exclusive subject.	Pass 2 marks xref r1 ambiguous in the لَا يُجَلِّيهَا ... إِلَّا هُوَ clause.
ae:v3:s007:187:pass3:support:t2	support	pass3	SUPPORT	t2	7	187	ae:v3:s007:187:pass3:support:t2	referent_resolution_risk	29	q:7:187:29							r2	ae:v3:s007:187:pass2:xref:r2																							ambiguous	medium	discourse_accessibility	preserve_ambiguity	The suffix in عَنْهَا should preserve its feminine reference without converting it into an explanatory noun by default.	Pass 2 marks xref r2 ambiguous in the second asking frame.
ae:v3:s007:187:pass3:support:t3	support	pass3	SUPPORT	t3	7	187	ae:v3:s007:187:pass3:support:t3	transfer_risk	40	q:7:187:40					v8	ae:v3:s007:187:pass1:frame:v8																									syntactically_forced	high	morphology	preserve_compression_if_target_language_allows	The absolute لَا يَعْلَمُونَ should not receive an added object unless the target language requires one.	Pass 1 frame v8 has obj=none_absolute and only subject agreement.
ae:v3:s007:187:pass3:support:t4	support	pass3	SUPPORT	t4	7	187	ae:v3:s007:187:pass3:support:t4	surface_force	6	q:7:187:6	c3	ae:v3:s007:187:pass1:clause:c3															imperative														syntactically_forced	high	imperative	preserve_surface_force	The first قُلْ is an imperative reporting command that should govern the following quoted answer.	Pass 1 clause c3 introduces quoted clauses c4 through c7.
ae:v3:s007:187:pass3:support:t5	support	pass3	SUPPORT	t5	7	187	ae:v3:s007:187:pass3:support:t5	scope	7	q:7:187:7	c4	ae:v3:s007:187:pass1:clause:c4														restriction		innama_restriction													syntactically_forced	high	formulaic_construction	preserve_scope	إِنَّمَا عِلْمُهَا عِندَ رَبِّي restricts knowledge of the Hour and should not be rendered as a merely emphatic statement.	Pass 1 clause c4 begins the quoted answer with إِنَّمَا.
ae:v3:s007:187:pass3:support:t6	support	pass3	SUPPORT	t6	7	187	ae:v3:s007:187:pass3:support:t6	scope	11	q:7:187:11	c5	ae:v3:s007:187:pass1:clause:c5	a10	ae:v3:s007:187:pass1:attach:a10												exception															syntactically_forced	high	exception_particle	preserve_scope	لَا يُجَلِّيهَا لِوَقْتِهَا إِلَّا هُوَ must preserve the exclusive subject created by إِلَّا.	Pass 1 attachment a10 marks هُوَ as the restricted subject after إِلَّا.
ae:v3:s007:187:pass3:support:t7	support	pass3	SUPPORT	t7	7	187	ae:v3:s007:187:pass3:support:t7	surface_force	30	q:7:187:30	c10	ae:v3:s007:187:pass1:clause:c10															imperative														syntactically_forced	high	imperative	preserve_surface_force	The second قُلْ introduces a separate quoted answer and should not be merged silently into the previous quotation.	Pass 1 clause c10 is a second reporting imperative with its own quoted complement.
ae:v3:s007:187:pass3:support:t8	support	pass3	SUPPORT	t8	7	187	ae:v3:s007:187:pass3:support:t8	context_window	1	q:7:187:1																				7:187-188	discourse_continuation	intra_surah	1;6;26;30	q:7:187:1;q:7:187:6;q:7:187:26;q:7:187:30							discourse_inferred	high	discourse_sequence	recommend_reading_window	The repeated they ask you and say chain continues into 7:188, affecting person and speaker-role tracking.	The paired يَسْـَٔلُونَكَ and قُلْ frames in 7:187 set up another قُلْ statement in 7:188.
ae:v3:s007:188:pass3:support:t1	support	pass3	SUPPORT	t1	7	188	ae:v3:s007:188:pass3:support:t1	transfer_risk	20	q:7:188:20			a10	ae:v3:s007:188:pass1:attach:a10	v6	ae:v3:s007:188:pass1:frame:v6																									syntactically_forced	high	local_syntax	preserve_compression_if_target_language_allows	ٱسْتَكْثَرْتُ should not be given a separate direct object when the Arabic uses مِنَ ٱلْخَيْرِ as the complement.	Pass 1 frame v6 has obj=none_absolute and prepids=a10.
ae:v3:s007:188:pass3:support:t2	support	pass3	SUPPORT	t2	7	188	ae:v3:s007:188:pass3:support:t2	transfer_risk	35	q:7:188:35					v8	ae:v3:s007:188:pass1:frame:v8																									syntactically_forced	high	morphology	preserve_compression_if_target_language_allows	يُؤْمِنُونَ should preserve its absolute verbal use unless the target language requires an object.	Pass 1 frame v8 has obj=none_absolute with no listed complement.
ae:v3:s007:188:pass3:support:t3	support	pass3	SUPPORT	t3	7	188	ae:v3:s007:188:pass3:support:t3	surface_force	1	q:7:188:1	c1	ae:v3:s007:188:pass1:clause:c1															imperative														syntactically_forced	high	imperative	preserve_surface_force	قُلْ governs the whole quoted statement and should not be translated as narrator prose.	Pass 1 attachment a1 links the full quoted complement to the imperative قُلْ.
ae:v3:s007:188:pass3:support:t4	support	pass3	SUPPORT	t4	7	188	ae:v3:s007:188:pass3:support:t4	scope	2	q:7:188:2	c2	ae:v3:s007:188:pass1:clause:c2	a5	ae:v3:s007:188:pass1:attach:a5												exception															strongly_licensed	high	exception_particle	preserve_scope	The negated possession of benefit and harm is bounded by إِلَّا مَا شَآءَ ٱللَّهُ, so the exception must stay inside the quoted denial.	Pass 1 attachment a5 marks مَا شَآءَ ٱللَّهُ as the excepted element from the negated objects.
ae:v3:s007:188:pass3:support:t5	support	pass3	SUPPORT	t5	7	188	ae:v3:s007:188:pass3:support:t5	scope	14	q:7:188:14	c4	ae:v3:s007:188:pass1:clause:c4														condition															syntactically_forced	high	condition_structure	preserve_scope	The لَوْ counterfactual governs both the increase-in-good and harm-not-touching apodoses.	Pass 1 clauses c4, c5, and c6 are linked as condition and coordinated apodoses.
ae:v3:s007:188:pass3:support:t6	support	pass3	SUPPORT	t6	7	188	ae:v3:s007:188:pass3:support:t6	scope	27	q:7:188:27	c7	ae:v3:s007:188:pass1:clause:c7	a13	ae:v3:s007:188:pass1:attach:a13												restriction															strongly_licensed	high	exception_particle	preserve_scope	إِنْ أَنَا إِلَّا restricts the speaker-role claim to warning and giving good news.	Pass 1 attachment a13 marks أَنَا as restricted by إِلَّا to نَذِيرٌ and its coordinate.
ae:v3:s007:189:pass3:support:t1	support	pass3	SUPPORT	t1	7	189	ae:v3:s007:189:pass3:support:t1	referent_resolution_risk	1	q:7:189:1							r1	ae:v3:s007:189:pass2:xref:r1																							ambiguous	medium	discourse_accessibility	preserve_ambiguity	The initial هُوَ should not be overresolved from the supplied discourse candidate when Arabic marks only a masculine singular pronoun.	Pass 2 marks xref r1 ambiguous and points to an accessible prior expression rather than a local noun.
ae:v3:s007:189:pass3:support:t2	support	pass3	SUPPORT	t2	7	189	ae:v3:s007:189:pass3:support:t2	referent_resolution_risk	9	q:7:189:9							r2	ae:v3:s007:189:pass2:xref:r2																							ambiguous	medium	discourse_accessibility	preserve_ambiguity	The suffix in مِنْهَا should track the feminine source without turning نَفْسٍ وَاحِدَةٍ into a named identity by default.	Pass 2 marks xref r2 ambiguous and its candidate is the adjective وَاحِدَةٍ within the same source phrase.
ae:v3:s007:189:pass3:support:t3	support	pass3	SUPPORT	t3	7	189	ae:v3:s007:189:pass3:support:t3	referent_resolution_risk	13	q:7:189:13							r3	ae:v3:s007:189:pass2:xref:r3																							ambiguous	medium	discourse_accessibility	preserve_ambiguity	The suffix in إِلَيْهَا should preserve the feminine goal of repose without forcing an explanatory antecedent.	Pass 2 marks xref r3 ambiguous while pointing to زَوْجَهَا by accessibility.
ae:v3:s007:189:pass3:support:t4	support	pass3	SUPPORT	t4	7	189	ae:v3:s007:189:pass3:support:t4	referent_resolution_risk	22	q:7:189:22							r4	ae:v3:s007:189:pass2:xref:r4																							ambiguous	medium	discourse_accessibility	preserve_ambiguity	The pronoun in بِهِ should remain tied to the carried load without making the pregnancy object more explicit than Arabic requires.	Pass 2 marks xref r4 ambiguous and cites حَمْلًا as an accessible candidate.
ae:v3:s007:189:pass3:support:t5	support	pass3	SUPPORT	t5	7	189	ae:v3:s007:189:pass3:support:t5	transfer_risk	17	q:7:189:17			a10	ae:v3:s007:189:pass1:attach:a10	v5	ae:v3:s007:189:pass1:frame:v5																									syntactically_forced	high	morphology	preserve_compression_if_target_language_allows	حَمَلَتْ with cognate accusative حَمْلًا should not be translated as if it had a separate patient object.	Pass 1 frame v5 has obj=none_absolute and Pass 1 attachment a10 identifies حَمْلًا as a cognate accusative.
ae:v3:s007:189:pass3:support:t6	support	pass3	SUPPORT	t6	7	189	ae:v3:s007:189:pass3:support:t6	scope	29	q:7:189:29	c10	ae:v3:s007:189:pass1:clause:c10														condition															syntactically_forced	high	condition_structure	preserve_scope	The vow-like لَئِنْ condition must govern لَّنَكُونَنَّ and should remain inside the quoted prayer.	Pass 1 clauses c10 and c11 are the conditional protasis and apodosis within quoted clause c9.
ae:v3:s007:189:pass3:support:t7	support	pass3	SUPPORT	t7	7	189	ae:v3:s007:189:pass3:support:t7	context_window	26	q:7:189:26																				7:189-190	discourse_continuation	intra_surah	26;31	q:7:189:26;q:7:189:31							discourse_inferred	high	cross_ayah_continuity	recommend_reading_window	The dual prayer in 7:189 continues into the dual making-partners clause in 7:190, so translation should track the same pair across the ayah boundary.	دَعَوَا and ءَاتَيْتَنَا in 7:189 set up the dual suffixes and جَعَلَا in 7:190.
ae:v3:s007:190:pass3:support:t1	support	pass3	SUPPORT	t1	7	190	ae:v3:s007:190:pass3:support:t1	referent_resolution_risk	6	q:7:190:6							r1	ae:v3:s007:190:pass2:xref:r1																							ambiguous	medium	discourse_accessibility	preserve_ambiguity	The pronoun in لَهُۥ should not be resolved beyond the Arabic-licensed recipient of the partners-making clause.	Pass 2 marks xref r1 ambiguous and offers only an agreement-compatible candidate.
ae:v3:s007:190:pass3:support:t2	support	pass3	SUPPORT	t2	7	190	ae:v3:s007:190:pass3:support:t2	referent_resolution_risk	8	q:7:190:8							r2	ae:v3:s007:190:pass2:xref:r2																							ambiguous	medium	discourse_accessibility	preserve_ambiguity	The fused فِيمَا phrase should keep the relative scope of what was given and not become a vague location phrase.	Pass 2 marks xref r2 ambiguous and Pass 1 clause c3 treats مَا as a relative pronoun.
ae:v3:s007:190:pass3:support:t3	support	pass3	SUPPORT	t3	7	190	ae:v3:s007:190:pass3:support:t3	referent_resolution_risk	13	q:7:190:13							r3	ae:v3:s007:190:pass2:xref:r3																							ambiguous	medium	discourse_accessibility	preserve_ambiguity	The fused عَمَّا phrase should preserve the relative object of يُشْرِكُونَ without lexicalizing an extra antecedent.	Pass 2 marks xref r3 ambiguous and Pass 1 attachment a10 treats مَا as the object of يُشْرِكُونَ.
ae:v3:s007:190:pass3:support:t4	support	pass3	SUPPORT	t4	7	190	ae:v3:s007:190:pass3:support:t4	context_window	1	q:7:190:1																				7:189-190	discourse_continuation	intra_surah	3;5	q:7:190:3;q:7:190:5							discourse_inferred	high	cross_ayah_continuity	recommend_reading_window	The dual suffixes in ءَاتَىٰهُمَا and جَعَلَا depend on the pair introduced in 7:189.	7:190 opens with the response to the 7:189 conditional prayer and reuses the dual participants.
ae:v3:s007:190:pass3:support:t5	support	pass3	SUPPORT	t5	7	190	ae:v3:s007:190:pass3:support:t5	construction_unit	8	q:7:190:8	c3	ae:v3:s007:190:pass1:clause:c3	a5;a7	ae:v3:s007:190:pass1:attach:a5;ae:v3:s007:190:pass1:attach:a7														fused_preposition_relative	فِي plus مَا												syntactically_forced	high	relative_clause	avoid_lexicalizing_particle_twice	فِيمَآ should not be translated as both a preposition and a separate redundant what if the target language uses one relative construction.	Pass 1 marks مَا in فِيمَآ as both governed by فِي and the object of ءَاتَىٰهُمَا.
ae:v3:s007:190:pass3:support:t6	support	pass3	SUPPORT	t6	7	190	ae:v3:s007:190:pass3:support:t6	construction_unit	13	q:7:190:13	c5	ae:v3:s007:190:pass1:clause:c5	a9;a10	ae:v3:s007:190:pass1:attach:a9;ae:v3:s007:190:pass1:attach:a10														fused_preposition_relative	عَن plus مَا												syntactically_forced	high	relative_clause	avoid_lexicalizing_particle_twice	عَمَّا should preserve the prepositional relative object without duplicating from and what in a target language that fuses them.	Pass 1 marks مَا in عَمَّا as governed by عَن and as the object of يُشْرِكُونَ.
ae:v3:s007:191:pass3:support:t1	support	pass3	SUPPORT	t1	7	191	ae:v3:s007:191:pass3:support:t1	referent_resolution_risk	7	q:7:191:7							r1	ae:v3:s007:191:pass2:xref:r1																							ambiguous	medium	discourse_accessibility	preserve_ambiguity	The plural pronoun may need an explicit referent in translation, but the Arabic does not supply a same-ayah noun for it.	Pass 2 marks هُمْ in 7:191 r1 ambiguous and cites an accessible candidate from 7:189.
ae:v3:s007:191:pass3:support:t2	support	pass3	SUPPORT	t2	7	191	ae:v3:s007:191:pass3:support:t2	surface_force			c1	ae:v3:s007:191:pass1:clause:c1															rhetorical_question_candidate														strongly_licensed	high	interrogative_continuity	preserve_surface_force	Flattening the opening interrogative into a plain statement would lose the challenge force of the clause.	أَيُشْرِكُونَ opens the ayah as an interrogative while Pass 1 analyzes c1 as the main clause.
ae:v3:s007:191:pass3:support:t3	support	pass3	SUPPORT	t3	7	191	ae:v3:s007:191:pass3:support:t3	scope			c2	ae:v3:s007:191:pass1:clause:c2														negation															syntactically_forced	high	local_syntax	preserve_scope	The negation belongs inside the relative clause over creating anything, not over the main act of associating.	Pass 1 c2 makes لَا يَخْلُقُ شَيْـًٔا the relative clause modifying مَا.
ae:v3:s007:191:pass3:support:t4	support	pass3	SUPPORT	t4	7	191	ae:v3:s007:191:pass3:support:t4	construction_unit			c3	ae:v3:s007:191:pass1:clause:c3																circumstantial_contrast													strongly_licensed	high	local_syntax	preserve_argument_role	The contrastive circumstance should keep the associated beings as created entities rather than becoming a separate unrelated statement.	Pass 1 links وَهُمْ يُخْلَقُونَ to c1 as a circumstantial contrast.
ae:v3:s007:191:pass3:support:t5	support	pass3	SUPPORT	t5	7	191	ae:v3:s007:191:pass3:support:t5	context_window	7	q:7:191:7							r1	ae:v3:s007:191:pass2:xref:r1												7:189-198	pericope	intra_surah	7	q:7:191:7							discourse_inferred	medium	discourse_continuity	recommend_reading_window	Resolving the plural pronoun from 7:191 alone may force a narrower referent than the discourse permits.	The ambiguous plural pronoun in 7:191 is tracked by Pass 2 through prior discourse, so the short pericope is needed before choosing an explicit referent.
ae:v3:s007:192:pass3:support:t1	support	pass3	SUPPORT	t1	7	192	ae:v3:s007:192:pass3:support:t1	referent_resolution_risk	5	q:7:192:5							r1	ae:v3:s007:192:pass2:xref:r1																							ambiguous	medium	discourse_accessibility	preserve_ambiguity	The beneficiary pronoun may need an explicit noun in translation, but Pass 2 keeps its antecedent discourse-open.	Pass 2 marks هُمْ in 7:192 r1 ambiguous and cites a prior candidate rather than a same-ayah antecedent.
ae:v3:s007:192:pass3:support:t2	support	pass3	SUPPORT	t2	7	192	ae:v3:s007:192:pass3:support:t2	scope			c1	ae:v3:s007:192:pass1:clause:c1														negation									c1;c2		ae:v3:s007:192:pass1:clause:c1;ae:v3:s007:192:pass1:clause:c2				strongly_licensed	high	parallelism	preserve_scope	The repeated negation covers both inability to help others and inability to help themselves.	Pass 1 links c2 to c1 by coordination, with لَا in both clauses.
ae:v3:s007:192:pass3:support:t3	support	pass3	SUPPORT	t3	7	192	ae:v3:s007:192:pass3:support:t3	construction_unit	9	q:7:192:9			a3	ae:v3:s007:192:pass1:attach:a3														fronted_object													syntactically_forced	high	word_order	preserve_argument_role	The fronted object should keep self-help as the focused object rather than being read as a new subject.	Pass 1 a3 analyzes أَنفُسَهُمْ as the fronted direct object of يَنصُرُونَ.
ae:v3:s007:193:pass3:support:t1	support	pass3	SUPPORT	t1	7	193	ae:v3:s007:193:pass3:support:t1	scope			c1	ae:v3:s007:193:pass1:clause:c1														condition									c1;c2		ae:v3:s007:193:pass1:clause:c1;ae:v3:s007:193:pass1:clause:c2				syntactically_forced	high	condition_structure	preserve_scope	The negated following clause must remain the apodosis of the condition rather than an independent general statement.	Pass 1 links إِن تَدْعُوهُمْ إِلَى ٱلْهُدَىٰ with لَا يَتَّبِعُوكُمْ as condition and apodosis.
ae:v3:s007:193:pass3:support:t2	support	pass3	SUPPORT	t2	7	193	ae:v3:s007:193:pass3:support:t2	semantic_role	5	q:7:193:5			a2	ae:v3:s007:193:pass1:attach:a2	v1	ae:v3:s007:193:pass1:frame:v1									goal				verb plus إِلَى complement												syntactically_forced	high	selectional_syntax	preserve_argument_role	The إِلَى phrase marks the goal of calling, so a target language should not treat guidance as a mere location.	Pass 1 a2 governs ٱلْهُدَىٰ by إِلَى as complement of تَدْعُوهُمْ.
ae:v3:s007:193:pass3:support:t3	support	pass3	SUPPORT	t3	7	193	ae:v3:s007:193:pass3:support:t3	construction_unit	8	q:7:193:8																		equality_alternatives							c3;c4;c5		ae:v3:s007:193:pass1:clause:c3;ae:v3:s007:193:pass1:clause:c4;ae:v3:s007:193:pass1:clause:c5				strongly_licensed	high	comparative_construction	preserve_scope	The equality construction makes calling them and remaining silent equivalent, so translations should preserve the two live alternatives.	Pass 1 a7 makes أَدَعَوْتُمُوهُمْ أَمْ أَنْتُمْ صَامِتُونَ the complement of سَوَآءٌ.
ae:v3:s007:193:pass3:support:t4	support	pass3	SUPPORT	t4	7	193	ae:v3:s007:193:pass3:support:t4	surface_force			c4	ae:v3:s007:193:pass1:clause:c4															interrogative								c4;c5		ae:v3:s007:193:pass1:clause:c4;ae:v3:s007:193:pass1:clause:c5				strongly_licensed	high	interrogative_continuity	preserve_surface_force	The embedded alternative question should not be collapsed into a simple declarative contrast.	أَدَعَوْتُمُوهُمْ begins the first alternative and Pass 1 coordinates أَنْتُمْ صَامِتُونَ after أَمْ.
ae:v3:s007:194:pass3:support:t1	support	pass3	SUPPORT	t1	7	194	ae:v3:s007:194:pass3:support:t1	ambiguity_note	8	q:7:194:8			a6;a7	ae:v3:s007:194:pass1:attach:a6;ae:v3:s007:194:pass1:attach:a7									cs1	ae:v3:s007:194:pass1:cs:cs1																	ambiguous	medium	local_syntax	target_language_may_force_choice	Target languages may have to decide whether أَمْثَالُكُمْ modifies عِبَادٌ or functions as a second predicate.	Pass 1 marks a6 and a7 as mutually exclusive readings in choice set cs1.
ae:v3:s007:194:pass3:support:t2	support	pass3	SUPPORT	t2	7	194	ae:v3:s007:194:pass3:support:t2	construction_unit			c1	ae:v3:s007:194:pass1:clause:c1																inna_clause													syntactically_forced	high	local_syntax	preserve_scope	The إِنَّ frame should keep the assertion about those called besides Allah as a single predicative unit.	Pass 1 c1 analyzes إِنَّ ٱلَّذِينَ ... عِبَادٌ أَمْثَالُكُمْ as one inna clause.
ae:v3:s007:194:pass3:support:t3	support	pass3	SUPPORT	t3	7	194	ae:v3:s007:194:pass3:support:t3	surface_force			c3	ae:v3:s007:194:pass1:clause:c3															imperative														strongly_licensed	high	imperative	preserve_surface_force	The command to call them functions as a challenge and should not be softened into a neutral report.	Pass 1 c3 identifies فَٱدْعُوهُمْ as the result clause after the declaration.
ae:v3:s007:194:pass3:support:t4	support	pass3	SUPPORT	t4	7	194	ae:v3:s007:194:pass3:support:t4	surface_force			c4	ae:v3:s007:194:pass1:clause:c4															jussive_command														strongly_licensed	high	imperative	preserve_surface_force	The command lām in فَلْيَسْتَجِيبُوا should remain a demanded response, not a predictive future.	Pass 1 a9 says يَسْتَجِيبُوا is governed by the command lām.
ae:v3:s007:194:pass3:support:t5	support	pass3	SUPPORT	t5	7	194	ae:v3:s007:194:pass3:support:t5	scope			c5	ae:v3:s007:194:pass1:clause:c5														condition															strongly_licensed	high	condition_structure	preserve_scope	The truthfulness condition constrains the challenge and should not be detached as a separate assertion.	Pass 1 c5 conditions the challenge on إِن كُنتُمْ صَادِقِينَ.
ae:v3:s007:194:pass3:support:t6	support	pass3	SUPPORT	t6	7	194	ae:v3:s007:194:pass3:support:t6	referent_resolution_risk	14	q:7:194:14							r1	ae:v3:s007:194:pass2:xref:r1																							strongly_licensed	high	speech_role	target_language_may_require_resolution	The second-person plural suffix may need explicit addressee tracking in target languages with less recoverable discourse roles.	Pass 2 resolves لَكُمْ in r1 to direct_addressees by speech role.
ae:v3:s007:194:pass3:alt:t1.x1	alt	pass3	ALT	t1.x1	7	194	ae:v3:s007:194:pass3:support:t1																																	أَمْثَالُكُمْ describes عِبَادٌ adjectivally as servants like you.	ambiguous					
ae:v3:s007:194:pass3:alt:t1.x2	alt	pass3	ALT	t1.x2	7	194	ae:v3:s007:194:pass3:support:t1																																	أَمْثَالُكُمْ stands as a second predicate under إِنَّ.	ambiguous					
ae:v3:s007:195:pass3:support:t1	support	pass3	SUPPORT	t1	7	195	ae:v3:s007:195:pass3:support:t1	referent_resolution_risk	1	q:7:195:1							r1	ae:v3:s007:195:pass2:xref:r1																							ambiguous	medium	discourse_accessibility	preserve_ambiguity	The possessor in أَلَهُمْ may need an explicit referent, but Pass 2 does not resolve it to a same-ayah noun.	Pass 2 marks 7:195 r1 ambiguous and cites an accessible candidate from 7:194.
ae:v3:s007:195:pass3:support:t2	support	pass3	SUPPORT	t2	7	195	ae:v3:s007:195:pass3:support:t2	referent_resolution_risk	4	q:7:195:4							r2	ae:v3:s007:195:pass2:xref:r2																							ambiguous	medium	discourse_accessibility	preserve_ambiguity	The feminine suffix in بِهَا should track the faculty noun without being over-resolved to a broader participant.	Pass 2 marks 7:195 r2 ambiguous and cites أَرْجُلٌ as an agreement-compatible candidate.
ae:v3:s007:195:pass3:support:t3	support	pass3	SUPPORT	t3	7	195	ae:v3:s007:195:pass3:support:t3	referent_resolution_risk	6	q:7:195:6							r3	ae:v3:s007:195:pass2:xref:r3																							ambiguous	medium	discourse_accessibility	preserve_ambiguity	The possessor in the repeated لَهُمْ construction may need an explicit noun, but the Arabic keeps it pronominal.	Pass 2 marks 7:195 r3 ambiguous and cites an earlier accessible candidate.
ae:v3:s007:195:pass3:support:t4	support	pass3	SUPPORT	t4	7	195	ae:v3:s007:195:pass3:support:t4	referent_resolution_risk	7	q:7:195:7							r4	ae:v3:s007:195:pass2:xref:r4																							ambiguous	medium	discourse_accessibility	preserve_ambiguity	The independent pronoun in the repeated possessive question may force a target-language referent choice that the Arabic leaves implicit.	Pass 2 marks 7:195 r4 ambiguous and gives only a discourse-accessible candidate.
ae:v3:s007:195:pass3:support:t5	support	pass3	SUPPORT	t5	7	195	ae:v3:s007:195:pass3:support:t5	transfer_risk	15	q:7:195:15					v3	ae:v3:s007:195:pass1:frame:v3																									surface_form	high	morphology	target_language_may_require_supplied_word	The absolute seeing verb has no direct object in Pass 1, so some target languages may need a supplied object while Arabic stays compressed.	Pass 1 frame v3 has obj=none_absolute for يُبْصِرُونَ with only the بِهَا complement.
ae:v3:s007:195:pass3:support:t6	support	pass3	SUPPORT	t6	7	195	ae:v3:s007:195:pass3:support:t6	transfer_risk	21	q:7:195:21					v4	ae:v3:s007:195:pass1:frame:v4																									surface_form	high	morphology	target_language_may_require_supplied_word	The absolute hearing verb has no direct object in Pass 1, so translations should avoid inventing a more specific heard object unless required.	Pass 1 frame v4 has obj=none_absolute for يَسْمَعُونَ with only the بِهَا complement.
ae:v3:s007:195:pass3:support:t7	support	pass3	SUPPORT	t7	7	195	ae:v3:s007:195:pass3:support:t7	surface_force			c1	ae:v3:s007:195:pass1:clause:c1															rhetorical_question_candidate								c1;c3;c5;c7		ae:v3:s007:195:pass1:clause:c1;ae:v3:s007:195:pass1:clause:c3;ae:v3:s007:195:pass1:clause:c5;ae:v3:s007:195:pass1:clause:c7				strongly_licensed	high	parallelism	preserve_surface_force	The repeated body-part questions function as a challenge and should not be flattened into neutral inventory statements.	Pass 1 analyzes four coordinated possessive interrogative clauses across c1, c3, c5, and c7.
ae:v3:s007:195:pass3:support:t8	support	pass3	SUPPORT	t8	7	195	ae:v3:s007:195:pass3:support:t8	construction_unit	2	q:7:195:2																		coordinated_repeated_predicates							c1;c2;c3;c4;c5;c6;c7;c8		ae:v3:s007:195:pass1:clause:c1;ae:v3:s007:195:pass1:clause:c2;ae:v3:s007:195:pass1:clause:c3;ae:v3:s007:195:pass1:clause:c4;ae:v3:s007:195:pass1:clause:c5;ae:v3:s007:195:pass1:clause:c6;ae:v3:s007:195:pass1:clause:c7;ae:v3:s007:195:pass1:clause:c8				strongly_licensed	high	parallelism	preserve_argument_role	The four faculty tests should stay parallel so the walking, grasping, seeing, and hearing clauses do not become unrelated attributes.	Pass 1 repeats the same possessive question plus relative faculty pattern across the ayah.
ae:v3:s007:195:pass3:support:t9	support	pass3	SUPPORT	t9	7	195	ae:v3:s007:195:pass3:support:t9	scope			c10	ae:v3:s007:195:pass1:clause:c10	a17	ae:v3:s007:195:pass1:attach:a17												quotation									c10;c11;c12;c13		ae:v3:s007:195:pass1:clause:c10;ae:v3:s007:195:pass1:clause:c11;ae:v3:s007:195:pass1:clause:c12;ae:v3:s007:195:pass1:clause:c13				syntactically_forced	high	quotation	preserve_scope	The commands after قُلِ must remain inside the quoted utterance rather than becoming narrator-side commands.	Pass 1 a17 makes ٱدْعُوا شُرَكَاءَكُمْ ثُمَّ كِيدُونِ فَلَا تُنظِرُونِ the quoted complement of قُلِ.
ae:v3:s007:195:pass3:support:t10	support	pass3	SUPPORT	t10	7	195	ae:v3:s007:195:pass3:support:t10	surface_force			c11	ae:v3:s007:195:pass1:clause:c11															imperative								c11;c12		ae:v3:s007:195:pass1:clause:c11;ae:v3:s007:195:pass1:clause:c12				strongly_licensed	high	imperative	preserve_surface_force	The quote contains direct imperatives, so a target rendering should preserve the challenge rather than report the actions indirectly.	Pass 1 c11 and c12 analyze ٱدْعُوا and كِيدُونِ as sequential verbal clauses inside the quote.
ae:v3:s007:195:pass3:support:t11	support	pass3	SUPPORT	t11	7	195	ae:v3:s007:195:pass3:support:t11	surface_force			c13	ae:v3:s007:195:pass1:clause:c13															prohibition														strongly_licensed	high	imperative	preserve_surface_force	The final prohibition should remain a no-delay challenge rather than a descriptive negation.	Pass 1 c13 gives فَلَا تُنظِرُونِ as the result clause after كِيدُونِ.
ae:v3:s007:196:pass3:support:t1	support	pass3	SUPPORT	t1	7	196	ae:v3:s007:196:pass3:support:t1	referent_resolution_risk	8	q:7:196:8							r1	ae:v3:s007:196:pass2:xref:r1																							ambiguous	medium	discourse_accessibility	preserve_ambiguity	The pronoun هُوَ may need explicit reference in translation, but Pass 2 marks its antecedent ambiguous.	Pass 2 r1 cites an agreement-compatible candidate while keeping the pronoun unresolved.
ae:v3:s007:196:pass3:support:t2	support	pass3	SUPPORT	t2	7	196	ae:v3:s007:196:pass3:support:t2	construction_unit			c1	ae:v3:s007:196:pass1:clause:c1																inna_clause													syntactically_forced	high	local_syntax	preserve_scope	The claim about guardianship should remain bound to the إِنَّ predication rather than split into separate assertions.	Pass 1 c1 analyzes إِنَّ وَلِيِّىَ ٱللَّهُ with the relative description as one inna clause.
ae:v3:s007:196:pass3:support:t3	support	pass3	SUPPORT	t3	7	196	ae:v3:s007:196:pass3:support:t3	scope			c2	ae:v3:s007:196:pass1:clause:c2														relative_clause															syntactically_forced	high	relative_clause	preserve_scope	The relative clause identifies ٱللَّهُ by the act of sending down the Book and should not attach to وَلِيِّىَ.	Pass 1 c2 modifies ٱللَّهُ through ٱلَّذِى نَزَّلَ ٱلْكِتَابَ.
