root_arabic	form_tag	form_tag_available	instance_count	total_attach	partner_count	top_partner_root	top_partner_form_tag	top_partner_count	top_partner_ratio	constraint_ratio	collocation_entropy	batch_count	low_occurrence
د ي ن	NOUN_PASSIVE_PART	True	2	1	1	غ ي ر	EXCEPT_NOUN	1	1.0	0.5	0.0	2	True
د ي ن	NOUN_PROP	True	11	8	5	أ ه ل	NOUN_CONCRETE	3	0.375	0.273	2.156	7	False
د ي ن	NOUN_RELATIVE	True	2	2	2	خ ل ص	NOUN_ACTIVE_PART	1	0.5	0.5	1.0	2	True
د ي ن	PV:VI	True	1	2	2	أ ج ل	NOUN_ABSTRACT	1	0.5	1.0	1.0	1	True
ذ أ ب	NOUN_CONCRETE	True	3	3	2	أ ك ل	PV:I	2	0.667	0.667	0.918	1	True
ذ أ م	NOUN_PASSIVE_PART	True	1	1	1	خ ر ج	CV:I	1	1.0	1.0	0.0	1	True
ذ ب ب	NOUN_CONCRETE	True	2	2	2	خ ل ق	IV:I	1	0.5	0.5	1.0	1	True
ذ ب ح	IV:I	True	3	1	1	ب ق ر	NOUN_CONCRETE	1	1.0	0.333	0.0	3	True
ذ ب ح	IV:II	True	3	7	3	ب ن ي	NOUN_CONCRETE	3	0.429	1.0	1.449	3	True
ذ ب ح	NOUN_CONCRETE	True	1	2	2	ع ظ م	ADJ_QUALIT	1	0.5	1.0	1.0	1	True
ذ ب ح	PV_PASS:I	True	1	1	1	ن ص ب	GERUND	1	1.0	1.0	0.0	1	True
ذ ب ذ ب	NOUN_PASSIVE_PART	True	1	1	1	ب ي ن	ADV	1	1.0	1.0	0.0	1	True
ذ ر أ / ذ ر ر	GERUND_PROFESSION	True	3	4	3	ح س ن	NOUN_ACTIVE_PART	2	0.5	0.667	1.5	3	True
ذ ر أ	PV:I	True	5	8	5	أ ر ض	NOUN_CONCRETE	3	0.375	0.6	2.156	5	False
ذ ر ر / ذ ر أ	GERUND_PROFESSION	True	1	2	2	ب ق ي	NOUN_ACTIVE_PART	1	0.5	1.0	1.0	1	True
ذ ر ر	GERUND_PROFESSION	True	2	2	2	أ ب و	NOUN_CONCRETE	1	0.5	0.5	1.0	2	True
ذ ر ر	NOUN_CONCRETE	True	2	2	1	ث ق ل	NOUN_ABSTRACT	2	1.0	1.0	0.0	1	True
ذ ر ع	GERUND	True	2	2	1	ض ي ق	PV:I	2	1.0	1.0	0.0	2	True
ذ ر ع	NOUN_ABSTRACT	True	2	3	2	س ب ع	NOUN_NUM	2	0.667	1.0	0.918	1	True
ذ ر ع	NOUN_CONCRETE	True	1	1	1	ب س ط	NOUN_ACTIVE_PART	1	1.0	1.0	0.0	1	True
ذ ر و	GERUND	True	1	1	1	ذ ر و	NOUN_ACTIVE_PART	1	1.0	1.0	0.0	1	True
ذ ر و	IV:I	True	1	2	2	ر و ح	NOUN_ABSTRACT	1	0.5	1.0	1.0	1	True
ذ ر و	NOUN_ACTIVE_PART	True	1	1	1	ذ ر و	GERUND	1	1.0	1.0	0.0	1	True
ذ ع ن	NOUN_ACTIVE_PART	True	1	1	1	أ ت ي	IV:I	1	1.0	1.0	0.0	1	True
ذ ق ن	NOUN_CONCRETE	True	3	2	1	خ ر ر	IV:I	2	1.0	0.667	0.0	2	True
ذ ك ر	CV:I	True	48	72	36	ن ع م	NOUN_ABSTRACT	12	0.167	0.25	4.63	17	False
ذ ك ر	CV:II	True	7	4	4	خ ر ج	PV:IV	1	0.25	0.143	2.0	7	False
ذ ك ر	GERUND	True	90	125	78	أ ل ه	NOUN_PROP	11	0.088	0.122	5.919	43	False
ذ ك ر	IV:I	True	16	20	17	س م و	NOUN_ABSTRACT	3	0.15	0.188	3.984	13	False
ذ ك ر	IV:II	True	1	2	2	أ خ ر	ADJ_COMP	1	0.5	1.0	1.0	1	True
ذ ك ر	IV:V	True	49	20	10	أ و ل	NOUN_CONCRETE	6	0.3	0.122	2.946	33	False
ذ ك ر	IV_PASS:I	True	4	6	3	س م و	NOUN_ABSTRACT	4	0.667	1.0	1.252	4	True
ذ ك ر	NOUN_ABSTRACT	True	16	10	9	ن ف ع	IV:I	2	0.2	0.125	3.122	15	False
ذ ك ر	NOUN_ACTIVE_PART	True	10	4	4	أ ل ه	NOUN_PROP	1	0.25	0.1	2.0	4	False
ذ ك ر	NOUN_CONCRETE	True	20	35	18	أ ن ث	NOUN_CONCRETE	12	0.343	0.6	3.5	13	False
ذ ك ر	NOUN_PASSIVE_PART	True	1	1	1	ش ي ء	NOUN_ABSTRACT	1	1.0	1.0	0.0	1	True
ذ ك ر	PV:I	True	10	15	11	أ ل ه	NOUN_PROP	3	0.2	0.3	3.273	10	False
ذ ك ر	PV:II	True	2	5	4	أ ي ي	NOUN_ABSTRACT	2	0.4	1.0	1.922	2	True
ذ ك ر	PV:VIII	True	1	2	2	ب ع د	ADV	1	0.5	1.0	1.0	1	True
ذ ك ر	PV_PASS:I	True	7	8	5	أ ل ه	NOUN_PROP	3	0.375	0.429	2.156	5	False
ذ ك ر	PV_PASS:II	True	8	1	1	أ ي ي	NOUN_ABSTRACT	1	1.0	0.125	0.0	7	False
ذ ل ك		False	12	9	8	ج ز ي	GERUND	2	0.222	0.167	2.948	3	False
ذ ل ل	ADJ_COMP	True	2	1	1	خ ر ج	IV:I	1	1.0	0.5	0.0	2	True
ذ ل ل	ADJ_QUALIT	True	6	6	5	ج ع ل	PV:I	2	0.333	0.333	2.252	5	False
ذ ل ل	GERUND	True	11	12	9	ر ه ق	IV:IV	3	0.25	0.273	3.022	9	False
ذ ل ل	IV:I	True	1	1	1	خ ز ي	IV:I	1	1.0	1.0	0.0	1	True
ذ ل ل	IV:IV	True	1	1	1	ع ز ز	IV:IV	1	1.0	1.0	0.0	1	True
ذ ل ل	PV_PASS:II	True	1	3	3	د ن و	NOUN_ACTIVE_PART	1	0.333	1.0	1.585	1	True
ذ م م	NOUN_PASSIVE_PART	True	3	4	4	خ ذ ل	NOUN_PASSIVE_PART	1	0.25	0.333	2.0	2	True
ذ ن ب	GERUND	True	1	1	1	غ ف ر	NOUN_ACTIVE_PART	1	1.0	1.0	0.0	1	True
ذ ن ب	NOUN_ABSTRACT	True	37	40	19	غ ف ر	IV:I	8	0.2	0.216	3.903	25	False
ذ ن ب	NOUN_CONCRETE	True	1	1	1	ع ر ف	PV:VIII	1	1.0	1.0	0.0	1	True
ذ ه ب	CV:I	True	12	9	7	أ ي ي	NOUN_ABSTRACT	2	0.222	0.167	2.725	8	False
ذ ه ب	GERUND	True	1	1	1	ق د ر	NOUN_ACTIVE_PART	1	1.0	1.0	0.0	1	True
ذ ه ب	IV:I	True	14	13	13	أ ت ي	IV:I	1	0.077	0.071	3.7	11	False
ذ ه ب	IV:IV	True	7	9	8	أ ت ي	IV:I	2	0.222	0.286	2.948	7	False
ذ ه ب	NOUN_ACTIVE_PART	True	1	1	1	ر ب ب	NOUN_CONCRETE	1	1.0	1.0	0.0	1	True
ذ ه ب	NOUN_CONCRETE	True	6	8	5	س و ر	NOUN_CONCRETE	3	0.375	0.5	2.156	5	False
ذ ه ب	PV:I	True	13	22	20	أ ل ه	NOUN_PROP	2	0.091	0.154	4.278	10	False
ذ ه ب	PV:IV	True	2	5	5	ح ز ن	GERUND	1	0.2	0.5	2.322	2	True
ذ ه ل	IV:I	True	1	3	3	ر أ ي	IV:I	1	0.333	1.0	1.585	1	True
ذ و د	IV:I	True	1	1	1	م ر أ	NOUN_CONCRETE	1	1.0	1.0	0.0	1	True
ذ و ر	CV:I	True	1	1	1	ق و ل	IV:I	1	1.0	1.0	0.0	1	True
ذ و ق	CV:I	True	24	26	9	ع ذ ب	NOUN_ABSTRACT	9	0.346	0.375	2.714	17	False
ذ و ق	IV:I	True	8	10	9	ع ذ ب	NOUN_ABSTRACT	2	0.2	0.25	3.122	7	False
ذ و ق	IV:IV	True	11	20	13	ع ذ ب	NOUN_ABSTRACT	6	0.3	0.545	3.346	8	False
ذ و ق	NOUN_ACTIVE_PART	True	5	7	3	ك ل ل	NOUN_ABSTRACT	3	0.429	0.6	1.449	4	False
ذ و ق	PV:I	True	5	7	5	و ب ل	GERUND	3	0.429	0.6	2.128	5	False
ذ و ق	PV:IV	True	10	21	11	ر ح م	GERUND	6	0.286	0.6	3.082	8	False
ذ و و	NOUN_ABSTRACT	True	27	56	31	ص د ر	NOUN_CONCRETE	12	0.214	0.444	4.15	22	False
ذ و و	NOUN_CONCRETE	True	8	17	16	ق ر ن	NOUN_CONCRETE	2	0.118	0.25	3.97	4	False
ذ و و	NOUN_FIVE	True	76	148	80	ف ض ل	GERUND	14	0.095	0.184	5.789	40	False
ر أ س	NOUN_CONCRETE	True	17	20	20	أ خ ذ	IV:I	1	0.05	0.059	4.322	15	False
ر أ س	NOUN_RELATIVE	True	1	1	1	ف و ق	ADV	1	1.0	1.0	0.0	1	True
ر أ ف	ADJ_QUALIT	True	11	10	6	أ ل ه	NOUN_PROP	2	0.2	0.182	2.522	8	False
ر أ ف	GERUND	True	2	4	4	أ خ ذ	IV:I	1	0.25	0.5	2.0	2	True
ر أ ي	CV:IV	True	8	10	8	ر ب ب	NOUN_CONCRETE	3	0.3	0.375	2.846	7	False
ر أ ي	GERUND	True	8	13	10	أ ن س	NOUN_CONCRETE	3	0.231	0.375	3.181	8	False
ر أ ي	IV:I	True	155	110	71	ع ذ ب	GERUND	5	0.045	0.032	5.961	56	False
ر أ ي	IV:III	True	2	1	1	أ ن س	NOUN_CONCRETE	1	1.0	0.5	0.0	2	True
ر أ ي	IV:IV	True	46	67	44	أ ي ي	NOUN_ABSTRACT	12	0.179	0.261	5.036	28	False
ر أ ي	NOUN_ABSTRACT	True	5	6	6	أ ث ث	NOUN_CONCRETE	1	0.167	0.2	2.585	2	False
ر أ ي	PV:I	True	93	76	48	ق ل ل	CV:I	9	0.118	0.097	5.201	44	False
ر أ ي	PV:IV	True	5	4	3	أ ي ي	NOUN_ABSTRACT	2	0.5	0.4	1.5	5	False
ر أ ي	PV:VI	True	2	2	2	ج م ع	NOUN_CONCRETE	1	0.5	0.5	1.0	2	True
ر ب ب	IV:II	True	1	2	2	ل ب ث	PV:I	1	0.5	1.0	1.0	1	True
ر ب ب	NOUN_CONCRETE	True	969	1079	352	ق و ل	PV:I	94	0.087	0.097	7.326	94	False
ر ب ب	NOUN_RELATIVE	True	4	6	6	ح ب ر	NOUN_CONCRETE	1	0.167	0.25	2.585	2	True
ر ب ب	PV:I	True	2	3	2	ه ز ز	PV:VIII	2	0.667	1.0	0.918	2	True
ر ب ح	PV:I	True	1	2	2	ت ج ر	GERUND	1	0.5	1.0	1.0	1	True
ر ب ص	CV:V	True	1	1	1	ق ل ل	CV:I	1	1.0	1.0	0.0	1	True
ر ب ص	GERUND	True	1	1	1	ر ب ع	NOUN_NUM	1	1.0	1.0	0.0	1	True
ر ب ص	IV:V	True	7	9	8	ن ف س	NOUN_ABSTRACT	2	0.222	0.286	2.948	4	False
ر ب ص	NOUN_ACTIVE_PART	True	3	3	2	م ع ع	ADV	2	0.667	0.667	0.918	3	True
ر ب ص	PV:V	True	5	1	1	ف ت ن	PV:I	1	1.0	0.2	0.0	4	False
ر ب ط	CV:III	True	1	1	1	ص ب ر	CV:I	1	1.0	1.0	0.0	1	True
ر ب ط	IV:I	True	2	4	3	ق ل ب	NOUN_ABSTRACT	2	0.5	1.0	1.5	2	True
ر ب ط	NOUN_CONCRETE	True	1	2	2	خ ي ل	NOUN_CONCRETE	1	0.5	1.0	1.0	1	True
ر ب ط	PV:I	True	1	1	1	ق ل ب	NOUN_CONCRETE	1	1.0	1.0	0.0	1	True
ر ب ع	NOUN_ABSTRACT	True	2	1	1	ب ع د	NOUN_ABSTRACT	1	1.0	0.5	0.0	1	True
ر ب ع	NOUN_ACTIVE_PART	True	1	1	1	ك ل ب	NOUN_CONCRETE	1	1.0	1.0	0.0	1	True
ر ب ع	NOUN_CONCRETE	True	1	1	1	ح ر م	ADJ_QUALIT	1	1.0	1.0	0.0	1	True
ر ب ع	NOUN_NUM	True	18	32	25	ش ه ر	NOUN_ABSTRACT	3	0.094	0.167	4.539	10	False
ر ب و	ADJ_COMP	True	1	2	2	أ م م	NOUN_CONCRETE	1	0.5	1.0	1.0	1	True
ر ب و	GERUND	True	2	2	2	أ ت ي	PV:IV	1	0.5	0.5	1.0	2	True
ر ب و	IV:I	True	2	2	2	ع ن د	ADV	1	0.5	0.5	1.0	1	True
ر ب و	IV:IV	True	1	3	3	أ ل ه	NOUN_PROP	1	0.333	1.0	1.585	1	True
ر ب و	NOUN_ABSTRACT	True	7	7	6	أ ك ل	IV:I	2	0.286	0.286	2.522	3	False
ر ب و	NOUN_ACTIVE_PART	True	2	2	2	أ خ ذ	GERUND_INSTANT	1	0.5	0.5	1.0	2	True
ر ب و	NOUN_CONCRETE	True	2	3	3	أ و ي	PV:IV	1	0.333	0.5	1.585	2	True
ر ب و	PV:I	True	1	1	1	ص غ ر	ADJ_QUALIT	1	1.0	1.0	0.0	1	True
ر ت ع	IV:I	True	1	1	1	ل ع ب	IV:I	1	1.0	1.0	0.0	1	True
ر ت ق	NOUN_ABSTRACT	True	1	1	1	ك و ن	PV:I	1	1.0	1.0	0.0	1	True
ر ت ل	CV:II	True	1	3	3	ر ت ل	GERUND	1	0.333	1.0	1.585	1	True
ر ت ل	GERUND	True	2	2	2	ر ت ل	CV:II	1	0.5	0.5	1.0	2	True
ر ت ل	PV:II	True	1	2	2	ث ب ت	IV:II	1	0.5	1.0	1.0	1	True
ر ج ج	CV:I	True	2	5	3	أ خ و	NOUN_FIVE	2	0.4	1.0	1.522	2	True
ر ج ج	GERUND	True	1	1	1	ر ج ج	PV_PASS:I	1	1.0	1.0	0.0	1	True
ر ج ج	IV:I	True	2	4	4	ب غ ي	IV:VIII	1	0.25	0.5	2.0	2	True
ر ج ج	PV_PASS:I	True	1	2	2	أ ر ض	NOUN_CONCRETE	1	0.5	1.0	1.0	1	True
ر ج ز	NOUN_ABSTRACT	True	10	13	10	س م و	NOUN_CONCRETE	2	0.154	0.2	3.239	7	False
ر ج س	NOUN_ABSTRACT	True	7	9	8	ج ع ل	IV:I	2	0.222	0.286	2.948	6	False
ر ج س	NOUN_CONCRETE	True	3	2	1	ز و د	PV:I	2	1.0	0.667	0.0	1	True
ر ج ع	CV:I	True	11	14	11	ب ص ر	GERUND	2	0.143	0.182	3.379	8	False
ر ج ع	CV:IV	True	2	3	2	ر ب ب	NOUN_CONCRETE	2	0.667	1.0	0.918	2	True
ر ج ع	GERUND	True	4	4	4	ب ع د	ADJ_QUALIT	1	0.25	0.25	2.0	3	True
ر ج ع	GERUND_MEEM	True	16	16	5	ر ب ب	NOUN_CONCRETE	6	0.375	0.375	2.008	9	False
ر ج ع	IV:I	True	26	11	9	ب ع ض	NOUN_ABSTRACT	2	0.182	0.077	3.096	18	False
ر ج ع	IV:IV	True	4	1	1	أ م ر	NOUN_ABSTRACT	1	1.0	0.25	0.0	4	True
ر ج ع	IV_PASS:I	True	13	11	5	أ ل ه	NOUN_PROP	4	0.364	0.308	2.005	11	False
ر ج ع	IV_PASS:IV	True	12	9	5	أ ل ه	NOUN_PROP	3	0.333	0.25	2.197	11	False
ر ج ع	NOUN_ACTIVE_PART	True	4	2	2	ر ب ب	NOUN_CONCRETE	1	0.5	0.25	1.0	3	True
ر ج ع	PV:I	True	11	11	10	ق و م	NOUN_CONCRETE	2	0.182	0.182	3.278	8	False
ر ج ف	GERUND_INSTANT	True	4	4	1	أ خ ذ	PV:I	4	1.0	1.0	0.0	2	True
ر ج ف	IV:I	True	2	4	3	ي و م	ADV	2	0.5	1.0	1.5	2	True
ر ج ف	NOUN_ABSTRACT	True	1	1	1	ر ج ف	IV:I	1	1.0	1.0	0.0	1	True
ر ج ف	NOUN_ACTIVE_PART	True	1	2	2	د ي ن	NOUN_CONCRETE	1	0.5	1.0	1.0	1	True
ر ج ل	NOUN_CONCRETE	True	73	109	70	ن س و	NOUN_CONCRETE	5	0.046	0.068	5.93	32	False
ر ج م	ADJ_QUALIT	True	6	4	1	ش ط ن	NOUN_CONCRETE	4	1.0	0.667	0.0	5	False
ر ج م	GERUND	True	1	2	2	غ ي ب	GERUND	1	0.5	1.0	1.0	1	True
ر ج م	IV:I	True	4	2	2	ع و د	IV:IV	1	0.5	0.25	1.0	4	True
ر ج م	NOUN_CONCRETE	True	1	2	2	ج ع ل	PV:I	1	0.5	1.0	1.0	1	True
ر ج م	NOUN_PASSIVE_PART	True	1	2	1	ك و ن	IV:I	2	1.0	2.0	0.0	1	True
ر ج و	CV:I	True	1	1	1	ي و م	ADV	1	1.0	1.0	0.0	1	True
ر ج و	IV:I	True	18	27	13	ك و ن	PV:I	7	0.259	0.389	3.227	15	False
ر ج و	IV:IV	True	1	1	1	أ و ي	IV:IV	1	1.0	1.0	0.0	1	True
ر ج و	NOUN_CONCRETE	True	1	2	1	م ل ك	NOUN_CONCRETE	2	1.0	2.0	0.0	1	True
ر ج و	NOUN_PASSIVE_PART	True	1	1	1	ك و ن	PV:I	1	1.0	1.0	0.0	1	True
ر ح ب	PV:I	True	2	1	1	أ ر ض	NOUN_CONCRETE	1	1.0	0.5	0.0	1	True
ر ح ق	NOUN_CONCRETE	True	1	2	2	خ ت م	NOUN_PASSIVE_PART	1	0.5	1.0	1.0	1	True
ر ح ل	GERUND	True	1	2	2	أ ل ف	GERUND	1	0.5	1.0	1.0	1	True
ر ح ل	NOUN_CONCRETE	True	3	4	4	أ خ و	NOUN_FIVE	1	0.25	0.333	2.0	1	True
ر ح م	ADJ_COMP	True	4	4	1	ر ح م	NOUN_ACTIVE_PART	4	1.0	1.0	0.0	3	True
ر ح م	ADJ_INTENS	True	55	25	5	أ ل ه	NOUN_PROP	13	0.52	0.236	1.774	25	False
ر ح م	ADJ_QUALIT	True	29	25	8	ك و ن	PV:I	15	0.6	0.517	1.98	6	False
ر ح م	CV:I	True	5	3	2	غ ف ر	CV:I	2	0.667	0.4	0.918	4	False
ر ح م	GERUND	True	113	143	71	ر ب ب	NOUN_CONCRETE	14	0.098	0.124	5.654	37	False
ر ح م	IV:I	True	7	6	4	غ ف ر	IV:I	3	0.5	0.429	1.792	5	False
ر ح م	NOUN_ABSTRACT	True	1	1	1	و ص ي	CV:VI	1	1.0	1.0	0.0	1	True
ر ح م	NOUN_ACTIVE_PART	True	6	6	2	ر ح م	ADJ_COMP	4	0.667	0.667	0.918	4	False
ر ح م	NOUN_CONCRETE	True	14	18	15	أ ن ث	NOUN_CONCRETE	2	0.111	0.143	3.837	13	False
ر ح م	NOUN_PROP	True	89	63	41	أ ل ه	NOUN_PROP	4	0.063	0.045	5.187	30	False
ر ح م	PV:I	True	8	6	4	أ ل ه	NOUN_PROP	2	0.333	0.25	1.918	7	False
ر خ و	GERUND	True	1	1	1	ج ر ي	IV:I	1	1.0	1.0	0.0	1	True
ر د أ	NOUN_ABSTRACT	True	1	2	2	ر س ل	CV:IV	1	0.5	1.0	1.0	1	True
ر د د	CV:I	True	3	3	3	أ ل ه	NOUN_PROP	1	0.333	0.333	1.585	2	True
ر د د	GERUND	True	2	2	2	ح ق ق	ADJ_COMP	1	0.5	0.5	1.0	2	True
ر د د	GERUND_MEEM	True	1	1	1	أ ل ه	NOUN_PROP	1	1.0	1.0	0.0	1	True
ر د د	IV:I	True	12	22	16	ب أ س	GERUND	2	0.091	0.167	3.914	9	False
ر د د	IV:IV	True	3	4	3	أ ل ه	NOUN_PROP	2	0.5	0.667	1.5	2	True
ر د د	IV:V	True	1	1	1	ر ي ب	GERUND	1	1.0	1.0	0.0	1	True
ر د د	IV:VIII	True	5	6	4	د ي ن	NOUN_ABSTRACT	2	0.333	0.4	1.918	4	False
ر د د	IV_PASS:I	True	9	14	11	ع ل م	NOUN_ACTIVE_PART	3	0.214	0.333	3.325	6	False
ر د د	NOUN_ACTIVE_PART	True	4	4	4	ج ع ل	NOUN_ACTIVE_PART	1	0.25	0.25	2.0	3	True
ر د د	NOUN_PASSIVE_PART	True	2	2	2	ح ف ر	NOUN_ACTIVE_PART	1	0.5	0.5	1.0	2	True
ر د د	PV:I	True	8	16	16	أ ل ه	NOUN_PROP	1	0.062	0.125	4.0	8	False
ر د د	PV:VIII	True	3	5	5	أ ث ر	NOUN_CONCRETE	1	0.2	0.333	2.322	3	True
ر د د	PV_PASS:I	True	5	5	3	أ ل ه	NOUN_PROP	2	0.4	0.4	1.522	4	False
ر د ف	NOUN_ABSTRACT	True	1	1	1	ت ب ع	IV:I	1	1.0	1.0	0.0	1	True
ر د ف	PV:I	True	1	2	2	ب ع ض	NOUN_ABSTRACT	1	0.5	1.0	1.0	1	True
ر د م	GERUND	True	1	1	1	ج ع ل	PV:I	1	1.0	1.0	0.0	1	True
ر د ي	IV:IV	True	2	1	1	ك و د	PV:I	1	1.0	0.5	0.0	2	True
ر د ي	NOUN_CONCRETE	True	1	1	1	م و ت	NOUN_CONCRETE	1	1.0	1.0	0.0	1	True
ر د ي	PV:IV	True	1	1	1	ظ ن ن	GERUND	1	1.0	1.0	0.0	1	True
ر ذ ل	ADJ_COMP	True	4	5	3	ر د د	IV:I	2	0.4	0.5	1.522	4	True
ر ز ق	CV:I	True	5	6	4	ث م ر	NOUN_CONCRETE	2	0.333	0.4	1.918	4	False
ر ز ق	GERUND	True	51	73	42	ب س ط	IV:I	9	0.123	0.176	5.018	29	False
ر ز ق	IV:I	True	16	17	6	أ ل ه	NOUN_PROP	6	0.353	0.375	2.234	15	False
ر ز ق	IV_PASS:I	True	4	4	4	ح ي ي	ADJ_QUALIT	1	0.25	0.25	2.0	4	True
ر ز ق	NOUN_ACTIVE_PART	True	6	7	2	خ ي ر	ADJ_COMP	5	0.714	0.833	0.863	6	False
ر ز ق	NOUN_CONCRETE	True	4	4	4	أ ت ي	IV:I	1	0.25	0.25	2.0	4	True
ر ز ق	PV:I	True	35	28	15	أ ل ه	NOUN_PROP	7	0.25	0.2	3.409	23	False
ر ز ق	PV_PASS:I	True	1	3	3	ث م ر	NOUN_CONCRETE	1	0.333	1.0	1.585	1	True
ر س خ	NOUN_ACTIVE_PART	True	2	8	6	أ م ن	NOUN_ACTIVE_PART	2	0.25	1.0	2.5	2	True
ر س س	NOUN_PROP	True	2	2	1	ص ح ب	NOUN_ACTIVE_PART	2	1.0	1.0	0.0	2	True
ر س ل	CV:IV	True	8	10	6	ب ن ي	NOUN_CONCRETE	3	0.3	0.375	2.371	5	False
ر س ل	IV:I	True	1	1	1	ش و ظ	NOUN_CONCRETE	1	1.0	1.0	0.0	1	True
ر س ل	IV:IV	True	21	37	27	ر و ح	NOUN_ABSTRACT	4	0.108	0.19	4.594	14	False
ر س ل	NOUN_ABSTRACT	True	10	18	9	ر ب ب	NOUN_CONCRETE	5	0.278	0.5	2.886	5	False
ر س ل	NOUN_ACTIVE_PART	True	5	7	6	ك و ن	PV:I	2	0.286	0.4	2.522	5	False
ر س ل	NOUN_CONCRETE	True	333	439	137	أ ل ه	NOUN_PROP	107	0.244	0.321	5.546	61	False
ر س ل	NOUN_PASSIVE_PART	True	35	28	21	ك ذ ب	PV:II	6	0.214	0.171	4.111	13	False
ر س ل	PV:I	True	2	4	4	ب د ل	PV:II	1	0.25	0.5	2.0	2	True
ر س ل	PV:IV	True	83	152	68	ر س ل	NOUN_CONCRETE	26	0.171	0.313	5.37	41	False
ر س ل	PV_PASS:I	True	4	1	1	أ و ل	NOUN_NUM	1	1.0	0.25	0.0	4	True
ر س ل	PV_PASS:IV	True	11	4	2	ق و م	NOUN_CONCRETE	3	0.75	0.273	0.811	9	False
ر س و	NOUN_ACTIVE_PART	True	1	1	1	ق د ر	NOUN_CONCRETE	1	1.0	1.0	0.0	1	True
ر س و	NOUN_CONCRETE	True	9	13	5	ج ع ل	PV:I	5	0.385	0.556	2.038	9	False
ر س و	NOUN_TIME_PLACE	True	1	1	1	ج ر ي	NOUN_TIME_PLACE	1	1.0	1.0	0.0	1	True
ر س و	PV:IV	True	1	1	1	ج ب ل	NOUN_CONCRETE	1	1.0	1.0	0.0	1	True
ر ش د	ADJ_QUALIT	True	3	4	3	أ م ر	GERUND	2	0.5	0.667	1.5	1	True
ر ش د	GERUND	True	13	14	12	س ب ل	NOUN_ABSTRACT	3	0.214	0.231	3.468	7	False
ر ش د	NOUN_ACTIVE_PART	True	2	1	1	و ل ي	NOUN_CONCRETE	1	1.0	0.5	0.0	2	True
ر ص د	GERUND	True	3	3	3	س ل ك	IV:I	1	0.333	0.333	1.585	2	True
ر ص د	NOUN_CONCRETE	True	2	1	1	ك ل ل	NOUN_CONCRETE	1	1.0	0.5	0.0	2	True
ر ص د	NOUN_TIME_PLACE	True	1	1	1	ك و ن	PV:I	1	1.0	1.0	0.0	1	True
ر ص ص	NOUN_PASSIVE_PART	True	1	1	1	ب ن ي	NOUN_CONCRETE	1	1.0	1.0	0.0	1	True
ر ض ع	GERUND	True	2	2	2	أ خ و	NOUN_CONCRETE	1	0.5	0.5	1.0	2	True
ر ض ع	IV:IV	True	2	4	3	و ل د	NOUN_CONCRETE	2	0.5	1.0	1.5	2	True
ر ض ع	IV:X	True	1	1	1	و ل د	NOUN_CONCRETE	1	1.0	1.0	0.0	1	True
ر ض ع	NOUN_ACTIVE_PART	True	2	2	2	ح ر م	PV:II	1	0.5	0.5	1.0	2	True
ر ض و	ADJ_QUALIT	True	1	1	1	ج ع ل	CV:I	1	1.0	1.0	0.0	1	True
ر ض و	GERUND	True	15	22	14	أ ل ه	NOUN_PROP	5	0.227	0.333	3.499	9	False
ر ض و	IV:I	True	2	1	1	ق ر ر	IV:I	1	1.0	0.5	0.0	2	True
ر ض و	NOUN_PASSIVE_PART	True	2	3	3	ر ج ع	CV:I	1	0.333	0.5	1.585	2	True
ر ض و	PV:I	True	9	17	11	أ ل ه	NOUN_PROP	5	0.294	0.556	3.125	6	False
ر ض و	PV:VI	True	1	2	2	ب ي ن	ADV	1	0.5	1.0	1.0	1	True
ر ض و	PV:VIII	True	3	1	1	ر س ل	NOUN_CONCRETE	1	1.0	0.333	0.0	3	True
ر ض ي	GERUND_MEEM	True	5	9	4	ب غ ي	GERUND	4	0.444	0.8	1.753	4	False
ر ض ي	IV:I	True	18	12	11	ص ل ح	NOUN_ACTIVE_PART	2	0.167	0.111	3.418	12	False
ر ض ي	IV:IV	True	3	1	1	ف و ه	NOUN_CONCRETE	1	1.0	0.333	0.0	1	True
ر ض ي	NOUN_ACTIVE_PART	True	4	4	3	ع ي ش	GERUND	2	0.5	0.5	1.5	4	True
ر ض ي	PV:I	True	9	8	6	ر ض و	PV:I	3	0.375	0.333	2.406	5	False
ر ض ي	PV:VI	True	1	1	1	ب ع د	NOUN_ABSTRACT	1	1.0	1.0	0.0	1	True
ر ط ب	ADJ_QUALIT	True	1	2	2	و ر ق	NOUN_CONCRETE	1	0.5	1.0	1.0	1	True
ر ط ب	NOUN_CONCRETE	True	1	2	2	ج ن ي	ADJ_QUALIT	1	0.5	1.0	1.0	1	True
ر ع ب	GERUND	True	5	5	3	ق ذ ف	PV:I	2	0.4	0.4	1.522	5	False
ر ع د	NOUN_ABSTRACT	True	1	2	2	ب ر ق	NOUN_ABSTRACT	1	0.5	1.0	1.0	1	True
ر ع د	NOUN_CONCRETE	True	1	2	2	س ب ح	IV:II	1	0.5	1.0	1.0	1	True
ر ع ي	CV:I	True	3	4	4	س م ع	CV:I	1	0.25	0.333	2.0	3	True
ر ع ي	GERUND	True	1	1	1	ح ق ق	NOUN_ABSTRACT	1	1.0	1.0	0.0	1	True
ر ع ي	NOUN_ACTIVE_PART	True	3	5	3	أ م ن	NOUN_ABSTRACT	2	0.4	0.667	1.522	3	True
ر ع ي	NOUN_TIME_PLACE	True	2	3	2	خ ر ج	PV:IV	2	0.667	1.0	0.918	2	True
