root_arabic	form_tag	form_tag_available	instance_count	dep_total	head_total	dep_dominant	dep_dominant_ratio	head_dominant	head_dominant_ratio	dep_entropy	head_entropy	ambiguous_dep	ambiguous_head	dep_dist	head_dist	batch_count	low_occurrence
ج ح د	PV:I	True	2	0	5		0.0	conjoined	0.4	0.0	1.522	0	0	{}	"{""circumstantial"": 1, ""conjoined"": 2, ""prep_complement"": 2}"	2	True
ج ح م	NOUN_CONCRETE	True	24	25	1	idafa	0.6	apposition	1.0	1.95	0.0	0	0	"{""conjoined"": 1, ""direct_object"": 2, ""idafa"": 15, ""particle_complement"": 1, ""predication"": 1, ""prep_complement"": 2, ""subject"": 3}"	"{""apposition"": 1}"	16	False
ج ح م	NOUN_PROP	True	2	3	0	idafa	0.333		0.0	1.585	0.0	0	0	"{""idafa"": 1, ""predication"": 1, ""prep_complement"": 1}"	{}	2	True
ج د ث	NOUN_CONCRETE	True	3	3	0	prep_complement	1.0		0.0	0.0	0.0	0	0	"{""prep_complement"": 3}"	{}	3	True
ج د د	ADJ_QUALIT	True	9	8	6	adjective	1.0	adjective	0.667	0.0	1.252	0	0	"{""adjective"": 8}"	"{""adjective"": 4, ""predication"": 1, ""prep_complement"": 1}"	7	False
ج د د	IV:I	True	21	6	34	conjoined	0.667	direct_object	0.647	0.918	1.506	0	0	"{""conjoined"": 4, ""predication"": 2}"	"{""adverbial"": 2, ""conjoined"": 1, ""direct_object"": 22, ""prep_complement"": 7, ""subject"": 2}"	12	False
ج د د	IV:IV	True	2	1	4	quoted_complement	1.0	direct_object	0.5	0.0	1.5	0	0	"{""quoted_complement"": 1}"	"{""circumstantial"": 1, ""direct_object"": 2, ""prep_complement"": 1}"	2	True
ج د د	NOUN_ABSTRACT	True	1	1	1	subject	1.0	idafa	1.0	0.0	0.0	0	0	"{""subject"": 1}"	"{""idafa"": 1}"	1	True
ج د ر	ADJ_COMP	True	1	2	1	conjoined	0.5	clausal_complement	1.0	1.0	0.0	0	0	"{""conjoined"": 1, ""predication"": 1}"	"{""clausal_complement"": 1}"	1	True
ج د ر	NOUN_CONCRETE	True	3	3	1	direct_object	0.333	adjective	1.0	1.585	0.0	0	0	"{""direct_object"": 1, ""idafa"": 1, ""subject"": 1}"	"{""adjective"": 1}"	2	True
ج د ل	CV:III	True	1	1	2	conjoined	1.0	direct_object	0.5	0.0	1.0	0	0	"{""conjoined"": 1}"	"{""direct_object"": 1, ""prep_complement"": 1}"	1	True
ج د ل	GERUND	True	2	3	1	conjoined	0.333	prep_complement	1.0	1.585	0.0	0	0	"{""conjoined"": 1, ""direct_object"": 1, ""particle_complement"": 1}"	"{""prep_complement"": 1}"	2	True
ج د ل	IV:I	True	1	0	2		0.0	prep_complement	0.5	0.0	1.0	0	0	{}	"{""prep_complement"": 1, ""subject"": 1}"	1	True
ج د ل	IV:III	True	19	3	44	circumstantial	1.0	prep_complement	0.5	0.0	2.01	0	0	"{""circumstantial"": 3}"	"{""adverbial"": 2, ""conjoined"": 4, ""direct_object"": 8, ""exception"": 1, ""prep_complement"": 22, ""subject"": 7}"	14	False
ج د ل	NOUN_ABSTRACT	True	1	1	0	circumstantial	1.0		0.0	0.0	0.0	0	0	"{""circumstantial"": 1}"	{}	1	True
ج د ل	NOUN_CONCRETE	True	1	1	0	accusative_specification	1.0		0.0	0.0	0.0	0	0	"{""accusative_specification"": 1}"	{}	1	True
ج د ل	PV:III	True	4	1	7	conjoined	1.0	prep_complement	0.429	0.0	1.842	0	0	"{""conjoined"": 1}"	"{""clausal_complement"": 1, ""conjoined"": 1, ""direct_object"": 2, ""prep_complement"": 3}"	4	True
ج ذ ذ	NOUN_CONCRETE	True	1	1	0	direct_object	1.0		0.0	0.0	0.0	0	0	"{""direct_object"": 1}"	{}	1	True
ج ذ ذ	NOUN_PASSIVE_PART	True	1	1	0	idafa	1.0		0.0	0.0	0.0	0	0	"{""idafa"": 1}"	{}	1	True
ج ذ ع	NOUN_CONCRETE	True	3	3	3	prep_complement	1.0	idafa	1.0	0.0	0.0	0	0	"{""prep_complement"": 3}"	"{""idafa"": 3}"	2	True
ج ذ و	NOUN_ABSTRACT	True	1	1	1	conjoined	1.0	prep_complement	1.0	0.0	0.0	0	0	"{""conjoined"": 1}"	"{""prep_complement"": 1}"	1	True
ج ر ح	NOUN_CONCRETE	True	2	2	1	conjoined	0.5	predication	1.0	1.0	0.0	0	0	"{""conjoined"": 1, ""prep_complement"": 1}"	"{""predication"": 1}"	1	True
ج ر ح	PV:I	True	1	0	2		0.0	direct_object	0.5	0.0	1.0	0	0	{}	"{""direct_object"": 1, ""prep_complement"": 1}"	1	True
ج ر ح	PV:VIII	True	1	0	1		0.0	direct_object	1.0	0.0	0.0	0	0	{}	"{""direct_object"": 1}"	1	True
ج ر د	NOUN_CONCRETE	True	2	2	1	conjoined	0.5	adjective	1.0	1.0	0.0	0	0	"{""conjoined"": 1, ""predication"": 1}"	"{""adjective"": 1}"	2	True
ج ر ر	IV:I	True	1	1	2	circumstantial	1.0	direct_object	0.5	0.0	1.0	0	0	"{""circumstantial"": 1}"	"{""direct_object"": 1, ""prep_complement"": 1}"	1	True
ج ر ز	ADJ_QUALIT	True	2	2	0	adjective	1.0		0.0	0.0	0.0	0	0	"{""adjective"": 2}"	{}	2	True
ج ر ع	IV:V	True	1	0	1		0.0	direct_object	1.0	0.0	0.0	0	0	{}	"{""direct_object"": 1}"	1	True
ج ر ف	NOUN_CONCRETE	True	1	1	1	idafa	1.0	adjective	1.0	0.0	0.0	0	0	"{""idafa"": 1}"	"{""adjective"": 1}"	1	True
ج ر م	IV:I	True	3	0	10		0.0	clausal_complement	0.3	0.0	1.895	0	0	{}	"{""clausal_complement"": 3, ""direct_object"": 3, ""prep_complement"": 1, ""subject"": 3}"	2	True
ج ر م	IV:IV	True	1	0	1		0.0	direct_object	1.0	0.0	0.0	0	0	{}	"{""direct_object"": 1}"	1	True
ج ر م	NOUN_ABSTRACT	True	5	0	6		0.0	clausal_complement	1.0	0.0	0.0	0	0	{}	"{""clausal_complement"": 6}"	3	False
ج ر م	NOUN_ACTIVE_PART	True	52	50	5	subject	0.24	circumstantial	0.8	2.944	0.722	0	0	"{""adjective"": 10, ""apposition"": 1, ""circumstantial"": 2, ""direct_object"": 5, ""idafa"": 6, ""kana_predicate"": 4, ""particle_complement"": 2, ""predication"": 1, ""prep_complement"": 7, ""subject"": 12}"	"{""circumstantial"": 4, ""predication"": 1}"	32	False
ج ر م	NOUN_RELATIVE	True	1	0	2		0.0	predication	0.5	0.0	1.0	0	0	{}	"{""predication"": 1, ""prep_complement"": 1}"	1	True
ج ر م	PV:IV	True	4	0	2		0.0	direct_object	0.5	0.0	1.0	0	0	{}	"{""direct_object"": 1, ""subject"": 1}"	4	True
ج ر ي	IV:I	True	54	30	117	adjective	0.7	prep_complement	0.513	1.499	1.328	0	0	"{""adjective"": 21, ""circumstantial"": 2, ""clausal_complement"": 1, ""conjoined"": 1, ""particle_complement"": 1, ""predication"": 4}"	"{""adverbial"": 3, ""circumstantial"": 1, ""clausal_complement"": 1, ""conjoined"": 1, ""prep_complement"": 60, ""subject"": 51}"	38	False
ج ر ي	IV:IV	True	2	1	4	adjective	1.0	prep_complement	0.5	0.0	1.0	0	0	"{""adjective"": 1}"	"{""prep_complement"": 2, ""subject"": 2}"	2	True
ج ر ي	NOUN_ACTIVE_PART	True	1	1	0	adjective	1.0		0.0	0.0	0.0	0	0	"{""adjective"": 1}"	{}	1	True
ج ر ي	NOUN_CONCRETE	True	5	1	9	prep_complement	1.0	prep_complement	0.556	0.0	1.658	0	0	"{""prep_complement"": 1}"	"{""adjective"": 2, ""adverbial"": 1, ""predication"": 1, ""prep_complement"": 5}"	5	False
ج ر ي	NOUN_TIME_PLACE	True	1	0	3		0.0	conjoined	0.333	0.0	1.585	0	0	{}	"{""conjoined"": 1, ""predication"": 1, ""prep_complement"": 1}"	1	True
ج ر ي	PV:I	True	1	0	3		0.0	prep_complement	0.667	0.0	0.918	0	0	{}	"{""prep_complement"": 2, ""subject"": 1}"	1	True
ج ز أ	NOUN_ABSTRACT	True	3	2	5	direct_object	1.0	prep_complement	0.6	0.0	1.371	0	0	"{""direct_object"": 2}"	"{""adjective"": 1, ""predication"": 1, ""prep_complement"": 3}"	3	True
ج ز ز	IV_PASS:I	True	7	3	10	conjoined	0.333	direct_object	0.4	1.585	1.722	0	0	"{""conjoined"": 1, ""particle_complement"": 1, ""predication"": 1}"	"{""conjoined"": 1, ""direct_object"": 4, ""prep_complement"": 4, ""subject"": 1}"	7	False
ج ز ز	IV_PASS:IV	True	1	0	1		0.0	direct_object	1.0	0.0	0.0	0	0	{}	"{""direct_object"": 1}"	1	True
ج ز ع	ADJ_INTENS	True	1	1	0	circumstantial	1.0		0.0	0.0	0.0	0	0	"{""circumstantial"": 1}"	{}	1	True
ج ز ع	PV:I	True	1	1	1	clausal_complement	1.0	conjoined	1.0	0.0	0.0	0	0	"{""clausal_complement"": 1}"	"{""conjoined"": 1}"	1	True
ج ز ي	GERUND	True	42	29	64	predication	0.552	idafa	0.266	2.073	2.796	0	0	"{""accusative_specification"": 3, ""adverbial"": 2, ""cognate_acc"": 4, ""direct_object"": 1, ""kana_predicate"": 2, ""predication"": 16, ""quoted_complement"": 1}"	"{""adjective"": 4, ""adverbial"": 1, ""apposition"": 4, ""circumstantial"": 1, ""clausal_complement"": 1, ""cognate_acc"": 2, ""conjoined"": 4, ""exception"": 2, ""idafa"": 17, ""predication"": 11, ""prep_complement"": 17}"	25	False
ج ز ي	IV:I	True	40	21	93	predication	0.333	direct_object	0.538	2.07	1.626	0	0	"{""adjective"": 1, ""adverbial"": 2, ""conjoined"": 6, ""particle_complement"": 5, ""predication"": 7}"	"{""adverbial"": 1, ""conjoined"": 5, ""direct_object"": 50, ""prep_complement"": 28, ""subject"": 9}"	24	False
ج ز ي	IV:III	True	1	0	1		0.0	direct_object	1.0	0.0	0.0	0	0	{}	"{""direct_object"": 1}"	1	True
ج ز ي	IV:IV	True	6	1	14	conjoined	1.0	direct_object	0.5	0.0	1.296	0	0	"{""conjoined"": 1}"	"{""direct_object"": 7, ""prep_complement"": 6, ""subject"": 1}"	6	False
ج ز ي	IV_PASS:I	True	13	2	21	adjective	0.5	exception	0.238	1.0	2.298	0	0	"{""adjective"": 1, ""particle_complement"": 1}"	"{""adverbial"": 3, ""direct_object"": 4, ""exception"": 5, ""prep_complement"": 5, ""subject"": 4}"	11	False
ج ز ي	IV_PASS:IV	True	2	0	5		0.0	direct_object	0.4	0.0	1.922	0	0	{}	"{""adverbial"": 1, ""cognate_acc"": 1, ""direct_object"": 2, ""prep_complement"": 1}"	2	True
ج ز ي	NOUN_ACTIVE_PART	True	1	1	3	predication	1.0	direct_object	0.333	0.0	1.585	0	0	"{""predication"": 1}"	"{""direct_object"": 1, ""prep_complement"": 1, ""subject"": 1}"	1	True
ج ز ي	NOUN_CONCRETE	True	1	1	0	direct_object	1.0		0.0	0.0	0.0	0	0	"{""direct_object"": 1}"	{}	1	True
ج ز ي	PV:I	True	4	1	13	predication	1.0	direct_object	0.538	0.0	1.573	0	0	"{""predication"": 1}"	"{""adverbial"": 1, ""clausal_complement"": 1, ""direct_object"": 7, ""prep_complement"": 4}"	4	True
ج س د	NOUN_CONCRETE	True	4	4	0	apposition	0.5		0.0	1.0	0.0	0	0	"{""apposition"": 2, ""direct_object"": 2}"	{}	4	True
ج س س	PV:V	True	1	1	1	conjoined	1.0	conjoined	1.0	0.0	0.0	0	0	"{""conjoined"": 1}"	"{""conjoined"": 1}"	1	True
ج س م	NOUN_CONCRETE	True	2	2	1	conjoined	0.5	idafa	1.0	1.0	0.0	0	0	"{""conjoined"": 1, ""subject"": 1}"	"{""idafa"": 1}"	2	True
ج ع ل	CV:I	True	22	9	62	conjoined	0.667	direct_object	0.468	0.918	1.924	0	0	"{""conjoined"": 6, ""quoted_complement"": 3}"	"{""adverbial"": 1, ""clausal_complement"": 1, ""conjoined"": 6, ""direct_object"": 29, ""prep_complement"": 17, ""vocative"": 8}"	13	False
ج ع ل	IV:I	True	78	36	190	conjoined	0.611	direct_object	0.521	1.466	1.902	0	0	"{""clausal_complement"": 1, ""conjoined"": 22, ""particle_complement"": 10, ""predication"": 2, ""quoted_complement"": 1}"	"{""adverbial"": 10, ""circumstantial"": 2, ""clausal_complement"": 1, ""conjoined"": 11, ""direct_object"": 99, ""prep_complement"": 54, ""subject"": 9, ""vocative"": 4}"	43	False
ج ع ل	IV:IV	True	1	0	3		0.0	adverbial	0.333	0.0	1.585	0	0	{}	"{""adverbial"": 1, ""direct_object"": 1, ""subject"": 1}"	1	True
ج ع ل	NOUN_ACTIVE_PART	True	6	7	13	predication	0.571	direct_object	0.538	1.379	1.573	0	2	"{""adjective"": 1, ""conjoined"": 2, ""predication"": 4}"	"{""adverbial"": 1, ""direct_object"": 7, ""idafa"": 1, ""prep_complement"": 4}"	5	False
ج ع ل	PV:I	True	239	60	644	conjoined	0.8	direct_object	0.584	0.963	1.718	0	5	"{""circumstantial"": 1, ""clausal_complement"": 1, ""conjoined"": 48, ""exception"": 1, ""predication"": 9}"	"{""adverbial"": 21, ""circumstantial"": 4, ""clausal_complement"": 4, ""conjoined"": 43, ""direct_object"": 376, ""exception"": 1, ""prep_complement"": 157, ""subject"": 38}"	59	False
ج ف أ	NOUN_ABSTRACT	True	1	1	0	circumstantial	1.0		0.0	0.0	0.0	0	0	"{""circumstantial"": 1}"	{}	1	True
ج ف ن	NOUN_CONCRETE	True	1	1	1	conjoined	1.0	prep_complement	1.0	0.0	0.0	0	0	"{""conjoined"": 1}"	"{""prep_complement"": 1}"	1	True
ج ف و	PV:VI	True	1	0	3		0.0	circumstantial	0.333	0.0	1.585	0	0	{}	"{""circumstantial"": 1, ""prep_complement"": 1, ""subject"": 1}"	1	True
ج ل ب	CV:IV	True	1	1	3	conjoined	1.0	prep_complement	0.667	0.0	0.918	0	0	"{""conjoined"": 1}"	"{""conjoined"": 1, ""prep_complement"": 2}"	1	True
ج ل ب	NOUN_CONCRETE	True	1	1	0	prep_complement	1.0		0.0	0.0	0.0	0	0	"{""prep_complement"": 1}"	{}	1	True
ج ل د	CV:I	True	2	0	4		0.0	cognate_acc	0.5	0.0	1.0	0	0	{}	"{""cognate_acc"": 2, ""direct_object"": 2}"	1	True
ج ل د	GERUND_INSTANT	True	2	2	0	accusative_specification	0.5		0.0	1.0	0.0	0	0	"{""accusative_specification"": 1, ""idafa"": 1}"	{}	1	True
ج ل د	NOUN_CONCRETE	True	9	9	4	conjoined	0.333	idafa	0.5	1.891	1.5	0	0	"{""conjoined"": 3, ""direct_object"": 1, ""prep_complement"": 2, ""subject"": 3}"	"{""adjective"": 1, ""conjoined"": 1, ""idafa"": 2}"	5	False
ج ل س	NOUN_TIME_PLACE	True	1	1	0	prep_complement	1.0		0.0	0.0	0.0	0	0	"{""prep_complement"": 1}"	{}	1	True
ج ل ل	GERUND	True	2	2	2	idafa	1.0	conjoined	1.0	0.0	0.0	0	0	"{""idafa"": 2}"	"{""conjoined"": 2}"	1	True
ج ل و	GERUND	True	1	1	0	direct_object	1.0		0.0	0.0	0.0	0	0	"{""direct_object"": 1}"	{}	1	True
ج ل و	IV:II	True	1	0	3		0.0	direct_object	0.333	0.0	1.585	0	0	{}	"{""direct_object"": 1, ""prep_complement"": 1, ""subject"": 1}"	1	True
ج ل و	PV:II	True	1	0	3		0.0	adverbial	0.333	0.0	1.585	0	0	{}	"{""adverbial"": 1, ""direct_object"": 1, ""subject"": 1}"	1	True
ج ل و	PV:V	True	2	0	3		0.0	adverbial	0.333	0.0	1.585	0	0	{}	"{""adverbial"": 1, ""prep_complement"": 1, ""subject"": 1}"	2	True
ج م ح	IV:I	True	1	2	1	circumstantial	0.5	subject	1.0	1.0	0.0	0	0	"{""circumstantial"": 1, ""predication"": 1}"	"{""subject"": 1}"	1	True
ج م د	NOUN_ACTIVE_PART	True	1	1	0	direct_object	1.0		0.0	0.0	0.0	0	0	"{""direct_object"": 1}"	{}	1	True
ج م ع	CV:IV	True	2	0	2		0.0	direct_object	1.0	0.0	0.0	0	0	{}	"{""direct_object"": 2}"	2	True
ج م ع	GERUND	True	5	5	3	accusative_specification	0.2	conjoined	0.333	2.322	1.585	0	0	"{""accusative_specification"": 1, ""cognate_acc"": 1, ""direct_object"": 1, ""particle_complement"": 1, ""prep_complement"": 1}"	"{""conjoined"": 1, ""idafa"": 1, ""prep_complement"": 1}"	5	False
ج م ع	IV:I	True	12	3	23	conjoined	0.333	direct_object	0.391	1.585	2.083	0	0	"{""conjoined"": 1, ""particle_complement"": 1, ""quoted_complement"": 1}"	"{""adverbial"": 5, ""conjoined"": 1, ""direct_object"": 9, ""prep_complement"": 4, ""subject"": 4}"	11	False
ج م ع	NOUN_ABSTRACT	True	79	78	2	circumstantial	0.628	conjoined	0.5	1.286	1.0	2	0	"{""adjective"": 1, ""apposition"": 24, ""circumstantial"": 49, ""direct_object"": 1, ""predication"": 3}"	"{""conjoined"": 1, ""prep_complement"": 1}"	34	False
ج م ع	NOUN_ACTIVE_PART	True	4	4	5	predication	0.75	idafa	0.4	0.811	1.522	0	0	"{""adjective"": 1, ""predication"": 3}"	"{""circumstantial"": 1, ""idafa"": 2, ""prep_complement"": 2}"	4	True
ج م ع	NOUN_CONCRETE	True	8	8	2	subject	0.75	idafa	1.0	0.811	0.0	0	0	"{""direct_object"": 2, ""subject"": 6}"	"{""idafa"": 2}"	6	False
ج م ع	NOUN_PASSIVE_PART	True	2	1	3	adjective	1.0	prep_complement	0.667	0.0	0.918	0	0	"{""adjective"": 1}"	"{""prep_complement"": 2, ""subject"": 1}"	2	True
ج م ع	NOUN_PROP	True	3	3	0	idafa	1.0		0.0	0.0	0.0	0	0	"{""idafa"": 3}"	{}	3	True
ج م ع	PV:I	True	9	2	18	conjoined	0.5	direct_object	0.389	1.0	2.105	0	0	"{""conjoined"": 1, ""predication"": 1}"	"{""cognate_acc"": 1, ""conjoined"": 3, ""direct_object"": 7, ""prep_complement"": 4, ""subject"": 3}"	8	False
ج م ع	PV:IV	True	2	1	3	conjoined	1.0	circumstantial	0.333	0.0	1.585	0	0	"{""conjoined"": 1}"	"{""circumstantial"": 1, ""clausal_complement"": 1, ""direct_object"": 1}"	1	True
ج م ع	PV:VIII	True	2	0	4		0.0	prep_complement	0.5	0.0	1.5	0	0	{}	"{""clausal_complement"": 1, ""prep_complement"": 2, ""subject"": 1}"	2	True
ج م ع	PV_PASS:I	True	1	0	1		0.0	subject	1.0	0.0	0.0	0	0	{}	"{""subject"": 1}"	1	True
ج م ل	ADJ_QUALIT	True	7	7	0	adjective	1.0		0.0	0.0	0.0	0	0	"{""adjective"": 7}"	{}	5	False
ج م ل	GERUND	True	1	0	5		0.0	adverbial	0.4	0.0	1.522	0	0	{}	"{""adverbial"": 2, ""predication"": 1, ""prep_complement"": 2}"	1	True
ج م ل	NOUN_ABSTRACT	True	1	1	1	circumstantial	1.0	adjective	1.0	0.0	0.0	0	0	"{""circumstantial"": 1}"	"{""adjective"": 1}"	1	True
ج م ل	NOUN_CONCRETE	True	2	2	1	predication	0.5	adjective	1.0	1.0	0.0	0	0	"{""predication"": 1, ""subject"": 1}"	"{""adjective"": 1}"	2	True
ج م م	ADJ_QUALIT	True	1	1	0	adjective	1.0		0.0	0.0	0.0	0	0	"{""adjective"": 1}"	{}	1	True
ج ن ب	CV:I	True	1	1	4	conjoined	1.0	direct_object	0.5	0.0	1.5	0	0	"{""conjoined"": 1}"	"{""clausal_complement"": 1, ""conjoined"": 1, ""direct_object"": 2}"	1	True
ج ن ب	CV:VIII	True	5	2	8	conjoined	1.0	direct_object	0.625	0.0	1.299	0	0	"{""conjoined"": 2}"	"{""conjoined"": 2, ""direct_object"": 5, ""vocative"": 1}"	4	False
ج ن ب	IV:II	True	1	0	2		0.0	direct_object	0.5	0.0	1.0	0	0	{}	"{""direct_object"": 1, ""subject"": 1}"	1	True
ج ن ب	IV:V	True	1	0	2		0.0	direct_object	0.5	0.0	1.0	0	0	{}	"{""direct_object"": 1, ""subject"": 1}"	1	True
ج ن ب	IV:VIII	True	3	0	6		0.0	direct_object	0.667	0.0	1.252	0	0	{}	"{""conjoined"": 1, ""direct_object"": 4, ""subject"": 1}"	3	True
ج ن ب	NOUN_ABSTRACT	True	17	18	11	prep_complement	0.556	idafa	0.636	2.102	1.491	0	0	"{""adjective"": 1, ""circumstantial"": 2, ""direct_object"": 2, ""idafa"": 1, ""kana_predicate"": 1, ""prep_complement"": 10, ""subject"": 1}"	"{""adjective"": 2, ""conjoined"": 1, ""exception"": 1, ""idafa"": 7}"	11	False
ج ن ب	NOUN_CONCRETE	True	4	5	0	conjoined	0.4		0.0	1.522	0.0	0	0	"{""conjoined"": 2, ""prep_complement"": 2, ""subject"": 1}"	{}	4	True
ج ن ب	PV:VIII	True	1	0	3		0.0	clausal_complement	0.333	0.0	1.585	0	0	{}	"{""clausal_complement"": 1, ""conjoined"": 1, ""direct_object"": 1}"	1	True
ج ن ح	CV:I	True	1	0	2		0.0	conjoined	0.5	0.0	1.0	0	0	{}	"{""conjoined"": 1, ""prep_complement"": 1}"	1	True
ج ن ح	NOUN_ABSTRACT	True	27	27	42	particle_complement	0.593	prep_complement	0.667	1.254	1.234	0	0	"{""direct_object"": 2, ""particle_complement"": 16, ""subject"": 9}"	"{""clausal_complement"": 11, ""idafa"": 2, ""predication"": 1, ""prep_complement"": 28}"	8	False
ج ن ح	NOUN_CONCRETE	True	5	5	2	direct_object	0.4	adjective	0.5	1.522	1.0	0	0	"{""direct_object"": 2, ""idafa"": 1, ""prep_complement"": 2}"	"{""adjective"": 1, ""idafa"": 1}"	5	False
ج ن ح	PV:I	True	1	0	1		0.0	prep_complement	1.0	0.0	0.0	0	0	{}	"{""prep_complement"": 1}"	1	True
ج ن د	NOUN_CONCRETE	True	2	2	1	direct_object	0.5	adjective	1.0	1.0	0.0	0	0	"{""direct_object"": 1, ""prep_complement"": 1}"	"{""adjective"": 1}"	1	True
ج ن د	NOUN_RELATIVE	True	27	27	23	conjoined	0.37	prep_complement	0.304	2.548	2.283	0	0	"{""accusative_specification"": 1, ""conjoined"": 10, ""direct_object"": 5, ""idafa"": 1, ""particle_complement"": 1, ""predication"": 3, ""prep_complement"": 4, ""subject"": 2}"	"{""adjective"": 5, ""apposition"": 1, ""idafa"": 6, ""particle_complement"": 1, ""predication"": 3, ""prep_complement"": 7}"	17	False
ج ن ف	GERUND	True	1	1	1	direct_object	1.0	conjoined	1.0	0.0	0.0	0	0	"{""direct_object"": 1}"	"{""conjoined"": 1}"	1	True
ج ن ف	NOUN_ACTIVE_PART	True	1	1	1	idafa	1.0	prep_complement	1.0	0.0	0.0	0	0	"{""idafa"": 1}"	"{""prep_complement"": 1}"	1	True
ج ن ن	NOUN_CONCRETE	True	182	173	153	direct_object	0.312	conjoined	0.242	2.573	2.544	2	1	"{""adjective"": 1, ""adverbial"": 1, ""apposition"": 2, ""conjoined"": 8, ""direct_object"": 54, ""idafa"": 27, ""kana_predicate"": 1, ""particle_complement"": 4, ""predication"": 21, ""prep_complement"": 45, ""subject"": 9}"	"{""accusative_specification"": 1, ""adjective"": 35, ""adverbial"": 3, ""apposition"": 2, ""circumstantial"": 3, ""conjoined"": 37, ""idafa"": 30, ""predication"": 12, ""prep_complement"": 30}"	70	False
ج ن ن	NOUN_PASSIVE_PART	True	11	14	2	predication	0.357	predication	0.5	2.496	1.0	0	0	"{""adjective"": 1, ""apposition"": 1, ""conjoined"": 3, ""particle_complement"": 1, ""predication"": 5, ""prep_complement"": 2, ""quoted_complement"": 1}"	"{""predication"": 1, ""prep_complement"": 1}"	9	False
ج ن ن	NOUN_RELATIVE	True	7	8	0	conjoined	0.75		0.0	1.061	0.0	0	0	"{""conjoined"": 6, ""direct_object"": 1, ""subject"": 1}"	{}	5	False
ج ن ن	PV:I	True	1	0	2		0.0	prep_complement	0.5	0.0	1.0	0	0	{}	"{""prep_complement"": 1, ""subject"": 1}"	1	True
ج ن ي	ADJ_QUALIT	True	1	1	0	adjective	1.0		0.0	0.0	0.0	0	0	"{""adjective"": 1}"	{}	1	True
ج ن ي	NOUN_ABSTRACT	True	1	1	2	conjoined	1.0	idafa	0.5	0.0	1.0	0	0	"{""conjoined"": 1}"	"{""idafa"": 1, ""predication"": 1}"	1	True
ج ه د	CV:III	True	7	4	13	conjoined	1.0	prep_complement	0.385	0.0	2.038	0	1	"{""conjoined"": 4}"	"{""adverbial"": 1, ""cognate_acc"": 2, ""conjoined"": 1, ""direct_object"": 4, ""prep_complement"": 5}"	5	False
ج ه د	GERUND	True	10	10	10	cognate_acc	0.6	idafa	0.6	1.771	1.571	0	0	"{""adverbial"": 1, ""cognate_acc"": 6, ""conjoined"": 1, ""direct_object"": 1, ""idafa"": 1}"	"{""adjective"": 1, ""conjoined"": 1, ""idafa"": 6, ""prep_complement"": 2}"	9	False
ج ه د	IV:III	True	5	3	9	adjective	0.333	prep_complement	0.889	1.585	0.503	0	0	"{""adjective"": 1, ""clausal_complement"": 1, ""conjoined"": 1}"	"{""conjoined"": 1, ""prep_complement"": 8}"	4	False
ج ه د	NOUN_ACTIVE_PART	True	4	4	4	direct_object	0.75	prep_complement	0.75	0.811	0.811	0	0	"{""conjoined"": 1, ""direct_object"": 3}"	"{""conjoined"": 1, ""prep_complement"": 3}"	2	True
ج ه د	PV:III	True	15	8	33	conjoined	1.0	prep_complement	0.455	0.0	1.934	0	0	"{""conjoined"": 8}"	"{""adverbial"": 1, ""clausal_complement"": 2, ""conjoined"": 2, ""direct_object"": 2, ""prep_complement"": 15, ""subject"": 11}"	8	False
ج ه ر	CV:I	True	1	1	1	conjoined	1.0	prep_complement	1.0	0.0	0.0	0	0	"{""conjoined"": 1}"	"{""prep_complement"": 1}"	1	True
ج ه ر	GERUND	True	8	8	7	direct_object	0.375	prep_complement	0.571	2.156	1.664	0	0	"{""adverbial"": 1, ""conjoined"": 2, ""direct_object"": 3, ""idafa"": 1, ""prep_complement"": 1}"	"{""conjoined"": 1, ""exception"": 1, ""idafa"": 1, ""prep_complement"": 4}"	8	False
ج ه ر	IV:I	True	3	2	6	conjoined	0.5	prep_complement	0.833	1.0	0.65	0	0	"{""conjoined"": 1, ""particle_complement"": 1}"	"{""adverbial"": 1, ""prep_complement"": 5}"	3	True
ج ه ر	NOUN_ABSTRACT	True	3	3	0	adverbial	0.333		0.0	1.585	0.0	0	0	"{""adverbial"": 1, ""circumstantial"": 1, ""conjoined"": 1}"	{}	3	True
ج ه ر	PV:I	True	1	0	2		0.0	prep_complement	0.5	0.0	1.0	0	0	{}	"{""prep_complement"": 1, ""subject"": 1}"	1	True
ج ه ز	NOUN_CONCRETE	True	2	2	2	prep_complement	1.0	idafa	1.0	0.0	0.0	0	0	"{""prep_complement"": 2}"	"{""idafa"": 2}"	1	True
ج ه ز	PV:II	True	2	0	5		0.0	direct_object	0.4	0.0	1.522	0	0	{}	"{""adverbial"": 1, ""direct_object"": 2, ""prep_complement"": 2}"	1	True
ج ه ل	ADJ_INTENS	True	1	1	0	kana_predicate	1.0		0.0	0.0	0.0	0	0	"{""kana_predicate"": 1}"	{}	1	True
ج ه ل	GERUND	True	4	4	0	prep_complement	1.0		0.0	0.0	0.0	0	0	"{""prep_complement"": 4}"	{}	4	True
ج ه ل	GERUND_PROFESSION	True	1	1	0	idafa	1.0		0.0	0.0	0.0	0	0	"{""idafa"": 1}"	{}	1	True
ج ه ل	IV:I	True	5	5	0	adjective	0.8		0.0	0.722	0.0	0	0	"{""adjective"": 4, ""predication"": 1}"	{}	5	False
