root_arabic	form_tag	form_tag_available	instance_count	frame_count	absolute_ratio	top_prep	prep_profile	obj_status_dist	clausal_complement_count	passive_count	prodrop_count	batch_count	low_occurrence
خ س ر	PV:I	True	15	15	0.182	بـ	"{""بـ"": 1}"	"{""explicit"": 9, ""none_absolute"": 2, ""none_intransitive"": 4}"	0	0	6	10	False
خ س ف	IV:I	True	4	4	0.0	بـ	"{""بـ"": 4}"	"{""explicit"": 4}"	0	0	3	4	True
خ س ف	PV:I	True	4	4	0.333	بـ	"{""بـ"": 4}"	"{""explicit"": 2, ""none_absolute"": 1, ""none_intransitive"": 1}"	0	0	3	3	True
خ ش ع	IV:I	True	1	1	0.0	لـ	"{""لـ"": 1}"	"{""none_intransitive"": 1}"	0	0	0	1	True
خ ش ع	PV:I	True	1	1	0.0	لـ	"{""لـ"": 1}"	"{""none_intransitive"": 1}"	0	0	0	1	True
خ ش ي	CV:I	True	5	5	0.0		{}	"{""clitic"": 4, ""explicit"": 1}"	0	0	5	4	False
خ ش ي	IV:I	True	29	29	0.276	بـ	"{""بـ"": 3, ""كـ"": 1}"	"{""clausal"": 1, ""clitic"": 7, ""explicit"": 13, ""none_absolute"": 8}"	1	0	18	15	False
خ ش ي	PV:I	True	6	6	0.0	بـ	"{""بـ"": 2, ""مِن"": 1}"	"{""clausal"": 2, ""explicit"": 4}"	2	0	3	6	False
خ ص ص	IV:VIII	True	2	2	0.0	بـ	"{""بـ"": 2}"	"{""explicit"": 2}"	0	0	1	2	True
خ ص ف	IV:I	True	2	2	1.0	عَلَى	"{""عَلَى"": 2, ""مِن"": 2}"	"{""none_absolute"": 2}"	0	0	2	2	True
خ ص م	IV:VIII	True	7	7	0.0	فِي	"{""فِي"": 1}"	"{""none_intransitive"": 7}"	0	0	5	7	False
خ ص م	PV:VIII	True	1	1	0.0	فِي	"{""فِي"": 1}"	"{""none_intransitive"": 1}"	0	0	0	1	True
خ ض ع	IV:I	True	1	1	0.0	بـ	"{""بـ"": 1}"	"{""none_intransitive"": 1}"	0	0	1	1	True
خ ط أ	PV:IV	True	2	2	0.0	بـ	"{""بـ"": 1}"	"{""none_intransitive"": 2}"	0	0	2	2	True
خ ط ب	IV:III	True	2	2	0.0	فِي	"{""فِي"": 2}"	"{""clitic"": 2}"	0	0	2	2	True
خ ط ب	PV:III	True	1	1	0.0		{}	"{""clitic"": 1}"	0	0	0	1	True
خ ط ط	IV:I	True	1	1	0.0	بـ	"{""بـ"": 1}"	"{""clitic"": 1}"	0	0	1	1	True
خ ط ف	IV:I	True	2	2	0.0		{}	"{""clitic"": 1, ""explicit"": 1}"	0	0	0	2	True
خ ط ف	IV:V	True	1	1	0.0		{}	"{""clitic"": 1}"	0	0	0	1	True
خ ط ف	IV_PASS:V	True	2	2	0.0	مِن	"{""مِن"": 2}"	"{""none_passive"": 2}"	0	2	0	2	True
خ ط ف	PV:I	True	1	1	1.0		{}	"{""none_absolute"": 1}"	0	0	0	1	True
خ ف ت	IV:III	True	1	1	0.0	بـ	"{""بـ"": 1}"	"{""none_intransitive"": 1}"	0	0	1	1	True
خ ف ت	IV:VI	True	2	2	0.0		{}	"{""clausal"": 1, ""none_intransitive"": 1}"	1	0	1	2	True
خ ف ض	CV:I	True	3	3	0.0	لـ	"{""لـ"": 3, ""مِن"": 1}"	"{""explicit"": 3}"	0	0	3	3	True
خ ف ف	CV:II	True	1	1	1.0	عَن	"{""عَن"": 1}"	"{""none_absolute"": 1}"	0	0	0	1	True
خ ف ف	IV:II	True	2	2	1.0	عَن	"{""عَن"": 2}"	"{""none_absolute"": 2}"	0	0	2	2	True
خ ف ف	IV:X	True	3	3	0.0	مِن	"{""مِن"": 1}"	"{""clitic"": 2, ""none_intransitive"": 1}"	0	0	2	3	True
خ ف ف	IV_PASS:II	True	5	5	0.0	عَن	"{""عَن"": 5, ""مِن"": 1}"	"{""none_passive"": 5}"	0	5	0	4	False
خ ف ف	PV:I	True	3	3	0.0		{}	"{""none_intransitive"": 3}"	0	0	0	3	True
خ ف ف	PV:X	True	3	3	0.0	مِن	"{""مِن"": 2}"	"{""explicit"": 1, ""none_intransitive"": 2}"	0	0	3	2	True
خ ف ي	IV:I	True	7	7	0.0	عَلَى	"{""عَلَى"": 4, ""فِي"": 1, ""مِن"": 2}"	"{""explicit"": 1, ""none_intransitive"": 6}"	0	0	2	7	False
خ ف ي	IV:IV	True	12	12	0.083	مِن	"{""مِن"": 3}"	"{""clitic"": 4, ""explicit"": 7, ""none_absolute"": 1}"	0	0	10	11	False
خ ف ي	PV:IV	True	1	1	0.0		{}	"{""explicit"": 1}"	0	0	1	1	True
خ ف ي	PV_PASS:IV	True	1	1	0.0	لـ	"{""لـ"": 1, ""مِن"": 1}"	"{""none_passive"": 1}"	0	1	0	1	True
خ ل د	IV:I	True	2	2	0.0	فِي	"{""فِي"": 1}"	"{""none_intransitive"": 2}"	0	0	2	2	True
خ ل د	PV:IV	True	2	2	0.0	إِلَى	"{""إِلَى"": 1}"	"{""clitic"": 1, ""none_intransitive"": 1}"	0	0	0	2	True
خ ل ص	IV:X	True	1	1	0.0	لـ	"{""لـ"": 1}"	"{""clitic"": 1}"	0	0	1	1	True
خ ل ص	PV:I	True	1	1	0.0		{}	"{""none_intransitive"": 1}"	0	0	1	1	True
خ ل ص	PV:IV	True	2	2	0.0	بـ	"{""بـ"": 1, ""لـ"": 1}"	"{""clitic"": 1, ""explicit"": 1}"	0	0	2	2	True
خ ل ط	IV:III	True	1	1	0.0		{}	"{""clitic"": 1}"	0	0	1	1	True
خ ل ط	PV:I	True	1	1	0.0		{}	"{""explicit"": 1}"	0	0	1	1	True
خ ل ط	PV:VIII	True	3	3	0.0	بـ	"{""بـ"": 3}"	"{""none_intransitive"": 3}"	0	0	1	3	True
خ ل ع	CV:I	True	1	1	0.0		{}	"{""explicit"": 1}"	0	0	1	1	True
خ ل ف	CV:I	True	1	1	0.0	فِي	"{""فِي"": 1}"	"{""clitic"": 1}"	0	0	1	1	True
خ ل ف	IV:I	True	3	3	0.0	فِي	"{""فِي"": 2}"	"{""explicit"": 1, ""none_intransitive"": 2}"	0	0	1	2	True
خ ل ف	IV:III	True	2	2	0.0	إِلَى	"{""إِلَى"": 1, ""عَن"": 1}"	"{""clitic"": 1, ""none_intransitive"": 1}"	0	0	1	2	True
خ ل ف	IV:IV	True	8	8	0.0		{}	"{""clitic"": 2, ""explicit"": 6}"	0	0	1	7	False
خ ل ف	IV:V	True	1	1	0.0	عَن	"{""عَن"": 1}"	"{""none_intransitive"": 1}"	0	0	1	1	True
خ ل ف	IV:VIII	True	15	15	0.0	فِي	"{""فِي"": 15}"	"{""none_intransitive"": 15}"	0	0	13	11	False
خ ل ف	IV:X	True	4	4	0.0	فِي	"{""فِي"": 2, ""كـ"": 1, ""مِن"": 1}"	"{""clitic"": 2, ""explicit"": 2}"	0	0	2	4	True
خ ل ف	IV_PASS:I	True	1	1	0.0		{}	"{""clitic"": 1}"	0	0	1	1	True
خ ل ف	PV:I	True	3	3	0.0	مِن	"{""مِن"": 3}"	"{""clitic"": 1, ""none_intransitive"": 2}"	0	0	1	2	True
خ ل ف	PV:IV	True	4	4	0.0	بـ	"{""بـ"": 1}"	"{""both"": 1, ""clitic"": 1, ""explicit"": 2}"	0	0	4	3	True
خ ل ف	PV:VIII	True	17	17	0.0	فِي	"{""فِي"": 9, ""مِن"": 4}"	"{""none_intransitive"": 17}"	0	0	11	10	False
خ ل ف	PV:X	True	1	1	0.0		{}	"{""explicit"": 1}"	0	0	1	1	True
خ ل ف	PV_PASS:II	True	1	1	0.0		{}	"{""none_passive"": 1}"	0	1	0	1	True
خ ل ف	PV_PASS:VIII	True	2	2	0.0	فِي	"{""فِي"": 2}"	"{""none_passive"": 2}"	0	2	0	2	True
خ ل ق	GERUND	True	57	1	0.0		{}	"{""clitic"": 1}"	0	0	1	33	False
خ ل ق	IV:I	True	24	24	0.167	فِي	"{""بـ"": 1, ""فِي"": 3, ""كـ"": 3, ""لـ"": 1, ""مِن"": 3}"	"{""clitic"": 3, ""explicit"": 16, ""none_absolute"": 4, ""none_passive"": 1}"	0	1	14	18	False
خ ل ق	IV_PASS:I	True	3	3	0.0		{}	"{""none_passive"": 3}"	0	3	0	3	True
خ ل ق	PV:I	True	151	151	0.033	مِن	"{""بـ"": 11, ""فِي"": 11, ""كـ"": 1, ""لـ"": 6, ""مِن"": 57}"	"{""both"": 9, ""clitic"": 47, ""explicit"": 88, ""none_absolute"": 5, ""none_passive"": 2}"	2	2	102	64	False
خ ل ق	PV_PASS:I	True	6	6	0.0	مِن	"{""مِن"": 3}"	"{""explicit"": 1, ""none_passive"": 5}"	0	5	6	5	False
خ ل و	CV:I	True	1	1	0.0		{}	"{""explicit"": 1}"	0	0	1	1	True
خ ل و	GERUND	True	1	1	0.0		{}	"{""none_intransitive"": 1}"	0	0	0	1	True
خ ل و	IV:I	True	1	1	0.0	لـ	"{""لـ"": 1}"	"{""none_intransitive"": 1}"	0	0	0	1	True
خ ل و	PV:I	True	24	24	0.0	مِن	"{""إِلَى"": 2, ""فِي"": 2, ""مِن"": 15}"	"{""none_intransitive"": 24}"	0	0	6	14	False
خ ل و	PV:V	True	1	1	0.0		{}	"{""none_intransitive"": 1}"	0	0	1	1	True
خ و ض	IV:I	True	7	7	1.0	فِي	"{""فِي"": 3}"	"{""none_absolute"": 2, ""none_intransitive"": 5}"	0	0	6	6	False
خ و ض	PV:I	True	2	2	0.0	كـ	"{""كـ"": 1}"	"{""none_intransitive"": 2}"	0	0	2	1	True
خ و ف	CV:I	True	1	1	0.0		{}	"{""clitic"": 1}"	0	0	1	1	True
خ و ف	IV:I	True	64	64	0.222	عَلَى	"{""بـ"": 1, ""عَلَى"": 8, ""كـ"": 1, ""مِن"": 3}"	"{""clausal"": 14, ""clitic"": 3, ""explicit"": 32, ""none_absolute"": 14, ""none_intransitive"": 1}"	16	0	59	34	False
خ و ف	IV:II	True	4	4	0.0	بـ	"{""بـ"": 2}"	"{""clitic"": 2, ""explicit"": 2}"	0	0	2	3	True
خ و ف	IV:IV	True	3	3	0.0	فِي	"{""فِي"": 1}"	"{""clitic"": 1, ""explicit"": 2}"	0	0	3	2	True
خ و ف	PV:I	True	17	17	0.067	مِن	"{""عَلَى"": 2, ""مِن"": 3}"	"{""clausal"": 3, ""clitic"": 1, ""explicit"": 10, ""none_absolute"": 1, ""none_intransitive"": 2}"	3	0	10	10	False
خ و ف	PV:IV	True	1	1	0.0		{}	"{""clausal"": 1}"	1	0	1	1	True
خ و ل	PV:II	True	3	3	0.0		{}	"{""both"": 2, ""clitic"": 1}"	0	0	3	2	True
خ و ن	IV:I	True	3	3	0.0	بـ	"{""بـ"": 1}"	"{""clitic"": 1, ""explicit"": 2}"	0	0	3	2	True
خ و ن	IV:VIII	True	1	1	0.0		{}	"{""explicit"": 1}"	0	0	0	1	True
خ و ن	PV:I	True	2	2	0.0	مِن	"{""مِن"": 1}"	"{""clitic"": 1, ""explicit"": 1}"	0	0	2	2	True
خ ي ب	PV:I	True	4	4	0.0		{}	"{""none_intransitive"": 4}"	0	0	0	3	True
خ ي ر	IV:V	True	1	1	0.0		{}	"{""explicit"": 1}"	0	0	1	1	True
خ ي ر	IV:VIII	True	1	1	1.0		{}	"{""none_absolute"": 1}"	0	0	1	1	True
خ ي ر	PV:V	True	1	1	0.0		{}	"{""explicit"": 1}"	0	0	1	1	True
خ ي ر	PV:VIII	True	3	3	0.0	عَلَى	"{""عَلَى"": 2, ""لـ"": 1}"	"{""clitic"": 2, ""explicit"": 1}"	0	0	1	3	True
خ ي ل	IV_PASS:II	True	1	1	0.0	إِلَى	"{""إِلَى"": 1, ""مِن"": 1}"	"{""none_passive"": 1}"	1	1	0	1	True
د ب ر	IV:II	True	4	4	0.0	إِلَى	"{""إِلَى"": 1, ""مِن"": 1}"	"{""explicit"": 4}"	0	0	3	3	True
د ب ر	IV:V	True	4	4	0.0		{}	"{""explicit"": 4}"	0	0	4	4	True
د ب ر	PV:IV	True	4	4	0.0		{}	"{""none_intransitive"": 4}"	0	0	3	3	True
د ح ض	IV:IV	True	2	2	0.0	بـ	"{""بـ"": 2}"	"{""explicit"": 2}"	0	0	2	2	True
د ح و	PV:I	True	1	1	0.0		{}	"{""both"": 1}"	0	0	1	1	True
د خ ر	IV:VIII	True	1	1	0.0	فِي	"{""فِي"": 1}"	"{""explicit"": 1}"	0	0	1	1	True
د خ ل	CV:I	True	26	26	0.0	فِي	"{""بـ"": 3, ""عَلَى"": 1, ""فِي"": 4, ""مِن"": 1}"	"{""clitic"": 3, ""explicit"": 18, ""none_intransitive"": 5}"	0	0	26	16	False
د خ ل	CV:IV	True	6	6	0.0	فِي	"{""إِلَى"": 1, ""بـ"": 1, ""فِي"": 4}"	"{""both"": 2, ""clitic"": 3, ""explicit"": 1}"	0	0	6	4	False
د خ ل	IV:I	True	27	27	0.0	فِي	"{""عَلَى"": 1, ""فِي"": 2, ""كـ"": 1, ""مِن"": 2}"	"{""both"": 1, ""clitic"": 8, ""explicit"": 14, ""none_intransitive"": 4}"	0	0	20	19	False
د خ ل	IV:IV	True	29	29	0.0	فِي	"{""عَلَى"": 1, ""فِي"": 7}"	"{""both"": 18, ""clitic"": 8, ""explicit"": 3}"	0	0	20	17	False
د خ ل	PV:I	True	24	24	0.0	عَلَى	"{""بـ"": 3, ""عَلَى"": 10, ""مِن"": 2}"	"{""clitic"": 3, ""explicit"": 8, ""none_intransitive"": 12, ""none_passive"": 1}"	0	1	18	15	False
د خ ل	PV:IV	True	3	3	0.0	فِي	"{""فِي"": 2}"	"{""both"": 1, ""clitic"": 2}"	0	0	3	2	True
د خ ل	PV_PASS:IV	True	3	3	0.0	بـ	"{""بـ"": 1}"	"{""explicit"": 2, ""none_passive"": 1}"	0	1	1	3	True
د ر ء	CV:I	True	1	1	0.0	عَن	"{""عَن"": 1}"	"{""explicit"": 1}"	0	0	1	1	True
د ر ء	IV:I	True	2	2	0.0	بـ	"{""بـ"": 2}"	"{""explicit"": 2}"	0	0	1	2	True
د ر أ	IV:I	True	1	1	0.0	عَن	"{""عَن"": 1}"	"{""explicit"": 1}"	0	0	0	1	True
د ر أ	PV:VI	True	1	1	0.0	فِي	"{""فِي"": 1}"	"{""none_intransitive"": 1}"	0	0	1	1	True
د ر ج	IV:X	True	2	2	0.0	مِن	"{""مِن"": 2}"	"{""clitic"": 2}"	0	0	2	2	True
د ر ر	IV:I	True	4	4	0.25		{}	"{""clausal"": 3, ""none_absolute"": 1}"	3	0	2	3	True
د ر ر	IV:IV	True	3	3	0.333		{}	"{""clausal"": 2, ""none_absolute"": 1}"	2	0	3	2	True
د ر س	IV:I	True	3	3	0.667	فِي	"{""فِي"": 1}"	"{""clitic"": 1, ""none_absolute"": 2}"	0	0	3	3	True
د ر س	PV:I	True	2	2	0.5		{}	"{""explicit"": 1, ""none_absolute"": 1}"	0	0	2	2	True
د ر ك	IV:IV	True	5	5	0.0		{}	"{""clitic"": 3, ""explicit"": 2}"	0	0	1	3	False
د ر ك	PV:IV	True	1	1	0.0		{}	"{""clitic"": 1}"	0	0	0	1	True
د ر ك	PV:VI	True	3	3	0.0	فِي	"{""فِي"": 2}"	"{""clitic"": 1, ""none_intransitive"": 2}"	0	0	1	3	True
د ر ي	IV:I	True	3	3	0.0		{}	"{""clausal"": 3}"	3	0	3	3	True
د ر ي	IV:IV	True	4	4	0.0		{}	"{""both"": 1, ""clausal"": 1, ""clitic"": 2}"	2	0	1	4	True
د ر ي	PV:IV	True	14	14	0.0	بـ	"{""بـ"": 1}"	"{""both"": 13, ""clitic"": 1}"	13	0	1	11	False
د س س	IV:I	True	1	1	0.0	فِي	"{""فِي"": 1}"	"{""clitic"": 1}"	0	0	1	1	True
د س و	PV:II	True	1	1	0.0		{}	"{""clitic"": 1}"	0	0	0	1	True
د ع ع (d-'-') / د ع و	IV:I	True	1	1	0.0	إِلَى	"{""إِلَى"": 1}"	"{""clitic"": 1}"	0	0	1	1	True
د ع ع	CV:I	True	19	19	0.211	لـ	"{""إِلَى"": 3, ""بـ"": 4, ""لـ"": 5}"	"{""clitic"": 4, ""explicit"": 11, ""none_absolute"": 4}"	0	0	19	8	False
د ع ع	IV:I	True	39	39	0.154	مِن	"{""إِلَى"": 9, ""بـ"": 1, ""مِن"": 16}"	"{""clausal"": 1, ""clitic"": 6, ""explicit"": 25, ""none_absolute"": 6, ""none_passive"": 1}"	1	1	36	25	False
د ع ع	IV:VIII	True	1	1	1.0	بـ	"{""بـ"": 1}"	"{""none_absolute"": 1}"	0	0	1	1	True
د ع ع	IV_PASS:I	True	3	3	0.0	إِلَى	"{""إِلَى"": 2}"	"{""none_passive"": 3}"	0	3	1	3	True
د ع ع	PV:I	True	11	11	0.182	إِلَى	"{""إِلَى"": 4, ""لـ"": 1}"	"{""both"": 2, ""explicit"": 4, ""none_absolute"": 2, ""none_passive"": 3}"	2	3	9	10	False
د ع و	CV:I	True	13	13	0.154	لـ	"{""بـ"": 1, ""لـ"": 3}"	"{""clitic"": 4, ""explicit"": 7, ""none_absolute"": 2}"	0	0	13	9	False
د ع و	GERUND	True	27	1	1.0		{}	"{""none_absolute"": 1}"	0	0	0	18	False
د ع و	IV:I	True	60	60	0.2	إِلَى	"{""إِلَى"": 18, ""بـ"": 7, ""عَلَى"": 1, ""فِي"": 3, ""مِن"": 16}"	"{""clitic"": 19, ""explicit"": 29, ""none_absolute"": 12}"	1	0	51	34	False
د ع و	IV:IV	True	1	1	0.0		{}	"{""explicit"": 1}"	0	0	1	1	True
د ع و	IV:VIII	True	2	2	0.0		{}	"{""explicit"": 2}"	0	0	2	2	True
د ع و	IV_PASS:I	True	5	5	0.0	إِلَى	"{""إِلَى"": 5}"	"{""none_passive"": 5}"	0	5	0	4	False
د ع و	PV:I	True	18	17	0.059	لـ	"{""إِلَى"": 1, ""لـ"": 2, ""مِن"": 1}"	"{""both"": 2, ""clitic"": 12, ""explicit"": 2, ""none_absolute"": 1}"	2	0	16	15	False
د ع و	PV_PASS:I	True	2	2	0.0		{}	"{""none_passive"": 2}"	0	2	1	2	True
د ف ع	CV:I	True	4	4	0.5	بـ	"{""إِلَى"": 1, ""بـ"": 2}"	"{""explicit"": 2, ""none_absolute"": 2}"	0	0	4	4	True
د ف ع	IV:III	True	1	1	0.0	عَن	"{""عَن"": 1}"	"{""none_intransitive"": 1}"	0	0	0	1	True
د ف ع	PV:I	True	1	1	0.0	إِلَى	"{""إِلَى"": 1}"	"{""explicit"": 1}"	0	0	1	1	True
د ك ك	PV_PASS:I	True	2	2	0.0		{}	"{""none_passive"": 2}"	0	2	0	2	True
د ل ل	IV:I	True	5	5	0.0	عَلَى	"{""عَلَى"": 6}"	"{""clitic"": 5}"	0	0	5	4	False
د ل ل	PV:I	True	1	1	0.0	عَلَى	"{""عَلَى"": 1}"	"{""clitic"": 1}"	0	0	0	1	True
د ل و	IV:IV	True	1	1	0.0	إِلَى	"{""إِلَى"": 1, ""بـ"": 1}"	"{""none_intransitive"": 1}"	0	0	1	1	True
د ل و	PV:II	True	1	1	0.0	بـ	"{""بـ"": 1}"	"{""clitic"": 1}"	0	0	1	1	True
د ل و	PV:IV	True	1	1	0.0		{}	"{""explicit"": 1}"	0	0	1	1	True
د ل و	PV:V	True	1	1	0.0		{}	"{""none_intransitive"": 1}"	0	0	1	1	True
د م د م	PV:I	True	1	1	0.0	بـ	"{""بـ"": 1, ""عَلَى"": 1}"	"{""none_intransitive"": 1}"	0	0	0	1	True
د م ر	IV:II	True	1	1	0.0	بـ	"{""بـ"": 1}"	"{""explicit"": 1}"	0	0	1	1	True
د م ر	PV:I	True	1	1	1.0	عَلَى	"{""عَلَى"": 1}"	"{""none_absolute"": 1}"	0	0	0	1	True
د م ر	PV:II	True	6	6	0.0		{}	"{""both"": 1, ""clitic"": 2, ""explicit"": 3}"	0	0	6	6	False
د م غ	IV:I	True	1	1	0.0		{}	"{""clitic"": 1}"	0	0	1	1	True
د م و	PV:I	True	4	4	0.0	فِي	"{""فِي"": 1}"	"{""none_copular"": 3, ""none_intransitive"": 1}"	0	0	4	3	True
د ن و	IV:IV	True	1	1	0.0	عَلَى	"{""عَلَى"": 1, ""مِن"": 1}"	"{""none_intransitive"": 1}"	0	0	1	1	True
د ن و	PV:I	True	1	1	0.0		{}	"{""none_intransitive"": 1}"	0	0	1	1	True
د ه ن	IV:IV	True	1	1	0.0		{}	"{""none_intransitive"": 1}"	0	0	1	1	True
د ه ن	IV_PASS:IV	True	1	1	0.0		{}	"{""none_intransitive"": 1}"	0	0	1	1	True
د و ر	IV:I	True	2	2	0.0		{}	"{""clausal"": 1, ""none_intransitive"": 1}"	1	0	1	2	True
د و ل	IV:III	True	1	1	0.0		{}	"{""clitic"": 1}"	0	0	1	1	True
د و م	PV:I	True	3	3	0.0	فِي	"{""فِي"": 1}"	"{""none_intransitive"": 3}"	0	0	1	2	True
د ي ر	IV:IV	True	1	1	0.0		{}	"{""clitic"": 1}"	0	0	1	1	True
د ي ن	IV:I	True	1	1	0.0		{}	"{""explicit"": 1}"	0	0	1	1	True
د ي ن	PV:VI	True	1	1	0.0	إِلَى	"{""إِلَى"": 1, ""بـ"": 1}"	"{""none_intransitive"": 1}"	0	0	1	1	True
ذ ب ح	IV:I	True	3	3	0.0		{}	"{""clitic"": 2, ""explicit"": 1}"	0	0	3	3	True
ذ ب ح	IV:II	True	3	3	0.0		{}	"{""explicit"": 3}"	0	0	3	3	True
ذ ب ح	PV:I	True	1	1	0.0		{}	"{""clitic"": 1}"	0	0	1	1	True
ذ ب ح	PV_PASS:I	True	1	1	0.0	عَلَى	"{""عَلَى"": 1}"	"{""none_passive"": 1}"	0	1	0	1	True
ذ ر أ	IV:I	True	1	1	0.0	فِي	"{""فِي"": 1}"	"{""clitic"": 1}"	0	0	1	1	True
ذ ر أ	PV:I	True	5	5	0.0	فِي	"{""فِي"": 3, ""لـ"": 2, ""مِن"": 1}"	"{""clitic"": 2, ""explicit"": 3}"	0	0	5	5	False
ذ ر و	IV:I	True	1	1	0.0		{}	"{""clitic"": 1}"	0	0	0	1	True
ذ ك ر	CV:I	True	48	48	0.021	فِي	"{""بـ"": 1, ""عَلَى"": 3, ""فِي"": 7, ""كـ"": 3}"	"{""both"": 2, ""clausal"": 1, ""clitic"": 2, ""explicit"": 42, ""none_absolute"": 1}"	3	0	48	17	False
ذ ك ر	CV:II	True	7	7	0.571	بـ	"{""بـ"": 3}"	"{""clausal"": 1, ""clitic"": 1, ""explicit"": 1, ""none_absolute"": 4}"	1	0	7	7	False
ذ ك ر	GERUND	True	90	2	0.0		{}	"{""explicit"": 1, ""none_intransitive"": 1}"	0	0	0	43	False
ذ ك ر	IV:I	True	16	16	0.125	عَلَى	"{""عَلَى"": 3, ""فِي"": 1}"	"{""clausal"": 1, ""clitic"": 4, ""explicit"": 9, ""none_absolute"": 2}"	1	0	14	13	False
ذ ك ر	IV:II	True	1	1	0.0		{}	"{""explicit"": 1}"	0	0	0	1	True
ذ ك ر	IV:V	True	49	49	0.964	فِي	"{""فِي"": 1}"	"{""explicit"": 1, ""none_absolute"": 27, ""none_intransitive"": 21}"	0	0	38	33	False
ذ ك ر	IV_PASS:I	True	4	4	0.0	فِي	"{""عَلَى"": 1, ""فِي"": 3}"	"{""none_passive"": 4}"	0	4	0	4	True
ذ ك ر	PV:I	True	10	10	0.0	فِي	"{""فِي"": 1}"	"{""clitic"": 4, ""explicit"": 5, ""none_intransitive"": 1}"	0	0	8	10	False
ذ ك ر	PV:II	True	2	2	0.0	بـ	"{""بـ"": 2}"	"{""none_passive"": 2}"	0	2	0	2	True
ذ ك ر	PV:V	True	2	2	1.0		{}	"{""none_absolute"": 1, ""none_intransitive"": 1}"	0	0	1	2	True
ذ ك ر	PV:VIII	True	1	1	1.0		{}	"{""none_absolute"": 1}"	0	0	1	1	True
ذ ك ر	PV_PASS:I	True	7	7	0.0	عَلَى	"{""عَلَى"": 2, ""فِي"": 1}"	"{""none_passive"": 7}"	0	7	0	5	False
ذ ك ر	PV_PASS:II	True	8	8	0.0	بـ	"{""بـ"": 6}"	"{""none_passive"": 8}"	0	8	7	7	False
ذ ك و	PV:II	True	1	1	0.0		{}	"{""explicit"": 1}"	0	0	1	1	True
ذ ل ل	IV:I	True	1	1	0.0		{}	"{""none_intransitive"": 1}"	0	0	1	1	True
ذ ل ل	IV:IV	True	1	1	0.0		{}	"{""explicit"": 1}"	0	0	1	1	True
ذ ل ل	PV:II	True	1	1	0.0	لـ	"{""لـ"": 1}"	"{""clitic"": 1}"	0	0	1	1	True
ذ ل ل	PV_PASS:II	True	1	1	0.0		{}	"{""none_passive"": 1}"	0	1	0	1	True
ذ ه ب	CV:I	True	12	12	0.0	إِلَى	"{""إِلَى"": 4, ""بـ"": 4}"	"{""none_intransitive"": 12}"	0	0	10	8	False
ذ ه ب	IV:I	True	14	14	0.333	بـ	"{""بـ"": 6, ""عَلَى"": 1, ""عَن"": 1}"	"{""clitic"": 1, ""explicit"": 1, ""none_absolute"": 1, ""none_intransitive"": 11}"	0	0	11	11	False
ذ ه ب	IV:IV	True	7	7	0.0	عَن	"{""عَن"": 1}"	"{""clitic"": 3, ""explicit"": 4}"	0	0	5	7	False
ذ ه ب	NOUN_CONCRETE	True	6	3	0.0		{}	"{""none_intransitive"": 3}"	0	0	0	5	False
ذ ه ب	PV:I	True	13	13	0.0	بـ	"{""إِلَى"": 1, ""بـ"": 4, ""عَن"": 2}"	"{""none_intransitive"": 13}"	0	0	4	10	False
ذ ه ب	PV:IV	True	2	2	0.0	عَن	"{""عَن"": 1, ""فِي"": 1}"	"{""explicit"": 2}"	0	0	1	2	True
ذ ه ل	IV:I	True	1	1	0.0	عَن	"{""عَن"": 1}"	"{""none_intransitive"": 1}"	0	0	0	1	True
ذ و د	IV:I	True	1	1	1.0		{}	"{""none_absolute"": 1}"	0	0	1	1	True
ذ و ر	CV:I	True	1	1	0.0		{}	"{""clitic"": 1}"	0	0	1	1	True
ذ و ق	CV:I	True	24	24	0.167	بـ	"{""بـ"": 7}"	"{""clitic"": 1, ""explicit"": 19, ""none_absolute"": 4}"	0	0	24	17	False
ذ و ق	IV:I	True	8	8	0.0	فِي	"{""فِي"": 2, ""مِن"": 1}"	"{""clitic"": 2, ""explicit"": 6}"	0	0	8	7	False
ذ و ق	IV:IV	True	11	11	0.0	مِن	"{""بـ"": 1, ""فِي"": 1, ""مِن"": 4}"	"{""both"": 7, ""clitic"": 4}"	0	0	11	8	False
ذ و ق	PV:I	True	5	5	0.0	كـ	"{""كـ"": 1}"	"{""explicit"": 5}"	0	0	4	5	False
ذ و ق	PV:IV	True	10	10	0.0	مِن	"{""بـ"": 1, ""فِي"": 1, ""مِن"": 3}"	"{""both"": 10}"	0	0	8	8	False
ذ ي ع	PV:IV	True	1	1	1.0	بـ	"{""بـ"": 1}"	"{""none_absolute"": 1}"	0	0	1	1	True
ر أ ي	CV:I	True	1	1	0.0		{}	"{""both"": 1}"	1	0	1	1	True
ر أ ي	CV:IV	True	8	8	0.0		{}	"{""both"": 7, ""clitic"": 1}"	3	0	8	7	False
ر أ ي	IV:I	True	155	155	0.128	إِلَى	"{""إِلَى"": 20, ""بـ"": 1, ""عَلَى"": 1, ""فِي"": 8, ""لـ"": 1, ""مِن"": 5}"	"{""both"": 11, ""clausal"": 42, ""clitic"": 32, ""explicit"": 43, ""none_absolute"": 19, ""none_intransitive"": 7, ""none_passive"": 1}"	47	1	140	56	False
ر أ ي	IV:III	True	2	2	0.0		{}	"{""explicit"": 1, ""none_intransitive"": 1}"	0	0	2	2	True
