root_arabic	form_tag	form_tag_available	instance_count	narration	in_quoted	imperative	in_supplication	in_interrogative	vocative	narration_ratio	in_quote_ratio	imperative_ratio	legacy_direct_speech	legacy_discourse_dist	batch_count	low_occurrence
ث ق ل	PV:V	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ث ل ث	NOUN_ABSTRACT	True	3	2	1	0	0	0	0	0.667	0.333	0.0	0	{}	2	True
ث ل ث	NOUN_CONCRETE	True	2	2	0	0	0	0	0	1.0	0.0	0.0	0	{}	2	True
ث ل ث	NOUN_NUM	True	27	19	8	0	1	0	0	0.704	0.296	0.0	0	{}	19	False
ث ل ل	NOUN_ABSTRACT	True	2	2	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ث ل ل	NOUN_CONCRETE	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ث م ر	NOUN_CONCRETE	True	22	21	1	0	1	0	0	0.955	0.045	0.0	0	{}	12	False
ث م ر	PV:IV	True	2	2	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ث م ن	NOUN_ABSTRACT	True	11	10	1	0	0	0	0	0.909	0.091	0.0	0	{}	6	False
ث م ن	NOUN_ACTIVE_PART	True	1	0	1	0	0	0	0	0.0	1.0	0.0	0	{}	1	True
ث م ن	NOUN_CONCRETE	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ث م ن	NOUN_NUM	True	6	5	1	0	0	0	0	0.833	0.167	0.0	0	{}	5	False
ث م و د	NOUN_PROP	True	26	25	1	0	0	0	0	0.962	0.038	0.0	0	{}	21	False
ث ن ي	IV:I	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ث ن ي	IV:X	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ث ن ي	NOUN_ABSTRACT	True	2	2	0	0	0	0	0	1.0	0.0	0.0	0	{}	2	True
ث ن ي	NOUN_CONCRETE	True	2	2	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ث ن ي	NOUN_NUM	True	23	16	7	0	4	0	0	0.696	0.304	0.0	0	{}	15	False
ث و ب	GERUND	True	13	12	1	0	0	0	0	0.923	0.077	0.0	0	{}	5	False
ث و ب	GERUND_MEEM	True	1	0	1	0	0	1	0	0.0	1.0	0.0	0	{}	1	True
ث و ب	NOUN_ABSTRACT	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ث و ب	NOUN_CONCRETE	True	8	8	0	0	0	0	0	1.0	0.0	0.0	0	{}	7	False
ث و ب	NOUN_TIME_PLACE	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ث و ب	PV:II	True	1	0	0	0	0	1	0	0.0	0.0	0.0	0	{}	1	True
ث و ب	PV:IV	True	3	3	0	0	0	0	0	1.0	0.0	0.0	0	{}	3	True
ث و ر	IV:IV	True	3	2	1	0	0	0	0	0.667	0.333	0.0	0	{}	3	True
ث و ر	NOUN_ABSTRACT	True	1	0	1	0	1	0	0	0.0	1.0	0.0	0	{}	1	True
ث و ر	PV:IV	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ث و ي	NOUN_ACTIVE_PART	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ث و ي	NOUN_TIME_PLACE	True	13	10	3	0	1	0	0	0.769	0.231	0.0	0	{}	9	False
ث ي ب	ADJ_QUALIT	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ج أ ر	IV:I	True	3	3	0	0	0	0	0	1.0	0.0	0.0	0	{}	2	True
ج ب ب	IV:IV	True	1	0	1	0	1	0	0	0.0	1.0	0.0	0	{}	1	True
ج ب ب	NOUN_CONCRETE	True	2	1	1	0	1	0	0	0.5	0.5	0.0	0	{}	1	True
ج ب ت	NOUN_CONCRETE	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ج ب ر	ADJ_INTENS	True	9	7	2	0	0	0	0	0.778	0.222	0.0	0	{}	8	False
ج ب ر	NOUN_PROP	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ج ب ل	NOUN_CONCRETE	True	41	38	3	0	1	0	1	0.927	0.073	0.0	0	{}	33	False
ج ب ن	NOUN_CONCRETE	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ج ب ه	NOUN_CONCRETE	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ج ب ي	IV:VIII	True	3	3	0	0	0	0	0	1.0	0.0	0.0	0	{}	3	True
ج ب ي	IV_PASS:I	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ج ب ي	NOUN_ABSTRACT	True	2	2	0	0	0	0	0	1.0	0.0	0.0	0	{}	2	True
ج ب ي	NOUN_CONCRETE	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ج ب ي	PV:VIII	True	7	6	1	0	0	0	0	0.857	0.143	0.0	0	{}	7	False
ج ث ث	PV:VIII	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ج ث م	NOUN_ACTIVE_PART	True	5	5	0	0	0	0	0	1.0	0.0	0.0	0	{}	3	False
ج ث و	NOUN_ACTIVE_PART	True	3	3	0	0	0	0	0	1.0	0.0	0.0	0	{}	2	True
ج ح د	IV:I	True	9	9	0	0	0	0	0	1.0	0.0	0.0	0	{}	7	False
ج ح د	IV:IV	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ج ح د	PV:I	True	2	2	0	0	0	0	0	1.0	0.0	0.0	0	{}	2	True
ج ح م	NOUN_CONCRETE	True	24	22	2	0	2	0	0	0.917	0.083	0.0	0	{}	16	False
ج ح م	NOUN_PROP	True	2	2	0	0	0	0	0	1.0	0.0	0.0	0	{}	2	True
ج د ث	NOUN_CONCRETE	True	3	3	0	0	0	0	0	1.0	0.0	0.0	0	{}	3	True
ج د د	ADJ_QUALIT	True	9	5	4	0	0	1	0	0.556	0.444	0.0	0	"{""oath"": 1}"	7	False
ج د د	IV:I	True	21	14	4	0	1	3	0	0.667	0.19	0.0	0	"{""oath"": 1}"	12	False
ج د د	IV:IV	True	2	1	1	0	0	0	0	0.5	0.5	0.0	0	"{""oath"": 1}"	2	True
ج د د	NOUN_ABSTRACT	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	"{""oath"": 1}"	1	True
ج د ر	ADJ_COMP	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ج د ر	NOUN_CONCRETE	True	3	3	0	0	0	0	0	1.0	0.0	0.0	0	{}	2	True
ج د ل	CV:III	True	1	0	0	1	0	0	0	0.0	0.0	1.0	0	{}	1	True
ج د ل	GERUND	True	2	1	1	0	1	0	0	0.5	0.5	0.0	0	{}	2	True
ج د ل	IV:I	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ج د ل	IV:III	True	19	17	1	0	1	1	0	0.895	0.053	0.0	0	{}	14	False
ج د ل	NOUN_ABSTRACT	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ج د ل	NOUN_CONCRETE	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ج د ل	PV:III	True	4	3	1	0	1	0	0	0.75	0.25	0.0	0	{}	4	True
ج ذ ذ	NOUN_CONCRETE	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ج ذ ذ	NOUN_PASSIVE_PART	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ج ذ ع	NOUN_CONCRETE	True	3	3	0	0	0	0	0	1.0	0.0	0.0	0	{}	2	True
ج ذ و	NOUN_ABSTRACT	True	1	0	1	0	1	0	0	0.0	1.0	0.0	0	{}	1	True
ج ر ح	NOUN_CONCRETE	True	2	1	1	0	1	0	0	0.5	0.5	0.0	0	{}	1	True
ج ر ح	PV:I	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ج ر ح	PV:VIII	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ج ر د	NOUN_CONCRETE	True	2	2	0	0	0	0	0	1.0	0.0	0.0	0	{}	2	True
ج ر ر	IV:I	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ج ر ز	ADJ_QUALIT	True	2	2	0	0	0	0	0	1.0	0.0	0.0	0	{}	2	True
ج ر ع	IV:V	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ج ر ف	NOUN_CONCRETE	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ج ر م	IV:I	True	3	3	0	0	0	0	0	1.0	0.0	0.0	0	{}	2	True
ج ر م	IV:IV	True	1	0	1	0	0	0	0	0.0	1.0	0.0	0	{}	1	True
ج ر م	NOUN_ABSTRACT	True	5	5	0	0	0	0	0	1.0	0.0	0.0	0	{}	3	False
ج ر م	NOUN_ACTIVE_PART	True	52	45	7	0	2	1	0	0.865	0.135	0.0	0	{}	32	False
ج ر م	NOUN_RELATIVE	True	1	0	1	0	0	0	0	0.0	1.0	0.0	0	{}	1	True
ج ر م	PV:IV	True	4	3	1	0	0	0	0	0.75	0.25	0.0	0	{}	4	True
ج ر ي	IV:I	True	54	51	3	0	0	0	0	0.944	0.056	0.0	0	{}	38	False
ج ر ي	IV:IV	True	2	2	0	0	0	0	0	1.0	0.0	0.0	0	{}	2	True
ج ر ي	NOUN_ACTIVE_PART	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ج ر ي	NOUN_CONCRETE	True	5	5	0	0	0	0	0	1.0	0.0	0.0	0	{}	5	False
ج ر ي	NOUN_TIME_PLACE	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ج ر ي	PV:I	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ج ز أ	NOUN_ABSTRACT	True	3	2	1	0	1	0	0	0.667	0.333	0.0	0	{}	3	True
ج ز ز	IV_PASS:I	True	7	5	1	0	1	2	0	0.714	0.143	0.0	0	{}	7	False
ج ز ز	IV_PASS:IV	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ج ز ع	ADJ_INTENS	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ج ز ع	PV:I	True	1	0	1	0	0	0	0	0.0	1.0	0.0	0	{}	1	True
ج ز ي	GERUND	True	42	35	6	0	2	1	0	0.833	0.143	0.0	0	{}	25	False
ج ز ي	IV:I	True	40	36	4	0	1	0	0	0.9	0.1	0.0	0	{}	24	False
ج ز ي	IV:III	True	1	0	0	0	0	1	0	0.0	0.0	0.0	0	{}	1	True
ج ز ي	IV:IV	True	6	6	0	0	0	0	0	1.0	0.0	0.0	0	{}	6	False
ج ز ي	IV_PASS:I	True	13	11	0	0	0	2	0	0.846	0.0	0.0	0	{}	11	False
ج ز ي	IV_PASS:IV	True	2	2	0	0	0	0	0	1.0	0.0	0.0	0	{}	2	True
ج ز ي	NOUN_ACTIVE_PART	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ج ز ي	NOUN_CONCRETE	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ج ز ي	PV:I	True	4	4	0	0	0	0	0	1.0	0.0	0.0	0	{}	4	True
ج س د	NOUN_CONCRETE	True	4	4	0	0	0	0	0	1.0	0.0	0.0	0	{}	4	True
ج س س	PV:V	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ج س م	NOUN_CONCRETE	True	2	1	1	0	0	0	0	0.5	0.5	0.0	0	{}	2	True
ج ع ل	CV:I	True	22	0	13	22	13	0	0	0.0	0.591	1.0	1	"{""direct-speech"": 1, ""interrogative"": 1}"	13	False
ج ع ل	IV:I	True	78	65	13	0	3	0	0	0.833	0.167	0.0	1	"{""direct-speech"": 1, ""interrogative"": 1}"	43	False
ج ع ل	IV:IV	True	1	1	0	0	0	0	0	1.0	0.0	0.0	1	"{""direct-speech"": 1, ""interrogative"": 1}"	1	True
ج ع ل	NOUN_ACTIVE_PART	True	6	2	4	0	1	0	0	0.333	0.667	0.0	1	"{""direct-speech"": 1, ""interrogative"": 1}"	5	False
ج ع ل	PV:I	True	239	223	16	0	4	1	0	0.933	0.067	0.0	1	"{""direct-speech"": 1, ""interrogative"": 1}"	59	False
ج ف أ	NOUN_ABSTRACT	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ج ف ن	NOUN_CONCRETE	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ج ف و	PV:VI	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ج ل ب	CV:IV	True	1	0	0	1	0	0	0	0.0	0.0	1.0	0	{}	1	True
ج ل ب	NOUN_CONCRETE	True	1	0	1	0	0	0	0	0.0	1.0	0.0	0	{}	1	True
ج ل د	CV:I	True	2	0	0	2	0	0	0	0.0	0.0	1.0	0	{}	1	True
ج ل د	GERUND_INSTANT	True	2	2	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ج ل د	NOUN_CONCRETE	True	9	9	0	0	0	0	0	1.0	0.0	0.0	0	{}	5	False
ج ل س	NOUN_TIME_PLACE	True	1	0	1	0	1	0	0	0.0	1.0	0.0	0	{}	1	True
ج ل ل	GERUND	True	2	2	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ج ل و	GERUND	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ج ل و	IV:II	True	1	0	1	0	0	0	0	0.0	1.0	0.0	0	{}	1	True
ج ل و	PV:II	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ج ل و	PV:V	True	2	2	0	0	0	0	0	1.0	0.0	0.0	0	{}	2	True
ج م ح	IV:I	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ج م د	NOUN_ACTIVE_PART	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ج م ع	CV:IV	True	2	0	1	2	1	0	0	0.0	0.5	1.0	0	{}	2	True
ج م ع	GERUND	True	5	5	0	0	0	0	0	1.0	0.0	0.0	0	{}	5	False
ج م ع	IV:I	True	12	8	4	0	0	0	0	0.667	0.333	0.0	0	{}	11	False
ج م ع	NOUN_ABSTRACT	True	79	64	15	0	6	1	0	0.81	0.19	0.0	0	{}	34	False
ج م ع	NOUN_ACTIVE_PART	True	4	3	1	0	0	1	0	0.75	0.25	0.0	0	{}	4	True
ج م ع	NOUN_CONCRETE	True	8	6	2	0	0	0	0	0.75	0.25	0.0	0	{}	6	False
ج م ع	NOUN_PASSIVE_PART	True	2	2	0	0	0	0	0	1.0	0.0	0.0	0	{}	2	True
ج م ع	NOUN_PROP	True	3	3	0	0	0	0	0	1.0	0.0	0.0	0	{}	3	True
ج م ع	PV:I	True	9	8	1	0	1	0	0	0.889	0.111	0.0	0	{}	8	False
ج م ع	PV:IV	True	2	2	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ج م ع	PV:VIII	True	2	2	0	0	0	0	0	1.0	0.0	0.0	0	{}	2	True
ج م ع	PV_PASS:I	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ج م ل	ADJ_QUALIT	True	7	4	3	0	0	0	0	0.571	0.429	0.0	0	{}	5	False
ج م ل	GERUND	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ج م ل	NOUN_ABSTRACT	True	1	0	1	0	0	0	0	0.0	1.0	0.0	0	{}	1	True
ج م ل	NOUN_CONCRETE	True	2	2	0	0	0	0	0	1.0	0.0	0.0	0	{}	2	True
ج م م	ADJ_QUALIT	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ج ن ب	CV:I	True	1	0	1	1	1	0	0	0.0	1.0	1.0	0	{}	1	True
ج ن ب	CV:VIII	True	5	0	0	5	0	0	0	0.0	0.0	1.0	0	{}	4	False
ج ن ب	IV:II	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ج ن ب	IV:V	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ج ن ب	IV:VIII	True	3	3	0	0	0	0	0	1.0	0.0	0.0	0	{}	3	True
ج ن ب	NOUN_ABSTRACT	True	17	16	1	0	0	0	0	0.941	0.059	0.0	0	{}	11	False
ج ن ب	NOUN_CONCRETE	True	4	4	0	0	0	0	0	1.0	0.0	0.0	0	{}	4	True
ج ن ب	PV:VIII	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ج ن ح	CV:I	True	1	0	0	1	0	0	0	0.0	0.0	1.0	0	{}	1	True
ج ن ح	NOUN_ABSTRACT	True	27	27	0	0	0	0	0	1.0	0.0	0.0	0	{}	8	False
ج ن ح	NOUN_CONCRETE	True	5	5	0	0	0	0	0	1.0	0.0	0.0	0	{}	5	False
ج ن ح	PV:I	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ج ن د	NOUN_CONCRETE	True	2	2	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ج ن د	NOUN_RELATIVE	True	27	23	3	0	1	1	0	0.852	0.111	0.0	0	{}	17	False
ج ن ف	GERUND	True	1	0	0	0	0	1	0	0.0	0.0	0.0	0	{}	1	True
ج ن ف	NOUN_ACTIVE_PART	True	1	0	0	0	0	1	0	0.0	0.0	0.0	0	{}	1	True
ج ن ن	NOUN_CONCRETE	True	182	163	18	0	6	1	0	0.896	0.099	0.0	1	"{""direct-speech"": 1}"	70	False
ج ن ن	NOUN_PASSIVE_PART	True	11	3	8	0	0	0	0	0.273	0.727	0.0	1	"{""direct-speech"": 1}"	9	False
ج ن ن	NOUN_RELATIVE	True	7	7	0	0	0	0	0	1.0	0.0	0.0	1	"{""direct-speech"": 1}"	5	False
ج ن ن	PV:I	True	1	1	0	0	0	0	0	1.0	0.0	0.0	1	"{""direct-speech"": 1}"	1	True
ج ن ي	ADJ_QUALIT	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ج ن ي	NOUN_ABSTRACT	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ج ه د	CV:III	True	7	0	1	7	1	0	0	0.0	0.143	1.0	0	{}	5	False
ج ه د	GERUND	True	10	8	2	0	0	0	0	0.8	0.2	0.0	0	{}	9	False
ج ه د	IV:III	True	5	5	0	0	0	0	0	1.0	0.0	0.0	0	{}	4	False
ج ه د	NOUN_ACTIVE_PART	True	4	4	0	0	0	0	0	1.0	0.0	0.0	0	{}	2	True
ج ه د	PV:III	True	15	15	0	0	0	0	0	1.0	0.0	0.0	0	{}	8	False
ج ه ر	CV:I	True	1	0	0	1	0	0	0	0.0	0.0	1.0	0	{}	1	True
ج ه ر	GERUND	True	8	8	0	0	0	0	0	1.0	0.0	0.0	0	{}	8	False
ج ه ر	IV:I	True	3	2	1	0	1	0	0	0.667	0.333	0.0	0	{}	3	True
ج ه ر	NOUN_ABSTRACT	True	3	0	3	0	1	0	0	0.0	1.0	0.0	0	{}	3	True
ج ه ر	PV:I	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ج ه ز	NOUN_CONCRETE	True	2	2	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ج ه ز	PV:II	True	2	2	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ج ه ل	ADJ_INTENS	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ج ه ل	GERUND	True	4	3	1	0	0	0	0	0.75	0.25	0.0	0	{}	4	True
ج ه ل	GERUND_PROFESSION	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ج ه ل	IV:I	True	5	3	2	0	0	0	0	0.6	0.4	0.0	0	{}	5	False
ج ه ل	NOUN_ACTIVE_PART	True	10	5	5	0	0	1	0	0.5	0.5	0.0	0	{}	8	False
ج ه ل	NOUN_RELATIVE	True	3	3	0	0	0	0	0	1.0	0.0	0.0	0	{}	3	True
ج ه ن م		False	4	3	1	0	1	0	0	0.75	0.25	0.0	0	{}	3	True
ج ه ن م	ADV	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ج ه ن م	FOREIGN	True	2	2	0	0	0	0	0	1.0	0.0	0.0	0	{}	2	True
ج ه ن م	NOUN_CONCRETE	True	14	12	2	0	1	0	0	0.857	0.143	0.0	0	{}	12	False
ج ه ن م	NOUN_PROP	True	52	48	4	0	2	0	0	0.923	0.077	0.0	0	{}	32	False
ج ه ن م	NOUN_PROP_FOREIGN	True	4	4	0	0	0	0	0	1.0	0.0	0.0	0	{}	2	True
ج و ب	CV:IV	True	1	0	0	1	0	0	0	0.0	0.0	1.0	0	{}	1	True
ج و ب	CV:X	True	2	0	0	2	0	0	0	0.0	0.0	1.0	0	{}	2	True
ج و ب	IV:IV	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ج و ب	IV:X	True	13	11	2	0	1	0	0	0.846	0.154	0.0	0	{}	11	False
ج و ب	NOUN_ABSTRACT	True	2	2	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ج و ب	NOUN_ACTIVE_PART	True	2	1	1	0	1	0	0	0.5	0.5	0.0	0	{}	2	True
ج و ب	PV:I	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ج و ب	PV:IV	True	1	0	1	0	0	1	0	0.0	1.0	0.0	0	{}	1	True
ج و ب	PV:X	True	12	11	1	0	1	0	0	0.917	0.083	0.0	0	{}	8	False
ج و ب	PV_PASS:I	True	1	0	1	0	1	0	0	0.0	1.0	0.0	0	{}	1	True
ج و ب	PV_PASS:IV	True	1	0	1	0	0	1	0	0.0	1.0	0.0	0	{}	1	True
ج و ب	PV_PASS:X	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ج و د	NOUN_CONCRETE	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ج و ر	IV:III	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ج و ر	IV:IV	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ج و ر	IV_PASS:IV	True	1	0	1	0	0	0	0	0.0	1.0	0.0	0	{}	1	True
ج و ر	NOUN_ACTIVE_PART	True	2	2	0	0	0	0	0	1.0	0.0	0.0	0	{}	2	True
ج و ر	NOUN_CONCRETE	True	3	2	1	0	0	0	0	0.667	0.333	0.0	0	{}	2	True
ج و ر	PV:X	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ج و ز	IV:III	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ج و ز	IV:VI	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ج و ز	PV:III	True	3	3	0	0	0	0	0	1.0	0.0	0.0	0	{}	3	True
ج و س	PV:I	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ج و ع	GERUND	True	4	4	0	0	0	0	0	1.0	0.0	0.0	0	{}	4	True
ج و ع	IV:I	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ج و ف	NOUN_CONCRETE	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ج و و	NOUN_ABSTRACT	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ج ي ء	PV:I	True	3	3	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ج ي ء	PV_PASS:I	True	2	2	0	0	0	0	0	1.0	0.0	0.0	0	{}	2	True
ج ي أ	PV:I	True	272	221	48	0	10	3	0	0.812	0.176	0.0	1	"{""direct-speech"": 1}"	62	False
ج ي أ	PV:IV	True	1	1	0	0	0	0	0	1.0	0.0	0.0	1	"{""direct-speech"": 1}"	1	True
ج ي ب	IV:IV	True	2	2	0	0	0	0	0	1.0	0.0	0.0	0	{}	2	True
ج ي ب	NOUN_CONCRETE	True	3	2	1	0	0	0	0	0.667	0.333	0.0	0	{}	3	True
ج ي د	NOUN_CONCRETE	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ج ي ر	IV:I	True	1	0	1	0	0	0	0	0.0	1.0	0.0	0	{}	1	True
ج ي ر	IV:IV	True	2	0	2	0	0	1	0	0.0	1.0	0.0	0	{}	2	True
ح ب ب	ADJ_COMP	True	3	0	3	0	1	0	0	0.0	1.0	0.0	0	{}	2	True
ح ب ب	ADJ_QUALIT	True	1	0	1	0	0	0	0	0.0	1.0	0.0	0	{}	1	True
ح ب ب	GERUND	True	10	8	2	0	0	0	0	0.8	0.2	0.0	0	{}	8	False
ح ب ب	IV:I	True	6	5	1	0	0	0	0	0.833	0.167	0.0	0	{}	5	False
ح ب ب	IV:IV	True	56	49	7	0	5	0	0	0.875	0.125	0.0	0	{}	22	False
ح ب ب	IV:X	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ح ب ب	NOUN_CONCRETE	True	12	12	0	0	0	0	0	1.0	0.0	0.0	0	{}	9	False
ح ب ب	PV:I	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ح ب ب	PV:II	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ح ب ب	PV:IV	True	1	0	1	0	0	0	0	0.0	1.0	0.0	0	{}	1	True
ح ب ب	PV:X	True	3	3	0	0	0	0	0	1.0	0.0	0.0	0	{}	3	True
ح ب ر	IV_PASS:I	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ح ب ر	IV_PASS:IV	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ح ب ر	NOUN_CONCRETE	True	4	4	0	0	0	0	0	1.0	0.0	0.0	0	{}	2	True
ح ب س	IV:I	True	2	1	1	0	0	0	0	0.5	0.5	0.0	0	{}	2	True
ح ب ط	IV:I	True	3	3	0	0	0	0	0	1.0	0.0	0.0	0	{}	3	True
ح ب ط	PV:I	True	10	10	0	0	0	0	0	1.0	0.0	0.0	0	{}	8	False
ح ب ط	PV:IV	True	3	3	0	0	0	0	0	1.0	0.0	0.0	0	{}	2	True
ح ب ك	NOUN_ABSTRACT	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ح ب ل	NOUN_ABSTRACT	True	2	2	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ح ب ل	NOUN_CONCRETE	True	5	4	1	0	1	0	0	0.8	0.2	0.0	0	{}	5	False
ح ت م	GERUND	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ح ث ث	ADJ_QUALIT	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ح ج ب	NOUN_ABSTRACT	True	2	2	0	0	0	0	0	1.0	0.0	0.0	0	{}	2	True
ح ج ب	NOUN_CONCRETE	True	5	3	2	0	1	0	0	0.6	0.4	0.0	0	{}	5	False
ح ج ب	NOUN_PASSIVE_PART	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ح ج ج	GERUND	True	10	8	0	0	0	2	0	0.8	0.0	0.0	0	{}	4	False
ح ج ج	GERUND_INSTANT	True	1	0	1	0	0	0	0	0.0	1.0	0.0	0	{}	1	True
ح ج ج	IV:III	True	7	3	4	0	0	0	0	0.429	0.571	0.0	0	{}	4	False
ح ج ج	IV:VI	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
ح ج ج	NOUN_ABSTRACT	True	8	6	2	0	0	0	0	0.75	0.25	0.0	0	{}	6	False
ح ج ج	NOUN_ACTIVE_PART	True	1	1	0	0	0	0	0	1.0	0.0	0.0	0	{}	1	True
