root_arabic	form_tag	form_tag_available	instance_count	partner_root	partner_form_tag	attach_count	total_attach	pair_ratio	top_rel	rel_dist	batch_count	low_occurrence
ج د ر	NOUN_CONCRETE	True	3	ر و د	IV:IV	1	4	0.25	head_of:adjective	"{""head_of:adjective"": 1}"	2	True
ج د ر	NOUN_CONCRETE	True	3	ك و ن	PV:I	1	4	0.25	dep_of:subject	"{""dep_of:subject"": 1}"	2	True
ج د ر	NOUN_CONCRETE	True	3	و ج د	PV:I	1	4	0.25	dep_of:direct_object	"{""dep_of:direct_object"": 1}"	2	True
ج د ر	NOUN_CONCRETE	True	3	و ر ي	NOUN_ABSTRACT	1	4	0.25	dep_of:idafa	"{""dep_of:idafa"": 1}"	2	True
ج د ل	CV:III	True	1	د ع ع	CV:I	1	1	1.0	dep_of:conjoined	"{""dep_of:conjoined"": 1}"	1	True
ج د ل	GERUND	True	2	ح ج ج	GERUND	1	3	0.333	head_of:prep_complement	"{""head_of:prep_complement"": 1}"	2	True
ج د ل	GERUND	True	2	ر ف ث	GERUND	1	3	0.333	dep_of:conjoined	"{""dep_of:conjoined"": 1}"	2	True
ج د ل	GERUND	True	2	ك ث ر	PV:IV	1	3	0.333	dep_of:direct_object	"{""dep_of:direct_object"": 1}"	2	True
ج د ل	IV:I	True	1	أ ي ي	NOUN_ABSTRACT	1	1	1.0	head_of:prep_complement	"{""head_of:prep_complement"": 1}"	1	True
ج د ل	IV:III	True	19	أ ل ه	NOUN_PROP	5	30	0.167	head_of:prep_complement	"{""head_of:direct_object"": 1, ""head_of:prep_complement"": 4}"	14	False
ج د ل	IV:III	True	19	غ ي ر	NOUN_ABSTRACT	5	30	0.167	head_of:prep_complement	"{""head_of:prep_complement"": 5}"	14	False
ج د ل	IV:III	True	19	أ ي ي	NOUN_ABSTRACT	4	30	0.133	head_of:prep_complement	"{""head_of:prep_complement"": 4}"	14	False
ج د ل	IV:III	True	19	أ خ ذ	PV:VIII	1	30	0.033	head_of:conjoined	"{""head_of:conjoined"": 1}"	14	False
ج د ل	IV:III	True	19	أ ه ل	NOUN_CONCRETE	1	30	0.033	head_of:direct_object	"{""head_of:direct_object"": 1}"	14	False
ج د ل	IV:III	True	19	ب ط ل	NOUN_ACTIVE_PART	1	30	0.033	head_of:prep_complement	"{""head_of:prep_complement"": 1}"	14	False
ج د ل	IV:III	True	19	ب ع د	ADV	1	30	0.033	head_of:adverbial	"{""head_of:adverbial"": 1}"	14	False
ج د ل	IV:III	True	19	ت ب ع	IV:VIII	1	30	0.033	head_of:conjoined	"{""head_of:conjoined"": 1}"	14	False
ج د ل	IV:III	True	19	ج ي أ	PV:I	1	30	0.033	dep_of:circumstantial	"{""dep_of:circumstantial"": 1}"	14	False
ج د ل	IV:III	True	19	ح ق ق	GERUND	1	30	0.033	head_of:prep_complement	"{""head_of:prep_complement"": 1}"	14	False
ج د ل	IV:III	True	19	ز و ج	NOUN_CONCRETE	1	30	0.033	head_of:prep_complement	"{""head_of:prep_complement"": 1}"	14	False
ج د ل	IV:III	True	19	س م و	NOUN_ABSTRACT	1	30	0.033	head_of:prep_complement	"{""head_of:prep_complement"": 1}"	14	False
ج د ل	IV:III	True	19	ش ك و	IV:VIII	1	30	0.033	head_of:conjoined	"{""head_of:conjoined"": 1}"	14	False
ج د ل	IV:III	True	19	ص و ب	IV:IV	1	30	0.033	dep_of:circumstantial	"{""dep_of:circumstantial"": 1}"	14	False
ج د ل	IV:III	True	19	ق و ل	CV:I	1	30	0.033	head_of:conjoined	"{""head_of:conjoined"": 1}"	14	False
ج د ل	IV:III	True	19	ق و م	NOUN_CONCRETE	1	30	0.033	head_of:prep_complement	"{""head_of:prep_complement"": 1}"	14	False
ج د ل	IV:III	True	19	ك ل ل	NOUN_ABSTRACT	1	30	0.033	dep_of:circumstantial	"{""dep_of:circumstantial"": 1}"	14	False
ج د ل	IV:III	True	19	ن ف س	NOUN_ABSTRACT	1	30	0.033	head_of:prep_complement	"{""head_of:prep_complement"": 1}"	14	False
ج د ل	IV:III	True	19	ي و م	ADV	1	30	0.033	head_of:adverbial	"{""head_of:adverbial"": 1}"	14	False
ج د ل	NOUN_ABSTRACT	True	1	ض ر ب	PV:I	1	1	1.0	dep_of:circumstantial	"{""dep_of:circumstantial"": 1}"	1	True
ج د ل	NOUN_CONCRETE	True	1	ك ث ر	ADJ_COMP	1	1	1.0	dep_of:accusative_specification	"{""dep_of:accusative_specification"": 1}"	1	True
ج د ل	PV:III	True	4	ب ط ل	NOUN_ACTIVE_PART	1	5	0.2	head_of:prep_complement	"{""head_of:prep_complement"": 1}"	4	True
ج د ل	PV:III	True	4	ح ي ي	GERUND	1	5	0.2	head_of:prep_complement	"{""head_of:prep_complement"": 1}"	4	True
ج د ل	PV:III	True	4	د ح ض	IV:IV	1	5	0.2	head_of:clausal_complement	"{""head_of:clausal_complement"": 1}"	4	True
ج د ل	PV:III	True	4	ك ث ر	PV:IV	1	5	0.2	head_of:conjoined	"{""head_of:conjoined"": 1}"	4	True
ج د ل	PV:III	True	4	ه م م	PV:I	1	5	0.2	dep_of:conjoined	"{""dep_of:conjoined"": 1}"	4	True
ج ذ ذ	NOUN_CONCRETE	True	1	ج ع ل	PV:I	1	1	1.0	dep_of:direct_object	"{""dep_of:direct_object"": 1}"	1	True
ج ذ ذ	NOUN_PASSIVE_PART	True	1	غ ي ر	EXCEPT_NOUN	1	1	1.0	dep_of:idafa	"{""dep_of:idafa"": 1}"	1	True
ج ذ ع	NOUN_CONCRETE	True	3	ن خ ل	NOUN_CONCRETE	3	6	0.5	head_of:idafa	"{""head_of:idafa"": 3}"	2	True
ج ذ ع	NOUN_CONCRETE	True	3	ج ي أ	PV:IV	1	6	0.167	dep_of:prep_complement	"{""dep_of:prep_complement"": 1}"	2	True
ج ذ ع	NOUN_CONCRETE	True	3	ص ل ب	IV:II	1	6	0.167	dep_of:prep_complement	"{""dep_of:prep_complement"": 1}"	2	True
ج ذ ع	NOUN_CONCRETE	True	3	ه ز ز	CV:II	1	6	0.167	dep_of:prep_complement	"{""dep_of:prep_complement"": 1}"	2	True
ج ذ و	NOUN_ABSTRACT	True	1	خ ب ر	NOUN_ABSTRACT	1	2	0.5	dep_of:conjoined	"{""dep_of:conjoined"": 1}"	1	True
ج ذ و	NOUN_ABSTRACT	True	1	ن و ر	NOUN_CONCRETE	1	2	0.5	head_of:prep_complement	"{""head_of:prep_complement"": 1}"	1	True
ج ر ح	NOUN_CONCRETE	True	2	ع ل م	PV:II	1	3	0.333	dep_of:prep_complement	"{""dep_of:prep_complement"": 1}"	1	True
ج ر ح	NOUN_CONCRETE	True	2	ق ص ص	GERUND	1	3	0.333	head_of:predication	"{""head_of:predication"": 1}"	1	True
ج ر ح	NOUN_CONCRETE	True	2	ن ف س	NOUN_ABSTRACT	1	3	0.333	dep_of:conjoined	"{""dep_of:conjoined"": 1}"	1	True
ج ر ح	PV:I	True	1	ن ه ر	NOUN_ABSTRACT	1	1	1.0	head_of:prep_complement	"{""head_of:prep_complement"": 1}"	1	True
ج ر ح	PV:VIII	True	1	س و أ	NOUN_ABSTRACT	1	1	1.0	head_of:direct_object	"{""head_of:direct_object"": 1}"	1	True
ج ر د	NOUN_CONCRETE	True	2	ط و ف	GERUND	1	2	0.5	dep_of:conjoined	"{""dep_of:conjoined"": 1}"	2	True
ج ر د	NOUN_CONCRETE	True	2	ن ش ر	NOUN_ACTIVE_PART	1	2	0.5	head_of:adjective	"{""head_of:adjective"": 1}"	2	True
ج ر ر	IV:I	True	1	أ خ ذ	PV:I	1	1	1.0	dep_of:circumstantial	"{""dep_of:circumstantial"": 1}"	1	True
ج ر ز	ADJ_QUALIT	True	2	أ ر ض	NOUN_CONCRETE	1	2	0.5	dep_of:adjective	"{""dep_of:adjective"": 1}"	2	True
ج ر ز	ADJ_QUALIT	True	2	ص ع د	NOUN_CONCRETE	1	2	0.5	dep_of:adjective	"{""dep_of:adjective"": 1}"	2	True
ج ر ف	NOUN_CONCRETE	True	1	ش ف و	NOUN_CONCRETE	1	2	0.5	dep_of:idafa	"{""dep_of:idafa"": 1}"	1	True
ج ر ف	NOUN_CONCRETE	True	1	ه و ر	NOUN_ACTIVE_PART	1	2	0.5	head_of:adjective	"{""head_of:adjective"": 1}"	1	True
ج ر م	IV:I	True	3	ش ن أ	GERUND	2	3	0.667	head_of:subject	"{""head_of:subject"": 2}"	2	True
ج ر م	IV:I	True	3	ش ق ق	GERUND	1	3	0.333	head_of:subject	"{""head_of:subject"": 1}"	2	True
ج ر م	NOUN_ACTIVE_PART	True	52	ق و م	NOUN_CONCRETE	10	51	0.196	dep_of:adjective	"{""dep_of:adjective"": 10}"	32	False
ج ر م	NOUN_ACTIVE_PART	True	52	ك و ن	PV:I	4	51	0.078	dep_of:kana_predicate	"{""dep_of:kana_predicate"": 4}"	32	False
ج ر م	NOUN_ACTIVE_PART	True	52	ع ق ب	NOUN_ABSTRACT	2	51	0.039	dep_of:idafa	"{""dep_of:idafa"": 2}"	32	False
ج ر م	NOUN_ACTIVE_PART	True	52	ف ع ل	IV:I	2	51	0.039	dep_of:prep_complement	"{""dep_of:prep_complement"": 2}"	32	False
ج ر م	NOUN_ACTIVE_PART	True	52	ق ل ب	NOUN_CONCRETE	2	51	0.039	dep_of:idafa	"{""dep_of:idafa"": 2}"	32	False
ج ر م	NOUN_ACTIVE_PART	True	52	ك ر ه	PV:I	2	51	0.039	dep_of:subject	"{""dep_of:subject"": 2}"	32	False
ج ر م	NOUN_ACTIVE_PART	True	52	أ ت ي	IV:I	1	51	0.02	dep_of:circumstantial	"{""dep_of:circumstantial"": 1}"	32	False
ج ر م	NOUN_ACTIVE_PART	True	52	ب ش ر	NOUN_ABSTRACT	1	51	0.02	dep_of:prep_complement	"{""dep_of:prep_complement"": 1}"	32	False
ج ر م	NOUN_ACTIVE_PART	True	52	ب ل س	IV:IV	1	51	0.02	dep_of:subject	"{""dep_of:subject"": 1}"	32	False
ج ر م	NOUN_ACTIVE_PART	True	52	ج ز ي	IV:I	1	51	0.02	dep_of:direct_object	"{""dep_of:direct_object"": 1}"	32	False
ج ر م	NOUN_ACTIVE_PART	True	52	ج ع ل	IV:I	1	51	0.02	dep_of:prep_complement	"{""dep_of:prep_complement"": 1}"	32	False
ج ر م	NOUN_ACTIVE_PART	True	52	ح ش ر	IV:I	1	51	0.02	dep_of:direct_object	"{""dep_of:direct_object"": 1}"	32	False
ج ر م	NOUN_ACTIVE_PART	True	52	ر أ ي	IV:I	1	51	0.02	dep_of:direct_object	"{""dep_of:direct_object"": 1}"	32	False
ج ر م	NOUN_ACTIVE_PART	True	52	ر أ ي	IV:IV	1	51	0.02	dep_of:direct_object	"{""dep_of:direct_object"": 1}"	32	False
ج ر م	NOUN_ACTIVE_PART	True	52	ر أ ي	PV:I	1	51	0.02	dep_of:subject	"{""dep_of:subject"": 1}"	32	False
ج ر م	NOUN_ACTIVE_PART	True	52	ز ر ق	ADJ_QUALIT	1	51	0.02	head_of:circumstantial	"{""head_of:circumstantial"": 1}"	32	False
ج ر م	NOUN_ACTIVE_PART	True	52	س أ ل	IV_PASS:I	1	51	0.02	dep_of:subject	"{""dep_of:subject"": 1}"	32	False
ج ر م	NOUN_ACTIVE_PART	True	52	س ب ل	NOUN_ABSTRACT	1	51	0.02	dep_of:idafa	"{""dep_of:idafa"": 1}"	32	False
ج ر م	NOUN_ACTIVE_PART	True	52	س و ق	IV:I	1	51	0.02	dep_of:direct_object	"{""dep_of:direct_object"": 1}"	32	False
ج ر م	NOUN_ACTIVE_PART	True	52	ش ف ق	NOUN_ACTIVE_PART	1	51	0.02	head_of:circumstantial	"{""head_of:circumstantial"": 1}"	32	False
ج ر م	NOUN_ACTIVE_PART	True	52	ض ل ل	PV:IV	1	51	0.02	dep_of:subject	"{""dep_of:subject"": 1}"	32	False
ج ر م	NOUN_ACTIVE_PART	True	52	ظ ه ر	ADJ_INTENS	1	51	0.02	dep_of:prep_complement	"{""dep_of:prep_complement"": 1}"	32	False
ج ر م	NOUN_ACTIVE_PART	True	52	ع ج ل	IV:X	1	51	0.02	dep_of:subject	"{""dep_of:subject"": 1}"	32	False
ج ر م	NOUN_ACTIVE_PART	True	52	ع د و	ADJ_INTENS	1	51	0.02	dep_of:prep_complement	"{""dep_of:prep_complement"": 1}"	32	False
ج ر م	NOUN_ACTIVE_PART	True	52	ع ر ف	IV:I	1	51	0.02	dep_of:subject	"{""dep_of:subject"": 1}"	32	False
ج ر م	NOUN_ACTIVE_PART	True	52	ف ل ح	IV:IV	1	51	0.02	dep_of:subject	"{""dep_of:subject"": 1}"	32	False
ج ر م	NOUN_ACTIVE_PART	True	52	ق ر ن	NOUN_PASSIVE_PART	1	51	0.02	head_of:circumstantial	"{""head_of:circumstantial"": 1}"	32	False
ج ر م	NOUN_ACTIVE_PART	True	52	ق س م	IV:IV	1	51	0.02	dep_of:subject	"{""dep_of:subject"": 1}"	32	False
ج ر م	NOUN_ACTIVE_PART	True	52	ك ب ر	ADJ_QUALIT	1	51	0.02	dep_of:idafa	"{""dep_of:idafa"": 1}"	32	False
ج ر م	NOUN_ACTIVE_PART	True	52	ك ذ ب	IV:II	1	51	0.02	dep_of:subject	"{""dep_of:subject"": 1}"	32	False
ج ر م	NOUN_ACTIVE_PART	True	52	ن ق م	NOUN_ACTIVE_PART	1	51	0.02	dep_of:prep_complement	"{""dep_of:prep_complement"": 1}"	32	False
ج ر م	NOUN_ACTIVE_PART	True	52	ن ك س	NOUN_ACTIVE_PART	1	51	0.02	head_of:predication	"{""head_of:predication"": 1}"	32	False
ج ر م	NOUN_ACTIVE_PART	True	52	و د د	IV:I	1	51	0.02	dep_of:subject	"{""dep_of:subject"": 1}"	32	False
ج ر م	NOUN_ACTIVE_PART	True	52	و ر د	GERUND	1	51	0.02	head_of:circumstantial	"{""head_of:circumstantial"": 1}"	32	False
ج ر م	NOUN_ACTIVE_PART	True	52	و ل ي	IV:V	1	51	0.02	dep_of:circumstantial	"{""dep_of:circumstantial"": 1}"	32	False
ج ر ي	IV:I	True	54	ن ه ر	NOUN_CONCRETE	39	138	0.283	head_of:subject	"{""dep_of:circumstantial"": 1, ""head_of:subject"": 38}"	38	False
ج ر ي	IV:I	True	54	ت ح ت	NOUN_ABSTRACT	34	138	0.246	head_of:prep_complement	"{""head_of:prep_complement"": 34}"	38	False
ج ر ي	IV:I	True	54	ج ن ن	NOUN_CONCRETE	19	138	0.138	dep_of:adjective	"{""dep_of:adjective"": 18, ""head_of:prep_complement"": 1}"	38	False
ج ر ي	IV:I	True	54	أ م ر	GERUND	6	138	0.043	head_of:prep_complement	"{""head_of:prep_complement"": 6}"	38	False
ج ر ي	IV:I	True	54	ف ل ك	NOUN_CONCRETE	5	138	0.036	head_of:subject	"{""head_of:subject"": 5}"	38	False
ج ر ي	IV:I	True	54	ك ل ل	NOUN_ABSTRACT	5	138	0.036	head_of:subject	"{""dep_of:predication"": 1, ""head_of:subject"": 4}"	38	False
ج ر ي	IV:I	True	54	أ ج ل	NOUN_ABSTRACT	4	138	0.029	head_of:prep_complement	"{""head_of:prep_complement"": 4}"	38	False
ج ر ي	IV:I	True	54	ب ح ر	NOUN_CONCRETE	4	138	0.029	head_of:prep_complement	"{""head_of:prep_complement"": 4}"	38	False
ج ر ي	IV:I	True	54	ت ح ت	NOUN_CONCRETE	4	138	0.029	head_of:prep_complement	"{""head_of:adverbial"": 1, ""head_of:prep_complement"": 3}"	38	False
ج ر ي	IV:I	True	54	ر و ح	NOUN_ABSTRACT	2	138	0.014	dep_of:circumstantial	"{""dep_of:circumstantial"": 1, ""head_of:subject"": 1}"	38	False
ج ر ي	IV:I	True	54	ع ي ن	NOUN_CONCRETE	2	138	0.014	dep_of:adjective	"{""dep_of:adjective"": 1, ""head_of:prep_complement"": 1}"	38	False
ج ر ي	IV:I	True	54	غ ر ف	NOUN_CONCRETE	2	138	0.014	dep_of:adjective	"{""dep_of:adjective"": 2}"	38	False
ج ر ي	IV:I	True	54	أ ر ض	NOUN_CONCRETE	1	138	0.007	head_of:prep_complement	"{""head_of:prep_complement"": 1}"	38	False
ج ر ي	IV:I	True	54	ب غ ي	IV:VIII	1	138	0.007	head_of:conjoined	"{""head_of:conjoined"": 1}"	38	False
ج ر ي	IV:I	True	54	ج ز ي	GERUND	1	138	0.007	head_of:adverbial	"{""head_of:adverbial"": 1}"	38	False
ج ر ي	IV:I	True	54	ذ و ق	IV:IV	1	138	0.007	dep_of:conjoined	"{""dep_of:conjoined"": 1}"	38	False
ج ر ي	IV:I	True	54	ر أ ي	IV:IV	1	138	0.007	head_of:clausal_complement	"{""head_of:clausal_complement"": 1}"	38	False
ج ر ي	IV:I	True	54	ر خ و	GERUND	1	138	0.007	head_of:circumstantial	"{""head_of:circumstantial"": 1}"	38	False
ج ر ي	IV:I	True	54	س خ ر	PV:II	1	138	0.007	dep_of:clausal_complement	"{""dep_of:clausal_complement"": 1}"	38	False
ج ر ي	IV:I	True	54	ش م س	NOUN_CONCRETE	1	138	0.007	head_of:subject	"{""head_of:subject"": 1}"	38	False
ج ر ي	IV:I	True	54	ق ر ر	NOUN_TIME_PLACE	1	138	0.007	head_of:prep_complement	"{""head_of:prep_complement"": 1}"	38	False
ج ر ي	IV:I	True	54	م ث ل	NOUN_ABSTRACT	1	138	0.007	dep_of:predication	"{""dep_of:predication"": 1}"	38	False
ج ر ي	IV:I	True	54	م و ج	NOUN_CONCRETE	1	138	0.007	head_of:prep_complement	"{""head_of:prep_complement"": 1}"	38	False
ج ر ي	IV:I	True	54	ن ع م	NOUN_ABSTRACT	1	138	0.007	head_of:prep_complement	"{""head_of:prep_complement"": 1}"	38	False
ج ر ي	IV:IV	True	2	ت ح ت	NOUN_ABSTRACT	2	5	0.4	head_of:prep_complement	"{""head_of:prep_complement"": 2}"	2	True
ج ر ي	IV:IV	True	2	ن ه ر	NOUN_CONCRETE	2	5	0.4	head_of:subject	"{""head_of:subject"": 2}"	2	True
ج ر ي	IV:IV	True	2	ج ن ن	NOUN_CONCRETE	1	5	0.2	dep_of:adjective	"{""dep_of:adjective"": 1}"	2	True
ج ر ي	NOUN_ACTIVE_PART	True	1	ع ي ن	NOUN_ABSTRACT	1	1	1.0	dep_of:adjective	"{""dep_of:adjective"": 1}"	1	True
ج ر ي	NOUN_CONCRETE	True	5	ع ل م	NOUN_CONCRETE	2	8	0.25	head_of:prep_complement	"{""head_of:prep_complement"": 2}"	5	False
ج ر ي	NOUN_CONCRETE	True	5	أ ي ي	NOUN_ABSTRACT	1	8	0.125	head_of:prep_complement	"{""head_of:prep_complement"": 1}"	5	False
ج ر ي	NOUN_CONCRETE	True	5	ب ح ر	NOUN_CONCRETE	1	8	0.125	head_of:prep_complement	"{""head_of:prep_complement"": 1}"	5	False
ج ر ي	NOUN_CONCRETE	True	5	ح م ل	PV:I	1	8	0.125	dep_of:prep_complement	"{""dep_of:prep_complement"": 1}"	5	False
ج ر ي	NOUN_CONCRETE	True	5	ك ن س	NOUN_CONCRETE	1	8	0.125	head_of:adjective	"{""head_of:adjective"": 1}"	5	False
ج ر ي	NOUN_CONCRETE	True	5	ن ش أ	NOUN_CONCRETE	1	8	0.125	head_of:adjective	"{""head_of:adjective"": 1}"	5	False
ج ر ي	NOUN_CONCRETE	True	5	ي س ر	GERUND	1	8	0.125	head_of:adverbial	"{""head_of:adverbial"": 1}"	5	False
ج ر ي	NOUN_TIME_PLACE	True	1	و س م	NOUN_ABSTRACT	2	3	0.667	head_of:predication	"{""head_of:predication"": 1, ""head_of:prep_complement"": 1}"	1	True
ج ر ي	NOUN_TIME_PLACE	True	1	ر س و	NOUN_TIME_PLACE	1	3	0.333	head_of:conjoined	"{""head_of:conjoined"": 1}"	1	True
ج ر ي	PV:I	True	1	ر و ح	NOUN_CONCRETE	1	2	0.5	head_of:prep_complement	"{""head_of:prep_complement"": 1}"	1	True
ج ر ي	PV:I	True	1	ف ل ك	NOUN_CONCRETE	1	2	0.5	head_of:subject	"{""head_of:subject"": 1}"	1	True
ج ز أ	NOUN_ABSTRACT	True	3	ك ل ل	NOUN_ABSTRACT	2	6	0.333	head_of:predication	"{""head_of:predication"": 1, ""head_of:prep_complement"": 1}"	3	True
ج ز أ	NOUN_ABSTRACT	True	3	ج ع ل	CV:I	1	6	0.167	dep_of:direct_object	"{""dep_of:direct_object"": 1}"	3	True
ج ز أ	NOUN_ABSTRACT	True	3	ج ع ل	PV:I	1	6	0.167	dep_of:direct_object	"{""dep_of:direct_object"": 1}"	3	True
ج ز أ	NOUN_ABSTRACT	True	3	ع ب د	NOUN_CONCRETE	1	6	0.167	head_of:prep_complement	"{""head_of:prep_complement"": 1}"	3	True
ج ز أ	NOUN_ABSTRACT	True	3	ق س م	NOUN_PASSIVE_PART	1	6	0.167	head_of:adjective	"{""head_of:adjective"": 1}"	3	True
ج ز ز	IV_PASS:I	True	7	ج د د	IV:I	1	3	0.333	head_of:conjoined	"{""head_of:conjoined"": 1}"	7	False
ج ز ز	IV_PASS:I	True	7	ظ ل م	IV_PASS:I	1	3	0.333	dep_of:conjoined	"{""dep_of:conjoined"": 1}"	7	False
ج ز ز	IV_PASS:I	True	7	غ ر ف	NOUN_CONCRETE	1	3	0.333	head_of:direct_object	"{""head_of:direct_object"": 1}"	7	False
ج ز ع	ADJ_INTENS	True	1	م س س	PV:I	1	1	1.0	dep_of:circumstantial	"{""dep_of:circumstantial"": 1}"	1	True
ج ز ع	PV:I	True	1	س و ي	NOUN_ABSTRACT	1	2	0.5	dep_of:clausal_complement	"{""dep_of:clausal_complement"": 1}"	1	True
ج ز ع	PV:I	True	1	ص ب ر	PV:I	1	2	0.5	head_of:conjoined	"{""head_of:conjoined"": 1}"	1	True
ج ز ي	GERUND	True	42	س و أ	ADJ_QUALIT	3	47	0.064	head_of:idafa	"{""head_of:idafa"": 2, ""head_of:predication"": 1}"	25	False
ج ز ي	GERUND	True	42	ج ن ن	NOUN_CONCRETE	2	47	0.043	head_of:predication	"{""head_of:predication"": 2}"	25	False
ج ز ي	GERUND	True	42	ح س ن	GERUND	2	47	0.043	head_of:idafa	"{""head_of:idafa"": 1, ""head_of:predication"": 1}"	25	False
ج ز ي	GERUND	True	42	ح س ن	NOUN_ACTIVE_PART	2	47	0.043	head_of:idafa	"{""head_of:idafa"": 2}"	25	False
ج ز ي	GERUND	True	42	ذ ل ك		2	47	0.043	dep_of:predication	"{""dep_of:predication"": 2}"	25	False
ج ز ي	GERUND	True	42	ظ ل م	NOUN_ACTIVE_PART	2	47	0.043	head_of:idafa	"{""head_of:idafa"": 2}"	25	False
ج ز ي	GERUND	True	42	ك ف ر	NOUN_ACTIVE_PART	2	47	0.043	head_of:idafa	"{""head_of:idafa"": 2}"	25	False
ج ز ي	GERUND	True	42	ك و ن	PV:I	2	47	0.043	dep_of:kana_predicate	"{""dep_of:kana_predicate"": 2}"	25	False
ج ز ي	GERUND	True	42	م ث ل	NOUN_ABSTRACT	2	47	0.043	head_of:adjective	"{""head_of:adjective"": 1, ""head_of:prep_complement"": 1}"	25	False
ج ز ي	GERUND	True	42	ب ك ك	IV:I	1	47	0.021	dep_of:accusative_specification	"{""dep_of:accusative_specification"": 1}"	25	False
ج ز ي	GERUND	True	42	ج ر ي	IV:I	1	47	0.021	dep_of:adverbial	"{""dep_of:adverbial"": 1}"	25	False
ج ز ي	GERUND	True	42	ج ز ي	IV_PASS:IV	1	47	0.021	dep_of:cognate_acc	"{""dep_of:cognate_acc"": 1}"	25	False
ج ز ي	GERUND	True	42	ج ه ن م	NOUN_CONCRETE	1	47	0.021	head_of:apposition	"{""head_of:apposition"": 1}"	25	False
ج ز ي	GERUND	True	42	ج ه ن م	NOUN_PROP	1	47	0.021	dep_of:cognate_acc	"{""dep_of:cognate_acc"": 1}"	25	False
ج ز ي	GERUND	True	42	ج ه ن م	NOUN_PROP_FOREIGN	1	47	0.021	head_of:predication	"{""head_of:predication"": 1}"	25	False
ج ز ي	GERUND	True	42	ح س ن	ADJ_COMP	1	47	0.021	head_of:apposition	"{""head_of:apposition"": 1}"	25	False
ج ز ي	GERUND	True	42	خ ز ي	GERUND	1	47	0.021	head_of:exception	"{""head_of:exception"": 1}"	25	False
ج ز ي	GERUND	True	42	خ ف ي	PV_PASS:IV	1	47	0.021	dep_of:adverbial	"{""dep_of:adverbial"": 1}"	25	False
ج ز ي	GERUND	True	42	ر ب ب	NOUN_CONCRETE	1	47	0.021	head_of:prep_complement	"{""head_of:prep_complement"": 1}"	25	False
ج ز ي	GERUND	True	42	ر و د	IV:I	1	47	0.021	dep_of:direct_object	"{""dep_of:direct_object"": 1}"	25	False
ج ز ي	GERUND	True	42	ش ك ر	GERUND	1	47	0.021	head_of:conjoined	"{""head_of:conjoined"": 1}"	25	False
ج ز ي	GERUND	True	42	ص ح ب	NOUN_ACTIVE_PART	1	47	0.021	dep_of:accusative_specification	"{""dep_of:accusative_specification"": 1}"	25	False
ج ز ي	GERUND	True	42	ص ي ر	GERUND_MEEM	1	47	0.021	head_of:conjoined	"{""head_of:conjoined"": 1}"	25	False
ج ز ي	GERUND	True	42	ض ع ف	NOUN_ABSTRACT	1	47	0.021	head_of:idafa	"{""head_of:idafa"": 1}"	25	False
ج ز ي	GERUND	True	42	ع د ل	GERUND	1	47	0.021	head_of:conjoined	"{""head_of:conjoined"": 1}"	25	False
ج ز ي	GERUND	True	42	ع د و	ADJ_INTENS	1	47	0.021	head_of:idafa	"{""head_of:idafa"": 1}"	25	False
ج ز ي	GERUND	True	42	ع ط و	GERUND	1	47	0.021	head_of:apposition	"{""head_of:apposition"": 1}"	25	False
ج ز ي	GERUND	True	42	ع ن د	ADV	1	47	0.021	head_of:adverbial	"{""head_of:adverbial"": 1}"	25	False
ج ز ي	GERUND	True	42	غ ف ر	GERUND	1	47	0.021	head_of:predication	"{""head_of:predication"": 1}"	25	False
ج ز ي	GERUND	True	42	ق ط ع	CV:I	1	47	0.021	dep_of:accusative_specification	"{""dep_of:accusative_specification"": 1}"	25	False
ج ز ي	GERUND	True	42	ق و ل	PV:I	1	47	0.021	dep_of:quoted_complement	"{""dep_of:quoted_complement"": 1}"	25	False
ج ز ي	GERUND	True	42	ك ف ر	NOUN_ABSTRACT	1	47	0.021	head_of:conjoined	"{""head_of:conjoined"": 1}"	25	False
ج ز ي	GERUND	True	42	ن و ر	NOUN_CONCRETE	1	47	0.021	head_of:apposition	"{""head_of:apposition"": 1}"	25	False
ج ز ي	GERUND	True	42	ه د ي	GERUND	1	47	0.021	head_of:circumstantial	"{""head_of:circumstantial"": 1}"	25	False
ج ز ي	GERUND	True	42	و ف ر	NOUN_PASSIVE_PART	1	47	0.021	head_of:adjective	"{""head_of:adjective"": 1}"	25	False
ج ز ي	GERUND	True	42	و ف ق	GERUND	1	47	0.021	head_of:adjective	"{""head_of:adjective"": 1}"	25	False
ج ز ي	GERUND	True	42	و ف ي	ADJ_COMP	1	47	0.021	head_of:adjective	"{""head_of:adjective"": 1}"	25	False
ج ز ي	IV:I	True	40	ح س ن	NOUN_ACTIVE_PART	9	62	0.145	head_of:direct_object	"{""head_of:direct_object"": 9}"	24	False
ج ز ي	IV:I	True	40	أ ل ه	NOUN_PROP	7	62	0.113	head_of:subject	"{""head_of:subject"": 7}"	24	False
ج ز ي	IV:I	True	40	ح س ن	ADJ_COMP	6	62	0.097	head_of:direct_object	"{""head_of:direct_object"": 3, ""head_of:prep_complement"": 3}"	24	False
ج ز ي	IV:I	True	40	ن ف س	NOUN_ABSTRACT	4	62	0.065	head_of:prep_complement	"{""head_of:prep_complement"": 2, ""head_of:subject"": 2}"	24	False
ج ز ي	IV:I	True	40	أ ج ر	GERUND	3	62	0.048	head_of:direct_object	"{""head_of:direct_object"": 3}"	24	False
