root_arabic	form_tag	form_tag_available	instance_count	pass2_xref_candidate_count	pass2_xref_resolved_candidate_count	pass2_candidate_density	candidate_root_dist	candidate_type_dist	status_dist	conf_dist	pass2_ayah_count	pass2_ayah_refs	source	batch_count	low_occurrence
ث م و د	NOUN_PROP	True	26	33	33	1.269	"{""ث م و د"": 33}"	"{""word"": 33, ""xref:discourse_reference"": 1, ""xref:pronoun_antecedent"": 30, ""xref:relative_reference"": 2}"	"{""strongly_licensed"": 62, ""syntactically_forced"": 4}"	"{""high"": 64, ""medium"": 2}"	19	11:61;11:68;51:43;51:44;51:45;54:24;54:25;54:26;54:27;54:28;54:29;54:31;54:51;89:9;89:11;91:11;91:12;91:13;91:14	pass2	21	False
ث ن ي	NOUN_NUM	True	23	1	1	0.043	"{""ث ن ي"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""syntactically_forced"": 2}"	"{""high"": 2}"	1	36:14	pass2	15	False
ج ب ل	NOUN_CONCRETE	True	41	6	6	0.146	"{""ج ب ل"": 6}"	"{""word"": 6, ""xref:discourse_reference"": 1, ""xref:pronoun_antecedent"": 4, ""xref:resumptive_reference"": 1}"	"{""ambiguous"": 1, ""strongly_licensed"": 7, ""syntactically_forced"": 4}"	"{""high"": 10, ""medium"": 2}"	6	27:88;34:10;38:19;56:6;59:21;79:32	pass2	33	False
ج ب ي	NOUN_ABSTRACT	True	2	1	0	0.5	"{""ج ب ي"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""ambiguous"": 2}"	"{""medium"": 2}"	1	7:82	pass2	2	True
ج ب ي	PV:VIII	True	7	1	1	0.143	"{""ج ب ي"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""strongly_licensed"": 2}"	"{""high"": 2}"	1	68:50	pass2	7	False
ج ث م	NOUN_ACTIVE_PART	True	5	1	0	0.2	"{""ج ث م"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""ambiguous"": 2}"	"{""medium"": 2}"	1	7:79	pass2	3	False
ج ح م	NOUN_CONCRETE	True	24	1	1	0.042	"{""ج ح م"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""strongly_licensed"": 2}"	"{""high"": 2}"	1	102:7	pass2	16	False
ج ح م	NOUN_PROP	True	2	2	2	1.0	"{""ج ح م"": 2}"	"{""word"": 2, ""xref:pronoun_antecedent"": 2}"	"{""strongly_licensed"": 4}"	"{""high"": 4}"	2	82:15;82:16	pass2	2	True
ج د د	ADJ_QUALIT	True	9	1	0	0.111	"{""ج د د"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""ambiguous"": 2}"	"{""medium"": 2}"	1	35:27	pass2	7	False
ج د ر	NOUN_CONCRETE	True	3	3	3	1.0	"{""ج د ر"": 3}"	"{""word"": 3, ""xref:pronoun_antecedent"": 3}"	"{""ambiguous"": 1, ""strongly_licensed"": 5}"	"{""high"": 4, ""medium"": 2}"	2	18:77;18:82	pass2	2	True
ج ر م	NOUN_ACTIVE_PART	True	52	63	50	1.212	"{""ج ر م"": 63}"	"{""word"": 63, ""xref:discourse_reference"": 1, ""xref:pronoun_antecedent"": 62}"	"{""ambiguous"": 27, ""strongly_licensed"": 97, ""syntactically_forced"": 2}"	"{""high"": 85, ""low"": 1, ""medium"": 40}"	38	7:41;7:85;7:134;10:18;14:50;15:14;15:15;18:53;30:13;30:55;30:56;32:12;32:26;32:27;32:28;36:67;37:35;37:36;37:38;43:75;43:76;54:48;55:41;55:44;70:11;70:12;70:13;70:14;74:42;74:43;74:44;74:45;74:46;74:47;74:48;74:49;74:50;77:48	pass2	32	False
ج ر ي	NOUN_CONCRETE	True	5	2	1	0.4	"{""ج ر ي"": 2}"	"{""word"": 2, ""xref:pronoun_antecedent"": 2}"	"{""ambiguous"": 3, ""strongly_licensed"": 1}"	"{""high"": 1, ""medium"": 3}"	1	69:12	pass2	5	False
ج س د	NOUN_CONCRETE	True	4	1	0	0.25	"{""ج س د"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""ambiguous"": 2}"	"{""medium"": 2}"	1	7:148	pass2	4	True
ج م ع	NOUN_ABSTRACT	True	79	1	0	0.013	"{""ج م ع"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""ambiguous"": 2}"	"{""medium"": 2}"	1	7:158	pass2	34	False
ج م ع	NOUN_CONCRETE	True	8	1	1	0.125	"{""ج م ع"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""strongly_licensed"": 2}"	"{""high"": 2}"	1	54:46	pass2	6	False
ج ن ح	NOUN_ABSTRACT	True	27	1	1	0.037	"{""ج ن ح"": 1}"	"{""word"": 1, ""xref:relative_reference"": 1}"	"{""strongly_licensed"": 2}"	"{""medium"": 2}"	1	26:215	pass2	8	False
ج ن د	NOUN_CONCRETE	True	2	2	2	1.0	"{""ج ن د"": 2}"	"{""word"": 2, ""xref:pronoun_antecedent"": 2}"	"{""strongly_licensed"": 4}"	"{""high"": 4}"	2	9:26;9:40	pass2	1	True
ج ن د	NOUN_RELATIVE	True	27	3	3	0.111	"{""ج ن د"": 3}"	"{""word"": 3, ""xref:pronoun_antecedent"": 2, ""xref:resumptive_reference"": 1}"	"{""strongly_licensed"": 6}"	"{""high"": 6}"	2	27:18;33:9	pass2	17	False
ج ن ن	NOUN_CONCRETE	True	182	105	96	0.577	"{""ج ن ن"": 105}"	"{""word"": 105, ""xref:demonstrative_reference"": 3, ""xref:discourse_reference"": 3, ""xref:pronoun_antecedent"": 98, ""xref:relative_reference"": 1}"	"{""ambiguous"": 24, ""strongly_licensed"": 151, ""syntactically_forced"": 35}"	"{""high"": 174, ""low"": 1, ""medium"": 35}"	79	7:22;7:27;7:42;7:184;9:21;9:22;9:72;9:89;9:100;10:10;10:26;11:23;11:108;14:23;15:46;15:48;16:31;18:31;18:32;18:33;18:35;18:36;18:40;18:41;18:42;23:19;25:8;29:58;34:12;34:14;34:41;35:33;36:57;37:158;38:51;39:73;43:72;46:14;47:6;47:12;47:15;48:5;50:32;50:34;50:35;52:23;55:50;55:52;55:56;55:62;55:64;55:66;55:68;55:70;56:25;57:12;57:21;58:22;61:12;64:9;65:11;66:8;68:17;68:19;68:20;68:24;68:26;68:32;69:23;76:13;76:14;76:17;76:18;76:20;79:41;85:11;88:11;88:12;88:13	pass2	70	False
ج ن ن	NOUN_RELATIVE	True	7	1	1	0.143	"{""ج ن ن"": 1}"	"{""word"": 1, ""xref:resumptive_reference"": 1}"	"{""strongly_licensed"": 2}"	"{""high"": 2}"	1	15:27	pass2	5	False
ج ه ل	NOUN_ACTIVE_PART	True	10	1	0	0.1	"{""ج ه ل"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""ambiguous"": 2}"	"{""medium"": 2}"	1	7:201	pass2	8	False
ج ه ن م	NOUN_CONCRETE	True	14	5	5	0.357	"{""ج ه ن م"": 5}"	"{""word"": 5, ""xref:pronoun_antecedent"": 5}"	"{""strongly_licensed"": 6, ""syntactically_forced"": 4}"	"{""high"": 10}"	4	15:44;25:66;50:30;58:8	pass2	12	False
ج ه ن م	NOUN_PROP	True	52	15	14	0.288	"{""ج ه ن م"": 15}"	"{""word"": 15, ""xref:demonstrative_reference"": 1, ""xref:pronoun_antecedent"": 14}"	"{""strongly_licensed"": 28, ""surface_form"": 2}"	"{""high"": 30}"	10	14:29;19:72;36:63;36:64;39:71;39:72;67:7;67:8;78:23;78:24	pass2	32	False
ج ي أ	PV:I	True	272	3	3	0.011	"{""ج ي أ"": 3}"	"{""word"": 3, ""xref:pronoun_antecedent"": 3}"	"{""discourse_inferred"": 1, ""strongly_licensed"": 5}"	"{""high"": 5, ""medium"": 1}"	3	27:42;27:85;40:84	pass2	62	False
ح ب ب	NOUN_CONCRETE	True	12	1	1	0.083	"{""ح ب ب"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""strongly_licensed"": 2}"	"{""high"": 2}"	1	36:33	pass2	9	False
ح ج ج	IV:VI	True	1	1	1	1.0	"{""ح ج ج"": 1}"	"{""word"": 1, ""xref:discourse_reference"": 1}"	"{""strongly_licensed"": 2}"	"{""high"": 1, ""medium"": 1}"	1	40:49	pass2	1	True
ح ج ج	NOUN_ABSTRACT	True	8	1	1	0.125	"{""ح ج ج"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""syntactically_forced"": 2}"	"{""high"": 2}"	1	12:68	pass2	6	False
ح ج ر	NOUN_CONCRETE	True	16	4	3	0.25	"{""ح ج ر"": 4}"	"{""word"": 4, ""xref:discourse_reference"": 2, ""xref:pronoun_antecedent"": 2}"	"{""ambiguous"": 3, ""strongly_licensed"": 5}"	"{""high"": 4, ""medium"": 4}"	3	7:160;11:83;51:34	pass2	12	False
ح د ث	NOUN_ABSTRACT	True	27	8	8	0.296	"{""ح د ث"": 8}"	"{""word"": 8, ""xref:demonstrative_reference"": 3, ""xref:discourse_reference"": 1, ""xref:pronoun_antecedent"": 4}"	"{""ambiguous"": 1, ""strongly_licensed"": 13, ""syntactically_forced"": 2}"	"{""high"": 9, ""medium"": 7}"	4	53:59;66:3;68:44;68:51	pass2	21	False
ح د ث	NOUN_CONCRETE	True	1	1	0	1.0	"{""ح د ث"": 1}"	"{""word"": 1, ""xref:demonstrative_reference"": 1}"	"{""surface_form"": 2}"	"{""high"": 2}"	1	18:6	pass2	1	True
ح د د	NOUN_CONCRETE	True	8	1	1	0.125	"{""ح د د"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""strongly_licensed"": 2}"	"{""high"": 2}"	1	57:25	pass2	7	False
ح د ق	NOUN_CONCRETE	True	3	1	1	0.333	"{""ح د ق"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""strongly_licensed"": 2}"	"{""medium"": 2}"	1	78:35	pass2	3	True
ح ز ب	NOUN_ABSTRACT	True	9	2	1	0.222	"{""ح ز ب"": 2}"	"{""word"": 2, ""xref:pronoun_antecedent"": 2}"	"{""ambiguous"": 2, ""strongly_licensed"": 2}"	"{""high"": 2, ""medium"": 2}"	2	23:54;40:5	pass2	6	False
ح ز ب	NOUN_CONCRETE	True	11	5	3	0.455	"{""ح ز ب"": 5}"	"{""word"": 5, ""xref:pronoun_antecedent"": 5}"	"{""ambiguous"": 4, ""strongly_licensed"": 4, ""syntactically_forced"": 2}"	"{""high"": 4, ""medium"": 6}"	4	19:39;33:20;33:26;43:65	pass2	8	False
ح س ن	NOUN_ACTIVE_PART	True	39	6	5	0.154	"{""ح س ن"": 6}"	"{""word"": 6, ""xref:demonstrative_reference"": 1, ""xref:pronoun_antecedent"": 4, ""xref:relative_reference"": 1}"	"{""ambiguous"": 2, ""strongly_licensed"": 10}"	"{""high"": 10, ""medium"": 2}"	4	7:57;31:4;31:5;39:35	pass2	20	False
ح ط م	NOUN_PROP	True	2	1	1	0.5	"{""ح ط م"": 1}"	"{""word"": 1, ""xref:connector_reference"": 1}"	"{""strongly_licensed"": 2}"	"{""medium"": 2}"	1	104:5	pass2	1	True
ح ف ظ	NOUN_ACTIVE_PART	True	16	2	1	0.125	"{""ح ف ظ"": 2}"	"{""word"": 2, ""xref:pronoun_antecedent"": 2}"	"{""ambiguous"": 2, ""strongly_licensed"": 2}"	"{""high"": 2, ""medium"": 2}"	2	33:35;86:8	pass2	12	False
ح ق ق	GERUND	True	214	15	10	0.07	"{""ح ق ق"": 15}"	"{""word"": 15, ""xref:demonstrative_reference"": 5, ""xref:discourse_reference"": 1, ""xref:pronoun_antecedent"": 9}"	"{""ambiguous"": 11, ""strongly_licensed"": 19}"	"{""high"": 18, ""medium"": 12}"	13	7:159;7:181;10:76;10:77;10:108;29:68;34:43;34:52;34:53;43:30;46:7;46:8;50:5	pass2	53	False
ح ل ي	NOUN_CONCRETE	True	5	2	2	0.4	"{""ح ل ي"": 2}"	"{""word"": 2, ""xref:pronoun_antecedent"": 1, ""xref:resumptive_reference"": 1}"	"{""strongly_licensed"": 2, ""syntactically_forced"": 2}"	"{""high"": 4}"	2	16:14;35:12	pass2	5	False
ح م د	NOUN_PROP	True	15	2	1	0.133	"{""ح م د"": 2}"	"{""word"": 2, ""xref:pronoun_antecedent"": 2}"	"{""ambiguous"": 2, ""syntactically_forced"": 2}"	"{""high"": 2, ""medium"": 2}"	2	48:29;61:6	pass2	14	False
ح م ل	GERUND	True	8	2	1	0.25	"{""ح م ل"": 2}"	"{""word"": 2, ""xref:pronoun_antecedent"": 2}"	"{""ambiguous"": 2, ""strongly_licensed"": 2}"	"{""high"": 2, ""medium"": 2}"	2	7:189;35:18	pass2	5	False
ح م ل	NOUN_ABSTRACT	True	2	1	1	0.5	"{""ح م ل"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""strongly_licensed"": 2}"	"{""high"": 2}"	1	12:72	pass2	2	True
ح و ت	NOUN_CONCRETE	True	5	7	7	1.4	"{""ح و ت"": 7}"	"{""word"": 7, ""xref:pronoun_antecedent"": 7}"	"{""strongly_licensed"": 14}"	"{""high"": 14}"	3	18:61;18:63;37:144	pass2	4	False
ح و ر	NOUN_RELATIVE	True	5	1	1	0.2	"{""ح و ر"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""strongly_licensed"": 2}"	"{""high"": 2}"	1	61:14	pass2	3	False
ح ي ق	NOUN_PROP	True	3	1	1	0.333	"{""ح ي ق"": 1}"	"{""word"": 1, ""xref:discourse_reference"": 1}"	"{""strongly_licensed"": 2}"	"{""medium"": 2}"	1	69:15	pass2	1	True
ح ي ق	PV:I	True	9	2	2	0.222	"{""ح ي ق"": 2}"	"{""word"": 2, ""xref:pronoun_antecedent"": 2}"	"{""strongly_licensed"": 4}"	"{""high"": 4}"	2	40:45;40:46	pass2	8	False
ح ي ي	GERUND	True	81	1	1	0.012	"{""ح ي ي"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""strongly_licensed"": 1, ""syntactically_forced"": 1}"	"{""high"": 2}"	1	23:37	pass2	37	False
ح ي ي	NOUN_PROP	True	8	3	3	0.375	"{""ح ي ي"": 3}"	"{""word"": 3, ""xref:pronoun_antecedent"": 3}"	"{""strongly_licensed"": 6}"	"{""high"": 6}"	3	19:12;19:15;25:58	pass2	6	False
خ ب ز	NOUN_CONCRETE	True	1	1	1	1.0	"{""خ ب ز"": 1}"	"{""word"": 1, ""xref:resumptive_reference"": 1}"	"{""syntactically_forced"": 2}"	"{""high"": 2}"	1	12:36	pass2	1	True
خ ر ج	CV:IV	True	8	1	1	0.125	"{""خ ر ج"": 1}"	"{""word"": 1, ""xref:demonstrative_reference"": 1}"	"{""strongly_licensed"": 2}"	"{""high"": 2}"	1	27:56	pass2	8	False
خ ر ج	GERUND	True	11	2	2	0.182	"{""خ ر ج"": 2}"	"{""word"": 2, ""xref:discourse_reference"": 1, ""xref:pronoun_antecedent"": 1}"	"{""strongly_licensed"": 2, ""syntactically_forced"": 2}"	"{""high"": 4}"	2	9:46;50:42	pass2	6	False
خ ر ص	ADJ_INTENS	True	1	5	5	5.0	"{""خ ر ص"": 5}"	"{""word"": 5, ""xref:pronoun_antecedent"": 3, ""xref:relative_reference"": 1, ""xref:resumptive_reference"": 1}"	"{""ambiguous"": 1, ""strongly_licensed"": 9}"	"{""high"": 8, ""medium"": 2}"	4	51:11;51:12;51:13;51:14	pass2	1	True
خ س أ	NOUN_ACTIVE_PART	True	3	2	0	0.667	"{""خ س أ"": 2}"	"{""word"": 2, ""xref:pronoun_antecedent"": 2}"	"{""ambiguous"": 4}"	"{""medium"": 4}"	2	7:167;7:168	pass2	3	True
خ س ر	ADJ_COMP	True	4	2	2	0.5	"{""خ س ر"": 2}"	"{""word"": 2, ""xref:demonstrative_reference"": 1, ""xref:relative_reference"": 1}"	"{""strongly_licensed"": 4}"	"{""high"": 3, ""medium"": 1}"	2	18:104;18:105	pass2	4	True
خ س ر	NOUN_ACTIVE_PART	True	34	5	1	0.147	"{""خ س ر"": 5}"	"{""word"": 5, ""xref:discourse_reference"": 1, ""xref:pronoun_antecedent"": 4}"	"{""ambiguous"": 8, ""strongly_licensed"": 2}"	"{""medium"": 10}"	5	7:93;7:100;7:101;7:179;39:63	pass2	20	False
خ ص م	ADJ_QUALIT	True	5	1	1	0.2	"{""خ ص م"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""strongly_licensed"": 2}"	"{""high"": 2}"	1	38:22	pass2	5	False
خ ص م	NOUN_CONCRETE	True	2	2	2	1.0	"{""خ ص م"": 2}"	"{""word"": 2, ""xref:pronoun_antecedent"": 2}"	"{""strongly_licensed"": 4}"	"{""high"": 4}"	1	38:22	pass2	2	True
خ ط أ	NOUN_ABSTRACT	True	10	1	1	0.1	"{""خ ط أ"": 1}"	"{""word"": 1, ""xref:relative_reference"": 1}"	"{""strongly_licensed"": 2}"	"{""medium"": 2}"	1	26:82	pass2	7	False
خ ف ي	GERUND	True	2	1	0	0.5	"{""خ ف ي"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""ambiguous"": 2}"	"{""medium"": 2}"	1	7:55	pass2	2	True
خ ل د	NOUN_ACTIVE_PART	True	74	1	0	0.014	"{""خ ل د"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""ambiguous"": 2}"	"{""medium"": 2}"	1	7:37	pass2	33	False
خ ل ص	NOUN_ACTIVE_PART	True	26	1	0	0.038	"{""خ ل ص"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""ambiguous"": 2}"	"{""medium"": 2}"	1	7:29	pass2	16	False
خ ل ط	NOUN_CONCRETE	True	1	1	1	1.0	"{""خ ل ط"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""strongly_licensed"": 2}"	"{""high"": 2}"	1	38:24	pass2	1	True
خ ل ف	NOUN_ACTIVE_PART	True	14	2	2	0.143	"{""خ ل ف"": 2}"	"{""word"": 2, ""xref:pronoun_antecedent"": 2}"	"{""strongly_licensed"": 4}"	"{""medium"": 4}"	1	9:84	pass2	9	False
خ ل ف	NOUN_PASSIVE_PART	True	5	7	7	1.4	"{""خ ل ف"": 7}"	"{""word"": 7, ""xref:pronoun_antecedent"": 7}"	"{""strongly_licensed"": 12, ""syntactically_forced"": 2}"	"{""high"": 12, ""medium"": 2}"	5	9:81;9:83;48:11;48:15;48:16	pass2	3	False
خ ل ق	GERUND	True	57	6	6	0.105	"{""خ ل ق"": 6}"	"{""word"": 6, ""xref:pronoun_antecedent"": 6}"	"{""strongly_licensed"": 12}"	"{""high"": 12}"	5	10:4;10:34;29:19;30:11;30:27	pass2	33	False
خ م س	NOUN_NUM	True	7	1	1	0.143	"{""خ م س"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""strongly_licensed"": 2}"	"{""high"": 2}"	1	58:7	pass2	6	False
خ ن س	ADJ_QUALIT	True	1	1	1	1.0	"{""خ ن س"": 1}"	"{""word"": 1, ""xref:discourse_reference"": 1}"	"{""strongly_licensed"": 2}"	"{""high"": 2}"	1	81:16	pass2	1	True
خ ي ر	NOUN_ABSTRACT	True	29	1	0	0.034	"{""خ ي ر"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""ambiguous"": 2}"	"{""medium"": 2}"	1	10:107	pass2	21	False
د أ ب	NOUN_CONCRETE	True	12	7	7	0.583	"{""د أ ب"": 7}"	"{""word"": 7, ""xref:pronoun_antecedent"": 7}"	"{""strongly_licensed"": 6, ""syntactically_forced"": 8}"	"{""high"": 12, ""medium"": 2}"	4	11:6;11:56;24:45;29:60	pass2	10	False
د ث ر	NOUN_ACTIVE_PART	True	1	1	1	1.0	"{""د ث ر"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""strongly_licensed"": 1, ""surface_form"": 1}"	"{""high"": 1, ""medium"": 1}"	1	74:31	pass2	1	True
د خ ل	CV:I	True	26	1	1	0.038	"{""د خ ل"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""strongly_licensed"": 2}"	"{""high"": 2}"	1	27:44	pass2	16	False
د خ ل	CV:IV	True	6	2	2	0.333	"{""د خ ل"": 2}"	"{""word"": 2, ""xref:pronoun_antecedent"": 2}"	"{""strongly_licensed"": 4}"	"{""high"": 4}"	2	40:8;40:9	pass2	4	False
د خ ل	NOUN_CONCRETE	True	1	1	0	1.0	"{""د خ ل"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""ambiguous"": 2}"	"{""medium"": 2}"	1	9:57	pass2	1	True
د ر ج	IV:X	True	2	1	1	0.5	"{""د ر ج"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""strongly_licensed"": 2}"	"{""high"": 2}"	1	68:45	pass2	2	True
د ر ك	PV:VI	True	3	1	1	0.333	"{""د ر ك"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""strongly_licensed"": 2}"	"{""high"": 2}"	1	68:49	pass2	3	True
د ع و	IV_PASS:I	True	5	1	1	0.2	"{""د ع و"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""strongly_licensed"": 2}"	"{""high"": 2}"	1	68:43	pass2	4	False
د ع و	NOUN_ABSTRACT	True	6	1	1	0.167	"{""د ع و"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""strongly_licensed"": 2}"	"{""high"": 2}"	1	46:31	pass2	4	False
د ع و	NOUN_CONCRETE	True	1	3	3	3.0	"{""د ع و"": 3}"	"{""word"": 3, ""xref:pronoun_antecedent"": 3}"	"{""strongly_licensed"": 6}"	"{""high"": 6}"	1	33:5	pass2	1	True
د ن و	NOUN_ABSTRACT	True	108	3	3	0.028	"{""د ن و"": 3}"	"{""word"": 3, ""xref:demonstrative_reference"": 3}"	"{""strongly_licensed"": 4, ""syntactically_forced"": 2}"	"{""high"": 6}"	3	11:60;28:42;39:10	pass2	40	False
د و ر	NOUN_CONCRETE	True	48	5	5	0.104	"{""د و ر"": 5}"	"{""word"": 5, ""xref:demonstrative_reference"": 1, ""xref:pronoun_antecedent"": 4}"	"{""strongly_licensed"": 10}"	"{""high"": 10}"	4	11:68;11:95;28:83;35:35	pass2	23	False
د و ن	NOUN_ABSTRACT	True	131	6	0	0.046	"{""د و ن"": 6}"	"{""word"": 6, ""xref:pronoun_antecedent"": 6}"	"{""ambiguous"": 12}"	"{""medium"": 12}"	5	7:4;7:30;7:168;7:169;7:198	pass2	45	False
د ي ن	NOUN_ABSTRACT	True	87	7	3	0.08	"{""د ي ن"": 7}"	"{""word"": 7, ""xref:demonstrative_reference"": 1, ""xref:pronoun_antecedent"": 6}"	"{""ambiguous"": 9, ""strongly_licensed"": 5}"	"{""high"": 4, ""low"": 1, ""medium"": 9}"	6	7:30;7:51;30:30;42:13;51:9;61:9	pass2	39	False
د ي ن	NOUN_CONCRETE	True	21	6	4	0.286	"{""د ي ن"": 6}"	"{""word"": 6, ""xref:pronoun_antecedent"": 5, ""xref:relative_reference"": 1}"	"{""ambiguous"": 4, ""strongly_licensed"": 7, ""syntactically_forced"": 1}"	"{""high"": 6, ""medium"": 6}"	5	7:123;9:33;18:19;33:60;63:8	pass2	11	False
د ي ن	NOUN_PROP	True	11	1	1	0.091	"{""د ي ن"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""strongly_licensed"": 2}"	"{""high"": 2}"	1	11:84	pass2	7	False
ذ ر ر	GERUND_PROFESSION	True	2	3	3	1.5	"{""ذ ر ر"": 3}"	"{""word"": 3, ""xref:pronoun_antecedent"": 3}"	"{""discourse_inferred"": 6}"	"{""medium"": 6}"	2	57:26;57:27	pass2	2	True
ذ ك ر	GERUND	True	90	13	10	0.144	"{""ذ ك ر"": 13}"	"{""word"": 13, ""xref:discourse_reference"": 2, ""xref:pronoun_antecedent"": 11}"	"{""ambiguous"": 7, ""discourse_inferred"": 2, ""strongly_licensed"": 17}"	"{""high"": 9, ""medium"": 17}"	13	12:111;15:9;36:69;37:170;38:88;41:42;41:44;41:52;41:53;68:52;74:35;74:49;77:50	pass2	43	False
ذ ك ر	NOUN_ABSTRACT	True	16	3	3	0.188	"{""ذ ك ر"": 3}"	"{""word"": 3, ""xref:pronoun_antecedent"": 3}"	"{""ambiguous"": 1, ""strongly_licensed"": 5}"	"{""high"": 3, ""medium"": 3}"	3	69:12;80:11;87:11	pass2	15	False
ذ ك ر	PV:II	True	2	1	1	0.5	"{""ذ ك ر"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""syntactically_forced"": 2}"	"{""high"": 2}"	1	32:22	pass2	2	True
ر أ س	NOUN_CONCRETE	True	17	1	0	0.059	"{""ر أ س"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""ambiguous"": 2}"	"{""medium"": 2}"	1	7:150	pass2	15	False
ر أ ي	NOUN_ABSTRACT	True	5	2	2	0.4	"{""ر أ ي"": 2}"	"{""word"": 2, ""xref:pronoun_antecedent"": 2}"	"{""strongly_licensed"": 4}"	"{""high"": 4}"	2	12:45;12:100	pass2	2	False
ر أ ي	PV:I	True	93	2	2	0.022	"{""ر أ ي"": 2}"	"{""word"": 2, ""xref:discourse_reference"": 1, ""xref:pronoun_antecedent"": 1}"	"{""strongly_licensed"": 4}"	"{""high"": 4}"	2	40:85;63:5	pass2	44	False
ر ب ب	NOUN_CONCRETE	True	969	143	137	0.148	"{""ر ب ب"": 143}"	"{""word"": 143, ""xref:discourse_reference"": 6, ""xref:pronoun_antecedent"": 131, ""xref:relative_reference"": 6}"	"{""ambiguous"": 20, ""strongly_licensed"": 256, ""surface_form"": 2, ""syntactically_forced"": 8}"	"{""high"": 239, ""medium"": 47}"	116	7:75;7:143;7:165;9:21;11:3;11:28;11:45;11:52;11:57;11:59;11:63;11:66;11:88;11:90;11:102;11:111;11:112;12:6;12:34;12:42;12:50;12:98;12:100;13:18;15:25;18:10;18:14;18:15;18:16;18:105;19:65;26:24;26:28;26:166;26:188;30:33;34:3;34:4;34:15;34:23;34:26;34:39;34:50;35:35;37:158;38:35;38:82;38:83;39:8;39:54;40:7;41:54;43:15;43:84;44:6;44:8;46:15;50:40;51:30;52:39;52:48;52:49;53:21;53:30;53:32;53:43;53:44;53:45;53:47;53:48;53:49;53:50;53:55;55:14;55:19;55:24;55:29;59:10;60:4;60:5;63:10;65:8;66:8;66:11;66:12;67:13;68:7;69:52;71:7;71:10;71:27;72:3;72:17;72:20;73:8;73:18;74:31;76:26;84:6;85:13;85:14;89:22;89:25;89:26;93:3;93:6;93:7;93:8;96:4;96:19;100:7;100:11;105:2;105:3;105:5;110:3	pass2	94	False
ر ج ع	IV:I	True	26	1	1	0.038	"{""ر ج ع"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""strongly_licensed"": 2}"	"{""medium"": 2}"	1	24:64	pass2	18	False
ر ج ف	GERUND_INSTANT	True	4	1	0	0.25	"{""ر ج ف"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""ambiguous"": 2}"	"{""medium"": 2}"	1	7:91	pass2	2	True
ر ج ف	NOUN_ABSTRACT	True	1	1	1	1.0	"{""ر ج ف"": 1}"	"{""word"": 1, ""xref:pronoun_antecedent"": 1}"	"{""strongly_licensed"": 2}"	"{""high"": 2}"	1	79:7	pass2	1	True
