root_arabic	form_tag	form_tag_available	instance_count	legacy_instance_count	dep_dominant	dep_dominant_ratio	head_dominant	head_dominant_ratio	negated_ratio	scoped_ratio	narration_ratio	in_quote_ratio	imperative_count	supplication_count	interrogative_count	frame_count	absolute_ratio	top_prep	agency	dominant_referent	batch_count	low_occurrence
ب ل و	PV:VIII	True	3	0		0.0	adverbial	0.273	0.667	1.333	1.0	0.0	0	0	0	3	0.0	بـ	mixed	HUMANS_GENERIC	2	True
ب ل و	PV_PASS:VIII	True	1	0		0.0	adverbial	0.333	0.0	0.0	1.0	0.0	0	0	0	1	0.0		mixed	HUMANS_GENERIC	1	True
ب ل ي	IV:I	True	1	0		0.0		0.0	1.0	1.0	0.0	1.0	0	0	0	1	0.0		divine	GOD	1	True
ب ل ي	IV:IV	True	1	3		0.0	cognate_acc	0.333	0.0	0.0	1.0	0.0	0	0	0	1	0.0	مِن	divine	GOD	1	True
ب ل ي	IV_PASS:I	True	1	0		0.0	adverbial	0.5	0.0	0.0	1.0	0.0	0	0	0	1	0.0		divine	GOD	1	True
ب ن ن	NOUN_CONCRETE	True	2	2	direct_object	0.5	idafa	1.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0		human	HUMANS_GENERIC	2	True
ب ن ي	ADJ_QUALIT	True	1	0	apposition	1.0	idafa	1.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0		mixed	HUMANS_GENERIC	1	True
ب ن ي	CV:I	True	4	0	quoted_complement	1.0	direct_object	0.364	0.0	0.0	0.0	1.0	4	4	0	4	0.0	لـ	mixed	HUMANS_GENERIC	4	True
ب ن ي	GERUND	True	5	174	direct_object	0.5	idafa	0.5	0.2	0.2	1.0	0.0	0	0	0	0	0.0		mixed	HUMANS_GENERIC	4	False
ب ن ي	IV:I	True	3	0		0.0	direct_object	0.444	0.0	0.0	1.0	0.0	0	0	0	3	0.0	بـ	mixed	HUMANS_GENERIC	3	True
ب ن ي	NOUN_CONCRETE	True	160	0	direct_object	0.257	idafa	0.787	0.113	0.113	0.731	0.269	0	13	1	0	0.0		mixed	HUMANS_GENERIC	45	False
ب ن ي	NOUN_PASSIVE_PART	True	1	0	adjective	1.0		0.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0		mixed	HUMANS_GENERIC	1	True
ب ن ي	PV:I	True	4	0	predication	1.0	direct_object	0.667	0.5	0.5	1.0	0.0	0	0	0	4	0.0		mixed	HUMANS_GENERIC	4	True
ب ه ت	GERUND	True	6	0	direct_object	0.333	adjective	0.5	0.167	0.167	0.833	0.167	0	0	0	0	0.0		mixed	HUMANS_GENERIC	4	False
ب ه ت	IV:I	True	1	0		0.0	direct_object	1.0	0.0	0.0	1.0	0.0	0	0	0	1	0.0		mixed	HUMANS_GENERIC	1	True
ب ه ت	PV_PASS:I	True	1	8		0.0	subject	1.0	0.0	0.0	1.0	0.0	0	0	0	1	0.0		mixed	HUMANS_GENERIC	1	True
ب ه ج	ADJ_INTENS	True	2	3	adjective	1.0		0.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0				2	True
ب ه ج	GERUND	True	1	0	idafa	1.0		0.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0				1	True
ب ه ل	IV:VIII	True	1	1		0.0		0.0	0.0	0.0	0.0	1.0	0	0	0	1	0.0				1	True
ب ه م	NOUN_CONCRETE	True	3	3	prep_complement	0.667	idafa	0.75	0.0	0.0	1.0	0.0	0	0	0	0	0.0		human	BELIEVERS	2	True
ب و ء	CV:V	True	1	0		0.0	prep_complement	0.5	0.0	0.0	0.0	0.0	1	0	0	1	0.0	بـ	mixed	BELIEVERS	1	True
ب و ء	IV:I	True	1	0		0.0	prep_complement	1.0	0.0	0.0	1.0	0.0	0	0	0	1	0.0	بـ	mixed	BELIEVERS	1	True
ب و ء	IV:II	True	3	8		0.0	direct_object	0.5	0.0	0.0	1.0	0.0	0	0	0	3	0.0	فِي	mixed	BELIEVERS	3	True
ب و ء	IV:V	True	2	0	circumstantial	1.0	adverbial	0.667	0.0	0.0	1.0	0.0	0	0	0	2	1.0	مِن	mixed	BELIEVERS	2	True
ب و ء	PV:V	True	1	0		0.0	direct_object	0.333	0.0	0.0	1.0	0.0	0	0	0	1	0.0	مِن	mixed	BELIEVERS	1	True
ب و أ	NOUN_PASSIVE_PART	True	1	0	cognate_acc	1.0	idafa	1.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0		mixed	GOD	1	True
ب و أ	PV:I	True	5	9		0.0	prep_complement	0.714	0.0	0.0	1.0	0.0	0	0	0	5	0.0	بـ	mixed	GOD	3	False
ب و أ	PV:II	True	3	0	conjoined	1.0	direct_object	0.3	0.0	0.0	1.0	0.0	0	0	0	3	0.0	فِي	mixed	GOD	3	True
ب و ب	NOUN_ABSTRACT	True	5	0	direct_object	0.4	idafa	0.6	0.2	0.2	0.8	0.2	0	0	0	0	0.0		mixed	NATURE_CREATION	5	False
ب و ب	NOUN_CONCRETE	True	22	27	direct_object	0.524	idafa	0.5	0.045	0.045	0.682	0.318	0	7	0	0	0.0		mixed	NATURE_CREATION	14	False
ب و ر	GERUND	True	1	5	idafa	1.0		0.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0		mixed	HUMANS_GENERIC	1	True
ب و ر	IV:I	True	2	0	adjective	0.333	subject	1.0	0.0	0.0	1.0	0.0	0	0	0	2	0.0		mixed	HUMANS_GENERIC	1	True
ب و ر	NOUN_ABSTRACT	True	2	0	adjective	1.0		0.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0		mixed	HUMANS_GENERIC	2	True
ب و ل	NOUN_ABSTRACT	True	4	4	direct_object	0.5	idafa	1.0	0.5	0.5	0.5	0.5	0	1	0	0	0.0		mixed	OTHER	3	True
ب ي ت	ADV	True	3	0	adverbial	1.0	conjoined	1.0	0.0	0.0	0.667	0.333	0	0	0	0	0.0		mixed	HUMANS_GENERIC	2	True
ب ي ت	IV:I	True	1	0		0.0	circumstantial	0.333	0.0	0.0	1.0	0.0	0	0	0	1	0.0	لـ	mixed	HUMANS_GENERIC	1	True
ب ي ت	IV:II	True	3	0		0.0	direct_object	0.667	0.0	0.0	0.667	0.333	0	0	0	3	0.0		mixed	HUMANS_GENERIC	2	True
ب ي ت	NOUN_CONCRETE	True	65	71	direct_object	0.304	idafa	0.385	0.138	0.154	0.908	0.077	0	1	2	0	0.0		mixed	HUMANS_GENERIC	28	False
ب ي ت	PV:II	True	1	0		0.0	direct_object	0.5	0.0	0.0	1.0	0.0	0	0	0	0	0.0		mixed	HUMANS_GENERIC	1	True
ب ي د	IV:I	True	1	1	particle_complement	1.0	adverbial	0.5	0.0	0.0	0.0	1.0	0	0	0	1	0.0				1	True
ب ي ض	ADJ_COMP	True	1	12	adjective	1.0		0.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0				1	True
ب ي ض	ADJ_QUALIT	True	7	0	circumstantial	0.5	prep_complement	0.714	0.0	0.0	1.0	0.0	0	0	0	0	0.0				7	False
ب ي ض	IV:IX	True	1	0		0.0	conjoined	0.5	0.0	0.0	1.0	0.0	0	0	0	1	0.0				1	True
ب ي ض	NOUN_CONCRETE	True	1	0	predication	1.0	adjective	1.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0				1	True
ب ي ض	PV:IX	True	2	0		0.0	subject	0.667	0.0	0.0	1.0	0.0	0	0	0	2	0.0	مِن			2	True
ب ي ع	CV:III	True	1	0		0.0	adverbial	0.333	0.0	0.0	0.0	0.0	1	0	0	1	0.0		mixed	BELIEVERS	1	True
ب ي ع	GERUND	True	8	15	conjoined	0.333	conjoined	0.375	0.375	0.375	0.75	0.25	0	0	0	0	0.0		mixed	BELIEVERS	6	False
ب ي ع	IV:III	True	4	0	circumstantial	0.5	direct_object	0.444	0.0	0.0	1.0	0.0	0	0	0	4	0.0	عَلَى	mixed	BELIEVERS	2	True
ب ي ع	PV:III	True	1	0		0.0	prep_complement	1.0	0.0	0.0	1.0	0.0	0	0	0	1	1.0	بـ	mixed	BELIEVERS	1	True
ب ي ع	PV:VI	True	1	0		0.0		0.0	0.0	0.0	1.0	0.0	0	0	0	1	0.0		mixed	BELIEVERS	1	True
ب ي ن	ADV	True	223	519	adverbial	0.737	idafa	0.892	0.179	0.179	0.834	0.166	0	10	0	0	0.0		mixed	HUMANS_GENERIC	56	False
ب ي ن	CV:V	True	3	0		0.0	adverbial	1.0	0.0	0.0	0.0	0.0	3	0	0	3	1.0		mixed	HUMANS_GENERIC	2	True
ب ي ن	GERUND	True	4	0	circumstantial	0.25	conjoined	0.5	0.0	0.0	1.0	0.0	0	0	0	0	0.0		mixed	HUMANS_GENERIC	4	True
ب ي ن	IV:II	True	29	0	circumstantial	0.286	prep_complement	0.476	0.0	0.034	0.828	0.172	0	4	0	29	0.103	لـ	mixed	HUMANS_GENERIC	11	False
ب ي ن	IV:IV	True	2	0	clausal_complement	1.0	direct_object	0.333	0.5	0.5	1.0	0.0	0	0	0	2	0.5	لـ	mixed	HUMANS_GENERIC	2	True
ب ي ن	IV:V	True	3	0		0.0	prep_complement	0.5	0.0	0.0	1.0	0.0	0	0	0	3	0.0	لـ	mixed	HUMANS_GENERIC	3	True
ب ي ن	IV:X	True	1	0		0.0	subject	1.0	0.0	0.0	1.0	0.0	0	0	0	1	0.0		mixed	HUMANS_GENERIC	1	True
ب ي ن	NOUN_ABSTRACT	True	108	0	prep_complement	0.43	conjoined	0.536	0.083	0.083	0.694	0.306	0	10	0	0	0.0		mixed	HUMANS_GENERIC	42	False
ب ي ن	NOUN_ACTIVE_PART	True	128	0	adjective	0.984	prep_complement	1.0	0.062	0.062	0.734	0.266	0	3	0	0	0.0		mixed	HUMANS_GENERIC	46	False
ب ي ن	NOUN_CONCRETE	True	4	0	conjoined	0.5	idafa	0.667	0.0	0.0	0.0	1.0	0	0	0	0	0.0		mixed	HUMANS_GENERIC	1	True
ب ي ن	PV:I	True	1	0		0.0	prep_complement	0.5	0.0	0.0	1.0	0.0	0	0	0	1	0.0	لـ	mixed	HUMANS_GENERIC	1	True
ب ي ن	PV:II	True	5	0	conjoined	1.0	prep_complement	0.5	0.0	0.0	1.0	0.0	0	0	0	5	0.2	لـ	mixed	HUMANS_GENERIC	3	False
ب ي ن	PV:V	True	11	0		0.0	prep_complement	0.5	0.0	0.0	1.0	0.0	0	0	0	11	0.0	لـ	mixed	HUMANS_GENERIC	8	False
ت ا ر	NOUN_ABSTRACT	True	2	2	adverbial	1.0	adjective	1.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0				2	True
ت ب ب	GERUND	True	2	0	idafa	0.333		0.0	1.0	1.5	1.0	0.0	0	0	0	0	0.0		human	HUMANS_GENERIC	2	True
ت ب ب	IV:I	True	1	0		0.0	subject	1.0	1.0	1.0	1.0	0.0	0	0	0	1	0.0		human	HUMANS_GENERIC	1	True
ت ب ب	PV:I	True	6	9	conjoined	0.5	adverbial	0.25	0.0	0.0	0.667	0.333	0	0	0	6	0.0	إِلَى	human	HUMANS_GENERIC	5	False
ت ب ت	NOUN_CONCRETE	True	2	2	prep_complement	0.5		0.0	0.0	0.0	0.5	0.5	0	0	0	0	0.0				2	True
ت ب ر	GERUND	True	3	0	cognate_acc	0.667		0.0	0.333	0.667	1.0	0.0	0	0	0	0	0.0		mixed	ABSTRACT_CONCEPT	3	True
ت ب ر	IV:II	True	1	0	conjoined	1.0	cognate_acc	0.5	0.0	0.0	1.0	0.0	0	0	0	1	0.0		mixed	ABSTRACT_CONCEPT	1	True
ت ب ر	NOUN_PASSIVE_PART	True	1	6	predication	1.0	conjoined	0.5	0.0	0.0	1.0	0.0	0	0	0	0	0.0		mixed	ABSTRACT_CONCEPT	1	True
ت ب ر	PV:II	True	1	0	conjoined	1.0	cognate_acc	0.5	0.0	0.0	1.0	0.0	0	0	0	1	0.0		mixed	ABSTRACT_CONCEPT	1	True
ت ب ع	ADJ_INTENS	True	1	0	direct_object	1.0	prep_complement	1.0	1.0	1.0	1.0	0.0	0	0	0	0	0.0		mixed	HUMANS_GENERIC	1	True
ت ب ع	CV:VIII	True	23	0	conjoined	0.5	direct_object	0.719	0.0	0.0	0.0	0.348	23	8	0	23	0.0	مِن	mixed	HUMANS_GENERIC	17	False
ت ب ع	GERUND	True	4	0	kana_predicate	0.667	prep_complement	0.6	0.25	0.5	0.5	0.5	0	0	0	0	0.0		mixed	HUMANS_GENERIC	4	True
ت ب ع	IV:I	True	3	0	adverbial	1.0	direct_object	0.6	0.0	0.0	1.0	0.0	0	0	0	3	0.0		mixed	HUMANS_GENERIC	2	True
ت ب ع	IV:IV	True	2	0		0.0	direct_object	0.8	0.5	0.5	1.0	0.0	0	0	0	2	0.0		mixed	HUMANS_GENERIC	2	True
ت ب ع	IV:V	True	2	0	conjoined	0.667	direct_object	1.0	1.0	1.0	0.5	0.5	0	0	0	2	0.0		mixed	HUMANS_GENERIC	2	True
ت ب ع	IV:VIII	True	54	0	conjoined	0.706	direct_object	0.743	0.352	0.556	0.593	0.407	0	7	1	54	0.019	عَلَى	mixed	HUMANS_GENERIC	26	False
ت ب ع	IV_PASS:VIII	True	1	0		0.0		0.0	0.0	0.0	0.0	1.0	0	0	0	1	0.0		mixed	HUMANS_GENERIC	1	True
ت ب ع	NOUN_ACTIVE_PART	True	5	0	adjective	0.286	direct_object	0.5	0.6	0.6	0.8	0.2	0	0	0	0	0.0		mixed	HUMANS_GENERIC	4	False
ت ب ع	NOUN_PASSIVE_PART	True	2	0	predication	1.0		0.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0		mixed	HUMANS_GENERIC	2	True
ت ب ع	NOUN_PROP	True	2	0	idafa	1.0		0.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0		mixed	HUMANS_GENERIC	2	True
ت ب ع	PV:I	True	9	174	conjoined	1.0	direct_object	0.5	0.222	0.222	0.556	0.333	0	3	3	9	0.0	مِن	mixed	HUMANS_GENERIC	8	False
ت ب ع	PV:IV	True	11	0	conjoined	1.0	direct_object	0.542	0.0	0.0	1.0	0.0	0	0	0	11	0.0	بـ	mixed	HUMANS_GENERIC	9	False
ت ب ع	PV:VIII	True	52	0	conjoined	0.733	direct_object	0.575	0.058	0.096	0.769	0.212	0	3	1	52	0.038	بـ	mixed	HUMANS_GENERIC	25	False
ت ب ع	PV_PASS:IV	True	2	0		0.0	adverbial	0.4	0.0	0.0	1.0	0.0	0	0	0	2	0.0	فِي	mixed	HUMANS_GENERIC	1	True
ت ب ع	PV_PASS:VIII	True	1	0		0.0	subject	1.0	0.0	0.0	1.0	0.0	0	0	0	1	0.0		mixed	HUMANS_GENERIC	1	True
ت ج ر	GERUND	True	9	9	subject	0.333	adjective	0.5	0.222	0.222	0.667	0.222	0	0	1	0	0.0		human	HYPOCRITES	7	False
ت ح ت	ADV	True	9	0	adverbial	0.455	idafa	1.0	0.0	0.0	0.667	0.333	0	1	0	0	0.0		mixed	NATURE_CREATION	9	False
ت ح ت	NOUN_ABSTRACT	True	38	51	prep_complement	0.95	idafa	1.0	0.0	0.0	0.921	0.079	0	0	0	0	0.0		mixed	NATURE_CREATION	27	False
ت ح ت	NOUN_CONCRETE	True	4	0	prep_complement	0.75	idafa	1.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0		mixed	NATURE_CREATION	2	True
ت ر ب	NOUN_ABSTRACT	True	2	0	adjective	0.5		0.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0				2	True
ت ر ب	NOUN_CONCRETE	True	20	22	kana_predicate	0.45	conjoined	0.778	0.0	0.0	0.7	0.3	0	0	0	0	0.0				16	False
ت ر ف	NOUN_PASSIVE_PART	True	5	0	direct_object	0.4	idafa	1.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0		mixed	HUMANS_GENERIC	5	False
ت ر ف	PV:IV	True	1	0	conjoined	1.0	direct_object	0.5	0.0	0.0	1.0	0.0	0	0	0	1	0.0	فِي	mixed	HUMANS_GENERIC	1	True
ت ر ف	PV_PASS:IV	True	2	8		0.0	prep_complement	1.0	0.0	0.0	1.0	0.0	0	0	0	2	0.0	فِي	mixed	HUMANS_GENERIC	2	True
ت ر ك	CV:I	True	1	0		0.0	circumstantial	0.5	0.0	0.0	0.0	0.0	1	0	0	1	0.0		mixed	HUMANS_GENERIC	1	True
ت ر ك	IV:I	True	4	0		0.0	direct_object	0.571	0.25	0.25	0.75	0.25	0	0	0	4	0.0	فِي	mixed	HUMANS_GENERIC	4	True
ت ر ك	IV_PASS:I	True	3	0	particle_complement	1.0	circumstantial	0.5	0.0	0.0	1.0	0.0	0	0	0	3	0.0		mixed	HUMANS_GENERIC	3	True
ت ر ك	NOUN_ACTIVE_PART	True	3	0	predication	0.75	idafa	0.333	0.333	0.333	0.333	0.667	0	0	0	0	0.0		mixed	HUMANS_GENERIC	2	True
ت ر ك	PV:I	True	33	44	conjoined	0.556	direct_object	0.458	0.061	0.061	0.879	0.121	0	0	0	33	0.212	عَلَى	mixed	HUMANS_GENERIC	15	False
ت س ع	NOUN_CONCRETE	True	1	0	accusative_specification	1.0		0.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0		mixed	PROPHET_OTHER	1	True
ت س ع	NOUN_NUM	True	6	7	conjoined	0.25	idafa	0.3	0.0	0.0	1.0	0.0	0	0	0	0	0.0		mixed	PROPHET_OTHER	4	False
ت ع س	GERUND	True	1	1	predication	1.0	conjoined	0.5	0.0	0.0	1.0	0.0	0	0	0	0	0.0				1	True
ت ف ث	NOUN_CONCRETE	True	1	1	direct_object	1.0		0.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0		human	BELIEVERS	1	True
ت ق ن	PV:IV	True	1	1		0.0	direct_object	0.5	0.0	0.0	1.0	0.0	0	0	0	1	0.0				1	True
ت ل ك		False	0	1		0.0		0.0	0.0	0.0	0.0	0.0	0	0	0	0	0.0		mixed	NATURE_CREATION	0	True
ت ل ل	CV:I	True	3	0		0.0	prep_complement	0.571	0.0	0.0	0.0	0.0	3	0	0	3	0.0	عَلَى	mixed	PROPHET_MUHAMMAD	3	True
ت ل ل	IV:I	True	3	7		0.0	direct_object	0.5	0.0	0.0	0.667	0.333	0	0	0	3	0.0	عَلَى	mixed	PROPHET_MUHAMMAD	3	True
ت ل ل	PV:I	True	1	0	conjoined	1.0	direct_object	0.5	0.0	0.0	1.0	0.0	0	0	0	1	0.0	لـ	mixed	PROPHET_MUHAMMAD	1	True
ت ل و	CV:I	True	4	0		0.0	direct_object	0.571	0.0	0.0	0.0	0.25	4	1	0	4	0.0	عَلَى	mixed	ABSTRACT_CONCEPT	4	True
ت ل و	GERUND	True	1	0	idafa	1.0		0.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0		mixed	ABSTRACT_CONCEPT	1	True
ت ل و	IV:I	True	25	58	adjective	0.333	prep_complement	0.387	0.12	0.12	0.92	0.08	0	0	0	25	0.12	عَلَى	mixed	ABSTRACT_CONCEPT	15	False
ت ل و	IV:VIII	True	1	0		0.0	clausal_complement	0.5	1.0	1.0	1.0	0.0	0	0	0	1	0.0		mixed	ABSTRACT_CONCEPT	1	True
ت ل و	IV_PASS:I	True	23	0	kana_predicate	0.75	prep_complement	0.542	0.087	0.13	0.913	0.087	0	1	0	23	0.0	عَلَى	mixed	ABSTRACT_CONCEPT	18	False
ت ل و	NOUN_ACTIVE_PART	True	1	0		0.0	direct_object	1.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0		mixed	ABSTRACT_CONCEPT	1	True
ت ل و	PV:I	True	2	0		0.0	direct_object	0.333	0.5	0.5	0.5	0.5	0	0	0	2	0.0	عَلَى	mixed	ABSTRACT_CONCEPT	2	True
ت ل و	PV_PASS:I	True	1	0		0.0	prep_complement	0.5	0.0	0.0	1.0	0.0	0	0	0	1	0.0	عَلَى	mixed	ABSTRACT_CONCEPT	1	True
ت م ر	CV:VIII	True	1	1	conjoined	1.0	adverbial	0.5	0.0	0.0	0.0	0.0	1	0	0	1	0.0	بـ			1	True
ت م م	CV:IV	True	4	0		0.0	direct_object	0.455	0.0	0.0	0.0	0.25	4	1	0	4	0.0	إِلَى	mixed	GOD	3	True
ت م م	GERUND	True	1	0	circumstantial	1.0	conjoined	0.75	0.0	0.0	1.0	0.0	0	0	0	0	0.0		mixed	GOD	1	True
ت م م	IV:I	True	1	0		0.0	prep_complement	0.5	0.0	0.0	1.0	0.0	0	0	0	1	0.0	عَلَى	mixed	GOD	1	True
ت م م	IV:IV	True	6	0	conjoined	0.667	direct_object	0.4	0.0	0.0	1.0	0.0	0	0	0	6	0.0	عَلَى	mixed	GOD	5	False
ت م م	NOUN_ACTIVE_PART	True	1	0	predication	1.0	idafa	1.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0		mixed	GOD	1	True
ت م م	PV:I	True	5	0		0.0	subject	0.444	0.0	0.0	0.8	0.2	0	0	0	5	0.0	بـ	mixed	GOD	4	False
ت م م	PV:IV	True	4	22	conjoined	1.0	direct_object	0.5	0.0	0.0	1.0	0.0	0	0	0	4	0.0	عَلَى	mixed	GOD	4	True
ت و ب	ADJ_INTENS	True	6	0	predication	0.5	adjective	1.0	0.0	0.0	0.833	0.167	0	1	0	0	0.0		mixed	HUMANS_GENERIC	5	False
ت و ب	ADJ_QUALIT	True	1	0	predication	1.0	adjective	1.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0		mixed	HUMANS_GENERIC	1	True
ت و ب	CV:I	True	8	0	conjoined	1.0	prep_complement	0.8	0.0	0.0	0.0	0.375	8	3	0	8	0.0	إِلَى	mixed	HUMANS_GENERIC	4	False
ت و ب	GERUND	True	8	0	direct_object	0.286	prep_complement	0.6	0.0	0.0	1.0	0.0	0	0	0	0	0.0		mixed	HUMANS_GENERIC	6	False
ت و ب	GERUND_MEEM	True	2	0	cognate_acc	1.0	predication	0.5	0.0	0.0	0.5	0.5	0	0	0	0	0.0		mixed	HUMANS_GENERIC	2	True
ت و ب	IV:I	True	20	0	conjoined	0.5	prep_complement	0.654	0.15	0.15	1.0	0.0	0	0	0	20	0.0	عَلَى	mixed	HUMANS_GENERIC	9	False
ت و ب	NOUN_ACTIVE_PART	True	3	0	adjective	0.5	apposition	1.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0		mixed	HUMANS_GENERIC	2	True
ت و ب	NOUN_PROP	True	4	0	predication	1.0	adjective	0.667	0.0	0.0	1.0	0.0	0	0	0	0	0.0		mixed	HUMANS_GENERIC	1	True
ت و ب	PV:I	True	30	82	conjoined	0.75	conjoined	0.393	0.0	0.0	0.867	0.1	0	2	1	30	0.0	عَلَى	mixed	HUMANS_GENERIC	18	False
ت ي ن	NOUN_CONCRETE	True	1	1	particle_complement	1.0	conjoined	1.0	0.0	1.0	1.0	0.0	0	0	0	0	0.0				1	True
ت ي ه	IV:I	True	3	3	predication	1.0	prep_complement	0.778	0.0	0.0	0.333	0.667	0	1	0	3	0.0	مِن	human	HUMANS_GENERIC	3	True
ث ب ت	CV:I	True	1	0		0.0		0.0	0.0	0.0	0.0	0.0	1	0	0	1	0.0		mixed	GOD	1	True
ث ب ت	CV:II	True	3	19	conjoined	1.0	direct_object	0.75	0.0	0.0	0.0	0.667	3	2	0	3	0.0		mixed	GOD	3	True
ث ب ت	GERUND	True	3	0	accusative_specification	0.333	prep_complement	1.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0		mixed	GOD	3	True
ث ب ت	IV:I	True	1	0	conjoined	1.0	subject	1.0	0.0	0.0	1.0	0.0	0	0	0	1	1.0		mixed	GOD	1	True
ث ب ت	IV:II	True	6	0	conjoined	0.667	prep_complement	0.438	0.0	0.0	0.833	0.167	0	0	0	6	0.0	بـ	mixed	GOD	6	False
ث ب ت	IV:IV	True	1	0	clausal_complement	1.0	conjoined	0.5	0.0	0.0	1.0	0.0	0	0	0	1	0.0		mixed	GOD	1	True
ث ب ت	NOUN_ACTIVE_PART	True	2	0	adjective	0.5		0.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0		mixed	GOD	1	True
ث ب ت	NOUN_CONCRETE	True	1	0	circumstantial	1.0		0.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0		mixed	GOD	1	True
ث ب ت	PV:II	True	1	0		0.0	direct_object	1.0	0.0	0.0	1.0	0.0	0	0	0	1	0.0		mixed	GOD	1	True
ث ب ر	GERUND	True	4	0	cognate_acc	0.75	adjective	1.0	0.25	0.25	1.0	0.0	0	0	0	0	0.0				2	True
ث ب ر	NOUN_PASSIVE_PART	True	1	5	direct_object	1.0		0.0	0.0	0.0	0.0	1.0	0	0	0	0	0.0				1	True
ث ب ط	PV:II	True	1	1		0.0	conjoined	0.5	0.0	0.0	1.0	0.0	0	0	0	1	0.0		human	HYPOCRITES	1	True
ث ج ج	ADJ_INTENS	True	1	1	adjective	1.0		0.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0				1	True
ث خ ن	IV:IV	True	1	2	adverbial	1.0	prep_complement	1.0	1.0	1.0	1.0	0.0	0	0	0	1	1.0	فِي	mixed	HUMANS_GENERIC	1	True
ث خ ن	PV:IV	True	1	0		0.0	direct_object	1.0	0.0	0.0	1.0	0.0	0	0	0	1	0.0		mixed	HUMANS_GENERIC	1	True
ث ر ب	GERUND	True	1	1	particle_complement	1.0	adverbial	0.5	1.0	1.0	0.0	1.0	0	0	0	0	0.0				1	True
ث ر ي	NOUN_CONCRETE	True	1	1	idafa	1.0		0.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0				1	True
ث ع ب	NOUN_CONCRETE	True	2	2	predication	1.0	adjective	1.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0				2	True
ث ق ب	NOUN_ACTIVE_PART	True	2	2	adjective	1.0		0.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0				2	True
ث ق ف	IV:I	True	2	0		0.0	direct_object	0.667	0.0	0.0	1.0	0.0	0	0	0	2	0.0	فِي	human	HUMANS_GENERIC	2	True
ث ق ف	PV:I	True	2	6		0.0	direct_object	1.0	0.0	0.0	1.0	0.0	0	0	0	2	0.0		human	HUMANS_GENERIC	2	True
ث ق ف	PV_PASS:I	True	2	0		0.0	adverbial	0.667	0.5	1.5	1.0	0.0	0	0	0	2	0.0		human	HUMANS_GENERIC	2	True
ث ق ل	ADJ_QUALIT	True	5	0	adjective	0.8		0.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0		human	HUMANS_GENERIC	5	False
ث ق ل	NOUN_ABSTRACT	True	11	27	direct_object	0.462	idafa	0.444	0.364	0.364	0.727	0.182	0	0	1	0	0.0		human	HUMANS_GENERIC	7	False
ث ق ل	NOUN_CONCRETE	True	3	0	direct_object	0.667	idafa	1.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0		human	HUMANS_GENERIC	3	True
ث ق ل	NOUN_PASSIVE_PART	True	3	0	predication	0.667	prep_complement	1.0	0.0	0.0	1.0	0.0	0	0	0	0	0.0		human	HUMANS_GENERIC	3	True
ث ق ل	PV:I	True	4	0		0.0	subject	0.75	0.0	0.0	0.25	0.25	0	0	2	4	0.0	فِي	human	HUMANS_GENERIC	3	True
ث ق ل	PV:IV	True	1	0		0.0		0.0	0.0	0.0	1.0	0.0	0	0	0	1	0.0		human	HUMANS_GENERIC	1	True
ث ق ل	PV:V	True	1	0		0.0	prep_complement	1.0	0.0	0.0	1.0	0.0	0	0	0	1	0.0	إِلَى	human	HUMANS_GENERIC	1	True
ث ل ث	NOUN_ABSTRACT	True	3	0	conjoined	0.5	prep_complement	0.5	0.0	0.0	0.667	0.333	0	0	0	0	0.0		mixed	BELIEVERS	2	True
ث ل ث	NOUN_CONCRETE	True	2	0	adverbial	0.5	adjective	0.333	0.0	0.0	1.0	0.0	0	0	0	0	0.0		mixed	BELIEVERS	2	True
