record_type	focus_ref	target_ref	focus_direction_label	source_direction_label	source_focus_ref	source_target_ref	source_target_component_ref	relation_scope	source_column_order	source_row_role	source_note	source_file	source_line	source_row_sha256
directional_review	24:2	7:106	weak	weak	24:2	7:106	7:106	cross_surah	label_target_note	ranked_review	Demanding a sign from a claimant is only a remote analogy to evidentiary proof.	focus_24_2_cutoff_100.tsv	95	1268f8d5ff91e5bcc2b4810d08fac2a4bdd871334a6008f24f592f5c91d4663f
directional_review	24:2	17:96	medium	medium	24:2	17:96	17:96	cross_surah	label_target_note	ranked_review	God as sufficient witness strengthens ultimate accountability but adds no human evidentiary rule.	focus_24_2_cutoff_100.tsv	96	c4111313689f3a00f04c6eedc97aa4f75da16e4030a2c93d4408a0e413f1d203
directional_review	24:2	7:29	medium	medium	24:2	7:29	7:29	cross_surah	label_target_note	ranked_review	Joins justice, sincere religion, and return to God, reinforcing the focus ayah's din and Last-Day frame.	focus_24_2_cutoff_100.tsv	97	c3f6a5249153bb82769c30c8d27eaff8c85b3025423071a5efa5b481a0c46548
directional_review	24:2	41:53	weak	weak	24:2	41:53	41:53	cross_surah	label_target_note	ranked_review	Signs that establish truth and divine witness offer a broad epistemic parallel, not a legal proof standard.	focus_24_2_cutoff_100.tsv	98	f24e114394ffc1bd47ef8aef55ee619da9962a2195cbdc7abad1440a848145b4
directional_review	24:2	40:48	medium	medium	24:2	40:48	40:48	cross_surah	label_target_note	ranked_review	States that God has judged among servants, supporting the focus ayah's horizon of final adjudication.	focus_24_2_cutoff_100.tsv	99	bb184c03c295b7bb694acfe754a2a64e1f290756e9ae54ff8d7fc2429be70ccc
directional_review	24:2	41:47	medium	medium	24:2	41:47	41:47	cross_surah	label_target_note	ranked_review	Connects divine knowledge, final questioning, and failed testimony for false partners, reinforcing ultimate accountability.	focus_24_2_cutoff_100.tsv	100	d6634b2d38aed6309a75eebf7e8e16290bde08b121087e6c59aa625f773b0fdf
directional_review	24:2	24:21	strong	strong	24:2	24:21	24:21	same_surah	label_target_note	missing_ayah_suggestion	Forbids following Satan's steps toward indecency and evil, supplying a direct preventative frame for the offense.	focus_24_2_cutoff_100.tsv	101	bbc083ccae7fac66f1b39ff9ce5f7d328386d6606116eef3ac1a488402205a31
directional_review	24:2	24:22	strong	strong	24:2	24:22	24:22	same_surah	label_target_note	missing_ayah_suggestion	Commands pardon and overlooking in the same surrounding passage, sharply clarifying that mercy has a real but ordered role.	focus_24_2_cutoff_100.tsv	102	ccba07f398215e0ab5c6062f1c2d92999cf2ae837ffda9d30143d791f9d9d353
directional_review	24:2	24:23	strong	strong	24:2	24:23	24:23	same_surah	label_target_note	missing_ayah_suggestion	Condemns accusing chaste believing women and assigns grave worldly and final consequences, directly protecting the evidentiary setting of 24:2.	focus_24_2_cutoff_100.tsv	103	70a657baa1dcfb1193953bf9be899985d4f73b08cdfd64aece694f1634a13c8f
directional_review	24:2	24:24	strong	strong	24:2	24:24	24:24	same_surah	label_target_note	missing_ayah_suggestion	Makes tongues, hands, and feet testify about deeds on the Day of Judgment, extending public witness into final accountability.	focus_24_2_cutoff_100.tsv	104	d52aae5d422cba9f94e515a486ce7f7a1e95992f1a8e0f1241a7167d0f416778
directional_review	24:2	24:25	strong	strong	24:2	24:25	24:25	same_surah	label_target_note	missing_ayah_suggestion	Promises exact repayment on the Day of Judgment, directly sharpening the focus ayah's appeal to belief in the Last Day.	focus_24_2_cutoff_100.tsv	105	1361f771027ed4d386898ff8e3cab57a1daaf6b6e0c8936efe91d1cdd7154e8b
directional_review	24:2	24:26	medium	medium	24:2	24:26	24:26	same_surah	label_target_note	missing_ayah_suggestion	Contrasts corrupt and good persons and speech in the slander context, adding a moral boundary around sexual accusation.	focus_24_2_cutoff_100.tsv	106	c12925b9bb79c473f1d8e88cbcb78d67fd11252901d9af076a226862380b346e
directional_review	24:2	24:31	strong	strong	24:2	24:31	24:31	same_surah	label_target_note	missing_ayah_suggestion	Orders women to guard chastity and regulate display, directly providing a preventative companion to the sanction.	focus_24_2_cutoff_100.tsv	107	9e68997f0ad6dbd6a65e635693764ec7caa0869b14699c3611ea393ccdb815cb
directional_review	24:2	24:33	strong	strong	24:2	24:33	24:33	same_surah	label_target_note	missing_ayah_suggestion	Forbids compelling women into prostitution, directly addressing sexual exploitation and preserving chastity against coercion.	focus_24_2_cutoff_100.tsv	108	0c633ab31d13dae2809def666633281af62ee7e38df3719748f04f582a0776db
directional_review	24:2	4:15	strong	strong	24:2	4:15	4:15	cross_surah	label_target_note	missing_ayah_suggestion	Requires four witnesses for an indecency accusation and prescribes a consequence, a direct earlier legal parallel.	focus_24_2_cutoff_100.tsv	109	b55c9aa0fc1b4b7ded8518c32628e25736bbae2e9a906a8f50335649c88823f1
directional_review	24:2	4:16	strong	strong	24:2	4:16	4:16	cross_surah	label_target_note	missing_ayah_suggestion	Addresses two who commit indecency with a prescribed response and later repentance, closely pairing sanction with reform.	focus_24_2_cutoff_100.tsv	110	6e5fdbb50746d9d5273ddd7bf5cb6b1e4fe474fa8adbcc401674bc348ea920a1
directional_review	24:2	4:25	strong	strong	24:2	4:25	4:25	cross_surah	label_target_note	missing_ayah_suggestion	Specifies consequences for married bondwomen who commit indecency, directly showing differentiated legal treatment of zina.	focus_24_2_cutoff_100.tsv	111	69c347e102ac6d6b19299ab08149fd99455b07b0b54a52e0e614cf90f459ad77
directional_review	24:2	4:17	medium	medium	24:2	4:17	4:17	cross_surah	label_target_note	missing_ayah_suggestion	Defines repentance as timely turning and reform after wrongdoing, clarifying the restorative horizon beside punishment.	focus_24_2_cutoff_100.tsv	112	958ff97ffc6f1028473dd78667ae4c051baa3c5cc56bce8baae6b1e3b5c60667
directional_review	24:2	7:33	strong	strong	24:2	7:33	7:33	cross_surah	label_target_note	missing_ayah_suggestion	Explicitly forbids outward and inward indecencies, directly supplying the wider prohibition behind the focus ayah.	focus_24_2_cutoff_100.tsv	113	c2e685e7324f14863f01af8a9aaf32e317339b8e8f2691dd04dfb9afa8811743
directional_review	24:2	23:5	strong	strong	24:2	23:5	23:5	cross_surah	label_target_note	missing_ayah_suggestion	Praises believers who guard their private parts, supplying a concise positive norm opposite the offense.	focus_24_2_cutoff_100.tsv	114	3feb5b01f55bb71f839a85dac48c05bea3224fe5534f5ef3cba33656cbc48d53
directional_review	24:2	23:6	strong	strong	24:2	23:6	23:6	cross_surah	label_target_note	missing_ayah_suggestion	Defines the lawful marital boundary for sexual conduct, directly clarifying the protected alternative to zina.	focus_24_2_cutoff_100.tsv	115	390468099dfc1f9480d7a94e4ac8b8d337fb35ffded476048c73e032d36fc3c9
directional_review	24:2	23:7	medium	medium	24:2	23:7	23:7	cross_surah	label_target_note	missing_ayah_suggestion	Names seeking beyond that boundary as transgression, completing the preceding preventative sexual ethic.	focus_24_2_cutoff_100.tsv	116	81703c0753a3d4231ca1bb295b3b5c15f2a1ee08f55ddaa7183930a8aad40d63
directional_review	24:2	25:70	medium	medium	24:2	25:70	25:70	cross_surah	label_target_note	missing_ayah_suggestion	Pairs repentance, faith, and righteous action with transformed wrongdoing, adding a strong restoration counterpart.	focus_24_2_cutoff_100.tsv	117	83cc74b788024a768f8f39482a358f665c034ba0a447462ec5c56582f0f0f168
directional_review	24:2	33:35	medium	medium	24:2	33:35	33:35	cross_surah	label_target_note	missing_ayah_suggestion	Includes men and women who guard chastity among those promised forgiveness and reward, reinforcing the positive norm.	focus_24_2_cutoff_100.tsv	118	b1f7a4332b4f9ae3ed296fef9339f115dd4be888ee38f55455c68daa75627b52
directional_review	24:2	42:40	medium	medium	24:2	42:40	42:40	cross_surah	label_target_note	missing_ayah_suggestion	Allows proportionate requital while commending pardon and reconciliation, directly distinguishing justice from indiscriminate pity.	focus_24_2_cutoff_100.tsv	119	8c47001902492237bee9d745413c1206f023e165258e1d1835b226a407bf6958
directional_review	24:2	5:38	medium	medium	24:2	5:38	5:38	cross_surah	label_target_note	missing_ayah_suggestion	Its fixed corporal penalty for theft supplies a close legal analogy for enforcing a prescribed bodily sanction.	focus_24_2_cutoff_100.tsv	120	1f25850094130551f862ba16e5312d8a3883ffdf10575a9e755fa4259adcfe3e
directional_review	24:2	5:45	medium	medium	24:2	5:45	5:45	cross_surah	label_target_note	missing_ayah_suggestion	Pairs proportionate retribution with voluntary remission, clarifying the difference between justice and pardon.	focus_24_2_cutoff_100.tsv	121	30ee9261c4417a081ced4c8074c3c161fc86086986edfbe0841ee4ba51ea6996
directional_review	24:2	16:126	medium	medium	24:2	16:126	16:126	cross_surah	label_target_note	missing_ayah_suggestion	States proportional response to injury while commending patience, a general boundary for measured rather than excessive punishment.	focus_24_2_cutoff_100.tsv	122	7fde4b40529d843f06e9ebe26618d55b6b88aa88b2bc1b75de558577b6ed6bac
directional_review	24:2	2:178	medium	medium	24:2	2:178	2:178	cross_surah	label_target_note	missing_ayah_suggestion	Sets prescribed retaliation alongside pardon and compensation, giving a broader Quranic model of law moderated by authorized mercy.	focus_24_2_cutoff_100.tsv	123	430d82fea30b5f57db2faac04f45e5f9dcb6cd1f449b74830af56f8b0a66bbd9
directional_review	24:2	4:58	medium	medium	24:2	4:58	4:58	cross_surah	label_target_note	missing_ayah_suggestion	Commands judgment with justice, supplying the governing standard for any implementation of a legal penalty.	focus_24_2_cutoff_100.tsv	124	344fedd3bbe128837a05c7c2db5fbe03dcdaa0487400cf3d7720c9a93d647edd
directional_review	24:2	5:8	medium	medium	24:2	5:8	5:8	cross_surah	label_target_note	missing_ayah_suggestion	Commands justice despite personal pressure, reinforcing that enforcement must not be distorted by feeling or animus.	focus_24_2_cutoff_100.tsv	125	4be518180648ef8cf881a9b56308aea8b0d053d2edf388e67688195432c49266
directional_review	24:2	5:49	medium	medium	24:2	5:49	5:49	cross_surah	label_target_note	missing_ayah_suggestion	Commands judgment by what God revealed and warns against desires, closely supporting the focus ayah's resistance to obstructive sentiment.	focus_24_2_cutoff_100.tsv	126	d20690302db75e0c037c5a4092b01417723da234b4f647910dea679cc7e2c468
directional_review	24:2	16:90	medium	medium	24:2	16:90	16:90	cross_surah	label_target_note	missing_ayah_suggestion	Commands justice and good conduct while forbidding indecency, joining the focus ayah's legal and moral concerns.	focus_24_2_cutoff_100.tsv	127	222e53d6a27dc506a646ba996276c58d95e16573f51bbb14a58fabd43178ecca
directional_review	24:2	66:12	medium	medium	24:2	66:12	66:12	cross_surah	label_target_note	missing_ayah_suggestion	Praises Mary for guarding chastity, furnishing a prominent positive exemplar opposite the offense.	focus_24_2_cutoff_100.tsv	128	b801d8657661599c689377e9dda4029246c396911fdde789a9e14d7b2d521360
reciprocal_nomination	24:2	1:4		medium	1:4	24:2	24:2	cross_surah	label_target_note	ranked_review	Divine din, punishment, and the last day add a juridical accountability setting.	focus_1_4_cutoff_100.tsv	80	b0bec3ce7a05ad494f1575e15c2e96af8ef4ceabc5d2844e5622f7acfcadba29
reciprocal_nomination	24:2	2:8		weak	2:8	24:2	24:2	cross_surah	label_target_note	ranked_review	Uses belief in God and the Last Day as legal motivation, not an authenticity criterion.	focus_2_8_cutoff_100.tsv	84	2b07b50199d0c1edddb613984fe3014caafb567055a204909ddef8dcff023f68
reciprocal_counterevidence	24:2	2:158		no value	2:158	24:2	24:2	cross_surah	label_target_note	ranked_review	The punishment rule does not clarify the rite.	focus_2_158_cutoff_100.tsv	67	3599443ccfd1f2f001033fa458a12e7d71de8fef591f3c993482612cfd8307dd
reciprocal_nomination	24:2	2:207		medium	2:207	24:2	24:2	cross_surah	label_target_note	ranked_review	It shows ra'fa is not misplaced leniency within Allah's religion.	focus_2_207_cutoff_100.tsv	56	50c80ed4a7ec573254e1b440704b41124383a59acc7d750840e9f5bc48618d4d
reciprocal_counterevidence	24:2	2:261		no value	2:261	24:2	24:2	cross_surah	label_target_note	ranked_review	The legal punishment does not add to the spending analogy.	focus_2_261_cutoff_100.tsv	41	19a74ecd0038e4923875db83c92b075c2095d806952f216c92eff273bbf6920a
reciprocal_nomination	24:2	3:24		weak	3:24	24:2	24:2	cross_surah	label_target_note	ranked_review	Punishment within God's religion and the Last Day gives only a broad legal-accountability context.	focus_3_24_cutoff_100.tsv	100	a72dde8d0650290edf998ca9de2a4a59c3b00e29b283575d0f44f132710e7ecb
reciprocal_counterevidence	24:2	3:83		no value	3:83	24:2	24:2	cross_surah	label_target_note	ranked_review	The legal use of God's religion does not clarify seeking another religion or cosmic submission.	focus_3_83_cutoff_100.tsv	67	b04f467d64e53473d42205769065faa9082ebba63860eb3591b3ad1aaa9f96f0
reciprocal_nomination	24:2	3:114		weak	3:114	24:2	24:2	cross_surah	label_target_note	ranked_review	Places God-and-Last-Day faith in a public legal enforcement setting, only indirectly.	focus_3_114_cutoff_100.tsv	68	1a5ed95047a2b38c67e60b55756f7fcd13eaa1ed11725d995dcd6073fd8aab01
reciprocal_counterevidence	24:2	3:122		no value	3:122	24:2	24:2	cross_surah	label_target_note	ranked_review	Legal punishment and a witnessing group are unrelated to the focus.	focus_3_122_cutoff_100.tsv	53	08043f5ccbe0018c6220d603f740f87c191242f014af858c1418944a23f55d09
reciprocal_counterevidence	24:2	4:7		no value	4:7	24:2	24:2	cross_surah	label_target_note	ranked_review	It is a legal ruling but contributes no estate, kinship, or assigned-share connection.	focus_4_7_cutoff_100.tsv	20	f2f099345ef49dbf374a513eb33ae7f7284f17f36b0bc99f9c97f94848080e27
reciprocal_counterevidence	24:2	4:11		no value	4:11	24:2	24:2	cross_surah	label_target_note	ranked_review	The penal rule does not bear on heirs, estate shares, or bequests.	focus_4_11_cutoff_100.tsv	40	c0fe927e6bde5e068eb972784d2d5d0bf0812ca48f0f63543efd4423f38250c2
reciprocal_counterevidence	24:2	4:12		no value	4:12	24:2	24:2	cross_surah	label_target_note	ranked_review	No localized estate, share, will, debt, or kinship-allocation relation.	focus_4_12_cutoff_100.tsv	37	efe0c6fcda31c04cc7a33f411ab5863e8741f9a063fde9f25d5ca03141bf5765
reciprocal_nomination	24:2	4:15		strong	4:15	24:2	24:2	cross_surah	label_target_note	missing_ayah_suggestion	Adds a direct public consequence for sexual wrongdoing, supplying a major alternative response framework.	focus_4_15_cutoff_100.tsv	108	25a3ae3ebdab18d616552115c896b6af1c9b2ca23ab7aa4c84844d01581ebe21
reciprocal_nomination	24:2	4:22		strong	4:22	24:2	24:2	cross_surah	label_target_note	missing_ayah_suggestion	It directly addresses a sexual offense and its public legal consequence.	focus_4_22_cutoff_100.tsv	137	53890b2f42b2d5f68d39e04da25d999487650ec84378f9ddc9f2f9da28a19100
reciprocal_nomination	24:2	4:24		medium	4:24	24:2	24:2	cross_surah	label_target_note	missing_ayah_suggestion	Its penalty for fornication provides a direct misconduct-side parallel to the focus's non-fornication condition.	focus_4_24_cutoff_100.tsv	119	e26eb3766c997a9384ac75288e34d4c763411a7a0a3da7bee949f18fc5f9e443
reciprocal_nomination	24:2	4:25		strong	4:25	24:2	24:2	cross_surah	label_target_note	missing_ayah_suggestion	The public penalty for sexual misconduct gives a major parallel for the focus's penalty reference.	focus_4_25_cutoff_100.tsv	139	f47939b600e3bb633b6add0b3c54900ff1fdf91def4c82476fc9d1e029d4cc5e
reciprocal_counterevidence	24:2	4:59		no value	4:59	24:2	24:2	cross_surah	label_target_note	ranked_review	No material connection to the focus verse's authority or dispute process.	focus_4_59_cutoff_100.tsv	16	ea6d33e87e9c87e4e0124eb2d6c9d38417b07fe81dd3e3b41b817dd48c5248e6
reciprocal_nomination	24:2	4:102		weak	4:102	24:2	24:2	cross_surah	label_target_note	ranked_review	A witnessing subgroup offers only a generic group-partition echo, already better supplied by 9:122.	focus_4_102_cutoff_100.tsv	55	84f0600a7701d9d5209824618281c35617731b4ee2d0563b639d63485651bc52
reciprocal_nomination	24:2	4:135		medium	4:135	24:2	24:2	cross_surah	label_target_note	ranked_review	Adds public witnessing of an imposed consequence, without the focus's impartiality rule.	focus_4_135_cutoff_100.tsv	76	19302eb0a2abfd4f72c7ef320cee1dbf94ae66377503f2b6cf02c897e35ce674
reciprocal_nomination	24:2	4:146		weak	4:146	24:2	24:2	cross_surah	label_target_note	ranked_review	دِينِ ٱللَّهِ and ٱلْمُؤْمِنِينَ are not a focus-level parallel.	focus_4_146_cutoff_100.tsv	52	cf1a0ca24959b881df13f536e8f19fda2e0ef13ff24535a4ddd00003ab27ebdd
reciprocal_nomination	24:2	5:5		medium	5:5	24:2	24:2	cross_surah	label_target_note	missing_ayah_suggestion	Sets a public legal boundary for illicit sexual conduct.	focus_5_5_cutoff_100.tsv	135	2cf09864d71c74e52355967a33b098dfc6e62c67855ea0dadba50066df980fa5
reciprocal_nomination	24:2	5:33		medium	5:33	24:2	24:2	cross_surah	label_target_note	missing_ayah_suggestion	Provides a public specified bodily penalty for a distinct offense.	focus_5_33_cutoff_100.tsv	137	af572fbef04ad595eeda632edd93d516a4544cec6eaf7f5f90decb04bd2ac2a8
reciprocal_nomination	24:2	5:38		strong	5:38	24:2	24:2	cross_surah	label_target_note	missing_ayah_suggestion	Provides a public corporeal sanction and witness-facing deterrent, an important comparator for bodily penalty and warning.	focus_5_38_cutoff_100.tsv	121	242681284f5cec31abffa6debc6d729bd88e8f6fb821d69cc4fec6222f2fba14
reciprocal_nomination	24:2	6:42		weak	6:42	24:2	24:2	cross_surah	label_target_note	ranked_review	b004 route concerns a distinct prescribed punishment context.	focus_6_42_cutoff_100.tsv	60	8e7f952ee2ae0e29472b70ba651cdc9e1faf74073a357b49194ddb09b25ab42f
reciprocal_nomination	24:2	6:151		strong	6:151	24:2	24:2	cross_surah	label_target_note	missing_ayah_suggestion	Direct zina prohibition framework with a stated penalty.	focus_6_151_cutoff_100.tsv	162	dee7975160baf1837bef267226d0e44bcd53fdba16e9c71aed4807600590ebb3
reciprocal_counterevidence	24:2	7:86		no value	7:86	24:2	24:2	cross_surah	label_target_note	ranked_review	7:86'nın yol, engelleme, eğrilik, azlık veya fesatçı akıbetine özel katkı vermez.	focus_7_86_cutoff_100.tsv	91	4a89053c5df837c56d0908b503ba48e4ab51df10c759c9f1dd508695d5d74f93
reciprocal_nomination	24:2	7:94		weak	7:94	24:2	24:2	cross_surah	label_target_note	ranked_review	A legal punishment boundary, not the focus's communal remedial pressure.	focus_7_94_cutoff_100.tsv	9	97711142a6ca051e26909ddcea6343392cf628233fa3baf21978f2a887fb2865
reciprocal_counterevidence	24:2	7:203		no value	7:203	24:2	24:2	cross_surah	label_target_note	ranked_review	The legal penalty verse does not clarify the focus.	focus_7_203_cutoff_100.tsv	91	b4d3a1f9fb3ae92800cdfbcb411beac4be46d15197797861a2b9c25d3c3fe858
reciprocal_counterevidence	24:2	8:65		no value	8:65	24:2	24:2	cross_surah	label_target_note	ranked_review	The numerical legal penalty does not illuminate battle capacity or comprehension.	focus_8_65_cutoff_100.tsv	7	1b2a62c1ed4c08d8a8a1e3d369bd8ab0a2ce5bc835c6b7d26ba8f19ba918bca2
reciprocal_counterevidence	24:2	8:66		no value	8:66	24:2	24:2	cross_surah	label_target_note	ranked_review	A fixed legal penalty and public witnessing do not clarify the focus's load-sensitive ratio.	focus_8_66_cutoff_100.tsv	10	fcfda236a677bfdbf8bade39b23fd8ee6bda05b6208cb2347103c8dec2f3d924
reciprocal_nomination	24:2	9:29		medium	9:29	24:2	24:2	cross_surah	label_target_note	ranked_review	Shows divine religion, belief, and the Last Day operating in a public norm and witnessed enforcement.	focus_9_29_cutoff_100.tsv	10	cf1a2343f1e9b6ea1e2f5a338451a5b47cc7f0a554a118c6c7f566a3ef078340
reciprocal_nomination	24:2	9:44		weak	9:44	24:2	24:2	cross_surah	label_target_note	ranked_review	The faith-and-last-day formula occurs in a distinct legal setting.	focus_9_44_cutoff_100.tsv	51	cd8581cb709e6cba5c27bdeb3c2603046dfbe14d536df6f1ccd1594cd2839937
reciprocal_nomination	24:2	9:45		weak	9:45	24:2	24:2	cross_surah	label_target_note	ranked_review	Faith formula appears in a legal instruction, without added relation.	focus_9_45_cutoff_100.tsv	78	e02dc364eb604e752a542c675b440e19cb23356cd279b77fb45375514c681c13
reciprocal_nomination	24:2	9:66		medium	9:66	24:2	24:2	cross_surah	label_target_note	ranked_review	A defined group witnessing punishment gives a procedural, not personal, parallel to division.	focus_9_66_cutoff_100.tsv	37	e5b95b2695641a5da446d1018949ad0088b0bbfcd0055e1e7a071ff6cff58801
reciprocal_nomination	24:2	9:122		medium	9:122	24:2	24:2	cross_surah	label_target_note	ranked_review	A bounded طائفة makes a public function visible; subject differs.	focus_9_122_cutoff_100.tsv	10	87f26698f9dc836219e9c17c52c4501ad117dd98f088923d81cd5ab5d53769f0
reciprocal_nomination	24:2	10:104		weak	10:104	24:2	24:2	cross_surah	label_target_note	ranked_review	Uses religion in a legal setting, without clarifying the focus's declaration.	focus_10_104_cutoff_100.tsv	58	5b8bbc86f5e0e1b651d18b361d9927ee67c0efccfbc5239d4c81c46055c40c44
reciprocal_nomination	24:2	12:30		medium	12:30	24:2	24:2	cross_surah	label_target_note	missing_ayah_suggestion	Provides a public legal frame for sexual wrongdoing, distinct from unverified city talk.	focus_12_30_cutoff_100.tsv	132	3b53dec81d8800a6fb1a97a78de56ba22e6d0928cdd322907a49144d8fccb214
reciprocal_counterevidence	24:2	12:42		no value	12:42	24:2	24:2	cross_surah	label_target_note	ranked_review	No material connection to the focus.	focus_12_42_cutoff_100.tsv	75	f4b438e661feaf25acf47e6e131235c5b36e6d9206831e40fa7dd9fa1676631a
reciprocal_counterevidence	24:2	12:58		no value	12:58	24:2	24:2	cross_surah	label_target_note	ranked_review	The legal penalty does not add to the focused reading.	focus_12_58_cutoff_100.tsv	99	69a818e9227c4763ecc5c52157aa255b8ab5b3e35a6c802474499f1a55cf7bdb
reciprocal_nomination	24:2	12:76		medium	12:76	24:2	24:2	cross_surah	label_target_note	ranked_review	Din içindeki yaptırım, kralın dini ile kardeşlerin ceza hükmü arasındaki hukuk ayrımını çağrıştırır.	focus_12_76_cutoff_100.tsv	76	9bf6398ac1ca9fa30cb2d427738a0c2df85bcf6b16890b3dd6601b297157a5ab
reciprocal_nomination	24:2	15:50		medium	15:50	24:2	24:2	cross_surah	label_target_note	missing_ayah_suggestion	Suçun cezasına merhametle müdahale etmeme buyruğu, rahmetin sorumluluğu ortadan kaldırmadığı yönü destekler.	focus_15_50_cutoff_100.tsv	123	246103652fc4f8608e60282a391b1607b586c4f29b4df226eedb96b20500cb31
reciprocal_nomination	24:2	15:83		weak	15:83	24:2	24:2	cross_surah	label_target_note	ranked_review	Secondary accountability reading: compassion does not suspend a set penalty.	focus_15_83_cutoff_100.tsv	87	2a7005f8442366718c45d52f7d4e89a312a39429b601337617e35a512c331a03
reciprocal_nomination	24:2	16:47		medium	16:47	24:2	24:2	cross_surah	label_target_note	ranked_review	Şefkatin cezanın uygulanmasını durdurmaması, رءوف ve azabın ayrışan bağlamını gösterir.	focus_16_47_cutoff_100.tsv	46	4442b7f3b4ca96985a8a1d2822aa308226efa3497bec74a5c8913b2c5c218764
reciprocal_counterevidence	24:2	16:80		no value	16:80	24:2	24:2	cross_surah	label_target_note	ranked_review	Ceza hükmü, 16:80’in konut ve malzeme temasını açıklamaz.	focus_16_80_cutoff_100.tsv	88	a02610555be4bcf0366059f823199d28750b6cb536e94076ac4e3fed54d85261
reciprocal_nomination	24:2	16:111		weak	16:111	24:2	24:2	cross_surah	label_target_note	ranked_review	Provides a legal punishment context but no direct account or argument link.	focus_16_111_cutoff_100.tsv	96	5db19b45679df56eeaa4330ed9432a7a2abf1b6e0babda73335fba00ae1ee8bf
reciprocal_nomination	24:2	16:113		medium	16:113	24:2	24:2	cross_surah	label_target_note	ranked_review	Provides a legal punitive setting, a secondary sense distinct from communal seizure.	focus_16_113_cutoff_100.tsv	16	443eb195d4daba13e3814dbb49ec35ac1f33b9a3fa8a75c1412622a6337ad3ee
reciprocal_nomination	24:2	17:32		strong	17:32	24:2	24:2	cross_surah	label_target_note	ranked_review	Names الزنا and supplies a public legal consequence distinct from the approach prohibition.	focus_17_32_cutoff_100.tsv	28	6ee80c7d1fd655409a1c598a2c4e8677dd6f4e49db8febb60bdb44373625d4ec
reciprocal_nomination	24:2	17:38		strong	17:38	24:2	24:2	cross_surah	label_target_note	missing_ayah_suggestion	Supplies the explicit legal consequence for the sexual wrongdoing prohibited in 17:32.	focus_17_38_cutoff_100.tsv	152	9698fe682dfac3faf2feb4d677fc97aa46f911ee9bfd2d545369ccb59fde90eb
reciprocal_counterevidence	24:2	18:25		no value	18:25	24:2	24:2	cross_surah	label_target_note	ranked_review	One hundred lashes does not bear on elapsed time or the cave story.	focus_18_25_cutoff_100.tsv	43	8488c5f0d7e94783679e298d862934a3022eff32f6004fccae951cc4edb115db
reciprocal_counterevidence	24:2	20:62		no value	20:62	24:2	24:2	cross_surah	label_target_note	ranked_review	The legal punishment instruction is unrelated to the focus.	focus_20_62_cutoff_100.tsv	97	5a746cf50794cc5261606fd8c11fd1793f9756e149046a4dcafb4b23d2c5455f
reciprocal_nomination	24:2	22:17		weak	22:17	24:2	24:2	cross_surah	label_target_note	ranked_review	Public attendance at punishment offers a limited procedural analogue to witnessed judgment.	focus_22_17_cutoff_100.tsv	92	9fe10e5a37c142c38080d1328ef095ba29043da991cac9cffd77d5eb7e166070
reciprocal_nomination	24:2	22:20		weak	22:20	24:2	24:2	cross_surah	label_target_note	ranked_review	The prescribed worldly flogging is a distinct bodily punishment, not an explanation of the hereafter scene.	focus_22_20_cutoff_100.tsv	25	bd01485df0414b5612d6dd30755fbe2c4e420783ebde302a228026563f8a605c
reciprocal_nomination	24:2	23:5		strong	23:5	24:2	24:2	cross_surah	label_target_note	missing_ayah_suggestion	It gives the legal sanction for unlawful sexual intercourse.	focus_23_5_cutoff_100.tsv	137	f22e52bb97dc923e4401077c5c1273744c97191a9a92d25fa588ee8aefa17796
reciprocal_nomination	24:2	23:6		strong	23:6	24:2	24:2	cross_surah	label_target_note	missing_ayah_suggestion	The sanction for fornication supplies a direct contrary category to conduct within the focus's permitted relations.	focus_23_6_cutoff_100.tsv	107	2e955174ed41430aa90aa651df68d48d54eea46adcd677f1fe5690c20d42f346
reciprocal_nomination	24:2	23:7		medium	23:7	24:2	24:2	cross_surah	label_target_note	missing_ayah_suggestion	Its legal consequence for zina confirms that sexual violation is a serious bounded offense.	focus_23_7_cutoff_100.tsv	125	bb18d68dd2382a0c70cd3c47eccf335f0d6409dea0415b0849e2dadcf71a9d66
reciprocal_nomination	24:2	24:1		strong	24:1	24:2	24:2	same_surah	label_target_note	ranked_review	Immediately instantiates the prescribed legal order announced in the focus.	focus_24_1_cutoff_100.tsv	8	3f19da5c19ae50e7eff355de7393f77fc317ea6994d959547b30c6b6d991b35b
reciprocal_nomination	24:2	24:3		strong	24:3	24:2	24:2	same_surah	label_target_note	ranked_review	The immediately preceding penalty names zina and addresses its enforcement within the believing community.	focus_24_3_cutoff_100.tsv	1	25644da44c3b7185b963df61ec97df076d5fd45522812162c27361f2f0bd0172
reciprocal_nomination	24:2	24:4		medium	24:4	24:2	24:2	same_surah	label_target_note	ranked_review	The preceding penalty for proven sexual misconduct distinguishes adjudicated conduct from unproven accusation.	focus_24_4_cutoff_100.tsv	10	5b7b58134ed1665afce359b31e716c1089dce9e9f8798dacc15887dadacc36c9
reciprocal_nomination	24:2	24:5		medium	24:5	24:2	24:2	same_surah	label_target_note	ranked_review	The preceding legal penalty situates the focus's exception within the surah's accountability framework.	focus_24_5_cutoff_100.tsv	14	933c6e4d50956ff3b648bc88c61f5537ab59c06bfbb2c5d84d8fcebf9234849f
